,Putting_from_-__25_RANK THIS WEEK,Putting_from_-__25_RANK LAST WEEK,Putting_from_-__25_PLAYER NAME,Putting_from_-__25_ROUNDS,Putting_from_-__25_% MADE,Putting_from_-__25_ATTEMPTS,Putting_from_-__25_PUTTS MADE
0,1,1,Craig Barlow,77,10.29,243,25
1,2,2,David McKenzie,82,8.9,337,30
2,3,3,Chris Riley,86,8.62,290,25
3,4,4,David Howell,52,8.51,141,12
4,5,5,Vaughn Taylor,88,8.23,328,27
5,6,6,Richard Johnson,94,8.21,402,33
6,7,7,Mathias Grönberg,92,8.18,330,27
7,8,8,David Toms,76,8.13,246,20
8,9,9,Vijay Singh,103,7.99,338,27
9,T10,T10,Brad Faxon,78,7.94,315,25
10,T10,T10,J.J. Henry,96,7.94,378,30
11,12,12,Mark Wilson,79,7.69,325,25
12,13,13,Ernie Els,69,7.65,183,14
13,14,14,Kent Jones,103,7.63,380,29
14,15,15,Brett Quigley,109,7.59,448,34
15,16,16,David Duval,71,7.55,212,16
16,17,17,Larry Mize,53,7.54,199,15
17,18,18,Tom Pernice Jr.,108,7.53,372,28
18,19,19,Ted Purdy,103,7.47,348,26
19,20,20,Ben Curtis,86,7.43,323,24
20,21,21,Jason Schultz,77,7.41,324,24
21,T22,T22,Jim Furyk,89,7.34,286,21
22,T22,T22,Brent Geiberger,99,7.34,463,34
23,24,24,D.A. Points,82,7.33,300,22
24,25,25,Olin Browne,108,7.27,344,25
25,26,26,John Rollins,93,7.19,334,24
26,T27,T27,Marco Dawson,87,7.14,308,22
27,T27,T27,Dudley Hart,83,7.14,308,22
28,29,29,Bob Tway,81,7.1,310,22
29,30,30,Robert Allenby,79,7.09,254,18
30,31,31,Jonathan Byrd,66,7.08,240,17
31,32,32,Aaron Baddeley,78,7.04,270,19
32,33,33,Carlos Franco,86,7.03,370,26
33,34,34,Freddie Jacobson,56,7.02,228,16
34,35,35,Chris Smith,67,7.01,328,23
35,36,36,Mathew Goggin,72,7.0,300,21
36,37,37,Mark O'Meara,52,6.96,158,11
37,T38,T38,James Driscoll,80,6.93,375,26
38,T38,T38,Bo Van Pelt,102,6.93,404,28
39,T40,T40,John Huston,74,6.84,263,18
40,T40,T40,Corey Pavin,74,6.84,263,18
41,42,42,Jerry Smith,94,6.82,352,24
42,43,43,Brandt Jobe,91,6.81,323,22
43,44,44,Rod Pampling,89,6.74,267,18
44,45,45,José María Olazábal,62,6.67,180,12
45,46,46,Len Mattiace,59,6.64,226,15
46,47,47,J.P. Hayes,55,6.63,196,13
47,T48,T48,Greg Chalmers,71,6.61,227,15
48,T48,T48,Todd Hamilton,72,6.61,227,15
49,T50,T50,Briny Baird,81,6.6,318,21
50,T50,T50,Brian Gay,107,6.6,379,25
51,T50,T50,J.L. Lewis,57,6.6,212,14
52,53,53,Will MacKenzie,91,6.58,365,24
53,T54,T54,Todd Fischer,101,6.43,342,22
54,T54,T54,Retief Goosen,68,6.43,171,11
55,T54,T54,Ian Poulter,53,6.43,171,11
56,T57,T57,Steve Flesch,119,6.38,439,28
57,T57,T57,Tiger Woods,55,6.38,188,12
58,59,59,Frank Lickliter II,99,6.35,378,24
59,60,60,Tom Lehman,70,6.34,205,13
60,61,61,Joe Ogilvie,95,6.29,302,19
61,62,62,Davis Love III,85,6.28,239,15
62,63,63,Dean Wilson,115,6.21,419,26
63,T64,T64,Arjun Atwal,97,6.2,355,22
64,T64,T64,Tim Petrovic,95,6.2,355,22
65,66,66,Jeff Maggert,81,6.19,291,18
66,67,67,Adam Scott,70,6.13,212,13
67,68,68,Padraig Harrington,54,6.12,147,9
68,69,69,Arron Oberholser,82,5.99,284,17
69,T70,T70,Paul Goydos,72,5.95,252,15
70,T70,T70,Ryan Palmer,101,5.95,336,20
71,72,72,Nathan Green,108,5.9,407,24
72,T73,T73,"John Engler, Jr.",69,5.88,306,18
73,T73,T73,Charles Howell III,96,5.88,391,23
74,T75,T75,Billy Andrade,78,5.86,256,15
75,T75,T75,Alex Aragon,63,5.86,222,13
76,77,77,Daniel Chopra,110,5.85,376,22
77,78,78,Chad Campbell,91,5.84,291,17
78,79,79,Pat Perez,50,5.81,172,10
79,80,80,Hidemichi Tanaka,74,5.8,293,17
80,T81,T81,Luke Donald,66,5.79,190,11
81,T81,T81,Joe Durant,101,5.79,397,23
82,83,83,Steve Elkington,52,5.78,225,13
83,84,84,Justin Rose,98,5.77,364,21
84,85,85,Sergio Garcia,59,5.71,175,10
85,86,86,Paul Stankowski,70,5.67,282,16
86,87,87,Duffy Waldorf,96,5.66,389,22
87,88,88,Henrik Bjornstad,97,5.64,408,23
