,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
0,1,1,Brian Gay,107,212,777,27.3
1,2,2,Nathan Green,108,208,714,29.1
2,3,3,Kent Jones,103,191,631,30.3
3,4,4,Daniel Chopra,110,187,690,27.1
4,5,5,Olin Browne,108,185,621,29.8
5,6,6,Steve Flesch,119,183,737,24.8
6,7,7,Brett Quigley,109,180,675,26.7
7,8,8,Todd Fischer,101,179,657,27.2
8,9,9,Jeff Overton,95,178,606,29.4
9,10,10,Tag Ridings,103,177,658,26.9
10,11,11,Woody Austin,107,173,688,25.1
11,T12,T12,Fred Funk,106,171,592,28.9
12,T12,T12,Charley Hoffman,100,171,624,27.4
13,14,14,Lucas Glover,105,170,597,28.5
14,15,15,Ryuji Imada,105,169,614,27.5
15,T16,T16,Eric Axley,91,168,573,29.3
16,T16,T16,Bubba Dickerson,98,168,569,29.5
17,T18,T18,Troy Matteson,101,167,583,28.6
18,T18,T18,Joe Ogilvie,95,167,578,28.9
19,T18,T18,Jeff Sluman,101,167,592,28.2
20,T21,T21,Shane Bertsch,104,166,647,25.7
21,T21,T21,Robert Gamez,94,166,568,29.2
22,T23,T23,Jeff Brehaut,100,165,562,29.4
23,T23,T23,Tom Pernice Jr.,108,165,662,24.9
24,T25,T25,Brent Geiberger,99,164,636,25.8
25,T25,T25,Frank Lickliter II,99,164,603,27.2
26,T25,T25,Hunter Mahan,98,164,600,27.3
27,T25,T25,Dean Wilson,115,164,683,24.0
28,T29,T29,Jason Bohn,104,163,606,26.9
29,T29,T29,Shigeki Maruyama,94,163,604,27.0
30,T29,T29,Tim Petrovic,95,163,589,27.7
31,T32,T32,Joe Durant,101,162,631,25.7
32,T32,T32,Richard Johnson,94,162,597,27.1
33,34,34,Paul Azinger,87,161,587,27.4
34,35,35,Bo Van Pelt,102,159,619,25.7
35,T36,T36,Jerry Kelly,100,158,574,27.5
36,T36,T36,Justin Rose,98,158,600,26.3
37,T38,T38,Henrik Bjornstad,97,156,629,24.8
38,T38,T38,Brad Faxon,78,156,545,28.6
39,T38,T38,Bill Haas,99,156,608,25.7
40,T38,T38,"Wes Short, Jr.",96,156,586,26.6
41,T38,T38,Vijay Singh,103,156,617,25.3
42,T38,T38,Nick Watney,97,156,612,25.5
43,44,44,Robert Damron,91,155,589,26.3
44,T45,T45,Kris Cox,83,154,492,31.3
45,T45,T45,Harrison Frazar,95,154,562,27.4
46,T45,T45,Ted Purdy,103,154,531,29.0
47,48,48,Ryan Palmer,101,153,573,26.7
48,T49,T49,James Driscoll,80,152,541,28.1
49,T49,T49,Vaughn Taylor,88,152,579,26.3
50,T51,T51,Brian Davis,92,151,552,27.4
