,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
0,1,1,Jim Furyk,89,65.65,230,151
1,2,2,Aaron Baddeley,78,64.52,279,180
2,3,3,Greg Chalmers,71,63.81,268,171
3,4,4,Rod Pampling,89,63.28,256,162
4,5,5,Alex Aragon,63,62.45,245,153
5,6,6,David Howell,52,62.14,140,87
6,7,7,Steve Stricker,64,62.0,200,124
7,8,8,Nathan Green,108,61.71,410,253
8,9,9,Brett Quigley,109,61.68,381,235
9,10,10,Stephen Ames,63,61.67,180,111
10,11,11,Tim Clark,80,61.57,268,165
11,12,12,Brian Gay,107,61.49,444,273
12,13,13,Ryan Moore,68,61.48,257,158
13,14,14,Richard Johnson,94,61.27,346,212
14,15,15,Eric Axley,91,61.01,336,205
15,16,16,Ben Crane,85,60.69,262,159
16,17,17,Olin Browne,108,60.4,399,241
17,18,18,Skip Kendall,72,60.38,265,160
18,T19,T19,Padraig Harrington,54,60.23,171,103
19,T19,T19,Joe Ogilvie,95,60.23,347,209
20,T19,T19,Mike Sposa,68,60.23,259,156
21,22,22,Dudley Hart,83,60.22,269,162
22,23,23,Harrison Frazar,95,60.19,319,192
23,24,24,Brian Bateman,69,60.18,221,133
24,25,25,Daniel Chopra,110,60.16,384,231
25,26,26,Jesper Parnevik,84,60.06,313,188
26,27,27,Luke Donald,66,59.9,197,118
27,28,28,Jason Gore,86,59.78,363,217
28,29,29,Tommy Armour III,65,59.75,241,144
29,30,30,Stewart Cink,93,59.74,303,181
30,31,31,Frank Lickliter II,99,59.56,361,215
31,32,32,Jeff Sluman,101,59.54,351,209
32,33,33,Kent Jones,103,59.45,402,239
33,34,34,Bob Estes,85,59.39,293,174
34,35,35,John Cook,67,59.29,226,134
35,T36,T36,Brad Faxon,78,59.27,329,195
36,T36,T36,Tom Pernice Jr.,108,59.27,356,211
37,38,38,K.J. Choi,93,59.25,319,189
38,39,39,Paul Azinger,87,59.17,338,200
39,40,40,James Driscoll,80,59.01,344,203
40,41,41,John Rollins,93,58.99,317,187
41,42,42,Tag Ridings,103,58.88,394,232
42,43,43,Kirk Triplett,58,58.82,204,120
43,44,44,Jonathan Byrd,66,58.72,235,138
44,45,45,Scott Verplank,88,58.65,266,156
45,46,46,J.L. Lewis,57,58.62,232,136
46,47,47,Kevin Sutherland,100,58.53,340,199
47,48,48,Mark O'Meara,52,58.52,176,103
48,49,49,Bernhard Langer,77,58.5,253,148
49,50,50,Kris Cox,83,58.49,318,186
50,51,51,Shaun Micheel,96,58.15,325,189
51,52,52,Dean Wilson,115,58.09,346,201
52,53,53,Charley Hoffman,100,58.04,398,231
53,54,54,Larry Mize,53,57.96,157,91
54,55,55,Todd Fischer,101,57.95,390,226
55,56,56,Ryuji Imada,105,57.89,361,209
56,57,57,Jerry Kelly,100,57.87,356,206
57,58,58,Brandt Jobe,91,57.83,313,181
58,59,59,Jeff Overton,95,57.8,410,237
59,60,60,Lucas Glover,105,57.77,386,223
60,61,61,Jeff Gove,91,57.62,302,174
61,T62,T62,Daisuke Maruyama,83,57.58,297,171
62,T62,T62,Ted Purdy,103,57.58,356,205
63,T62,T62,Vance Veazey,59,57.58,231,133
64,65,65,Carl Pettersson,95,57.55,318,183
65,66,66,John Huston,74,57.48,294,169
66,67,67,Stuart Appleby,83,57.39,284,163
67,68,68,Billy Mayfair,94,57.38,298,171
68,69,69,Michael Allen,84,57.28,316,181
69,70,70,Jimmy Walker,60,57.25,255,146
70,T71,T71,Marco Dawson,87,57.19,320,183
71,T71,T71,Jerry Smith,94,57.19,334,191
72,73,73,Freddie Jacobson,56,57.14,217,124
73,T74,T74,Chris DiMarco,83,57.09,254,145
74,T74,T74,Danny Ellis,68,57.09,268,153
75,76,76,Paul Stankowski,70,57.03,249,142
76,77,77,Ryan Palmer,101,56.91,362,206
77,78,78,Vijay Singh,103,56.9,348,198
78,T79,T79,Pat Perez,50,56.86,204,116
79,T79,T79,Ron Whittaker,81,56.86,306,174
80,81,81,Zach Johnson,98,56.8,331,188
81,82,82,John Senden,96,56.74,319,181
82,83,83,Fred Funk,106,56.72,372,211
