,GIR_Putting_Avg_-_30-35_RANK THIS WEEK,GIR_Putting_Avg_-_30-35_RANK LAST WEEK,GIR_Putting_Avg_-_30-35_PLAYER NAME,GIR_Putting_Avg_-_30-35_ROUNDS,GIR_Putting_Avg_-_30-35_% MADE,GIR_Putting_Avg_-_30-35_ATTEMPTS,GIR_Putting_Avg_-_30-35_PUTTS MADE
0,1,1,Geoff Ogilvy,76,1.62,37,6.0
1,2,2,Freddie Jacobson,56,1.57,51,8.0
2,3,3,Rich Beem,85,1.54,52,8.0
3,4,4,Retief Goosen,68,1.46,41,6.0
4,5,5,David McKenzie,82,1.36,66,9.0
5,6,6,Craig Barlow,77,1.28,47,6.0
6,7,7,Bo Van Pelt,102,1.23,73,9.0
7,8,8,Mike Sposa,68,1.22,41,5.0
8,9,9,Vijay Singh,103,1.21,66,8.0
9,10,10,Ryan Moore,68,1.2,50,6.0
10,11,11,James Driscoll,80,1.19,59,7.0
11,12,12,Ted Purdy,103,1.17,77,9.0
12,13,13,Dean Wilson,115,1.14,79,9.0
13,T14,T14,Alex Aragon,63,1.11,36,4.0
14,T14,T14,Danny Ellis,68,1.11,45,5.0
15,T14,T14,Mathias Grönberg,92,1.11,72,8.0
16,T17,T17,Todd Fischer,101,1.09,55,6.0
17,T17,T17,Chris Riley,86,1.09,55,6.0
18,19,19,Bill Haas,99,1.06,85,9.0
19,20,20,Chris Smith,67,1.05,57,6.0
20,T21,T21,Frank Lickliter II,99,1.04,77,8.0
21,T21,T21,John Rollins,93,1.04,67,7.0
22,23,23,Ernie Els,69,1.03,29,3.0
23,T24,T24,Jim Furyk,89,1.02,59,6.0
24,T24,T24,Robert Gamez,94,1.02,59,6.0
25,T24,T24,Adam Scott,70,1.02,49,5.0
26,T24,T24,Mark Wilson,79,1.02,59,6.0
27,T28,T28,Trevor Immelman,86,1.01,69,7.0
28,T28,T28,Jerry Smith,94,1.01,69,7.0
29,T30,T30,Larry Mize,53,1.0,40,4.0
30,T30,T30,Jason Schultz,77,1.0,70,7.0
31,32,32,Brian Gay,107,0.99,81,8.0
32,T33,T33,Jonathan Byrd,66,0.98,41,4.0
33,T33,T33,Troy Matteson,101,0.98,61,6.0
34,T35,T35,Shigeki Maruyama,94,0.97,62,6.0
35,T35,T35,D.A. Points,82,0.97,31,3.0
36,T35,T35,Brett Quigley,109,0.97,72,7.0
37,38,38,Bob Tway,81,0.95,74,7.0
38,T39,T39,Marco Dawson,87,0.94,64,6.0
