,Putts_Made_Per_Event_Over_10_RANK THIS WEEK,Putts_Made_Per_Event_Over_10_RANK LAST WEEK,Putts_Made_Per_Event_Over_10_PLAYER NAME,Putts_Made_Per_Event_Over_10_ROUNDS,Putts_Made_Per_Event_Over_10_PUTTS MADE
0,T1,T1,Stewart Cink,93,7.4
1,T1,T1,Tiger Woods,55,7.4
2,3,3,Rod Pampling,89,7.1
3,T4,T4,Ben Crane,85,6.6
4,T4,T4,Jim Furyk,89,6.6
5,T4,T4,David Howell,52,6.6
6,T4,T4,David Toms,76,6.6
7,8,8,Davis Love III,85,6.5
8,9,9,Vaughn Taylor,88,6.4
9,T10,T10,Ian Poulter,53,6.3
10,T10,T10,Steve Stricker,64,6.3
11,T12,T12,Nathan Green,108,6.2
12,T12,T12,José María Olazábal,62,6.2
13,T12,T12,Brett Quigley,109,6.2
14,T15,T15,Robert Allenby,79,6.1
15,T15,T15,Stuart Appleby,83,6.1
16,T15,T15,Brian Gay,107,6.1
17,T15,T15,Zach Johnson,98,6.1
18,T15,T15,Arron Oberholser,82,6.1
19,T15,T15,Dean Wilson,115,6.1
20,T21,T21,Carl Pettersson,95,6.0
21,T21,T21,Vijay Singh,103,6.0
22,T21,T21,Chris Smith,67,6.0
23,T24,T24,K.J. Choi,93,5.9
24,T24,T24,Scott Verplank,88,5.9
25,T26,T26,Mark Calcavecchia,94,5.8
26,T26,T26,Retief Goosen,68,5.8
27,T26,T26,Richard Johnson,94,5.8
28,T26,T26,Hunter Mahan,98,5.8
29,T26,T26,Phil Mickelson,74,5.8
30,T26,T26,Geoff Ogilvy,76,5.8
31,T26,T26,Tom Pernice Jr.,108,5.8
32,T33,T33,Woody Austin,107,5.7
33,T33,T33,Olin Browne,108,5.7
34,T33,T33,Steve Flesch,119,5.7
35,T33,T33,Fred Funk,106,5.7
36,T33,T33,Brent Geiberger,99,5.7
37,T33,T33,Shigeki Maruyama,94,5.7
38,T33,T33,Chris Riley,86,5.7
39,T33,T33,Bo Van Pelt,102,5.7
40,T41,T41,Stephen Ames,63,5.6
41,T41,T41,Chad Campbell,91,5.6
42,T41,T41,Freddie Jacobson,56,5.6
43,T41,T41,Adam Scott,70,5.6
44,T41,T41,Mark Wilson,79,5.6
45,T46,T46,Ben Curtis,86,5.5
46,T46,T46,Luke Donald,66,5.5
47,T46,T46,Steve Elkington,52,5.5
48,T46,T46,Bob Estes,85,5.5
49,T46,T46,Frank Lickliter II,99,5.5
50,T46,T46,Jesper Parnevik,84,5.5
51,T46,T46,Camilo Villegas,95,5.5
52,T53,T53,Briny Baird,81,5.4
53,T53,T53,Daniel Chopra,110,5.4
54,T53,T53,J.J. Henry,96,5.4
55,T53,T53,Trevor Immelman,86,5.4
56,T53,T53,Kenny Perry,73,5.4
57,T58,T58,Craig Barlow,77,5.3
58,T58,T58,Jason Bohn,104,5.3
59,T58,T58,David Branshaw,98,5.3
60,T58,T58,Tim Clark,80,5.3
61,T58,T58,Ernie Els,69,5.3
62,T58,T58,Lucas Glover,105,5.3
63,T58,T58,Brandt Jobe,91,5.3
64,T58,T58,Kent Jones,103,5.3
65,T58,T58,Bernhard Langer,77,5.3
66,T58,T58,Jeff Overton,95,5.3
67,T58,T58,Rory Sabbatini,84,5.3
68,T58,T58,Jerry Smith,94,5.3
69,T70,T70,David Duval,71,5.2
70,T70,T70,Sergio Garcia,59,5.2
71,T70,T70,Tom Lehman,70,5.2
72,T70,T70,Shaun Micheel,96,5.2
73,T70,T70,Justin Rose,98,5.2
74,T70,T70,Jeff Sluman,101,5.2
75,T76,T76,Michael Allen,84,5.1
76,T76,T76,Aaron Baddeley,78,5.1
77,T76,T76,Bart Bryant,87,5.1
78,T76,T76,Jonathan Byrd,66,5.1
79,T76,T76,Joe Durant,101,5.1
80,T76,T76,Charley Hoffman,100,5.1
81,T76,T76,David McKenzie,82,5.1
82,T76,T76,Tag Ridings,103,5.1
83,T76,T76,John Senden,96,5.1
84,T85,T85,Rich Beem,85,5.0
85,T85,T85,Shane Bertsch,104,5.0
86,T85,T85,Henrik Bjornstad,97,5.0
87,T85,T85,Brad Faxon,78,5.0
88,T85,T85,J.P. Hayes,55,5.0
89,T85,T85,John Huston,74,5.0
90,T85,T85,Stephen Leaney,84,5.0
91,T85,T85,Ryan Palmer,101,5.0
