,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
0,1,1,Craig Barlow,77,1.79,56,10
1,2,2,David Howell,52,1.52,33,5
2,3,3,Chris Riley,86,1.51,73,11
3,4,4,Greg Chalmers,71,1.49,47,7
4,T5,T5,John Huston,74,1.45,69,10
5,T5,T5,David Toms,76,1.45,55,8
6,7,7,Len Mattiace,59,1.43,49,7
7,8,8,Richard Johnson,94,1.42,106,15
8,9,9,D.A. Points,82,1.39,79,11
9,T10,T10,David Duval,71,1.36,44,6
10,T10,T10,Tom Lehman,70,1.36,44,6
11,T12,T12,Jim Furyk,89,1.35,89,12
12,T12,T12,David McKenzie,82,1.35,96,13
13,14,14,Jesper Parnevik,84,1.34,67,9
14,15,15,Tom Pernice Jr.,108,1.33,90,12
15,T16,T16,Robert Allenby,79,1.3,69,9
16,T16,T16,Brad Faxon,78,1.3,69,9
17,T18,T18,Billy Andrade,78,1.23,57,7
18,T18,T18,Aaron Baddeley,78,1.23,65,8
19,T20,T20,José María Olazábal,62,1.22,49,6
20,T20,T20,Brett Quigley,109,1.22,115,14
21,T22,T22,Matt Hansen,68,1.21,66,8
22,T22,T22,Rod Pampling,89,1.21,58,7
23,24,24,James Driscoll,80,1.2,75,9
24,25,25,Skip Kendall,72,1.19,59,7
25,26,26,Mathias Grönberg,92,1.18,68,8
26,T27,T27,Henrik Bjornstad,97,1.17,77,9
27,T27,T27,Jonathan Byrd,66,1.17,60,7
28,T27,T27,Marco Dawson,87,1.17,77,9
29,T27,T27,Vaughn Taylor,88,1.17,94,11
30,T27,T27,Duffy Waldorf,96,1.17,103,12
31,32,32,Adam Scott,70,1.15,61,7
32,T33,T33,Brian Gay,107,1.12,107,12
33,T33,T33,Nick Watney,97,1.12,98,11
34,T35,T35,Brian Davis,92,1.11,72,8
35,T35,T35,Tjaart van der Walt,60,1.11,63,7
36,T37,T37,Carlos Franco,86,1.1,91,10
37,T37,T37,Dean Wilson,115,1.1,100,11
38,39,39,Daniel Chopra,110,1.09,92,10
39,T40,T40,Pat Perez,50,1.08,37,4
40,T40,T40,Ron Whittaker,81,1.08,74,8
41,42,42,Nathan Green,108,1.07,84,9
42,43,43,Dudley Hart,83,1.06,85,9
43,44,44,Scott Gutschewski,53,1.04,48,5
44,45,45,Shane Bertsch,104,1.03,97,10
45,T46,T46,Alex Aragon,63,1.02,49,5
46,T46,T46,Olin Browne,108,1.02,88,9
47,T46,T46,Ben Crane,85,1.02,49,5
48,T46,T46,Luke Donald,66,1.02,59,6
49,T46,T46,Bo Van Pelt,102,1.02,98,10
50,T51,T51,John Senden,96,1.01,89,9
51,T51,T51,Mark Wilson,79,1.01,79,8
52,T53,T53,Joe Ogilvie,95,1.0,80,8
53,T53,T53,Ted Purdy,103,1.0,80,8
54,T53,T53,Justin Rose,98,1.0,100,10
55,56,56,Steve Lowery,99,0.99,71,7
56,T57,T57,Ben Curtis,86,0.98,82,8
57,T57,T57,Mike Weir,88,0.98,61,6
58,59,59,Paul Stankowski,70,0.97,62,6
59,T60,T60,Brent Geiberger,99,0.96,104,10
60,T60,T60,Vijay Singh,103,0.96,73,7
61,T60,T60,Bob Tway,81,0.96,73,7
62,T63,T63,Steve Flesch,119,0.95,126,12
63,T63,T63,Mathew Goggin,72,0.95,63,6
64,T63,T63,Jeff Maggert,81,0.95,74,7
65,66,66,Robert Gamez,94,0.94,85,8
66,T67,T67,J.J. Henry,96,0.93,108,10
67,T67,T67,Frank Lickliter II,99,0.93,108,10
68,T69,T69,Todd Fischer,101,0.92,109,10
69,T69,T69,Bubba Watson,83,0.92,76,7
70,T71,T71,Doug Barron,74,0.91,66,6
71,T71,T71,Steve Stricker,64,0.91,66,6
72,73,73,Jimmy Walker,60,0.9,67,6
73,T74,T74,David Branshaw,98,0.89,112,10
74,T74,T74,Sergio Garcia,59,0.89,45,4
75,T74,T74,J.P. Hayes,55,0.89,45,4
76,T77,T77,Stuart Appleby,83,0.88,68,6
77,T77,T77,Steve Jones,83,0.88,80,7
78,T77,T77,Chris Smith,67,0.88,80,7
79,T77,T77,Nicholas Thompson,96,0.88,80,7
80,81,81,Jonathan Kaye,95,0.87,92,8
81,T82,T82,Steve Elkington,52,0.86,58,5
82,T82,T82,Ernie Els,69,0.86,58,5
83,T82,T82,Phil Mickelson,74,0.86,35,3
84,T82,T82,Corey Pavin,74,0.86,70,6
85,T82,T82,Carl Pettersson,95,0.86,81,7
86,87,87,Bubba Dickerson,98,0.85,82,7
87,88,88,Hunter Mahan,98,0.84,95,8
88,T89,T89,Chad Campbell,91,0.83,72,6
89,T89,T89,Larry Mize,53,0.83,48,4
90,T89,T89,Arron Oberholser,82,0.83,72,6
91,T92,T92,Mark Calcavecchia,94,0.82,97,8
92,T92,T92,Greg Owen,79,0.82,73,6
93,T92,T92,Kirk Triplett,58,0.82,49,4
94,T95,T95,Robert Damron,91,0.81,86,7
95,T95,T95,Jason Gore,86,0.81,74,6
96,T95,T95,Tim Petrovic,95,0.81,86,7
97,T98,T98,Sean O'Hair,100,0.8,87,7
98,T98,T98,Camilo Villegas,95,0.8,75,6
99,T100,T100,Jason Bohn,104,0.79,89,7
100,T100,T100,Lucas Glover,105,0.79,89,7
101,T100,T100,Ryuji Imada,105,0.79,76,6
102,T100,T100,Brandt Jobe,91,0.79,76,6
103,T100,T100,Kent Jones,103,0.79,89,7
