,Putts_per_Round_-_Round_1_RANK THIS WEEK,Putts_per_Round_-_Round_1_RANK LAST WEEK,Putts_per_Round_-_Round_1_PLAYER NAME,Putts_per_Round_-_Round_1_AVG,Putts_per_Round_-_Round_1_TOTAL PUTTS,Putts_per_Round_-_Round_1_TOTAL ROUNDS
0,1,1,Olin Browne,27.79,806,29
1,2,2,David Howell,27.83,334,12
2,3,3,Aaron Baddeley,27.88,669,24
3,4,4,Nathan Green,27.97,811,29
4,5,5,Steve Stricker,28.0,448,16
5,6,6,Ernie Els,28.06,449,16
6,7,7,Harrison Frazar,28.07,786,28
7,8,8,Daniel Chopra,28.09,899,32
8,9,9,Brian Gay,28.1,871,31
9,10,10,Ryan Moore,28.19,592,21
10,11,11,John Huston,28.21,677,24
11,12,12,Greg Chalmers,28.22,762,27
12,13,13,Mark O'Meara,28.24,480,17
13,14,14,Rod Pampling,28.32,623,22
14,T15,T15,Doug Barron,28.33,765,27
15,T15,T15,Tim Clark,28.33,595,21
16,T15,T15,Ben Crane,28.33,680,24
17,18,18,Phil Mickelson,28.41,483,17
18,19,19,John Rollins,28.44,768,27
19,T20,T20,Brent Geiberger,28.45,825,29
20,T20,T20,Lucas Glover,28.45,825,29
21,T22,T22,Paul Azinger,28.48,826,29
22,T22,T22,Robert Damron,28.48,883,31
23,T22,T22,Dean Wilson,28.48,940,33
24,T25,T25,Padraig Harrington,28.5,399,14
25,T25,T25,Jesper Parnevik,28.5,684,24
26,27,27,Kirk Triplett,28.53,485,17
27,28,28,Chris Riley,28.54,742,26
28,29,29,Jeff Sluman,28.55,828,29
29,30,30,Mike Weir,28.57,657,23
30,31,31,Marco Dawson,28.59,772,27
31,32,32,Hidemichi Tanaka,28.6,858,30
32,T33,T33,Jim Furyk,28.61,658,23
33,T33,T33,Bo Van Pelt,28.61,801,28
34,T35,T35,Davis Love III,28.62,601,21
35,T35,T35,Vijay Singh,28.62,744,26
36,T37,T37,Geoff Ogilvy,28.63,544,19
