,Average_Putting_Distance_-_All_2_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_2_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_2_putts_PLAYER NAME,Average_Putting_Distance_-_All_2_putts_ROUNDS,Average_Putting_Distance_-_All_2_putts_AVG,Average_Putting_Distance_-_All_2_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_2_putts_TOTAL PUTTS
0,1,1,Roger Tambellini,64,"24' 10""",13972.5,563
1,2,2,Chris Smith,67,"24' 8""",15686.583,637
2,3,3,James Driscoll,80,"24' 5""",18211.0,746
3,T4,T4,K.J. Choi,93,"24' 3""",20490.583,844
4,T4,T4,Jesper Parnevik,84,"24' 3""",18159.0,748
5,T6,T6,Brent Geiberger,99,"24' 1""",22109.667,919
6,T6,T6,Brett Quigley,109,"24' 1""",22968.25,953
7,T6,T6,Tiger Woods,55,"24' 1""",9357.417,388
8,T9,T9,Mathew Goggin,72,"23' 11""",14476.583,605
9,T9,T9,Billy Mayfair,94,"23' 11""",19605.75,819
10,T9,T9,Kevin Sutherland,100,"23' 11""",21944.5,918
11,T12,T12,Steve Elkington,52,"23' 10""",11526.25,484
12,T12,T12,"John Engler, Jr.",69,"23' 10""",15680.583,659
13,T12,T12,Charles Howell III,96,"23' 10""",19881.083,833
14,T12,T12,Tjaart van der Walt,60,"23' 10""",12448.917,523
15,T12,T12,Dean Wilson,115,"23' 10""",21998.25,922
16,17,17,Ben Curtis,86,"23' 9""",16753.333,705
17,T18,T18,Ben Crane,85,"23' 8""",14027.0,592
18,T18,T18,Nathan Green,108,"23' 8""",21329.25,902
19,T18,T18,Ryan Hietala,61,"23' 8""",12588.167,531
20,T18,T18,David Howell,52,"23' 8""",7177.75,303
21,T18,T18,Richard Johnson,94,"23' 8""",21090.667,891
22,T23,T23,David McKenzie,82,"23' 7""",16709.5,709
23,T23,T23,Larry Mize,53,"23' 7""",10260.25,435
24,T23,T23,Duffy Waldorf,96,"23' 7""",20288.333,859
25,T23,T23,Jimmy Walker,60,"23' 7""",13666.167,579
26,T27,T27,Rod Pampling,89,"23' 6""",14334.667,609
27,T27,T27,Jason Schultz,77,"23' 6""",16032.417,682
28,T29,T29,Henrik Bjornstad,97,"23' 5""",21244.417,906
29,T29,T29,Jeff Gove,91,"23' 5""",20848.167,890
30,T29,T29,Shaun Micheel,96,"23' 5""",19684.083,841
31,T29,T29,John Senden,96,"23' 5""",19893.25,850
32,T29,T29,Mark Wilson,79,"23' 5""",17208.583,736
33,T34,T34,Daniel Chopra,110,"23' 4""",20469.167,877
34,T34,T34,Dudley Hart,83,"23' 4""",16540.5,708
35,T34,T34,Charley Hoffman,100,"23' 4""",21098.0,905
36,T34,T34,Ryan Moore,68,"23' 4""",13667.083,586
37,T38,T38,Will MacKenzie,91,"23' 3""",18471.917,795
38,T38,T38,Mike Sposa,68,"23' 3""",13420.083,577
39,T38,T38,Bubba Watson,83,"23' 3""",17543.917,755
40,T41,T41,Brad Faxon,78,"23' 2""",16763.083,723
41,T41,T41,Greg Owen,79,"23' 2""",14876.0,641
42,T43,T43,Aaron Baddeley,78,"23' 1""",15065.25,653
43,T43,T43,Bart Bryant,87,"23' 1""",17754.75,770
44,T43,T43,Bob Estes,85,"23' 1""",18049.25,783
45,T43,T43,Nick Watney,97,"23' 1""",19594.25,849
46,T47,T47,Luke Donald,66,"23' 0""",9555.75,416
47,T47,T47,Danny Ellis,68,"23' 0""",13858.25,603
48,T47,T47,Lucas Glover,105,"23' 0""",20393.583,886
49,T47,T47,Jason Gore,86,"23' 0""",16779.5,729
50,T47,T47,Len Mattiace,59,"23' 0""",11625.167,506
51,T47,T47,Corey Pavin,74,"23' 0""",13632.917,592
52,T47,T47,Tag Ridings,103,"23' 0""",20557.667,893
53,T47,T47,Ron Whittaker,81,"23' 0""",17375.917,755
54,T55,T55,Fred Couples,52,"22' 11""",7406.8330000000005,323
55,T55,T55,J.J. Henry,96,"22' 11""",19057.5,833
56,T55,T55,Hunter Mahan,98,"22' 11""",21193.0,926
57,T55,T55,D.A. Points,82,"22' 11""",16371.917,714
58,T59,T59,Brian Bateman,69,"22' 10""",13885.083,608
59,T59,T59,David Branshaw,98,"22' 10""",20946.083,916
60,T59,T59,Jeff Brehaut,100,"22' 10""",20555.417,901
61,T59,T59,Chris Couch,75,"22' 10""",16556.583,725
62,T59,T59,Jim Furyk,89,"22' 10""",15964.167,700
63,T59,T59,Brandt Jobe,91,"22' 10""",17220.0,755
64,T59,T59,Steve Jones,83,"22' 10""",16233.25,711
65,T59,T59,Frank Lickliter II,99,"22' 10""",19713.667,864
66,T59,T59,Troy Matteson,101,"22' 10""",21075.75,924
67,T59,T59,Mark O'Meara,52,"22' 10""",7979.0830000000005,350
68,T59,T59,Carl Pettersson,95,"22' 10""",16696.583,732
69,T59,T59,Bo Van Pelt,102,"22' 10""",20953.083,918
70,T59,T59,Charles Warren,93,"22' 10""",19589.083,859
71,T72,T72,Tommy Armour III,65,"22' 9""",12191.667,536
72,T72,T72,Briny Baird,81,"22' 9""",17030.417,749
73,T72,T72,Stewart Cink,93,"22' 9""",16680.833,733
74,T72,T72,Kris Cox,83,"22' 9""",16854.083,741
75,T72,T72,Jonathan Kaye,95,"22' 9""",21117.583,927
76,T72,T72,Bernhard Langer,77,"22' 9""",13456.417,591
77,T72,T72,J.L. Lewis,57,"22' 9""",11424.917,503
78,T72,T72,Sean O'Hair,100,"22' 9""",17614.667,775
79,T72,T72,Paul Stankowski,70,"22' 9""",15032.167,660
80,T72,T72,Steve Stricker,64,"22' 9""",11642.75,511
81,T82,T82,Jonathan Byrd,66,"22' 8""",12271.667,541
82,T82,T82,J.B. Holmes,81,"22' 8""",14180.583,626
83,T82,T82,Greg Kraft,79,"22' 8""",15555.667,687
84,T82,T82,Steve Lowery,99,"22' 8""",19305.667,853
85,T82,T82,Jeff Overton,95,"22' 8""",20197.917,892
86,T82,T82,Tom Pernice Jr.,108,"22' 8""",19072.833,840
87,T82,T82,Bob Tway,81,"22' 8""",15753.5,695
88,T89,T89,Robert Allenby,79,"22' 7""",13778.333,611
89,T89,T89,Stephen Ames,63,"22' 7""",9988.917,443
90,T89,T89,Alex Aragon,63,"22' 7""",12003.083,532
91,T89,T89,Arjun Atwal,97,"22' 7""",18503.667,818
92,T89,T89,Paul Azinger,87,"22' 7""",18048.583,798
93,T89,T89,Carlos Franco,86,"22' 7""",18001.25,796
94,T89,T89,Trevor Immelman,86,"22' 7""",17168.083,759
95,T89,T89,Daisuke Maruyama,83,"22' 7""",16280.0,720
96,T89,T89,Arron Oberholser,82,"22' 7""",14476.833,640
97,T89,T89,John Rollins,93,"22' 7""",18088.5,802
98,T89,T89,Hidemichi Tanaka,74,"22' 7""",15353.667,679
99,T89,T89,Vance Veazey,59,"22' 7""",12826.0,568
100,T101,T101,Jason Bohn,104,"22' 6""",20519.25,912
101,T101,T101,Tim Clark,80,"22' 6""",12897.25,573
102,T101,T101,Matt Hansen,68,"22' 6""",13143.75,584
103,T101,T101,Jerry Kelly,100,"22' 6""",19471.583,865
104,T101,T101,Stephen Leaney,84,"22' 6""",17682.75,787
105,T106,T106,Michael Allen,84,"22' 5""",16003.5,714
106,T106,T106,Shane Bertsch,104,"22' 5""",20164.417,900
107,T106,T106,Mark Calcavecchia,94,"22' 5""",17276.75,772
108,T106,T106,Chad Campbell,91,"22' 5""",15735.583,702
109,T106,T106,Kent Jones,103,"22' 5""",19958.083,890
110,T106,T106,Geoff Ogilvy,76,"22' 5""",11598.75,517
111,T112,T112,Steve Flesch,119,"22' 4""",23252.167,1041
112,T112,T112,Freddie Jacobson,56,"22' 4""",12240.083,549
113,T112,T112,Camilo Villegas,95,"22' 4""",18622.833,835
114,T115,T115,Eric Axley,91,"22' 3""",17868.333,802
115,T115,T115,Greg Chalmers,71,"22' 3""",12456.75,559
116,T115,T115,John Cook,67,"22' 3""",12347.583,554
117,T115,T115,Skip Kendall,72,"22' 3""",13566.417,609
118,T115,T115,José María Olazábal,62,"22' 3""",9115.667,410
119,T115,T115,Tim Petrovic,95,"22' 3""",18656.667,840
120,T115,T115,Rory Sabbatini,84,"22' 3""",14228.333,640
121,T122,T122,Harrison Frazar,95,"22' 2""",16361.5,737
122,T122,T122,Scott Gutschewski,53,"22' 2""",10762.417,485
123,T122,T122,Justin Leonard,83,"22' 2""",14946.167,675
124,T122,T122,Jon Mills,68,"22' 2""",12821.75,578
125,T122,T122,Jerry Smith,94,"22' 2""",18841.583,851
126,T127,T127,Billy Andrade,78,"22' 1""",13604.25,615
127,T127,T127,Marco Dawson,87,"22' 1""",17033.333,771
128,T127,T127,Paul Goydos,72,"22' 1""",14322.0,648
129,T127,T127,Mathias Grönberg,92,"22' 1""",18109.833,819
