,Total_Putting_RANK THIS WEEK,Total_Putting_RANK LAST WEEK,Total_Putting_PLAYER NAME,Total_Putting_EVENTS,Total_Putting_TOTAL
0,1,1,Ben Crane,26,22.9
1,2,2,Brian Gay,31,44.2
2,3,3,Stewart Cink,26,47.7
3,4,4,Jesper Parnevik,24,55.7
4,5,5,Steve Stricker,17,58.3
5,6,6,Richard Johnson,29,61.3
6,7,7,Daniel Chopra,33,66.9
7,8,8,Dean Wilson,34,74.8
8,9,9,Ryan Moore,22,77.4
9,10,10,Brett Quigley,33,80.5
10,11,11,Rod Pampling,24,86.2
11,12,12,David Howell,14,91.5
12,13,13,Jim Furyk,24,92.3
13,14,14,Nathan Green,30,99.8
14,15,15,Stephen Ames,21,104.7
15,16,16,Vance Veazey,20,107.3
16,17,17,Michael Allen,25,109.3
17,18,18,Brad Faxon,26,109.9
18,19,19,Mark O'Meara,18,110.2
19,20,20,Aaron Baddeley,25,111.8
20,21,21,Jimmy Walker,21,114.2
21,22,22,Paul Azinger,30,117.5
22,23,23,Danny Ellis,23,118.8
23,24,24,Tiger Woods,15,119.2
24,25,25,Shaun Micheel,29,120.2
25,26,26,Todd Fischer,35,122.2
26,27,27,Larry Mize,18,126.3
27,28,28,Harrison Frazar,29,130.5
28,29,29,Bob Estes,25,133.3
29,30,30,K.J. Choi,26,139.0
30,31,31,Davis Love III,23,142.7
31,32,32,Freddie Jacobson,18,142.8
32,33,33,Stephen Leaney,27,143.3
33,34,34,Frank Lickliter II,29,144.4
34,35,35,Lucas Glover,31,146.0
35,36,36,Tag Ridings,33,146.2
36,37,37,Luke Donald,18,151.6
37,38,38,Charley Hoffman,29,152.8
38,39,39,Olin Browne,30,159.6
39,40,40,Ryan Palmer,30,160.2
40,41,41,Brent Geiberger,30,160.3
41,42,42,Arjun Atwal,33,161.6
42,43,43,Henrik Bjornstad,31,162.0
43,44,44,Greg Kraft,26,164.0
44,45,45,David McKenzie,28,165.0
45,46,46,Carl Pettersson,28,166.0
46,47,47,Robert Allenby,22,167.7
47,48,48,Shigeki Maruyama,30,168.4
48,49,49,Eric Axley,29,168.7
49,50,50,Ben Curtis,26,168.8
50,51,51,Tim Clark,22,169.6
51,52,52,Jeff Overton,28,169.7
52,53,53,Tommy Armour III,25,169.9
53,54,54,Ian Poulter,15,170.3
54,55,55,Mark Wilson,24,171.3
55,56,56,Billy Mayfair,29,173.8
56,57,57,Kris Cox,28,176.2
57,58,58,Jason Gore,29,176.3
58,59,59,J.J. Henry,28,176.4
59,T60,T60,Stuart Appleby,23,177.7
60,T60,T60,Bernhard Langer,24,177.7
61,62,62,J.L. Lewis,17,178.1
62,T63,T63,Zach Johnson,27,179.5
