,Total_Putting_RANK THIS WEEK,Total_Putting_RANK LAST WEEK,Total_Putting_PLAYER NAME,Total_Putting_EVENTS,Total_Putting_TOTAL
63,T63,T63,Tom Pernice Jr.,33,179.5
64,65,65,Marco Dawson,27,181.2
65,66,66,Kent Jones,32,181.6
66,67,67,Geoff Ogilvy,20,182.7
67,68,68,Trevor Immelman,24,183.1
68,69,69,John Rollins,28,184.9
69,70,70,Scott Verplank,25,185.0
70,71,71,Jonathan Byrd,20,185.3
71,72,72,Jeff Sluman,29,188.3
72,73,73,Brandt Jobe,28,188.5
73,74,74,José María Olazábal,18,189.1
74,75,75,Len Mattiace,22,190.3
75,76,76,Fred Funk,29,194.1
76,77,77,David Toms,22,194.5
77,78,78,Skip Kendall,22,195.1
78,79,79,Steve Flesch,33,195.3
79,80,80,Vaughn Taylor,26,196.2
80,81,81,Joe Ogilvie,29,196.7
81,82,82,Corey Pavin,23,196.8
82,83,83,Ryuji Imada,31,197.7
83,84,84,Retief Goosen,18,197.8
84,85,85,John Cook,22,198.3
85,86,86,Chad Campbell,25,199.1
86,87,87,Scott Gutschewski,19,199.4
87,88,88,Justin Leonard,26,199.6
88,89,89,Greg Chalmers,28,199.7
89,90,90,Phil Mickelson,19,200.8
90,91,91,Padraig Harrington,15,202.0
91,92,92,D.A. Points,28,202.6
92,93,93,Jeff Maggert,26,205.1
93,94,94,Dudley Hart,29,205.9
94,95,95,"John Engler, Jr.",27,208.1
95,96,96,Hunter Mahan,29,209.4
96,97,97,Justin Rose,28,212.3
97,98,98,Tim Petrovic,30,212.7
98,99,99,Chris Smith,21,212.8
99,100,100,Shane Bertsch,34,213.2
100,101,101,Ron Whittaker,28,213.5
101,102,102,Duffy Waldorf,28,214.9
102,103,103,Bo Van Pelt,28,217.3
103,104,104,Kirk Triplett,18,217.9
104,105,105,Kevin Sutherland,29,218.0
105,106,106,Bart Bryant,26,218.1
106,107,107,Tjaart van der Walt,21,218.2
107,108,108,Rory Sabbatini,24,218.5
108,109,109,J.P. Hayes,19,220.2
109,110,110,Woody Austin,31,227.1
110,111,111,Hidemichi Tanaka,31,228.6
111,112,112,Brian Bateman,26,228.7
112,113,113,Ryan Hietala,23,229.1
113,114,114,Steve Jones,27,229.3
114,115,115,Chris Riley,27,230.3
115,116,116,Doug Barron,28,230.5
116,T117,T117,Briny Baird,25,231.3
117,T117,T117,John Senden,28,231.3
118,119,119,Jerry Kelly,31,231.4
119,120,120,Mike Weir,24,232.5
120,121,121,Mike Sposa,25,233.2
121,T122,T122,John Huston,27,235.8
122,T122,T122,Lee Janzen,28,235.8
123,124,124,Daisuke Maruyama,25,238.0
124,125,125,Chris DiMarco,26,238.8
125,126,126,D.J. Trahan,33,240.9
126,127,127,Todd Hamilton,27,241.4
127,128,128,Alex Aragon,26,242.8
128,129,129,David Duval,24,242.9
129,130,130,Charles Howell III,30,243.5
130,131,131,Ted Purdy,33,243.8
131,132,132,Mark Calcavecchia,27,243.9
132,133,133,Arron Oberholser,23,244.3
133,134,134,James Driscoll,29,244.6
134,135,135,Ernie Els,18,244.8
135,136,136,Ian Leggatt,29,245.5
136,137,137,Patrick Sheehan,34,245.7
137,138,138,Jason Schultz,28,245.9
138,139,139,Troy Matteson,32,246.9
139,140,140,Camilo Villegas,29,247.8
140,141,141,Jeff Brehaut,33,248.3
141,142,142,Vijay Singh,27,254.1
142,143,143,Brett Wetterich,25,255.2
143,144,144,Heath Slocum,30,257.0
144,145,145,Steve Lowery,31,258.1
145,146,146,Bob Tway,25,262.6
146,147,147,Bill Haas,30,264.3
147,148,148,Jerry Smith,29,265.0
148,149,149,Steve Elkington,17,265.3
149,150,150,Rich Beem,27,266.4
150,151,151,David Branshaw,29,267.4
151,152,152,Paul Stankowski,22,269.8
152,153,153,Jason Bohn,29,270.3
153,154,154,Nick Watney,29,272.2
154,155,155,Bubba Watson,27,275.6
155,156,156,Jon Mills,27,277.1
156,157,157,Robert Gamez,30,277.3
157,158,158,Sean O'Hair,30,280.9
158,159,159,Charles Warren,27,281.3
159,160,160,Mathias Grönberg,30,281.7
160,161,161,"Wes Short, Jr.",33,283.4
161,162,162,Greg Owen,24,285.5
162,163,163,Billy Andrade,24,286.1
163,164,164,J.B. Holmes,26,291.3
164,165,165,Tom Lehman,20,292.8
165,166,166,Robert Damron,31,293.3
166,167,167,Jeff Gove,29,294.5
167,168,168,Brian Davis,28,296.3
168,169,169,Roger Tambellini,25,300.8
169,170,170,Bubba Dickerson,32,303.7
170,171,171,Chris Couch,27,304.0
171,172,172,Joe Durant,28,305.3
172,173,173,Kenny Perry,22,307.9
173,174,174,Adam Scott,19,308.3
174,175,175,Alex Cejka,30,308.7
175,176,176,Mark Brooks,36,311.0
176,177,177,Bob May,21,312.3
177,178,178,Sergio Garcia,17,312.5
178,179,179,Pat Perez,19,314.8
179,180,180,Tim Herron,27,315.4
180,181,181,Craig Barlow,22,317.3
181,182,182,Michael Connell,22,317.7
182,183,183,Mathew Goggin,26,318.8
183,184,184,Fred Couples,17,325.7
184,185,185,John Daly,21,326.5
185,186,186,Robert Garrigus,28,328.3
186,187,187,Paul Goydos,24,333.8
187,188,188,Carlos Franco,29,337.7
188,189,189,Will MacKenzie,29,341.8
189,190,190,Peter Lonard,22,343.6
190,191,191,Joey Sindelar,29,351.9
191,192,192,Matt Hansen,25,358.1
192,193,193,Jonathan Kaye,32,364.1
193,194,194,Thomas Levet,18,369.3
194,195,195,Nicholas Thompson,32,392.0
195,196,196,Omar Uresti,22,399.6
