,Average_Putting_Distance_-_All_1_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_1_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_1_putts_PLAYER NAME,Average_Putting_Distance_-_All_1_putts_ROUNDS,Average_Putting_Distance_-_All_1_putts_AVG,Average_Putting_Distance_-_All_1_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_1_putts_TOTAL PUTTS
0,1,1,Chris Smith,67,"8' 9""",3168.25,361
1,T2,T2,Richard Johnson,94,"8' 3""",4911.417,597
2,T2,T2,Tiger Woods,55,"8' 3""",2077.75,252
3,4,4,Brent Geiberger,99,"8' 2""",5180.75,636
4,T5,T5,David McKenzie,82,"8' 1""",3897.5,480
5,T5,T5,Ted Purdy,103,"8' 1""",4288.833,531
6,T5,T5,Brett Quigley,109,"8' 1""",5458.0830000000005,675
7,T8,T8,Craig Barlow,77,"8' 0""",3144.083,395
8,T8,T8,Ben Curtis,86,"8' 0""",3673.667,458
9,T8,T8,J.J. Henry,96,"8' 0""",4019.917,503
10,T8,T8,Brandt Jobe,91,"8' 0""",3669.0,458
11,T8,T8,Kent Jones,103,"8' 0""",5042.25,631
12,T8,T8,Davis Love III,85,"8' 0""",3257.667,407
13,T14,T14,Briny Baird,81,"7' 11""",3615.0,457
14,T14,T14,Stewart Cink,93,"7' 11""",4280.167,541
15,T14,T14,José María Olazábal,62,"7' 11""",2102.667,266
16,T14,T14,Tom Pernice Jr.,108,"7' 11""",5247.9169999999995,662
17,T14,T14,Mark Wilson,79,"7' 11""",4048.75,510
18,T19,T19,Jonathan Byrd,66,"7' 10""",3014.667,386
19,T19,T19,Ben Crane,85,"7' 10""",3613.333,461
20,T19,T19,David Duval,71,"7' 10""",2985.333,381
21,T19,T19,Mathew Goggin,72,"7' 10""",2953.417,378
22,T19,T19,David Howell,52,"7' 10""",1724.1670000000001,219
23,T19,T19,Vaughn Taylor,88,"7' 10""",4522.0,579
24,T25,T25,Stephen Ames,63,"7' 9""",2454.083,318
25,T25,T25,Steve Elkington,52,"7' 9""",2286.75,295
26,T25,T25,Jim Furyk,89,"7' 9""",3773.167,485
27,T25,T25,Tom Lehman,70,"7' 9""",2310.167,299
28,T25,T25,Arron Oberholser,82,"7' 9""",3339.5,429
29,T25,T25,Chris Riley,86,"7' 9""",4090.333,527
30,T25,T25,David Toms,76,"7' 9""",3476.917,448
31,T25,T25,Dean Wilson,115,"7' 9""",5301.1669999999995,683
32,T33,T33,Michael Connell,51,"7' 8""",2107.917,274
33,T33,T33,Hunter Mahan,98,"7' 8""",4601.25,600
34,T33,T33,Troy Matteson,101,"7' 8""",4452.083,583
35,T33,T33,Larry Mize,53,"7' 8""",2159.167,281
36,T33,T33,Mark O'Meara,52,"7' 8""",2090.0,274
37,T38,T38,Arjun Atwal,97,"7' 7""",4485.0,592
38,T38,T38,John Cook,67,"7' 7""",2988.667,394
39,T38,T38,Brad Faxon,78,"7' 7""",4135.917,545
40,T38,T38,Carlos Franco,86,"7' 7""",3874.417,512
41,T38,T38,Sergio Garcia,59,"7' 7""",1978.1670000000001,260
42,T38,T38,Freddie Jacobson,56,"7' 7""",2912.5,385
43,T38,T38,John Senden,96,"7' 7""",3839.583,505
44,T38,T38,Heath Slocum,96,"7' 7""",3999.25,527
45,T46,T46,Robert Allenby,79,"7' 6""",3210.5,426
46,T46,T46,Olin Browne,108,"7' 6""",4645.25,621
47,T46,T46,J.P. Hayes,55,"7' 6""",2855.5,382
48,T46,T46,J.B. Holmes,81,"7' 6""",3288.333,438
49,T46,T46,John Huston,74,"7' 6""",3511.083,467
50,T46,T46,Jerry Kelly,100,"7' 6""",4290.417,574
51,T46,T46,Bernhard Langer,77,"7' 6""",3192.75,428
52,T46,T46,Jeff Maggert,81,"7' 6""",3325.0,441
53,T46,T46,Len Mattiace,59,"7' 6""",2920.167,388
54,T46,T46,Ryan Palmer,101,"7' 6""",4276.333,573
55,T46,T46,Corey Pavin,74,"7' 6""",2930.667,390
56,T46,T46,Tim Petrovic,95,"7' 6""",4407.167,589
57,T46,T46,John Rollins,93,"7' 6""",3812.833,508
58,T46,T46,Jason Schultz,77,"7' 6""",3280.833,439
59,T46,T46,Paul Stankowski,70,"7' 6""",3172.25,423
60,T46,T46,Vance Veazey,59,"7' 6""",2814.833,375
61,T62,T62,K.J. Choi,93,"7' 5""",3874.333,522
62,T62,T62,Fred Couples,52,"7' 5""",1616.5829999999999,217
63,T62,T62,Nathan Green,108,"7' 5""",5293.3330000000005,714
64,T62,T62,Mathias Grönberg,92,"7' 5""",3944.5,534
65,T62,T62,Charles Howell III,96,"7' 5""",3866.0,523
66,T62,T62,Zach Johnson,98,"7' 5""",3909.167,528
67,T62,T62,Billy Mayfair,94,"7' 5""",3773.25,509
68,T62,T62,Kenny Perry,73,"7' 5""",2765.0,371
69,T62,T62,Adam Scott,70,"7' 5""",2575.917,348
70,T62,T62,"Wes Short, Jr.",96,"7' 5""",4327.667,586
71,T62,T62,Jerry Smith,94,"7' 5""",4315.417,585
72,T62,T62,Kevin Sutherland,100,"7' 5""",4304.333,583
73,T62,T62,Bob Tway,81,"7' 5""",3420.417,460
74,T62,T62,Bo Van Pelt,102,"7' 5""",4591.333,619
75,T76,T76,Brian Bateman,69,"7' 4""",2962.25,402
76,T76,T76,Rich Beem,85,"7' 4""",3256.583,446
77,T76,T76,Chad Campbell,91,"7' 4""",3322.5,453
78,T76,T76,Tim Clark,80,"7' 4""",3096.5,422
79,T76,T76,James Driscoll,80,"7' 4""",3983.083,541
80,T76,T76,Fred Funk,106,"7' 4""",4325.083,592
81,T76,T76,Brian Gay,107,"7' 4""",5692.3330000000005,777
82,T76,T76,Jason Gore,86,"7' 4""",3677.833,502
83,T76,T76,Stephen Leaney,84,"7' 4""",4073.5,554
84,T76,T76,Frank Lickliter II,99,"7' 4""",4431.75,603
85,T76,T76,Shigeki Maruyama,94,"7' 4""",4441.917,604
86,T76,T76,Carl Pettersson,95,"7' 4""",4008.667,547
87,T76,T76,Duffy Waldorf,96,"7' 4""",4040.667,554
88,T76,T76,Ron Whittaker,81,"7' 4""",3486.167,474
89,T90,T90,Billy Andrade,78,"7' 3""",3019.083,415
90,T90,T90,Eric Axley,91,"7' 3""",4139.083,573
91,T90,T90,David Branshaw,98,"7' 3""",4159.333,573
92,T90,T90,Daniel Chopra,110,"7' 3""",5001.25,690
93,T90,T90,Steve Flesch,119,"7' 3""",5364.5830000000005,737
94,T90,T90,Will MacKenzie,91,"7' 3""",3443.167,473
95,T90,T90,Rod Pampling,89,"7' 3""",3688.333,510
96,T90,T90,Mike Sposa,68,"7' 3""",3024.25,416
97,T90,T90,Hidemichi Tanaka,74,"7' 3""",3212.417,444
98,T90,T90,D.J. Trahan,92,"7' 3""",3853.167,533
99,T100,T100,Tommy Armour III,65,"7' 2""",2725.25,379
100,T100,T100,Shane Bertsch,104,"7' 2""",4645.5,647
101,T100,T100,Jeff Brehaut,100,"7' 2""",4024.167,562
102,T100,T100,Bart Bryant,87,"7' 2""",3242.167,455
103,T100,T100,Greg Chalmers,71,"7' 2""",3057.0,425
104,T100,T100,Marco Dawson,87,"7' 2""",4055.333,567
105,T100,T100,Bob Estes,85,"7' 2""",3701.917,514
106,T100,T100,Todd Fischer,101,"7' 2""",4733.083,657
107,T100,T100,Robert Garrigus,85,"7' 2""",3541.75,495
108,T100,T100,Lucas Glover,105,"7' 2""",4273.167,597
109,T100,T100,Retief Goosen,68,"7' 2""",2354.75,330
110,T100,T100,Dudley Hart,83,"7' 2""",3585.583,501
111,T100,T100,Steve Jones,83,"7' 2""",3384.5,474
112,T100,T100,J.L. Lewis,57,"7' 2""",2542.25,356
113,T100,T100,Jesper Parnevik,84,"7' 2""",3824.917,533
114,T100,T100,D.A. Points,82,"7' 2""",3701.417,515
115,T100,T100,Ian Poulter,53,"7' 2""",2194.5,305
116,T100,T100,Tag Ridings,103,"7' 2""",4732.5,658
117,T100,T100,Jeff Sluman,101,"7' 2""",4220.917,592
118,T119,T119,Aaron Baddeley,78,"7' 1""",3782.167,533
119,T119,T119,Henrik Bjornstad,97,"7' 1""",4479.75,629
120,T119,T119,Luke Donald,66,"7' 1""",2298.25,324
121,T119,T119,Joe Durant,101,"7' 1""",4488.25,631
122,T119,T119,"John Engler, Jr.",69,"7' 1""",3051.417,429
123,T119,T119,Robert Gamez,94,"7' 1""",4012.0,568
124,T119,T119,Jeff Gove,91,"7' 1""",3571.75,502
125,T119,T119,Tim Herron,82,"7' 1""",2956.083,415
126,T119,T119,Trevor Immelman,86,"7' 1""",3566.333,505
127,T119,T119,Bob May,65,"7' 1""",2536.5,357
128,T119,T119,Shaun Micheel,96,"7' 1""",3678.333,518
129,T119,T119,Geoff Ogilvy,76,"7' 1""",2725.417,384
130,T119,T119,Jeff Overton,95,"7' 1""",4293.0,606
131,T119,T119,Justin Rose,98,"7' 1""",4268.167,600
132,T119,T119,Joey Sindelar,90,"7' 1""",3486.833,492
133,T119,T119,Vijay Singh,103,"7' 1""",4388.333,617
134,T119,T119,Tjaart van der Walt,60,"7' 1""",2613.167,370
135,T119,T119,Charles Warren,93,"7' 1""",3662.0,518
136,T137,T137,Michael Allen,84,"7' 0""",3781.167,540
137,T137,T137,Woody Austin,107,"7' 0""",4798.917,688
138,T137,T137,Chris Couch,75,"7' 0""",2938.833,418
139,T137,T137,John Daly,51,"7' 0""",2081.0,298
140,T137,T137,Brian Davis,92,"7' 0""",3851.583,552
141,T137,T137,Bubba Dickerson,98,"7' 0""",3989.333,569
142,T137,T137,Harrison Frazar,95,"7' 0""",3920.833,562
143,T137,T137,Paul Goydos,72,"7' 0""",3095.417,443
144,T137,T137,Scott Gutschewski,53,"7' 0""",2060.917,294
145,T137,T137,Todd Hamilton,72,"7' 0""",2851.333,408
146,T137,T137,Ryuji Imada,105,"7' 0""",4313.167,614
147,T137,T137,Lee Janzen,79,"7' 0""",3427.75,489
148,T137,T137,Greg Kraft,79,"7' 0""",3305.5,470
149,T137,T137,Ryan Moore,68,"7' 0""",2925.667,420
150,T137,T137,Steve Stricker,64,"7' 0""",2787.5,397
151,T137,T137,Kirk Triplett,58,"7' 0""",2493.083,356
152,T137,T137,Camilo Villegas,95,"7' 0""",4035.417,574
153,T137,T137,Nick Watney,97,"7' 0""",4282.5,612
154,T137,T137,Brett Wetterich,82,"7' 0""",3499.083,498
155,T156,T156,Stuart Appleby,83,"6' 11""",3230.167,465
156,T156,T156,Jason Bohn,104,"6' 11""",4176.917,606
157,T156,T156,Mark Calcavecchia,94,"6' 11""",3906.833,567
158,T156,T156,Danny Ellis,68,"6' 11""",3031.0,438
159,T156,T156,Charley Hoffman,100,"6' 11""",4293.917,624
160,T156,T156,Thomas Levet,53,"6' 11""",2122.0,307
161,T156,T156,Phil Mickelson,74,"6' 11""",2390.833,346
162,T156,T156,Sean O'Hair,100,"6' 11""",3642.75,525
163,T156,T156,Joe Ogilvie,95,"6' 11""",4011.25,578
164,T156,T156,Pat Perez,50,"6' 11""",1982.8329999999999,285
165,T156,T156,Mike Weir,88,"6' 11""",3162.167,456
166,T167,T167,Alex Aragon,63,"6' 10""",2712.167,396
167,T167,T167,Chris DiMarco,83,"6' 10""",2938.083,429
168,T167,T167,Ernie Els,69,"6' 10""",2370.917,348
169,T167,T167,Jonathan Kaye,95,"6' 10""",3665.75,538
170,T167,T167,Skip Kendall,72,"6' 10""",2854.25,416
171,T167,T167,Daisuke Maruyama,83,"6' 10""",3252.667,478
172,T167,T167,Jon Mills,68,"6' 10""",2398.333,353
173,T167,T167,Greg Owen,79,"6' 10""",2828.25,416
174,T167,T167,Rory Sabbatini,84,"6' 10""",3117.667,456
175,T167,T167,Roger Tambellini,64,"6' 10""",2284.917,334
176,T167,T167,Jimmy Walker,60,"6' 10""",2707.917,395
177,T178,T178,Alex Cejka,93,"6' 9""",3612.25,533
178,T178,T178,Kris Cox,83,"6' 9""",3328.583,492
179,T178,T178,Steve Lowery,99,"6' 9""",3899.75,576
180,T178,T178,Patrick Sheehan,104,"6' 9""",4069.75,602
181,T178,T178,Scott Verplank,88,"6' 9""",3335.917,497
182,T183,T183,Paul Azinger,87,"6' 8""",3921.583,587
183,T183,T183,Doug Barron,74,"6' 8""",3404.417,513
184,T183,T183,Ian Leggatt,80,"6' 8""",3222.5,482
185,T183,T183,Nicholas Thompson,96,"6' 8""",3325.083,500
186,T183,T183,Bubba Watson,83,"6' 8""",3214.833,482
187,T188,T188,Robert Damron,91,"6' 7""",3874.667,589
188,T188,T188,Bill Haas,99,"6' 7""",3992.917,608
189,T188,T188,Ryan Hietala,61,"6' 7""",2294.833,350
190,T191,T191,Matt Hansen,68,"6' 6""",2536.5,391
191,T191,T191,Padraig Harrington,54,"6' 6""",1842.5829999999999,282
192,193,193,Omar Uresti,61,"6' 5""",2167.833,339
193,T194,T194,Justin Leonard,83,"6' 4""",2891.5,454
194,T194,T194,Peter Lonard,77,"6' 4""",2760.25,437
195,196,196,Mark Brooks,90,"6' 3""",3120.333,496
