,Putts_per_Round_-_Round_5_RANK THIS WEEK,Putts_per_Round_-_Round_5_RANK LAST WEEK,Putts_per_Round_-_Round_5_PLAYER NAME,Putts_per_Round_-_Round_5_AVG,Putts_per_Round_-_Round_5_TOTAL PUTTS,Putts_per_Round_-_Round_5_TOTAL ROUNDS
0,T1,T1,Billy Andrade,24.0,24,1
1,T1,T1,Jesper Parnevik,24.0,24,1
2,T3,T3,Troy Matteson,25.0,25,1
3,T3,T3,Tom Pernice Jr.,25.0,25,1
4,T5,T5,Alex Cejka,26.0,26,1
5,T5,T5,John Huston,26.0,26,1
6,T5,T5,Shaun Micheel,26.0,26,1
7,T5,T5,Tag Ridings,26.0,26,1
8,T9,T9,Olin Browne,27.0,27,1
9,T9,T9,Chad Campbell,27.0,27,1
10,T9,T9,David Duval,27.0,27,1
11,T9,T9,Bob Estes,27.0,27,1
12,T9,T9,Paul Goydos,27.0,27,1
13,T9,T9,Ryuji Imada,27.0,27,1
14,T9,T9,Brandt Jobe,27.0,27,1
15,T9,T9,Justin Leonard,27.0,27,1
16,T9,T9,Carl Pettersson,27.0,27,1
17,T9,T9,D.A. Points,27.0,27,1
18,T19,T19,Michael Allen,28.0,28,1
19,T19,T19,Stephen Ames,28.0,28,1
20,T19,T19,Shane Bertsch,28.0,28,1
21,T19,T19,Tim Clark,28.0,28,1
22,T19,T19,Todd Fischer,28.0,28,1
23,T19,T19,Lucas Glover,28.0,28,1
24,T19,T19,Bill Haas,28.0,28,1
25,T19,T19,J.L. Lewis,28.0,28,1
26,T19,T19,Joe Ogilvie,28.0,28,1
27,T19,T19,Ryan Palmer,28.0,28,1
28,T19,T19,John Rollins,28.0,28,1
29,T19,T19,Rory Sabbatini,28.0,28,1
30,T19,T19,Mike Weir,28.0,28,1
31,T32,T32,Doug Barron,29.0,29,1
32,T32,T32,Steve Flesch,29.0,29,1
33,T32,T32,Robert Garrigus,29.0,29,1
34,T32,T32,Richard Johnson,29.0,29,1
35,T32,T32,Jerry Kelly,29.0,29,1
36,T32,T32,Billy Mayfair,29.0,29,1
37,T32,T32,Patrick Sheehan,29.0,29,1
38,T32,T32,Jeff Sluman,29.0,29,1
39,T32,T32,Kevin Sutherland,29.0,29,1
40,T41,T41,Arjun Atwal,30.0,30,1
41,T41,T41,Paul Azinger,30.0,30,1
42,T41,T41,David Branshaw,30.0,30,1
43,T41,T41,Mark Calcavecchia,30.0,30,1
44,T41,T41,Daniel Chopra,30.0,30,1
45,T41,T41,John Cook,30.0,30,1
46,T41,T41,Fred Couples,30.0,30,1
47,T41,T41,Ben Crane,30.0,30,1
48,T41,T41,Brian Davis,30.0,30,1
49,T41,T41,Joe Durant,30.0,30,1
50,T41,T41,Steve Elkington,30.0,30,1
51,T41,T41,Fred Funk,30.0,30,1
52,T41,T41,David McKenzie,30.0,30,1
53,T41,T41,Scott Verplank,30.0,30,1
54,T41,T41,Nick Watney,30.0,30,1
55,T56,T56,Rich Beem,31.0,31,1
56,T56,T56,Robert Gamez,31.0,31,1
57,T56,T56,Brian Gay,31.0,31,1
58,T56,T56,Tim Herron,31.0,31,1
59,T56,T56,Phil Mickelson,31.0,31,1
60,T56,T56,Justin Rose,31.0,31,1
61,T56,T56,Heath Slocum,31.0,31,1
62,T63,T63,Craig Barlow,32.0,32,1
63,T63,T63,Steve Jones,32.0,32,1
64,T63,T63,Jeff Maggert,32.0,32,1
65,T63,T63,Greg Owen,32.0,32,1
66,T63,T63,Dean Wilson,32.0,32,1
67,T68,T68,Jeff Brehaut,33.0,33,1
68,T68,T68,Ben Curtis,33.0,33,1
69,T68,T68,Corey Pavin,33.0,33,1
70,T68,T68,John Senden,33.0,33,1
71,T72,T72,Dudley Hart,34.0,34,1
72,T72,T72,Bernhard Langer,34.0,34,1
73,T74,T74,Woody Austin,35.0,35,1
74,T74,T74,Mark O'Meara,35.0,35,1
75,76,76,Pat Perez,36.0,36,1
