,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
0,T1,T1,Mark Brooks,90,"2' 1""",817,1735.6670000000001
1,T1,T1,Ernie Els,69,"2' 1""",480,1005.0830000000001
2,T1,T1,Jim Furyk,89,"2' 1""",720,1518.75
3,T1,T1,Greg Kraft,79,"2' 1""",717,1508.25
4,T5,T5,Sergio Garcia,59,"2' 2""",431,921.0
5,T5,T5,Jeff Gove,91,"2' 2""",940,2038.5
6,T5,T5,Bill Haas,99,"2' 2""",953,2053.333
7,T5,T5,Tim Herron,82,"2' 2""",691,1493.9170000000001
8,T5,T5,Zach Johnson,98,"2' 2""",843,1831.1670000000001
9,T5,T5,Skip Kendall,72,"2' 2""",634,1385.3329999999999
10,T5,T5,Stephen Leaney,84,"2' 2""",819,1744.4170000000001
11,T5,T5,Justin Leonard,83,"2' 2""",700,1537.75
12,T5,T5,Bob May,65,"2' 2""",597,1305.667
13,T5,T5,José María Olazábal,62,"2' 2""",426,914.5
14,T5,T5,Chris Riley,86,"2' 2""",698,1515.5829999999999
15,T5,T5,Jeff Sluman,101,"2' 2""",884,1941.3329999999999
16,T5,T5,Steve Stricker,64,"2' 2""",522,1129.5
17,T5,T5,Bob Tway,81,"2' 2""",731,1603.25
18,T19,T19,Michael Allen,84,"2' 3""",740,1645.25
19,T19,T19,Billy Andrade,78,"2' 3""",654,1477.9170000000001
20,T19,T19,Eric Axley,91,"2' 3""",832,1851.4170000000001
21,T19,T19,Paul Azinger,87,"2' 3""",829,1841.0
22,T19,T19,Aaron Baddeley,78,"2' 3""",673,1489.6670000000001
23,T19,T19,Shane Bertsch,104,"2' 3""",947,2152.583
24,T19,T19,Stewart Cink,93,"2' 3""",760,1683.0
25,T19,T19,John Cook,67,"2' 3""",588,1319.6670000000001
26,T19,T19,Robert Damron,91,"2' 3""",866,1916.0829999999999
27,T19,T19,Marco Dawson,87,"2' 3""",803,1777.5829999999999
28,T19,T19,Chris DiMarco,83,"2' 3""",660,1484.3329999999999
29,T19,T19,Carlos Franco,86,"2' 3""",855,1940.25
30,T19,T19,Brian Gay,107,"2' 3""",998,2262.25
31,T19,T19,Brent Geiberger,99,"2' 3""",963,2180.0
32,T19,T19,Retief Goosen,68,"2' 3""",484,1074.417
33,T19,T19,J.J. Henry,96,"2' 3""",866,1956.0
34,T19,T19,Ryuji Imada,105,"2' 3""",924,2110.917
35,T19,T19,Jerry Kelly,100,"2' 3""",910,2075.167
36,T19,T19,Ian Leggatt,80,"2' 3""",762,1712.9170000000001
37,T19,T19,Tom Lehman,70,"2' 3""",539,1216.417
38,T19,T19,Phil Mickelson,74,"2' 3""",494,1130.417
39,T19,T19,Jon Mills,68,"2' 3""",608,1377.75
40,T19,T19,Tim Petrovic,95,"2' 3""",884,2020.0829999999999
41,T19,T19,Joey Sindelar,90,"2' 3""",867,1936.3329999999999
42,T19,T19,Kirk Triplett,58,"2' 3""",510,1162.0
43,T19,T19,Vance Veazey,59,"2' 3""",586,1324.6670000000001
44,T19,T19,Scott Verplank,88,"2' 3""",710,1568.25
45,T19,T19,Duffy Waldorf,96,"2' 3""",904,2050.833
46,T47,T47,Stephen Ames,63,"2' 4""",466,1087.417
47,T47,T47,Arjun Atwal,97,"2' 4""",862,2015.0
48,T47,T47,Brian Bateman,69,"2' 4""",645,1529.3329999999999
49,T47,T47,Rich Beem,85,"2' 4""",707,1658.8329999999999
50,T47,T47,Jason Bohn,104,"2' 4""",966,2288.0
51,T47,T47,David Branshaw,98,"2' 4""",975,2286.167
52,T47,T47,Olin Browne,108,"2' 4""",902,2116.667
53,T47,T47,Bart Bryant,87,"2' 4""",809,1917.3329999999999
54,T47,T47,Alex Cejka,93,"2' 4""",887,2062.167
55,T47,T47,Fred Couples,52,"2' 4""",354,838.5830000000001
56,T47,T47,Bubba Dickerson,98,"2' 4""",950,2232.417
57,T47,T47,Joe Durant,101,"2' 4""",1085,2544.0
58,T47,T47,Bob Estes,85,"2' 4""",818,1929.0829999999999
59,T47,T47,Todd Fischer,101,"2' 4""",938,2186.833
60,T47,T47,Steve Flesch,119,"2' 4""",1092,2545.917
61,T47,T47,Paul Goydos,72,"2' 4""",689,1595.3329999999999
62,T47,T47,Ryan Hietala,61,"2' 4""",557,1316.0
63,T47,T47,Charley Hoffman,100,"2' 4""",950,2219.167
64,T47,T47,Trevor Immelman,86,"2' 4""",795,1873.9170000000001
65,T47,T47,Lee Janzen,79,"2' 4""",725,1716.5829999999999
66,T47,T47,Bernhard Langer,77,"2' 4""",623,1445.0829999999999
67,T47,T47,Davis Love III,85,"2' 4""",606,1413.0829999999999
68,T47,T47,Len Mattiace,59,"2' 4""",538,1246.75
