,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,1,Omar Uresti,26.25,210,8
1,2,2,Stuart Appleby,27.39,493,18
2,3,3,Greg Chalmers,27.5,165,6
3,4,4,Aaron Baddeley,27.64,387,14
4,5,5,Brad Faxon,27.69,360,13
5,6,6,Doug Barron,27.7,277,10
6,7,7,Dudley Hart,27.8,417,15
7,8,8,Paul Azinger,27.81,445,16
8,9,9,Brian Gay,27.86,613,22
9,10,10,Joe Ogilvie,27.88,474,17
10,11,11,Shigeki Maruyama,27.89,502,18
11,12,12,Woody Austin,27.95,615,22
12,13,13,D.A. Points,28.0,336,12
13,14,14,Carl Pettersson,28.05,533,19
14,15,15,Michael Allen,28.06,477,17
15,16,16,Skip Kendall,28.07,393,14
16,17,17,Bernhard Langer,28.08,365,13
17,18,18,David Howell,28.1,281,10
18,T19,T19,Eric Axley,28.13,450,16
19,T19,T19,Steve Stricker,28.13,422,15
20,21,21,Scott Gutschewski,28.14,197,7
21,T22,T22,Stephen Ames,28.17,338,12
22,T22,T22,Alex Aragon,28.17,169,6
23,T24,T24,Paul Goydos,28.27,311,11
24,T24,T24,Bob Tway,28.27,424,15
25,26,26,Vaughn Taylor,28.28,509,18
26,T27,T27,Brian Bateman,28.33,255,9
27,T27,T27,Todd Hamilton,28.33,255,9
28,29,29,Brent Geiberger,28.35,567,20
29,T30,T30,Todd Fischer,28.38,454,16
30,T30,T30,Tjaart van der Walt,28.38,227,8
31,32,32,Ian Leggatt,28.4,284,10
32,33,33,Jeff Overton,28.42,540,19
33,34,34,"John Engler, Jr.",28.43,199,7
34,35,35,Harrison Frazar,28.44,512,18
35,36,36,Kirk Triplett,28.45,313,11
36,37,37,Mathias Grönberg,28.47,427,15
37,T38,T38,Charley Hoffman,28.48,598,21
38,T38,T38,Ryuji Imada,28.48,598,21
39,T40,T40,Brian Davis,28.5,513,18
40,T40,T40,Retief Goosen,28.5,399,14
41,T40,T40,Ian Poulter,28.5,342,12
42,T40,T40,Vijay Singh,28.5,684,24
43,44,44,Kent Jones,28.53,542,19
44,45,45,Jonathan Byrd,28.54,371,13
45,46,46,Ryan Hietala,28.57,200,7
46,47,47,Tag Ridings,28.59,486,17
47,48,48,Danny Ellis,28.6,286,10
48,T49,T49,J.P. Hayes,28.63,229,8
49,T49,T49,Tim Petrovic,28.63,458,16
50,T51,T51,Rod Pampling,28.65,573,20
51,T51,T51,Brett Quigley,28.65,573,20
52,53,53,Michael Connell,28.67,86,3
53,T54,T54,Marco Dawson,28.69,459,16
54,T54,T54,José María Olazábal,28.69,373,13
55,56,56,Bubba Dickerson,28.72,517,18
56,T57,T57,Luke Donald,28.73,431,15
57,T57,T57,Stephen Leaney,28.73,431,15
58,59,59,Nick Watney,28.74,546,19
59,T60,T60,Alex Cejka,28.75,460,16
60,T60,T60,Larry Mize,28.75,230,8
61,T60,T60,Justin Rose,28.75,575,20
62,63,63,Daniel Chopra,28.76,604,21
63,64,64,Steve Elkington,28.78,259,9
64,65,65,Tim Herron,28.79,403,14
65,T66,T66,Jeff Brehaut,28.8,432,15
66,T66,T66,Mathew Goggin,28.8,288,10
67,68,68,Ben Curtis,28.82,490,17
68,T69,T69,Shane Bertsch,28.84,548,19
69,T69,T69,Steve Flesch,28.84,721,25
70,T69,T69,Tom Pernice Jr.,28.84,548,19
