,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
69,T70,T70,Ben Curtis,86,84.62,39,33
70,T70,T70,Robert Garrigus,85,84.62,39,33
71,T70,T70,Nathan Green,108,84.62,52,44
72,T70,T70,Thomas Levet,53,84.62,26,22
73,74,74,Vaughn Taylor,88,84.44,45,38
74,75,75,Sean O'Hair,100,84.31,51,43
75,76,76,Ben Crane,85,84.0,25,21
76,77,77,Marco Dawson,87,83.72,43,36
77,T78,T78,Daniel Chopra,110,83.64,55,46
78,T78,T78,Jerry Smith,94,83.64,55,46
79,80,80,Bo Van Pelt,102,83.58,67,56
80,T81,T81,Briny Baird,81,83.33,42,35
81,T81,T81,Ian Poulter,53,83.33,24,20
82,T81,T81,D.J. Trahan,92,83.33,42,35
83,T81,T81,Ron Whittaker,81,83.33,36,30
84,85,85,Jeff Brehaut,100,82.98,47,39
85,86,86,J.J. Henry,96,82.93,41,34
86,T87,T87,Skip Kendall,72,82.86,35,29
87,T87,T87,Greg Owen,79,82.86,35,29
88,T89,T89,Jeff Maggert,81,82.76,29,24
89,T89,T89,Jason Schultz,77,82.76,29,24
90,T91,T91,Robert Damron,91,82.69,52,43
91,T91,T91,Mathias Grönberg,92,82.69,52,43
92,T93,T93,Stuart Appleby,83,82.61,46,38
93,T93,T93,Stephen Leaney,84,82.61,46,38
94,T93,T93,Mark Wilson,79,82.61,46,38
95,T96,T96,Chris Couch,75,82.5,40,33
96,T96,T96,Jim Furyk,89,82.5,40,33
97,T98,T98,Mathew Goggin,72,82.35,34,28
98,T98,T98,Kenny Perry,73,82.35,34,28
99,T100,T100,Kris Cox,83,82.22,45,37
100,T100,T100,Frank Lickliter II,99,82.22,45,37
101,102,102,Lucas Glover,105,81.97,61,50
102,T103,T103,Aaron Baddeley,78,81.82,33,27
103,T103,T103,Jesper Parnevik,84,81.82,44,36
104,T103,T103,Nicholas Thompson,96,81.82,55,45
105,106,106,Justin Leonard,83,81.58,38,31
106,107,107,Carlos Franco,86,81.48,54,44
107,108,108,Michael Allen,84,81.4,43,35
108,T109,T109,Steve Elkington,52,80.95,21,17
109,T109,T109,Arron Oberholser,82,80.95,42,34
110,T109,T109,Ted Purdy,103,80.95,42,34
111,112,112,Brian Bateman,69,80.65,31,25
112,113,113,Doug Barron,74,80.49,41,33
113,114,114,Zach Johnson,98,80.43,46,37
114,115,115,Jeff Gove,91,80.39,51,41
115,116,116,Camilo Villegas,95,80.36,56,45
116,T117,T117,Fred Couples,52,80.0,20,16
117,T117,T117,Luke Donald,66,80.0,25,20
118,T117,T117,David Duval,71,80.0,25,20
119,T117,T117,Fred Funk,106,80.0,40,32
120,T117,T117,Sergio Garcia,59,80.0,25,20
121,T117,T117,Paul Goydos,72,80.0,35,28
122,T117,T117,Ryuji Imada,105,80.0,50,40
123,T117,T117,Steve Jones,83,80.0,40,32
124,T117,T117,Mark O'Meara,52,80.0,15,12
125,T117,T117,Tag Ridings,103,80.0,60,48
126,127,127,Olin Browne,108,79.59,49,39
127,128,128,Will MacKenzie,91,79.49,39,31
128,T129,T129,Tim Herron,82,79.31,29,23
129,T129,T129,Ian Leggatt,80,79.31,29,23
130,T129,T129,Bob May,65,79.31,29,23
131,T129,T129,Geoff Ogilvy,76,79.31,29,23
132,133,133,Chris Smith,67,79.17,24,19
133,134,134,Tim Clark,80,79.07,43,34
134,135,135,Bernhard Langer,77,78.95,38,30
135,136,136,Woody Austin,107,78.72,47,37
136,T137,T137,Peter Lonard,77,78.57,42,33
137,T137,T137,Adam Scott,70,78.57,42,33
138,139,139,Kevin Sutherland,100,78.43,51,40
139,T140,T140,Tom Lehman,70,78.26,23,18
140,T140,T140,Larry Mize,53,78.26,23,18
141,T142,T142,Steve Lowery,99,78.05,41,32
142,T142,T142,John Senden,96,78.05,41,32
143,T144,T144,Joe Durant,101,77.78,63,49
144,T144,T144,Todd Hamilton,72,77.78,27,21
145,T144,T144,Tom Pernice Jr.,108,77.78,45,35
146,147,147,Bubba Watson,83,77.55,49,38
147,148,148,Jeff Overton,95,77.36,53,41
148,149,149,Kent Jones,103,77.19,57,44
149,150,150,Chad Campbell,91,77.14,35,27
150,T151,T151,José María Olazábal,62,76.92,26,20
151,T151,T151,Mike Sposa,68,76.92,26,20
152,153,153,Brett Wetterich,82,76.6,47,36
153,154,154,Jeff Sluman,101,76.47,51,39
154,155,155,Joe Ogilvie,95,76.09,46,35
155,156,156,Freddie Jacobson,56,75.76,33,25
156,T157,T157,"John Engler, Jr.",69,75.68,37,28
157,T157,T157,J.B. Holmes,81,75.68,37,28
158,159,159,Troy Matteson,101,75.61,41,31
159,T160,T160,Tim Petrovic,95,75.56,45,34
160,T160,T160,Patrick Sheehan,104,75.56,45,34
161,162,162,Joey Sindelar,90,75.51,49,37
162,T163,T163,Brad Faxon,78,75.0,28,21
163,T163,T163,Steve Flesch,119,75.0,60,45
164,T163,T163,Davis Love III,85,75.0,32,24
165,166,166,Charles Warren,93,74.51,51,38
166,T167,T167,Lee Janzen,79,74.29,35,26
167,T167,T167,Chris Riley,86,74.29,35,26
168,T169,T169,John Daly,51,74.19,31,23
169,T169,T169,Retief Goosen,68,74.19,31,23
170,171,171,Corey Pavin,74,74.07,27,20
171,172,172,Alex Aragon,63,73.91,23,17
172,173,173,Jonathan Kaye,95,73.81,42,31
173,174,174,Brandt Jobe,91,73.68,38,28
174,T175,T175,Bubba Dickerson,98,73.33,45,33
175,T175,T175,Jerry Kelly,100,73.33,45,33
176,177,177,Omar Uresti,61,72.73,33,24
177,178,178,Alex Cejka,93,72.41,58,42
178,T179,T179,Robert Gamez,94,72.22,36,26
179,T179,T179,Matt Hansen,68,72.22,36,26
180,181,181,Kirk Triplett,58,71.88,32,23
181,T182,T182,Billy Andrade,78,71.43,35,25
182,T182,T182,Rory Sabbatini,84,71.43,35,25
183,T182,T182,Roger Tambellini,64,71.43,21,15
184,185,185,Craig Barlow,77,70.73,41,29
185,186,186,John Huston,74,70.59,34,24
186,187,187,Greg Chalmers,71,70.27,37,26
187,188,188,Paul Stankowski,70,70.0,30,21
188,189,189,Hidemichi Tanaka,74,69.7,33,23
189,190,190,Bob Estes,85,68.97,29,20
190,191,191,Jonathan Byrd,66,68.57,35,24
191,T192,T192,Mark Brooks,90,66.67,24,16
192,T192,T192,Pat Perez,50,66.67,27,18
193,194,194,Rich Beem,85,65.79,38,25
194,195,195,Bob Tway,81,62.07,29,18
195,196,196,Brent Geiberger,99,61.9,42,26
