,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
0,1,1,Duffy Waldorf,96,97.14,35,34
1,2,2,Danny Ellis,68,95.65,23,22
2,3,3,Rod Pampling,89,93.75,32,30
3,4,4,Harrison Frazar,95,93.18,44,41
4,5,5,Heath Slocum,96,93.02,43,40
5,6,6,Jimmy Walker,60,92.31,26,24
6,7,7,Tommy Armour III,65,92.11,38,35
7,T8,T8,Padraig Harrington,54,92.0,25,23
8,T8,T8,J.L. Lewis,57,92.0,25,23
9,T8,T8,Carl Pettersson,95,92.0,25,23
10,T8,T8,Steve Stricker,64,92.0,25,23
11,T12,T12,Stewart Cink,93,91.18,34,31
12,T12,T12,Phil Mickelson,74,91.18,34,31
13,T14,T14,Michael Connell,51,90.91,22,20
14,T14,T14,David Howell,52,90.91,22,20
15,16,16,Henrik Bjornstad,97,90.74,54,49
16,17,17,Ryan Palmer,101,90.24,41,37
17,18,18,Tiger Woods,55,90.0,30,27
18,19,19,John Rollins,93,89.58,48,43
19,20,20,David Toms,76,89.19,37,33
20,T21,T21,Shane Bertsch,104,89.13,46,41
21,T21,T21,Todd Fischer,101,89.13,46,41
22,T21,T21,Justin Rose,98,89.13,46,41
23,24,24,James Driscoll,80,88.89,36,32
24,25,25,Jon Mills,68,88.46,26,23
25,T26,T26,J.P. Hayes,55,88.24,34,30
26,T26,T26,Len Mattiace,59,88.24,17,15
27,T26,T26,Vance Veazey,59,88.24,34,30
28,T29,T29,Mark Calcavecchia,94,88.1,42,37
29,T29,T29,Hunter Mahan,98,88.1,42,37
30,31,31,Robert Allenby,79,87.8,41,36
31,32,32,Shigeki Maruyama,94,87.76,49,43
32,T33,T33,Jason Bohn,104,87.5,56,49
33,T33,T33,Ernie Els,69,87.5,40,35
34,T33,T33,Ryan Hietala,61,87.5,16,14
35,T33,T33,Nick Watney,97,87.5,48,42
36,T37,T37,Brett Quigley,109,87.23,47,41
37,T37,T37,"Wes Short, Jr.",96,87.23,47,41
38,T39,T39,Brian Davis,92,87.18,39,34
39,T39,T39,Chris DiMarco,83,87.18,39,34
40,T39,T39,Daisuke Maruyama,83,87.18,39,34
41,42,42,Vijay Singh,103,87.1,62,54
42,43,43,Bart Bryant,87,86.84,38,33
43,T44,T44,Dudley Hart,83,86.67,30,26
44,T44,T44,Ryan Moore,68,86.67,30,26
45,46,46,Trevor Immelman,86,86.49,37,32
46,T47,T47,Brian Gay,107,86.27,51,44
47,T47,T47,Bill Haas,99,86.27,51,44
48,T49,T49,Stephen Ames,63,86.21,29,25
49,T49,T49,Jason Gore,86,86.21,29,25
50,T51,T51,David Branshaw,98,86.05,43,37
51,T51,T51,Scott Verplank,88,86.05,43,37
52,T53,T53,Arjun Atwal,97,85.71,49,42
53,T53,T53,Paul Azinger,87,85.71,35,30
54,T53,T53,John Cook,67,85.71,21,18
55,T56,T56,Richard Johnson,94,85.37,41,35
56,T56,T56,Mike Weir,88,85.37,41,35
57,T58,T58,K.J. Choi,93,85.29,34,29
58,T58,T58,Charles Howell III,96,85.29,34,29
59,T60,T60,Eric Axley,91,85.19,54,46
60,T60,T60,Scott Gutschewski,53,85.19,27,23
61,T60,T60,Greg Kraft,79,85.19,27,23
62,T63,T63,David McKenzie,82,85.0,40,34
63,T63,T63,Shaun Micheel,96,85.0,40,34
64,T63,T63,D.A. Points,82,85.0,40,34
65,T63,T63,Dean Wilson,115,85.0,60,51
66,67,67,Tjaart van der Walt,60,84.85,33,28
67,68,68,Billy Mayfair,94,84.78,46,39
68,69,69,Charley Hoffman,100,84.75,59,50
