,Average_Putting_Distance_-_GIR_3_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_3_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_3_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_3_Putts_ROUNDS,Average_Putting_Distance_-_GIR_3_Putts_AVG,Average_Putting_Distance_-_GIR_3_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_3_Putts_TOTAL PUTTS
0,1,1,Brent Geiberger,99,"53' 5""",24.366999999999997,38
1,2,2,Geoff Ogilvy,76,"51' 5""",16.031,26
2,3,3,Luke Donald,66,"51' 1""",12.25,20
3,4,4,David Branshaw,98,"48' 4""",31.326,54
4,5,5,Robert Allenby,79,"48' 2""",12.72,22
5,T6,T6,Bernhard Langer,77,"48' 0""",16.702,29
6,T6,T6,Jimmy Walker,60,"48' 0""",10.367,18
7,8,8,Paul Azinger,87,"47' 10""",14.914000000000001,26
8,9,9,Heath Slocum,96,"47' 5""",20.467,36
9,10,10,Daniel Chopra,110,"47' 4""",15.905,28
10,T11,T11,Chris Smith,67,"47' 3""",23.244,41
11,T11,T11,Scott Verplank,88,"47' 3""",14.742,26
12,13,13,Kevin Sutherland,100,"47' 2""",24.329,43
13,T14,T14,Mike Sposa,68,"47' 1""",19.221,34
14,T14,T14,Paul Stankowski,70,"47' 1""",19.771,35
15,16,16,"John Engler, Jr.",69,"46' 9""",16.279,29
16,17,17,Ryuji Imada,105,"46' 8""",20.174,36
17,18,18,Ian Poulter,53,"46' 4""",8.346,15
18,19,19,Steve Stricker,64,"46' 3""",5.5520000000000005,10
19,20,20,Trevor Immelman,86,"46' 2""",18.847,34
20,21,21,Freddie Jacobson,56,"46' 1""",11.607999999999999,21
21,22,22,Len Mattiace,59,"45' 10""",15.39,28
22,23,23,Nick Watney,97,"45' 9""",29.638,54
23,24,24,Tommy Armour III,65,"45' 8""",10.950999999999999,20
24,25,25,Tag Ridings,103,"45' 6""",21.833000000000002,40
25,26,26,Justin Rose,98,"45' 5""",20.155,37
26,27,27,Greg Chalmers,71,"45' 4""",13.595999999999998,25
27,28,28,Tom Lehman,70,"45' 3""",14.657,27
28,29,29,Steve Lowery,99,"45' 1""",20.561999999999998,38
29,T30,T30,Eric Axley,91,"44' 11""",14.543,27
30,T30,T30,Mark Brooks,90,"44' 11""",15.1,28
31,T30,T30,David Duval,71,"44' 11""",13.475,25
32,33,33,John Senden,96,"44' 8""",21.989,41
33,T34,T34,Brad Faxon,78,"44' 7""",12.847999999999999,24
34,T34,T34,Bill Haas,99,"44' 7""",19.261,36
35,T34,T34,Bob May,65,"44' 7""",13.385,25
36,T37,T37,Bart Bryant,87,"44' 6""",19.236,36
37,T37,T37,John Rollins,93,"44' 6""",18.142,34
