,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
0,1,1,Rod Pampling,89,39.55,177,70
1,2,2,Steve Elkington,52,38.05,113,43
2,3,3,Danny Ellis,68,37.58,165,62
3,4,4,Ben Crane,85,37.5,176,66
4,5,5,Carl Pettersson,95,37.33,217,81
5,6,6,Len Mattiace,59,37.23,137,51
6,7,7,Jesper Parnevik,84,36.56,186,68
7,8,8,David McKenzie,82,36.02,161,58
8,9,9,Stewart Cink,93,35.94,217,78
9,10,10,Mark O'Meara,52,35.53,76,27
10,11,11,Lee Janzen,79,35.38,195,69
11,12,12,Charley Hoffman,100,34.96,246,86
12,13,13,Stephen Ames,63,34.72,144,50
13,14,14,Davis Love III,85,34.71,170,59
14,15,15,James Driscoll,80,34.57,188,65
15,16,16,Arjun Atwal,97,34.55,220,76
16,17,17,Tag Ridings,103,34.48,261,90
17,18,18,Briny Baird,81,34.45,209,72
18,19,19,Chris Riley,86,34.2,193,66
19,20,20,Dean Wilson,115,34.13,252,86
20,21,21,Vaughn Taylor,88,33.97,209,71
21,22,22,Bernhard Langer,77,33.92,171,58
22,23,23,Paul Azinger,87,33.79,219,74
23,24,24,Camilo Villegas,95,33.75,240,81
24,25,25,Woody Austin,107,33.68,288,97
25,26,26,Luke Donald,66,33.65,104,35
26,27,27,Ryan Moore,68,33.54,161,54
27,28,28,Shigeki Maruyama,94,33.48,227,76
28,T29,T29,Brian Gay,107,33.33,279,93
29,T29,T29,Mathew Goggin,72,33.33,153,51
30,T29,T29,Nathan Green,108,33.33,252,84
31,T29,T29,Hunter Mahan,98,33.33,243,81
32,T29,T29,Brett Quigley,109,33.33,249,83
33,34,34,Jeff Overton,95,33.2,259,86
34,35,35,Mark Wilson,79,33.14,175,58
35,36,36,Shaun Micheel,96,33.03,221,73
36,37,37,John Huston,74,32.97,185,61
37,38,38,Bo Van Pelt,102,32.95,264,87
38,T39,T39,Rich Beem,85,32.8,189,62
39,T39,T39,Greg Kraft,79,32.8,186,61
40,41,41,Ian Poulter,53,32.76,116,38
41,42,42,Richard Johnson,94,32.73,220,72
42,43,43,"John Engler, Jr.",69,32.61,184,60
43,44,44,Daniel Chopra,110,32.56,258,84
