,Total_3_Putts_-_20-25_RANK THIS WEEK,Total_3_Putts_-_20-25_RANK LAST WEEK,Total_3_Putts_-_20-25_PLAYER NAME,Total_3_Putts_-_20-25_ROUNDS,Total_3_Putts_-_20-25_TOTAL 3 PUTTS 20'-25',Total_3_Putts_-_20-25_TOTAL 3 PUTTS
0,1,1,"Wes Short, Jr.",96,10,80
1,2,2,Mark Calcavecchia,94,9,66
2,T3,T3,Joe Durant,101,8,61
3,T3,T3,Carlos Franco,86,8,59
4,T5,T5,Woody Austin,107,7,65
5,T5,T5,Jason Gore,86,7,55
6,T5,T5,Charley Hoffman,100,7,45
7,T5,T5,Jonathan Kaye,95,7,65
8,T5,T5,Frank Lickliter II,99,7,44
9,T5,T5,John Rollins,93,7,38
10,T5,T5,Jerry Smith,94,7,59
11,T5,T5,David Toms,76,7,37
12,T5,T5,Charles Warren,93,7,51
13,T14,T14,Mathias Grönberg,92,6,44
14,T14,T14,Lee Janzen,79,6,47
15,T14,T14,Stephen Leaney,84,6,32
16,T14,T14,Thomas Levet,53,6,42
17,T14,T14,J.L. Lewis,57,6,30
18,T14,T14,David McKenzie,82,6,42
19,T14,T14,Tim Petrovic,95,6,44
20,T14,T14,Vijay Singh,103,6,47
21,T22,T22,Shane Bertsch,104,5,47
22,T22,T22,Henrik Bjornstad,97,5,54
23,T22,T22,David Branshaw,98,5,59
24,T22,T22,Tim Clark,80,5,38
25,T22,T22,Matt Hansen,68,5,61
26,T22,T22,John Huston,74,5,51
27,T22,T22,Ryan Palmer,101,5,43
28,T22,T22,Tag Ridings,103,5,47
29,T22,T22,Nicholas Thompson,96,5,74
30,T22,T22,Brett Wetterich,82,5,38
31,T32,T32,Briny Baird,81,4,39
32,T32,T32,Jason Bohn,104,4,54
33,T32,T32,Chad Campbell,91,4,36
34,T32,T32,Alex Cejka,93,4,41
35,T32,T32,John Cook,67,4,34
36,T32,T32,Fred Couples,52,4,31
37,T32,T32,Robert Damron,91,4,49
38,T32,T32,Bubba Dickerson,98,4,53
39,T32,T32,Chris DiMarco,83,4,32
40,T32,T32,James Driscoll,80,4,63
41,T32,T32,Jeff Gove,91,4,50
42,T32,T32,Nathan Green,108,4,55
43,T32,T32,J.P. Hayes,55,4,40
44,T32,T32,J.B. Holmes,81,4,58
45,T32,T32,Steve Lowery,99,4,44
46,T32,T32,Will MacKenzie,91,4,58
47,T32,T32,Hunter Mahan,98,4,58
48,T32,T32,Troy Matteson,101,4,54
49,T32,T32,Billy Mayfair,94,4,41
50,T32,T32,Shaun Micheel,96,4,31
51,T32,T32,Joe Ogilvie,95,4,39
52,T32,T32,Ted Purdy,103,4,52
53,T32,T32,Justin Rose,98,4,40
54,T32,T32,Adam Scott,70,4,34
55,T32,T32,Mike Sposa,68,4,42
56,T32,T32,D.J. Trahan,92,4,47
57,T58,T58,Billy Andrade,78,3,39
58,T58,T58,Arjun Atwal,97,3,44
59,T58,T58,Rich Beem,85,3,39
60,T58,T58,Bart Bryant,87,3,39
61,T58,T58,Greg Chalmers,71,3,31
62,T58,T58,Kris Cox,83,3,45
63,T58,T58,Ben Curtis,86,3,33
64,T58,T58,John Daly,51,3,37
65,T58,T58,Brian Davis,92,3,55
66,T58,T58,David Duval,71,3,34
67,T58,T58,Steve Elkington,52,3,37
68,T58,T58,Bob Estes,85,3,35
69,T58,T58,Harrison Frazar,95,3,32
70,T58,T58,Sergio Garcia,59,3,31
71,T58,T58,Robert Garrigus,85,3,55
72,T58,T58,Brent Geiberger,99,3,44
73,T58,T58,Paul Goydos,72,3,41
74,T58,T58,Bill Haas,99,3,41
75,T58,T58,Dudley Hart,83,3,49
76,T58,T58,Charles Howell III,96,3,48
77,T58,T58,Skip Kendall,72,3,25
78,T58,T58,Greg Kraft,79,3,30
79,T58,T58,Davis Love III,85,3,26
80,T58,T58,Daisuke Maruyama,83,3,41
81,T58,T58,Phil Mickelson,74,3,20
82,T58,T58,Larry Mize,53,3,17
83,T58,T58,Sean O'Hair,100,3,54
84,T58,T58,Carl Pettersson,95,3,47
85,T58,T58,Brett Quigley,109,3,49
86,T58,T58,Rory Sabbatini,84,3,39
87,T58,T58,Heath Slocum,96,3,40
88,T58,T58,Paul Stankowski,70,3,40
89,T58,T58,Kevin Sutherland,100,3,48
90,T58,T58,Roger Tambellini,64,3,45
91,T58,T58,Kirk Triplett,58,3,26
92,T58,T58,Omar Uresti,61,3,35
93,T58,T58,Bo Van Pelt,102,3,58
94,T58,T58,Camilo Villegas,95,3,48
95,T58,T58,Bubba Watson,83,3,45
96,T58,T58,Mike Weir,88,3,36
97,T58,T58,Ron Whittaker,81,3,38
98,T58,T58,Dean Wilson,115,3,45
99,T58,T58,Mark Wilson,79,3,39
100,T101,T101,Stuart Appleby,83,2,28
101,T101,T101,Eric Axley,91,2,30
102,T101,T101,Craig Barlow,77,2,36
103,T101,T101,Doug Barron,74,2,47
104,T101,T101,Jeff Brehaut,100,2,53
105,T101,T101,Daniel Chopra,110,2,31
106,T101,T101,Chris Couch,75,2,45
107,T101,T101,Ben Crane,85,2,24
108,T101,T101,Marco Dawson,87,2,32
109,T101,T101,Ernie Els,69,2,20
110,T101,T101,Brad Faxon,78,2,30
111,T101,T101,Todd Fischer,101,2,35
112,T101,T101,Steve Flesch,119,2,51
113,T101,T101,Jim Furyk,89,2,20
114,T101,T101,Robert Gamez,94,2,49
115,T101,T101,Brian Gay,107,2,25
116,T101,T101,Lucas Glover,105,2,40
117,T101,T101,Mathew Goggin,72,2,50
118,T101,T101,Scott Gutschewski,53,2,20
119,T101,T101,Todd Hamilton,72,2,29
120,T101,T101,Ryuji Imada,105,2,38
121,T101,T101,Kent Jones,103,2,49
122,T101,T101,Tom Lehman,70,2,28
123,T101,T101,Jeff Maggert,81,2,37
124,T101,T101,Jon Mills,68,2,30
125,T101,T101,Ryan Moore,68,2,23
126,T101,T101,Mark O'Meara,52,2,17
127,T101,T101,Jeff Overton,95,2,47
