,Total_1_Putts_-_10-15_RANK THIS WEEK,Total_1_Putts_-_10-15_RANK LAST WEEK,Total_1_Putts_-_10-15_PLAYER NAME,Total_1_Putts_-_10-15_ROUNDS,Total_1_Putts_-_10-15_TOTAL,Total_1_Putts_-_10-15_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_10-15_PCT OF ALL 1-PUTTS
0,1,1,Woody Austin,107,92,688,13.4
1,2,2,Brian Gay,107,91,777,11.7
2,3,3,Steve Flesch,119,89,737,12.1
3,T4,T4,Charley Hoffman,100,86,624,13.8
4,T4,T4,Tag Ridings,103,86,658,13.1
5,6,6,Bo Van Pelt,102,85,619,13.7
6,T7,T7,David Branshaw,98,81,573,14.1
7,T7,T7,Dean Wilson,115,81,683,11.9
8,T9,T9,Nathan Green,108,80,714,11.2
9,T9,T9,Brett Quigley,109,80,675,11.9
10,T11,T11,Joe Durant,101,79,631,12.5
11,T11,T11,Jeff Overton,95,79,606,13.0
12,T13,T13,Daniel Chopra,110,78,690,11.3
13,T13,T13,Todd Fischer,101,78,657,11.9
14,T15,T15,Carl Pettersson,95,77,547,14.1
15,T15,T15,Camilo Villegas,95,77,574,13.4
16,T17,T17,Stewart Cink,93,76,541,14.0
17,T17,T17,Hunter Mahan,98,76,600,12.7
18,T19,T19,Jason Bohn,104,75,606,12.4
19,T19,T19,"Wes Short, Jr.",96,75,586,12.8
20,T19,T19,Jerry Smith,94,75,585,12.8
21,T22,T22,Justin Rose,98,74,600,12.3
22,T22,T22,Nick Watney,97,74,612,12.1
23,T24,T24,Lucas Glover,105,73,597,12.2
24,T24,T24,Shigeki Maruyama,94,73,604,12.1
25,T26,T26,Arjun Atwal,97,72,592,12.2
26,T26,T26,Paul Azinger,87,72,587,12.3
27,T28,T28,Shane Bertsch,104,70,647,10.8
28,T28,T28,Henrik Bjornstad,97,70,629,11.1
29,T30,T30,Brian Davis,92,69,552,12.5
30,T30,T30,Brent Geiberger,99,69,636,10.8
31,T30,T30,Jason Gore,86,69,502,13.7
32,T30,T30,Richard Johnson,94,69,597,11.6
33,T34,T34,Olin Browne,108,68,621,11.0
34,T34,T34,Bob Estes,85,68,514,13.2
35,T34,T34,Harrison Frazar,95,68,562,12.1
36,T34,T34,Fred Funk,106,68,592,11.5
37,T34,T34,Zach Johnson,98,68,528,12.9
38,T34,T34,Shaun Micheel,96,68,518,13.1
39,T34,T34,Vaughn Taylor,88,68,579,11.7
40,T41,T41,Lee Janzen,79,67,489,13.7
41,T41,T41,Kent Jones,103,67,631,10.6
42,T41,T41,Troy Matteson,101,67,583,11.5
43,T44,T44,Stephen Leaney,84,66,554,11.9
44,T44,T44,Rod Pampling,89,66,510,12.9
45,T44,T44,Tom Pernice Jr.,108,66,662,10.0
46,T44,T44,John Senden,96,66,505,13.1
47,T48,T48,Briny Baird,81,65,457,14.2
48,T48,T48,Bart Bryant,87,65,455,14.3
49,T48,T48,Robert Damron,91,65,589,11.0
50,T48,T48,Joe Ogilvie,95,65,578,11.2
51,T52,T52,Eric Axley,91,64,573,11.2
52,T52,T52,Mark Calcavecchia,94,64,567,11.3
53,T52,T52,Ben Crane,85,64,461,13.9
54,T52,T52,Frank Lickliter II,99,64,603,10.6
55,T52,T52,Tim Petrovic,95,64,589,10.9
56,T52,T52,Kevin Sutherland,100,64,583,11.0
57,T58,T58,Ryuji Imada,105,63,614,10.3
58,T58,T58,Jerry Kelly,100,63,574,11.0
59,T58,T58,Jesper Parnevik,84,63,533,11.8
60,T58,T58,Chris Riley,86,63,527,12.0
61,T62,T62,Steve Jones,83,62,474,13.1
62,T62,T62,Patrick Sheehan,104,62,602,10.3
63,T62,T62,Heath Slocum,96,62,527,11.8
64,T62,T62,Scott Verplank,88,62,497,12.5
65,T62,T62,Brett Wetterich,82,62,498,12.4
66,67,67,K.J. Choi,93,61,522,11.7
67,T68,T68,Michael Allen,84,60,540,11.1
68,T68,T68,Rich Beem,85,60,446,13.5
69,T68,T68,Jeff Brehaut,100,60,562,10.7
70,T68,T68,Bubba Dickerson,98,60,569,10.5
71,T68,T68,John Huston,74,60,467,12.8
72,T68,T68,Jonathan Kaye,95,60,538,11.2
73,T68,T68,Ted Purdy,103,60,531,11.3
74,T75,T75,Aaron Baddeley,78,59,533,11.1
75,T75,T75,Robert Garrigus,85,59,495,11.9
76,T75,T75,Ryan Palmer,101,59,573,10.3
77,T75,T75,Vijay Singh,103,59,617,9.6
78,T75,T75,D.J. Trahan,92,59,533,11.1
79,T80,T80,James Driscoll,80,58,541,10.7
80,T80,T80,Danny Ellis,68,58,438,13.2
81,T80,T80,Robert Gamez,94,58,568,10.2
82,T80,T80,Steve Lowery,99,58,576,10.1
83,T84,T84,Chad Campbell,91,57,453,12.6
84,T84,T84,Alex Cejka,93,57,533,10.7
85,T84,T84,Chris Couch,75,57,418,13.6
86,T84,T84,Bill Haas,99,57,608,9.4
87,T84,T84,Greg Kraft,79,57,470,12.1
88,T84,T84,Davis Love III,85,57,407,14.0
89,T84,T84,Joey Sindelar,90,57,492,11.6
90,T84,T84,Duffy Waldorf,96,57,554,10.3
91,T92,T92,Stuart Appleby,83,56,465,12.0
92,T92,T92,Trevor Immelman,86,56,505,11.1
93,T92,T92,Bernhard Langer,77,56,428,13.1
94,T92,T92,Billy Mayfair,94,56,509,11.0
95,T92,T92,David McKenzie,82,56,480,11.7
96,T92,T92,Sean O'Hair,100,56,525,10.7
97,T92,T92,Bubba Watson,83,56,482,11.6
98,T92,T92,Mark Wilson,79,56,510,11.0
99,T100,T100,Jeff Gove,91,55,502,11.0
100,T100,T100,Mathias Grönberg,92,55,534,10.3
101,T100,T100,Dudley Hart,83,55,501,11.0
102,T100,T100,John Rollins,93,55,508,10.8
103,T100,T100,Jeff Sluman,101,55,592,9.3
104,T100,T100,Ron Whittaker,81,55,474,11.6
105,T106,T106,Marco Dawson,87,54,567,9.5
106,T106,T106,Jim Furyk,89,54,485,11.1
107,T106,T106,J.B. Holmes,81,54,438,12.3
108,T106,T106,Brandt Jobe,91,54,458,11.8
109,T106,T106,Nicholas Thompson,96,54,500,10.8
110,T111,T111,Brian Bateman,69,53,402,13.2
111,T111,T111,"John Engler, Jr.",69,53,429,12.4
112,T111,T111,Brad Faxon,78,53,545,9.7
113,T111,T111,Ian Leggatt,80,53,482,11.0
114,T115,T115,Kris Cox,83,51,492,10.4
115,T115,T115,Len Mattiace,59,51,388,13.1
116,T115,T115,Ryan Moore,68,51,420,12.1
117,T115,T115,Chris Smith,67,51,361,14.1
118,T115,T115,Hidemichi Tanaka,74,51,444,11.5
119,T120,T120,Ben Curtis,86,49,458,10.7
120,T120,T120,Chris DiMarco,83,49,429,11.4
121,T120,T120,Carlos Franco,86,49,512,9.6
