,GIR_Putting_-_5-10_RANK THIS WEEK,GIR_Putting_-_5-10_RANK LAST WEEK,GIR_Putting_-_5-10_PLAYER NAME,GIR_Putting_-_5-10_ROUNDS,GIR_Putting_-_5-10_%,GIR_Putting_-_5-10_ATTEMPTS,GIR_Putting_-_5-10_PUTTS MADE
0,1,1,Alex Aragon,63,63.64,88,56
1,2,2,Jim Furyk,89,62.81,121,76
2,3,3,Tom Pernice Jr.,108,62.69,134,84
3,4,4,Fred Couples,52,62.5,64,40
4,5,5,Nathan Green,108,60.48,167,101
5,6,6,Daniel Chopra,110,59.51,163,97
6,7,7,Brad Faxon,78,58.82,119,70
7,8,8,Mike Sposa,68,58.56,111,65
8,9,9,Ryan Hietala,61,58.14,86,50
9,10,10,David Howell,52,57.58,66,38
10,11,11,Jason Gore,86,57.55,139,80
11,12,12,James Driscoll,80,57.5,120,69
12,13,13,Sergio Garcia,59,57.47,87,50
13,14,14,Bob Estes,85,57.43,148,85
14,15,15,Tim Clark,80,57.26,117,67
15,T16,T16,Eric Axley,91,57.14,168,96
16,T16,T16,Dean Wilson,115,57.14,147,84
17,18,18,Jeff Sluman,101,57.05,156,89
18,19,19,Padraig Harrington,54,56.99,93,53
19,20,20,John Cook,67,56.73,104,59
20,21,21,Bo Van Pelt,102,56.6,159,90
21,22,22,Jeff Brehaut,100,56.55,168,95
22,23,23,Rod Pampling,89,56.2,121,68
23,24,24,Brian Bateman,69,56.18,89,50
24,25,25,Todd Fischer,101,56.1,164,92
25,26,26,John Rollins,93,55.81,129,72
26,27,27,Kent Jones,103,55.74,183,102
27,28,28,Chris Smith,67,55.7,79,44
28,29,29,Greg Chalmers,71,55.67,97,54
29,30,30,Jonathan Byrd,66,55.45,101,56
30,31,31,Dudley Hart,83,54.95,111,61
31,32,32,Nick Watney,97,54.9,153,84
32,33,33,Olin Browne,108,54.78,157,86
33,34,34,Joe Ogilvie,95,54.66,161,88
34,35,35,Pat Perez,50,54.55,88,48
35,36,36,Vaughn Taylor,88,54.38,160,87
36,37,37,Skip Kendall,72,54.29,140,76
37,38,38,Marco Dawson,87,54.23,142,77
38,39,39,Aaron Baddeley,78,54.13,109,59
39,40,40,Carl Pettersson,95,53.91,128,69
40,41,41,Fred Funk,106,53.8,171,92
41,42,42,Richard Johnson,94,53.69,149,80
42,43,43,Greg Kraft,79,53.54,127,68
43,44,44,Lee Janzen,79,53.51,114,61
44,45,45,Luke Donald,66,53.47,101,54
45,46,46,Brett Quigley,109,53.37,163,87
46,47,47,Vance Veazey,59,53.33,75,40
47,T48,T48,Steve Stricker,64,53.27,107,57
48,T48,T48,Jimmy Walker,60,53.27,107,57
49,T50,T50,John Daly,51,53.25,77,41
50,T50,T50,Tiger Woods,55,53.25,77,41
51,52,52,Mike Weir,88,53.15,143,76
52,53,53,Jeff Gove,91,53.1,145,77
53,54,54,Mark Wilson,79,53.08,130,69
54,55,55,Ryuji Imada,105,52.9,155,82
55,56,56,Ben Crane,85,52.88,104,55
56,57,57,Joey Sindelar,90,52.87,157,83
57,58,58,Phil Mickelson,74,52.83,106,56
58,59,59,Paul Azinger,87,52.82,142,75
59,60,60,J.P. Hayes,55,52.73,110,58
60,61,61,Scott Verplank,88,52.71,129,68
61,62,62,Tommy Armour III,65,52.69,93,49
62,63,63,Paul Stankowski,70,52.63,114,60
63,64,64,Ryan Moore,68,52.58,97,51
64,65,65,Vijay Singh,103,52.56,156,82
65,66,66,Charles Howell III,96,52.52,139,73
66,67,67,Charley Hoffman,100,52.43,185,97
67,68,68,David Toms,76,52.38,126,66
68,69,69,Frank Lickliter II,99,52.23,157,82
69,70,70,J.J. Henry,96,52.05,146,76
70,71,71,Ron Whittaker,81,52.03,123,64
71,72,72,Michael Allen,84,52.0,125,65
72,73,73,Zach Johnson,98,51.92,156,81
73,74,74,Shaun Micheel,96,51.91,131,68
74,75,75,K.J. Choi,93,51.88,133,69
75,76,76,Len Mattiace,59,51.81,83,43
76,77,77,D.A. Points,82,51.75,114,59
77,T78,T78,Bubba Dickerson,98,51.72,174,90
78,T78,T78,Kirk Triplett,58,51.72,116,60
79,T80,T80,Billy Andrade,78,51.69,118,61
80,T80,T80,Roger Tambellini,64,51.69,89,46
81,82,82,David Duval,71,51.61,93,48
82,83,83,Trevor Immelman,86,51.59,157,81
83,84,84,Retief Goosen,68,51.55,97,50
84,85,85,Harrison Frazar,95,51.47,136,70
85,86,86,Charles Warren,93,51.39,144,74
86,87,87,David Branshaw,98,51.3,154,79
87,88,88,David McKenzie,82,51.28,117,60
88,89,89,Woody Austin,107,51.16,172,88
89,90,90,Ted Purdy,103,50.94,159,81
90,91,91,Lucas Glover,105,50.91,165,84
91,92,92,Jesper Parnevik,84,50.85,118,60
92,93,93,Paul Goydos,72,50.83,120,61
93,94,94,Arron Oberholser,82,50.81,124,63
94,T95,T95,Bart Bryant,87,50.78,128,65
95,T95,T95,Steve Flesch,119,50.78,193,98
96,97,97,Kris Cox,83,50.68,148,75
97,98,98,Tom Lehman,70,50.57,87,44
98,99,99,Hunter Mahan,98,50.54,184,93
99,100,100,Billy Mayfair,94,50.41,121,61
100,101,101,Bubba Watson,83,50.39,129,65
101,102,102,Jeff Maggert,81,50.38,133,67
102,103,103,John Senden,96,50.34,149,75
103,104,104,Will MacKenzie,91,50.33,151,76
104,105,105,Brian Gay,107,50.27,187,94
105,T106,T106,Briny Baird,81,50.0,146,73
106,T106,T106,Stewart Cink,93,50.0,140,70
107,T106,T106,J.B. Holmes,81,50.0,126,63
108,T106,T106,Mark O'Meara,52,50.0,60,30
109,110,110,Robert Damron,91,49.68,155,77
110,111,111,Jerry Smith,94,49.67,153,76
111,112,112,Ryan Palmer,101,49.65,143,71
112,T113,T113,Chris Couch,75,49.62,131,65
113,T113,T113,Rory Sabbatini,84,49.62,131,65
114,115,115,Doug Barron,74,49.59,121,60
115,116,116,Peter Lonard,77,49.53,107,53
116,117,117,Justin Leonard,83,49.52,105,52
