,3-Putt_Avoidance_-_Round_4_RANK THIS WEEK,3-Putt_Avoidance_-_Round_4_RANK LAST WEEK,3-Putt_Avoidance_-_Round_4_PLAYER NAME,3-Putt_Avoidance_-_Round_4_%,3-Putt_Avoidance_-_Round_4_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_4_TOTAL HOLES
0,1,1,Brad Faxon,0.43,1,234
1,2,2,Scott Gutschewski,0.79,1,126
2,T3,T3,Stephen Ames,0.93,2,216
3,T3,T3,Harrison Frazar,0.93,3,324
4,5,5,Michael Allen,0.98,3,306
5,6,6,Paul Azinger,1.04,3,288
6,7,7,Ian Leggatt,1.11,2,180
7,8,8,Brian Gay,1.26,5,396
8,T9,T9,Steve Lowery,1.39,5,360
9,T9,T9,Larry Mize,1.39,2,144
10,T9,T9,Corey Pavin,1.39,3,216
11,T9,T9,Tjaart van der Walt,1.39,2,144
12,13,13,Steve Stricker,1.48,4,270
13,T14,T14,Aaron Baddeley,1.59,4,252
14,T14,T14,Ryan Hietala,1.59,2,126
15,T14,T14,Roger Tambellini,1.59,2,126
16,T17,T17,Joe Ogilvie,1.63,5,306
17,T17,T17,Jesper Parnevik,1.63,5,306
18,19,19,Vance Veazey,1.67,3,180
19,T20,T20,Eric Axley,1.74,5,288
20,T20,T20,Todd Fischer,1.74,5,288
21,T22,T22,Stephen Leaney,1.85,5,270
22,T22,T22,David McKenzie,1.85,4,216
23,T22,T22,D.A. Points,1.85,4,216
24,25,25,Rod Pampling,1.94,7,360
25,26,26,Heath Slocum,1.96,6,306
26,T27,T27,Skip Kendall,1.98,5,252
27,T27,T27,Jeff Maggert,1.98,5,252
28,T29,T29,J.J. Henry,2.05,7,342
29,T29,T29,Duffy Waldorf,2.05,7,342
30,T31,T31,Marco Dawson,2.08,6,288
31,T31,T31,Vijay Singh,2.08,9,432
32,T31,T31,Hidemichi Tanaka,2.08,3,144
33,T34,T34,Troy Matteson,2.16,7,324
34,T34,T34,Billy Mayfair,2.16,7,324
35,T36,T36,Jeff Gove,2.22,6,270
36,T36,T36,Mathias Grönberg,2.22,6,270
37,T36,T36,Dudley Hart,2.22,6,270
38,39,39,Richard Johnson,2.29,7,306
39,T40,T40,Zach Johnson,2.34,8,342
40,T40,T40,Kent Jones,2.34,8,342
41,T40,T40,Kevin Sutherland,2.34,8,342
42,T43,T43,Lucas Glover,2.38,9,378
43,T43,T43,Ryuji Imada,2.38,9,378
44,T43,T43,D.J. Trahan,2.38,6,252
45,T46,T46,Tim Petrovic,2.43,7,288
46,T46,T46,Patrick Sheehan,2.43,7,288
47,T48,T48,Brian Bateman,2.47,4,162
48,T48,T48,Bill Haas,2.47,8,324
49,T48,T48,Todd Hamilton,2.47,4,162
50,T48,T48,Pat Perez,2.47,4,162
51,T48,T48,Jimmy Walker,2.47,4,162
52,53,53,Brett Quigley,2.5,9,360
53,T54,T54,Paul Goydos,2.53,5,198
54,T54,T54,J.L. Lewis,2.53,5,198
55,T54,T54,Bob May,2.53,5,198
56,T54,T54,Dean Wilson,2.53,10,396
57,58,58,Bernhard Langer,2.56,6,234
58,T59,T59,Craig Barlow,2.59,7,270
59,T59,T59,Luke Donald,2.59,7,270
60,T59,T59,Justin Leonard,2.59,7,270
61,62,62,Davis Love III,2.61,8,306
62,T63,T63,Jeff Overton,2.63,9,342
63,T63,T63,Scott Verplank,2.63,9,342
64,T65,T65,Daniel Chopra,2.65,10,378
65,T65,T65,Jim Furyk,2.65,10,378
66,T65,T65,Charley Hoffman,2.65,10,378
67,T68,T68,Alex Aragon,2.78,3,108
68,T68,T68,Alex Cejka,2.78,8,288
69,T68,T68,Stewart Cink,2.78,10,360
70,T68,T68,Bubba Dickerson,2.78,9,324
71,T68,T68,Danny Ellis,2.78,5,180
72,T68,T68,Brent Geiberger,2.78,10,360
73,T68,T68,Greg Kraft,2.78,6,216
74,T68,T68,Tom Lehman,2.78,6,216
75,T68,T68,Shigeki Maruyama,2.78,9,324
76,T68,T68,Shaun Micheel,2.78,9,324
77,T68,T68,Ryan Moore,2.78,6,216
78,T68,T68,Vaughn Taylor,2.78,9,324
79,80,80,Steve Flesch,2.89,13,450
80,81,81,Trevor Immelman,2.92,10,342
81,T82,T82,Robert Allenby,2.94,9,306
82,T82,T82,Henrik Bjornstad,2.94,9,306
83,T82,T82,Ben Curtis,2.94,9,306
84,T82,T82,Brandt Jobe,2.94,9,306
85,86,86,Mark Wilson,2.96,8,270
86,T87,T87,Paul Stankowski,2.99,7,234
87,T87,T87,Ron Whittaker,2.99,7,234
88,T89,T89,Woody Austin,3.03,12,396
89,T89,T89,Olin Browne,3.03,12,396
90,T89,T89,Padraig Harrington,3.03,6,198
91,T92,T92,Stuart Appleby,3.09,10,324
92,T92,T92,Steve Elkington,3.09,5,162
93,T92,T92,Arron Oberholser,3.09,10,324
94,T92,T92,Rory Sabbatini,3.09,10,324
95,T92,T92,Camilo Villegas,3.09,10,324
96,T97,T97,Ernie Els,3.13,9,288
97,T97,T97,Brett Wetterich,3.13,9,288
98,99,99,Bo Van Pelt,3.14,13,414
99,T100,T100,Robert Damron,3.17,8,252
100,T100,T100,"John Engler, Jr.",3.17,4,126
101,T100,T100,Len Mattiace,3.17,4,126
102,T103,T103,Shane Bertsch,3.22,11,342
103,T103,T103,Tom Pernice Jr.,3.22,11,342
104,T105,T105,Ben Crane,3.27,10,306
105,T105,T105,Phil Mickelson,3.27,10,306
106,T107,T107,Jeff Brehaut,3.33,9,270
107,T107,T107,Mark Brooks,3.33,6,180
108,T107,T107,David Howell,3.33,6,180
109,T107,T107,Freddie Jacobson,3.33,6,180
110,T107,T107,Ryan Palmer,3.33,12,360
111,T112,T112,Bart Bryant,3.4,11,324
112,T112,T112,John Rollins,3.4,11,324
113,T112,T112,Jerry Smith,3.4,11,324
114,115,115,Kris Cox,3.42,8,234
115,116,116,Jeff Sluman,3.44,13,378
116,117,117,Carl Pettersson,3.51,12,342
117,T118,T118,John Cook,3.54,7,198
118,T118,T118,Chris Couch,3.54,7,198
119,120,120,Tag Ridings,3.59,11,306
120,121,121,Justin Rose,3.61,13,360
121,T122,T122,Arjun Atwal,3.7,10,270
122,T122,T122,Michael Connell,3.7,2,54
123,T122,T122,Fred Funk,3.7,16,432
124,T122,T122,Matt Hansen,3.7,6,162
125,T122,T122,Daisuke Maruyama,3.7,10,270
126,T122,T122,Ian Poulter,3.7,8,216
127,T122,T122,Bob Tway,3.7,10,270
128,129,129,Joe Durant,3.79,15,396
129,130,130,John Senden,3.8,13,342
130,T131,T131,Will MacKenzie,3.82,11,288
131,T131,T131,Adam Scott,3.82,11,288
132,T133,T133,Jonathan Byrd,3.85,9,234
133,T133,T133,José María Olazábal,3.85,9,234
134,T135,T135,Tommy Armour III,3.89,7,180
135,T135,T135,David Branshaw,3.89,14,360
136,T135,T135,Mathew Goggin,3.89,7,180
137,T135,T135,Jason Schultz,3.89,7,180
138,T139,T139,Billy Andrade,3.97,10,252
139,T139,T139,Mark O'Meara,3.97,5,126
140,T141,T141,Brian Davis,4.01,13,324
141,T141,T141,Jerry Kelly,4.01,13,324
142,143,143,James Driscoll,4.04,8,198
143,T144,T144,Briny Baird,4.07,11,270
144,T144,T144,Chris DiMarco,4.07,11,270
145,T144,T144,Jason Gore,4.07,11,270
146,147,147,Charles Warren,4.09,14,342
147,T148,T148,J.P. Hayes,4.17,6,144
148,T148,T148,Tiger Woods,4.17,9,216
149,T150,T150,Bob Estes,4.25,13,306
150,T150,T150,Peter Lonard,4.25,13,306
151,152,152,Ted Purdy,4.32,14,324
152,153,153,Nathan Green,4.35,18,414
153,T154,T154,Tim Herron,4.37,11,252
154,T154,T154,Bubba Watson,4.37,11,252
155,T156,T156,Chad Campbell,4.39,15,342
156,T156,T156,Mike Weir,4.39,15,342
157,158,158,J.B. Holmes,4.44,12,270
158,159,159,Robert Gamez,4.51,13,288
159,160,160,David Duval,4.55,9,198
160,T161,T161,Greg Chalmers,4.63,5,108
161,T161,T161,John Huston,4.63,10,216
162,T163,T163,Charles Howell III,4.68,16,342
163,T163,T163,Nick Watney,4.68,16,342
164,165,165,Frank Lickliter II,4.72,17,360
165,T166,T166,K.J. Choi,4.76,18,378
166,T166,T166,John Daly,4.76,6,126
167,T168,T168,Rich Beem,4.81,13,270
168,T168,T168,Robert Garrigus,4.81,13,270
169,T168,T168,Kenny Perry,4.81,13,270
170,T168,T168,Chris Riley,4.81,13,270
171,T168,T168,David Toms,4.81,13,270
172,173,173,Jason Bohn,4.83,20,414
173,174,174,Geoff Ogilvy,4.86,14,288
174,175,175,Mike Sposa,4.94,8,162
175,176,176,Doug Barron,5.0,9,180
176,177,177,Hunter Mahan,5.03,19,378
177,178,178,Steve Jones,5.16,13,252
178,179,179,Nicholas Thompson,5.19,14,270
179,T180,T180,Lee Janzen,5.56,12,216
180,T180,T180,Greg Owen,5.56,15,270
181,T180,T180,Joey Sindelar,5.56,16,288
182,T180,T180,Kirk Triplett,5.56,11,198
183,184,184,Sean O'Hair,5.83,21,360
184,185,185,Jonathan Kaye,5.88,18,306
185,186,186,Chris Smith,6.02,13,216
186,T187,T187,Tim Clark,6.17,20,324
187,T187,T187,Fred Couples,6.17,10,162
188,T187,T187,Thomas Levet,6.17,10,162
189,T190,T190,Mark Calcavecchia,6.35,24,378
190,T190,T190,Jon Mills,6.35,8,126
191,192,192,Sergio Garcia,6.48,14,216
192,193,193,Carlos Franco,6.75,17,252
193,194,194,"Wes Short, Jr.",8.15,22,270
