,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
64,65,65,Jeff Sluman,101,8.17,453,37
65,66,66,Vance Veazey,59,8.15,319,26
66,67,67,J.B. Holmes,81,8.14,381,31
67,68,68,Mathew Goggin,72,8.1,395,32
68,69,69,Brandt Jobe,91,8.08,421,34
69,70,70,Michael Connell,51,8.05,236,19
70,71,71,Troy Matteson,101,8.01,549,44
71,72,72,Jason Schultz,77,7.97,414,33
72,73,73,John Daly,51,7.91,215,17
73,74,74,Briny Baird,81,7.86,420,33
74,75,75,Harrison Frazar,95,7.85,395,31
75,76,76,Frank Lickliter II,99,7.75,503,39
76,77,77,Greg Chalmers,71,7.74,310,24
77,78,78,Paul Stankowski,70,7.73,375,29
78,79,79,John Huston,74,7.71,350,27
79,T80,T80,Woody Austin,107,7.69,481,37
80,T80,T80,John Rollins,93,7.69,455,35
81,T82,T82,Todd Fischer,101,7.68,482,37
82,T82,T82,Hunter Mahan,98,7.68,560,43
83,84,84,Fred Funk,106,7.61,486,37
84,85,85,James Driscoll,80,7.58,475,36
85,86,86,Geoff Ogilvy,76,7.56,291,22
86,T87,T87,Arjun Atwal,97,7.53,465,35
87,T87,T87,Trevor Immelman,86,7.53,465,35
88,T89,T89,Tim Clark,80,7.38,325,24
89,T89,T89,Jon Mills,68,7.38,325,24
90,91,91,K.J. Choi,93,7.33,505,37
91,92,92,Robert Gamez,94,7.32,437,32
92,93,93,Steve Jones,83,7.3,411,30
93,94,94,Jerry Smith,94,7.22,485,35
94,95,95,Ryan Moore,68,7.21,333,24
95,T96,T96,Luke Donald,66,7.2,250,18
96,T96,T96,Duffy Waldorf,96,7.2,514,37
97,T98,T98,Jeff Maggert,81,7.16,391,28
98,T98,T98,Carl Pettersson,95,7.16,433,31
99,T98,T98,Mike Sposa,68,7.16,363,26
100,101,101,Fred Couples,52,7.14,196,14
101,102,102,Jesper Parnevik,84,7.13,435,31
102,T103,T103,Jeff Brehaut,100,7.09,522,37
103,T103,T103,Brian Davis,92,7.09,437,31
104,T103,T103,Robert Garrigus,85,7.09,395,28
105,T106,T106,Thomas Levet,53,7.05,298,21
106,T106,T106,Justin Rose,98,7.05,482,34
107,T108,T108,Paul Goydos,72,7.02,356,25
108,T108,T108,Daisuke Maruyama,83,7.02,413,29
109,110,110,Alex Aragon,63,7.0,300,21
110,T111,T111,Billy Andrade,78,6.98,344,24
111,T111,T111,Rich Beem,85,6.98,358,25
112,113,113,Patrick Sheehan,104,6.95,489,34
113,114,114,Billy Mayfair,94,6.94,504,35
114,T115,T115,Tim Herron,82,6.93,332,23
115,T115,T115,Bernhard Langer,77,6.93,332,23
116,T117,T117,Henrik Bjornstad,97,6.91,550,38
117,T117,T117,Stephen Leaney,84,6.91,434,30
118,T119,T119,Pat Perez,50,6.9,232,16
119,T119,T119,Nick Watney,97,6.9,507,35
120,121,121,Ryuji Imada,105,6.89,479,33
121,122,122,Bob Estes,85,6.88,465,32
122,T123,T123,Dudley Hart,83,6.84,424,29
123,T123,T123,Will MacKenzie,91,6.84,468,32
124,125,125,Joe Ogilvie,95,6.81,411,28
125,126,126,Bo Van Pelt,102,6.8,544,37
126,127,127,Daniel Chopra,110,6.79,501,34
127,128,128,Tag Ridings,103,6.76,488,33
128,129,129,Phil Mickelson,74,6.75,252,17
129,130,130,Jimmy Walker,60,6.73,327,22
130,131,131,Kirk Triplett,58,6.69,239,16
131,132,132,Kenny Perry,73,6.57,350,23
132,133,133,Sean O'Hair,100,6.55,458,30
133,134,134,Kevin Sutherland,100,6.54,535,35
134,T135,T135,Padraig Harrington,54,6.5,200,13
135,T135,T135,"Wes Short, Jr.",96,6.5,477,31
136,T135,T135,Mike Weir,88,6.5,323,21
137,138,138,Charles Howell III,96,6.47,510,33
138,139,139,Tommy Armour III,65,6.45,310,20
139,140,140,Tjaart van der Walt,60,6.44,326,21
140,141,141,Lee Janzen,79,6.43,373,24
141,142,142,Michael Allen,84,6.41,390,25
142,143,143,Bill Haas,99,6.4,484,31
143,144,144,Chris DiMarco,83,6.3,349,22
144,145,145,Shane Bertsch,104,6.29,493,31
145,146,146,Danny Ellis,68,6.27,335,21
146,147,147,Eric Axley,91,6.19,420,26
147,148,148,Jerry Kelly,100,6.16,487,30
148,149,149,Brian Bateman,69,6.14,342,21
149,150,150,David Branshaw,98,6.1,525,32
150,151,151,Camilo Villegas,95,6.07,461,28
151,152,152,"John Engler, Jr.",69,6.06,396,24
152,153,153,Omar Uresti,61,6.05,281,17
153,154,154,Zach Johnson,98,6.03,431,26
154,155,155,Rory Sabbatini,84,6.0,350,21
155,T156,T156,Steve Lowery,99,5.99,484,29
156,T156,T156,Ron Whittaker,81,5.99,434,26
157,158,158,Doug Barron,74,5.98,368,22
158,159,159,Joe Durant,101,5.95,555,33
159,T160,T160,Mark Brooks,90,5.94,421,25
160,T160,T160,Bob May,65,5.94,286,17
161,162,162,Greg Kraft,79,5.87,392,23
162,163,163,John Senden,96,5.85,496,29
163,164,164,Chad Campbell,91,5.78,398,23
164,165,165,Kris Cox,83,5.77,433,25
165,T166,T166,Bubba Dickerson,98,5.74,488,28
166,T166,T166,Ian Leggatt,80,5.74,383,22
167,168,168,Mark Calcavecchia,94,5.71,455,26
168,169,169,Lucas Glover,105,5.69,492,28
169,170,170,Jonathan Kaye,95,5.67,529,30
170,T171,T171,Paul Azinger,87,5.66,442,25
171,T171,T171,Jeff Overton,95,5.66,495,28
172,173,173,Greg Owen,79,5.65,372,21
173,174,174,Joey Sindelar,90,5.64,461,26
174,175,175,Charley Hoffman,100,5.63,515,29
175,176,176,Sergio Garcia,59,5.6,232,13
176,177,177,Nicholas Thompson,96,5.53,452,25
177,178,178,Skip Kendall,72,5.52,326,18
178,179,179,Brett Wetterich,82,5.51,399,22
179,180,180,Jason Bohn,104,5.45,514,28
180,181,181,Jeff Gove,91,5.39,538,29
181,182,182,Charles Warren,93,5.34,506,27
182,183,183,Alex Cejka,93,5.3,415,22
183,184,184,Scott Verplank,88,5.29,359,19
184,185,185,Jason Gore,86,5.24,420,22
185,T186,T186,Shaun Micheel,96,5.23,478,25
186,T186,T186,Roger Tambellini,64,5.23,344,18
187,188,188,Bubba Watson,83,5.2,423,22
188,189,189,Justin Leonard,83,5.14,370,19
189,190,190,Scott Gutschewski,53,5.1,255,13
190,191,191,Bart Bryant,87,5.07,434,22
191,192,192,Ryan Hietala,61,4.7,298,14
192,193,193,Robert Damron,91,4.65,430,20
193,194,194,Matt Hansen,68,4.41,340,15
194,195,195,Peter Lonard,77,4.27,375,16
195,196,196,Chris Couch,75,3.92,408,16
