,Putts_Made_Per_Event_Over_20_RANK THIS WEEK,Putts_Made_Per_Event_Over_20_RANK LAST WEEK,Putts_Made_Per_Event_Over_20_PLAYER NAME,Putts_Made_Per_Event_Over_20_ROUNDS,Putts_Made_Per_Event_Over_20_PUTTS MADE
0,1,1,David Howell,52,2.5
1,T2,T2,José María Olazábal,62,2.1
2,T2,T2,Brett Quigley,109,2.1
3,T2,T2,Adam Scott,70,2.1
4,T5,T5,J.J. Henry,96,2.0
5,T5,T5,Richard Johnson,94,2.0
6,T5,T5,Tom Pernice Jr.,108,2.0
7,T5,T5,David Toms,76,2.0
8,T5,T5,Tiger Woods,55,2.0
9,T10,T10,Stewart Cink,93,1.9
10,T10,T10,Ben Curtis,86,1.9
11,T10,T10,Jim Furyk,89,1.9
12,T10,T10,Brent Geiberger,99,1.9
13,T10,T10,Arron Oberholser,82,1.9
14,T10,T10,Chris Smith,67,1.9
15,T10,T10,Vaughn Taylor,88,1.9
16,T10,T10,Mark Wilson,79,1.9
17,T18,T18,Robert Allenby,79,1.8
18,T18,T18,Stuart Appleby,83,1.8
19,T18,T18,K.J. Choi,93,1.8
20,T18,T18,Ernie Els,69,1.8
21,T18,T18,Retief Goosen,68,1.8
22,T18,T18,Tom Lehman,70,1.8
23,T18,T18,Davis Love III,85,1.8
24,T18,T18,Rod Pampling,89,1.8
25,T18,T18,Ian Poulter,53,1.8
26,T18,T18,Chris Riley,86,1.8
27,T18,T18,Dean Wilson,115,1.8
28,T29,T29,Craig Barlow,77,1.7
29,T29,T29,Marco Dawson,87,1.7
30,T29,T29,Steve Elkington,52,1.7
31,T29,T29,Brad Faxon,78,1.7
32,T29,T29,Nathan Green,108,1.7
33,T29,T29,Trevor Immelman,86,1.7
34,T29,T29,David McKenzie,82,1.7
35,T29,T29,Vijay Singh,103,1.7
36,T29,T29,Steve Stricker,64,1.7
37,T38,T38,Aaron Baddeley,78,1.6
38,T38,T38,Jonathan Byrd,66,1.6
39,T38,T38,Steve Flesch,119,1.6
40,T38,T38,Brian Gay,107,1.6
41,T38,T38,Mathias Grönberg,92,1.6
42,T38,T38,Hunter Mahan,98,1.6
43,T38,T38,Ted Purdy,103,1.6
44,T45,T45,Olin Browne,108,1.5
45,T45,T45,Ben Crane,85,1.5
46,T45,T45,David Duval,71,1.5
47,T45,T45,Carlos Franco,86,1.5
48,T45,T45,Fred Funk,106,1.5
49,T45,T45,Brandt Jobe,91,1.5
50,T45,T45,Kent Jones,103,1.5
51,T45,T45,Shigeki Maruyama,94,1.5
52,T45,T45,Larry Mize,53,1.5
53,T45,T45,Mark O'Meara,52,1.5
54,T45,T45,Geoff Ogilvy,76,1.5
55,T45,T45,Ryan Palmer,101,1.5
56,T45,T45,Corey Pavin,74,1.5
57,T45,T45,Tim Petrovic,95,1.5
58,T45,T45,John Rollins,93,1.5
59,T45,T45,Heath Slocum,96,1.5
60,T61,T61,Briny Baird,81,1.4
61,T61,T61,Tim Clark,80,1.4
62,T61,T61,Luke Donald,66,1.4
63,T61,T61,Bob Estes,85,1.4
64,T61,T61,Mathew Goggin,72,1.4
65,T61,T61,J.P. Hayes,55,1.4
66,T61,T61,J.B. Holmes,81,1.4
67,T61,T61,Freddie Jacobson,56,1.4
68,T61,T61,J.L. Lewis,57,1.4
69,T61,T61,Frank Lickliter II,99,1.4
70,T61,T61,Troy Matteson,101,1.4
71,T61,T61,Len Mattiace,59,1.4
72,T61,T61,D.A. Points,82,1.4
73,T61,T61,Jeff Sluman,101,1.4
74,T61,T61,Paul Stankowski,70,1.4
75,T61,T61,Bob Tway,81,1.4
76,T61,T61,Bo Van Pelt,102,1.4
77,T61,T61,Duffy Waldorf,96,1.4
78,T79,T79,Stephen Ames,63,1.3
79,T79,T79,Woody Austin,107,1.3
80,T79,T79,Henrik Bjornstad,97,1.3
81,T79,T79,John Cook,67,1.3
82,T79,T79,Fred Couples,52,1.3
83,T79,T79,Padraig Harrington,54,1.3
84,T79,T79,Charles Howell III,96,1.3
85,T79,T79,Thomas Levet,53,1.3
86,T79,T79,Daisuke Maruyama,83,1.3
87,T79,T79,Billy Mayfair,94,1.3
