,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,1,Shane Bertsch,104,29.03,124,36
1,2,2,Arjun Atwal,97,26.98,126,34
2,3,3,Tiger Woods,55,26.79,56,15
3,4,4,Daniel Chopra,110,26.52,132,35
4,5,5,Geoff Ogilvy,76,25.93,81,21
5,6,6,Mark Calcavecchia,94,25.0,104,26
6,7,7,Ben Crane,85,24.74,97,24
7,8,8,Luke Donald,66,24.59,61,15
8,9,9,Craig Barlow,77,24.36,78,19
9,10,10,Frank Lickliter II,99,24.32,148,36
10,11,11,Brent Geiberger,99,24.14,116,28
11,12,12,Chris Riley,86,23.91,92,22
12,13,13,Tommy Armour III,65,23.75,80,19
13,14,14,Ron Whittaker,81,23.48,115,27
14,15,15,Doug Barron,74,23.08,91,21
15,16,16,Stephen Ames,63,22.97,74,17
16,17,17,Robert Damron,91,22.96,135,31
17,18,18,Jason Gore,86,22.94,109,25
18,19,19,"John Engler, Jr.",69,22.86,70,16
19,20,20,Michael Allen,84,22.73,110,25
20,21,21,Kent Jones,103,22.63,137,31
21,22,22,Chad Campbell,91,22.61,115,26
22,23,23,Tom Pernice Jr.,108,22.44,156,35
23,24,24,Brian Gay,107,22.35,170,38
24,25,25,Vaughn Taylor,88,22.32,112,25
25,T26,T26,Phil Mickelson,74,22.22,72,16
26,T26,T26,Corey Pavin,74,22.22,99,22
27,28,28,Billy Mayfair,94,22.12,104,23
28,29,29,David Duval,71,22.08,77,17
29,30,30,Jerry Smith,94,22.06,136,30
30,31,31,D.A. Points,82,22.02,109,24
31,32,32,Jeff Sluman,101,21.99,141,31
32,33,33,Sergio Garcia,59,21.82,55,12
33,34,34,David Toms,76,21.78,101,22
34,35,35,Stephen Leaney,84,21.64,134,29
35,36,36,Chris Smith,67,21.57,102,22
36,37,37,Bob May,65,21.51,93,20
37,T38,T38,Jerry Kelly,100,21.43,140,30
38,T38,T38,Bob Tway,81,21.43,84,18
39,40,40,Steve Stricker,64,21.35,89,19
40,41,41,Dean Wilson,115,21.29,155,33
41,42,42,Larry Mize,53,21.13,71,15
42,43,43,Nathan Green,108,21.05,152,32
43,44,44,J.P. Hayes,55,20.99,81,17
44,45,45,Camilo Villegas,95,20.8,125,26
45,46,46,Arron Oberholser,82,20.62,97,20
46,47,47,John Huston,74,20.56,107,22
47,48,48,Lee Janzen,79,20.54,112,23
48,49,49,Scott Verplank,88,20.49,122,25
49,50,50,"Wes Short, Jr.",96,20.45,132,27
50,51,51,Stewart Cink,93,20.34,118,24
51,52,52,Davis Love III,85,20.24,84,17
52,53,53,Freddie Jacobson,56,20.22,89,18
53,54,54,Jim Furyk,89,20.0,125,25
54,55,55,Shigeki Maruyama,94,19.84,126,25
55,56,56,Chris DiMarco,83,19.82,111,22
56,57,57,Vijay Singh,103,19.58,143,28
57,58,58,Billy Andrade,78,19.42,103,20
58,59,59,Kirk Triplett,58,19.39,98,19
59,60,60,Jonathan Byrd,66,19.32,88,17
60,61,61,Paul Goydos,72,19.2,125,24
61,T62,T62,Michael Connell,51,19.18,73,14
62,T62,T62,José María Olazábal,62,19.18,73,14
63,64,64,Bernhard Langer,77,19.15,94,18
64,T65,T65,Joe Ogilvie,95,19.05,126,24
65,T65,T65,Mike Sposa,68,19.05,84,16
66,67,67,Tjaart van der Walt,60,18.99,79,15
67,68,68,Dudley Hart,83,18.97,116,22
68,T69,T69,Olin Browne,108,18.75,160,30
69,T69,T69,Jason Schultz,77,18.75,96,18
70,71,71,J.J. Henry,96,18.7,123,23
71,72,72,J.B. Holmes,81,18.6,86,16
72,T73,T73,Bob Estes,85,18.58,113,21
73,T73,T73,David McKenzie,82,18.58,113,21
74,75,75,Brett Wetterich,82,18.55,124,23
75,76,76,Nick Watney,97,18.46,130,24
76,77,77,Robert Garrigus,85,18.44,141,26
77,78,78,Rory Sabbatini,84,18.42,114,21
78,79,79,Mark Wilson,79,18.33,120,22
79,80,80,Mike Weir,88,18.28,93,17
80,T81,T81,Todd Hamilton,72,18.18,66,12
81,T81,T81,Rod Pampling,89,18.18,99,18
82,T81,T81,Justin Rose,98,18.18,121,22
83,84,84,D.J. Trahan,92,18.1,116,21
84,85,85,Sean O'Hair,100,18.09,94,17
85,86,86,Duffy Waldorf,96,18.06,144,26
86,87,87,Brett Quigley,109,18.02,172,31
87,88,88,Carl Pettersson,95,17.89,123,22
88,89,89,Tag Ridings,103,17.86,140,25
89,T90,T90,Greg Kraft,79,17.78,90,16
90,T90,T90,Hunter Mahan,98,17.78,135,24
91,T92,T92,Ben Curtis,86,17.7,113,20
92,T92,T92,Ian Leggatt,80,17.7,113,20
93,94,94,John Rollins,93,17.69,130,23
94,T95,T95,Alex Cejka,93,17.65,136,24
95,T95,T95,Greg Owen,79,17.65,102,18
96,T95,T95,Jesper Parnevik,84,17.65,102,18
97,98,98,Henrik Bjornstad,97,17.6,125,22
98,99,99,John Daly,51,17.54,57,10
99,100,100,David Howell,52,17.5,40,7
100,T101,T101,Tim Herron,82,17.48,103,18
101,T101,T101,Ted Purdy,103,17.48,143,25
102,103,103,Steve Lowery,99,17.39,115,20
103,104,104,Ryan Hietala,61,17.28,81,14
104,105,105,Brad Faxon,78,17.2,93,16
105,106,106,Paul Stankowski,70,16.98,106,18
106,107,107,Kevin Sutherland,100,16.89,148,25
107,108,108,Daisuke Maruyama,83,16.82,107,18
108,109,109,Charles Howell III,96,16.8,125,21
109,110,110,John Senden,96,16.78,143,24
110,T111,T111,Robert Allenby,79,16.67,102,17
111,T111,T111,Scott Gutschewski,53,16.67,72,12
112,T111,T111,Zach Johnson,98,16.67,138,23
113,T111,T111,Len Mattiace,59,16.67,66,11
114,T111,T111,Jimmy Walker,60,16.67,84,14
115,116,116,Lucas Glover,105,16.55,139,23
116,117,117,Rich Beem,85,16.51,109,18
117,T118,T118,John Cook,67,16.5,103,17
118,T118,T118,Justin Leonard,83,16.5,103,17
119,120,120,Carlos Franco,86,16.49,97,16
120,121,121,Ryan Palmer,101,16.43,140,23
121,122,122,Richard Johnson,94,16.35,159,26
122,123,123,Charles Warren,93,16.31,141,23
123,124,124,Eric Axley,91,16.28,129,21
124,125,125,Jeff Maggert,81,16.26,123,20
125,T126,T126,Fred Funk,106,16.2,142,23
126,T126,T126,Patrick Sheehan,104,16.2,142,23
127,128,128,James Driscoll,80,16.07,112,18
128,129,129,Jason Bohn,104,16.06,137,22
129,130,130,Robert Gamez,94,16.03,156,25
130,131,131,Todd Fischer,101,16.0,125,20
131,T132,T132,Jeff Gove,91,15.97,119,19
132,T132,T132,Heath Slocum,96,15.97,144,23
133,134,134,Bubba Dickerson,98,15.89,151,24
134,135,135,Trevor Immelman,86,15.79,114,18
135,136,136,David Branshaw,98,15.76,165,26
136,T137,T137,Ryuji Imada,105,15.56,135,21
137,T137,T137,Jeff Overton,95,15.56,135,21
138,139,139,Woody Austin,107,15.49,142,22
139,140,140,Steve Jones,83,15.38,104,16
140,141,141,Nicholas Thompson,96,15.25,118,18
141,142,142,Brandt Jobe,91,15.24,105,16
142,143,143,Roger Tambellini,64,15.12,86,13
143,144,144,Kenny Perry,73,15.08,126,19
144,145,145,Tim Clark,80,15.05,93,14
145,146,146,Jonathan Kaye,95,14.97,147,22
