,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
99,T93,T93,John Rollins,93,29,38
100,T101,T101,Billy Andrade,78,28,39
101,T101,T101,Briny Baird,81,28,39
102,T101,T101,Rich Beem,85,28,39
103,T101,T101,J.P. Hayes,55,28,40
104,T101,T101,Ian Leggatt,80,28,33
105,T101,T101,Jeff Maggert,81,28,37
106,T101,T101,Rory Sabbatini,84,28,39
107,T101,T101,D.J. Trahan,92,28,47
108,T101,T101,Bob Tway,81,28,36
109,T110,T110,Eric Axley,91,27,30
110,T110,T110,Mark Brooks,90,27,33
111,T110,T110,Marco Dawson,87,27,32
112,T110,T110,Chris DiMarco,83,27,32
113,T110,T110,"John Engler, Jr.",69,27,34
114,T110,T110,Todd Fischer,101,27,35
115,T110,T110,Sergio Garcia,59,27,31
116,T110,T110,Lucas Glover,105,27,40
117,T110,T110,J.J. Henry,96,27,33
118,T110,T110,Zach Johnson,98,27,30
119,T110,T110,Bernhard Langer,77,27,32
120,T110,T110,Len Mattiace,59,27,32
121,T110,T110,Mark Wilson,79,27,39
122,T123,T123,Stuart Appleby,83,26,28
123,T123,T123,Alex Aragon,63,26,38
124,T123,T123,Paul Azinger,87,26,31
125,T123,T123,Bob Estes,85,26,35
126,T123,T123,Charley Hoffman,100,26,45
127,T123,T123,Lee Janzen,79,26,47
128,T123,T123,Omar Uresti,61,26,35
129,T123,T123,Tjaart van der Walt,60,26,37
130,T131,T131,Jonathan Byrd,66,25,31
131,T131,T131,Chad Campbell,91,25,36
132,T131,T131,Alex Cejka,93,25,41
133,T131,T131,Daniel Chopra,110,25,31
134,T131,T131,David Duval,71,25,34
135,T131,T131,Tim Herron,82,25,34
136,T131,T131,Brandt Jobe,91,25,32
137,T131,T131,Geoff Ogilvy,76,25,28
138,T131,T131,David Toms,76,25,37
139,T140,T140,Michael Connell,51,24,32
140,T140,T140,Steve Elkington,52,24,37
141,T140,T140,Brad Faxon,78,24,30
142,T140,T140,Greg Kraft,79,24,30
143,T140,T140,Tom Lehman,70,24,28
144,T140,T140,Bob May,65,24,28
145,T140,T140,Jon Mills,68,24,30
146,T140,T140,Adam Scott,70,24,34
147,T140,T140,Scott Verplank,88,24,27
148,T149,T149,Stewart Cink,93,23,27
149,T149,T149,Harrison Frazar,95,23,32
150,T149,T149,Stephen Leaney,84,23,32
151,T149,T149,Shaun Micheel,96,23,31
152,T153,T153,Greg Chalmers,71,22,31
153,T153,T153,Fred Couples,52,22,31
154,T153,T153,Mike Weir,88,22,36
155,T156,T156,Robert Allenby,79,21,27
156,T156,T156,Tommy Armour III,65,21,28
157,T156,T156,Todd Hamilton,72,21,29
158,T156,T156,Ryan Hietala,61,21,26
159,T156,T156,Corey Pavin,74,21,25
160,T156,T156,Hidemichi Tanaka,74,21,33
161,T162,T162,Michael Allen,84,20,26
162,T162,T162,Tim Clark,80,20,38
163,T162,T162,Ben Curtis,86,20,33
164,T162,T162,Luke Donald,66,20,22
165,T162,T162,Freddie Jacobson,56,20,25
166,T162,T162,Richard Johnson,94,20,28
167,T162,T162,Skip Kendall,72,20,25
168,T162,T162,Rod Pampling,89,20,28
169,T162,T162,Pat Perez,50,20,29
170,T171,T171,Stephen Ames,63,19,23
171,T171,T171,J.L. Lewis,57,19,30
172,T171,T171,Davis Love III,85,19,26
173,T174,T174,Justin Leonard,83,18,25
174,T174,T174,Ryan Moore,68,18,23
175,T174,T174,Jimmy Walker,60,18,23
176,T177,T177,Brian Gay,107,17,25
177,T177,T177,Ian Poulter,53,17,23
178,T179,T179,Ben Crane,85,16,24
179,T179,T179,Danny Ellis,68,16,26
180,T179,T179,Jim Furyk,89,16,20
181,T179,T179,Tiger Woods,55,16,18
182,T183,T183,Ernie Els,69,15,20
183,T183,T183,Retief Goosen,68,15,16
184,T183,T183,Phil Mickelson,74,15,20
185,T183,T183,José María Olazábal,62,15,16
186,T187,T187,Scott Gutschewski,53,14,20
187,T187,T187,Padraig Harrington,54,14,19
188,T187,T187,Kirk Triplett,58,14,26
189,T187,T187,Vance Veazey,59,14,18
190,T191,T191,Aaron Baddeley,78,13,20
191,T191,T191,Mark O'Meara,52,13,17
192,193,193,Larry Mize,53,12,17
193,194,194,David Howell,52,11,15
194,195,195,Jesper Parnevik,84,10,17
195,196,196,Steve Stricker,64,9,11
