,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
86,87,87,Rory Sabbatini,84,15.48,646,100
87,T88,T88,Chad Campbell,91,15.47,724,112
88,T88,T88,John Cook,67,15.47,601,93
89,90,90,Ryan Palmer,101,15.46,867,134
90,T91,T91,Bob Estes,85,15.45,822,127
91,T91,T91,Harrison Frazar,95,15.45,764,118
92,T91,T91,D.A. Points,82,15.45,725,112
93,94,94,Doug Barron,74,15.43,661,102
94,95,95,Arron Oberholser,82,15.42,668,103
95,96,96,Nick Watney,97,15.4,909,140
96,97,97,Larry Mize,53,15.38,455,70
97,T98,T98,Michael Connell,51,15.37,462,71
98,T98,T98,Jeff Sluman,101,15.37,872,134
99,100,100,Robert Garrigus,85,15.34,776,119
100,101,101,Justin Rose,98,15.32,888,136
101,T102,T102,Greg Kraft,79,15.3,693,106
102,T102,T102,Hidemichi Tanaka,74,15.3,693,106
103,T102,T102,Bo Van Pelt,102,15.3,974,149
104,105,105,Vance Veazey,59,15.26,570,87
105,T106,T106,Robert Damron,91,15.23,834,127
106,T106,T106,Todd Hamilton,72,15.23,545,83
107,108,108,Paul Azinger,87,15.22,808,123
108,T109,T109,Bob May,65,15.21,559,85
109,T109,T109,Vijay Singh,103,15.21,861,131
110,111,111,Brandt Jobe,91,15.2,763,116
111,112,112,"John Engler, Jr.",69,15.17,679,103
112,113,113,Fred Funk,106,15.11,900,136
113,114,114,Chris DiMarco,83,15.1,649,98
114,T115,T115,Eric Axley,91,15.09,815,123
115,T115,T115,Brett Wetterich,82,15.09,762,115
116,117,117,Tjaart van der Walt,60,15.06,551,83
117,118,118,Tim Clark,80,15.05,598,90
118,119,119,Retief Goosen,68,15.03,459,69
119,T120,T120,Robert Gamez,94,15.01,846,127
120,T120,T120,Jeff Maggert,81,15.01,733,110
121,T122,T122,Tommy Armour III,65,14.96,548,82
122,T122,T122,Bob Tway,81,14.96,695,104
123,124,124,Alex Aragon,63,14.93,556,83
124,125,125,Mike Weir,88,14.92,630,94
125,126,126,Charley Hoffman,100,14.91,919,137
126,T127,T127,Brian Bateman,69,14.88,652,97
127,T127,T127,Heath Slocum,96,14.88,921,137
128,129,129,David Branshaw,98,14.87,995,148
129,T130,T130,Lucas Glover,105,14.86,895,133
130,T130,T130,J.J. Henry,96,14.86,868,129
131,132,132,Brian Davis,92,14.85,808,120
132,133,133,Jason Bohn,104,14.84,930,138
133,134,134,Jimmy Walker,60,14.82,587,87
134,135,135,Sergio Garcia,59,14.8,419,62
135,136,136,Adam Scott,70,14.74,536,79
136,137,137,Ron Whittaker,81,14.66,771,113
137,138,138,Duffy Waldorf,96,14.64,888,130
138,139,139,Troy Matteson,101,14.63,943,138
139,140,140,Dudley Hart,83,14.58,768,112
140,141,141,Carlos Franco,86,14.57,803,117
141,142,142,Mathew Goggin,72,14.55,639,93
142,T143,T143,Ryuji Imada,105,14.53,895,130
143,T143,T143,John Rollins,93,14.53,833,121
144,T145,T145,Trevor Immelman,86,14.52,785,114
145,T145,T145,Sean O'Hair,100,14.52,792,115
146,147,147,Mathias Grönberg,92,14.51,820,119
147,148,148,Patrick Sheehan,104,14.46,920,133
148,149,149,Shaun Micheel,96,14.45,858,124
149,150,150,Kenny Perry,73,14.43,672,97
150,151,151,John Senden,96,14.4,889,128
151,152,152,Kevin Sutherland,100,14.39,959,138
152,T153,T153,Billy Mayfair,94,14.37,856,123
153,T153,T153,Paul Stankowski,70,14.37,689,99
154,155,155,Kirk Triplett,58,14.34,488,70
155,156,156,Paul Goydos,72,14.31,650,93
156,157,157,Tim Herron,82,14.15,643,91
157,158,158,K.J. Choi,93,14.11,879,124
158,159,159,Alex Cejka,93,14.07,796,112
159,160,160,Ernie Els,69,14.03,449,63
160,161,161,Steve Lowery,99,14.02,849,119
161,162,162,Ian Leggatt,80,13.99,736,103
162,163,163,Tom Lehman,70,13.98,522,73
163,164,164,Fred Couples,52,13.95,344,48
164,165,165,J.L. Lewis,57,13.93,517,72
165,166,166,Mike Sposa,68,13.91,611,85
166,167,167,Joe Durant,101,13.78,1038,143
167,168,168,Bubba Watson,83,13.76,785,108
168,169,169,Bubba Dickerson,98,13.67,900,123
169,T170,T170,Bart Bryant,87,13.62,793,108
170,T170,T170,Skip Kendall,72,13.62,602,82
171,172,172,Scott Gutschewski,53,13.6,478,65
172,T173,T173,Justin Leonard,83,13.47,668,90
173,T173,T173,Daisuke Maruyama,83,13.47,735,99
174,175,175,Charles Howell III,96,13.45,870,117
175,176,176,Kris Cox,83,13.4,754,101
176,177,177,Jeff Brehaut,100,13.08,925,121
177,178,178,Pat Perez,50,13.05,406,53
178,179,179,Matt Hansen,68,13.04,629,82
179,180,180,Roger Tambellini,64,13.03,591,77
180,181,181,Joey Sindelar,90,12.98,832,108
181,182,182,Jonathan Kaye,95,12.97,948,123
182,183,183,Thomas Levet,53,12.87,513,66
183,184,184,Chris Couch,75,12.81,734,94
184,185,185,Greg Owen,79,12.76,666,85
185,186,186,Nicholas Thompson,96,12.73,825,105
186,187,187,Jon Mills,68,12.71,582,74
187,188,188,Bill Haas,99,12.68,891,113
188,189,189,Mark Brooks,90,12.61,769,97
189,190,190,Will MacKenzie,91,12.47,810,101
190,191,191,Padraig Harrington,54,12.43,378,47
191,192,192,Charles Warren,93,12.4,879,109
192,193,193,Jeff Gove,91,11.98,918,110
193,194,194,Ryan Hietala,61,11.95,527,63
194,195,195,Peter Lonard,77,11.87,699,83
195,196,196,Omar Uresti,61,11.35,502,57
