,Putting_from_3_RANK THIS WEEK,Putting_from_3_RANK LAST WEEK,Putting_from_3_PLAYER NAME,Putting_from_3_ROUNDS,Putting_from_3_% MADE,Putting_from_3_ATTEMPTS,Putting_from_3_PUTTS MADE
0,T1,T1,Ernie Els,69,100.0,515,515
1,T1,T1,Ryan Hietala,61,100.0,566,566
2,3,3,Brad Faxon,78,99.87,763,762
3,T4,T4,Chris DiMarco,83,99.85,678,677
4,T4,T4,Arron Oberholser,82,99.85,651,650
5,6,6,David Toms,76,99.84,643,642
6,7,7,Daniel Chopra,110,99.79,939,937
7,T8,T8,Ian Poulter,53,99.75,408,407
8,T8,T8,Tiger Woods,55,99.75,396,395
9,10,10,Scott Verplank,88,99.73,754,752
10,11,11,Stuart Appleby,83,99.7,657,655
11,12,12,Heath Slocum,96,99.68,937,934
12,13,13,Jeff Sluman,101,99.67,916,913
13,T14,T14,Greg Chalmers,71,99.66,581,579
14,T14,T14,Todd Hamilton,72,99.66,593,591
15,T14,T14,Jimmy Walker,60,99.66,597,595
16,T17,T17,Eric Axley,91,99.64,833,830
17,T17,T17,Shigeki Maruyama,94,99.64,840,837
18,T17,T17,Steve Stricker,64,99.64,557,555
19,20,20,Geoff Ogilvy,76,99.62,533,531
20,21,21,Jim Furyk,89,99.6,749,746
21,T22,T22,Nathan Green,108,99.58,945,941
22,T22,T22,Scott Gutschewski,53,99.58,474,472
23,24,24,Jason Schultz,77,99.57,705,702
24,25,25,Rod Pampling,89,99.56,682,679
25,T26,T26,Danny Ellis,68,99.53,634,631
26,T26,T26,Corey Pavin,74,99.53,635,632
27,28,28,Robert Allenby,79,99.52,623,620
28,T29,T29,Bart Bryant,87,99.49,785,781
29,T29,T29,Brett Quigley,109,99.49,977,972
30,T29,T29,Brett Wetterich,82,99.49,779,775
31,32,32,Harrison Frazar,95,99.48,774,770
32,T33,T33,Michael Allen,84,99.47,759,755
33,T33,T33,Tag Ridings,103,99.47,942,937
34,T35,T35,Freddie Jacobson,56,99.46,558,555
35,T35,T35,Adam Scott,70,99.46,559,556
36,T35,T35,Vijay Singh,103,99.46,924,919
37,T38,T38,Tjaart van der Walt,60,99.45,547,544
38,T38,T38,Duffy Waldorf,96,99.45,902,897
39,T40,T40,Olin Browne,108,99.44,886,881
40,T40,T40,Charles Howell III,96,99.44,889,884
41,T40,T40,Kent Jones,103,99.44,896,891
42,T40,T40,Charles Warren,93,99.44,900,895
43,T44,T44,Paul Goydos,72,99.43,696,692
44,T44,T44,Richard Johnson,94,99.43,875,870
45,T46,T46,Brian Gay,107,99.42,1041,1035
46,T46,T46,Kirk Triplett,58,99.42,520,517
47,48,48,J.L. Lewis,57,99.41,508,505
48,T49,T49,David Branshaw,98,99.4,997,991
49,T49,T49,Retief Goosen,68,99.4,497,494
50,T49,T49,Shaun Micheel,96,99.4,830,825
51,T49,T49,Kenny Perry,73,99.4,664,660
52,53,53,Patrick Sheehan,104,99.39,980,974
53,T54,T54,James Driscoll,80,99.38,812,807
54,T54,T54,Bill Haas,99,99.38,961,955
55,T54,T54,Rory Sabbatini,84,99.38,643,639
56,T54,T54,Dean Wilson,115,99.38,972,966
57,58,58,Vaughn Taylor,88,99.37,793,788
58,59,59,Carl Pettersson,95,99.36,784,779
59,T60,T60,Tom Pernice Jr.,108,99.35,926,920
60,T60,T60,Justin Rose,98,99.35,926,920
61,T62,T62,Lucas Glover,105,99.34,906,900
62,T62,T62,Frank Lickliter II,99,99.34,906,900
63,T64,T64,Steve Lowery,99,99.33,896,890
64,T64,T64,Bob May,65,99.33,599,595
65,66,66,Peter Lonard,77,99.32,736,731
66,T67,T67,Aaron Baddeley,78,99.31,724,719
67,T67,T67,Ben Crane,85,99.31,578,574
68,T67,T67,Steve Jones,83,99.31,729,724
69,T67,T67,José María Olazábal,62,99.31,437,434
70,T71,T71,Tommy Armour III,65,99.29,564,560
71,T71,T71,Doug Barron,74,99.29,708,703
72,T71,T71,Zach Johnson,98,99.29,850,844
73,74,74,Steve Flesch,119,99.28,1108,1100
74,T75,T75,David Duval,71,99.27,546,542
75,T75,T75,Padraig Harrington,54,99.27,413,410
76,T75,T75,Joe Ogilvie,95,99.27,821,815
77,T75,T75,Kevin Sutherland,100,99.27,957,950
78,T75,T75,Mike Weir,88,99.27,686,681
79,80,80,Trevor Immelman,86,99.26,809,803
80,T81,T81,Robert Garrigus,85,99.25,802,796
81,T81,T81,Ian Leggatt,80,99.25,795,789
82,T81,T81,Tom Lehman,70,99.25,531,527
83,T81,T81,Troy Matteson,101,99.25,932,925
84,T85,T85,Henrik Bjornstad,97,99.24,917,910
85,T85,T85,Jeff Brehaut,100,99.24,922,915
86,T85,T85,Jerry Kelly,100,99.24,921,914
87,88,88,Briny Baird,81,99.23,776,770
88,89,89,Ron Whittaker,81,99.21,763,757
89,T90,T90,J.J. Henry,96,99.2,874,867
90,T90,T90,Mark O'Meara,52,99.2,377,374
91,T90,T90,Jesper Parnevik,84,99.2,747,741
92,T93,T93,Jason Bohn,104,99.19,989,981
93,T93,T93,Robert Gamez,94,99.19,868,861
94,T95,T95,K.J. Choi,93,99.18,852,845
95,T95,T95,John Cook,67,99.18,611,606
96,T95,T95,Marco Dawson,87,99.18,849,842
97,T98,T98,Shane Bertsch,104,99.17,964,956
98,T98,T98,Chad Campbell,91,99.17,725,719
99,T98,T98,Fred Couples,52,99.17,361,358
100,T98,T98,Justin Leonard,83,99.17,727,721
101,T98,T98,Billy Mayfair,94,99.17,839,832
102,103,103,Mike Sposa,68,99.16,597,592
103,T104,T104,Bubba Dickerson,98,99.15,946,938
104,T104,T104,John Rollins,93,99.15,824,817
105,T106,T106,Tim Clark,80,99.14,579,574
106,T106,T106,Nick Watney,97,99.14,928,920
107,T108,T108,Luke Donald,66,99.12,455,451
108,T108,T108,Larry Mize,53,99.12,454,450
109,T108,T108,Ryan Moore,68,99.12,568,563
110,T111,T111,"John Engler, Jr.",69,99.11,674,668
111,T111,T111,Vance Veazey,59,99.11,561,556
112,113,113,Michael Connell,51,99.1,444,440
113,T114,T114,Brent Geiberger,99,99.09,992,983
