,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
0,1,1,Doug Barron,48.89,88,180
1,2,2,Omar Uresti,47.22,68,144
2,T3,T3,Alex Aragon,46.3,50,108
3,T3,T3,Greg Chalmers,46.3,50,108
4,5,5,Joe Ogilvie,45.42,139,306
5,6,6,"John Engler, Jr.",45.24,57,126
6,7,7,David Howell,45.0,81,180
7,8,8,Brad Faxon,44.87,105,234
8,9,9,Shigeki Maruyama,44.75,145,324
9,T10,T10,Paul Azinger,44.44,128,288
10,T10,T10,Skip Kendall,44.44,112,252
11,T10,T10,Kirk Triplett,44.44,88,198
12,13,13,Woody Austin,44.19,175,396
13,14,14,Brent Geiberger,44.17,159,360
14,15,15,Stuart Appleby,44.14,143,324
15,16,16,Eric Axley,44.1,127,288
16,17,17,Bernhard Langer,44.02,103,234
17,18,18,Brian Gay,43.94,174,396
18,19,19,Carl Pettersson,43.86,150,342
19,20,20,Todd Hamilton,43.83,71,162
20,21,21,Vaughn Taylor,43.21,140,324
21,22,22,Brian Davis,42.9,139,324
22,T23,T23,Scott Gutschewski,42.86,54,126
23,T23,T23,Ryan Hietala,42.86,54,126
24,25,25,Mathew Goggin,42.78,77,180
25,26,26,D.A. Points,42.59,92,216
26,27,27,Aaron Baddeley,42.46,107,252
27,28,28,Mike Weir,42.4,145,342
28,29,29,Tjaart van der Walt,42.36,61,144
29,30,30,Bob Tway,42.22,114,270
30,31,31,Tag Ridings,42.16,129,306
31,32,32,Tim Herron,42.06,106,252
32,33,33,Joey Sindelar,42.01,121,288
33,T34,T34,Mike Sposa,41.98,68,162
34,T34,T34,Jimmy Walker,41.98,68,162
35,36,36,Vijay Singh,41.9,181,432
36,37,37,Jonathan Byrd,41.88,98,234
37,38,38,Dudley Hart,41.85,113,270
38,39,39,Michael Allen,41.83,128,306
39,40,40,Tom Pernice Jr.,41.81,143,342
40,41,41,Charley Hoffman,41.8,158,378
41,T42,T42,Stephen Ames,41.67,90,216
42,T42,T42,Danny Ellis,41.67,75,180
43,T42,T42,Lee Janzen,41.67,90,216
44,45,45,Kent Jones,41.52,142,342
45,46,46,Stephen Leaney,41.48,112,270
46,47,47,Paul Goydos,41.41,82,198
47,48,48,Brett Quigley,41.39,149,360
48,49,49,Brian Bateman,41.36,67,162
49,50,50,Marco Dawson,41.32,119,288
50,51,51,Jeff Overton,41.23,141,342
51,T52,T52,Chris DiMarco,41.11,111,270
52,T52,T52,Frank Lickliter II,41.11,148,360
53,54,54,Ryuji Imada,41.01,155,378
54,55,55,Nick Watney,40.94,140,342
55,56,56,Michael Connell,40.74,22,54
56,57,57,Justin Rose,40.56,146,360
57,58,58,Fred Funk,40.51,175,432
58,T59,T59,John Daly,40.48,51,126
59,T59,T59,Len Mattiace,40.48,51,126
60,61,61,Jerry Smith,40.43,131,324
61,62,62,Chris Riley,40.37,109,270
62,T63,T63,Alex Cejka,40.28,116,288
63,T63,T63,J.P. Hayes,40.28,58,144
64,65,65,Daniel Chopra,40.21,152,378
65,66,66,Ben Curtis,40.2,123,306
66,67,67,Bubba Dickerson,40.12,130,324
67,T68,T68,Robert Damron,40.08,101,252
68,T68,T68,Retief Goosen,40.08,101,252
69,70,70,Shane Bertsch,40.06,137,342
70,T71,T71,Ian Leggatt,40.0,72,180
71,T71,T71,Steve Stricker,40.0,108,270
72,73,73,Tim Petrovic,39.93,115,288
73,74,74,Padraig Harrington,39.9,79,198
74,75,75,Richard Johnson,39.87,122,306
75,76,76,Nathan Green,39.86,165,414
76,T77,T77,Tim Clark,39.81,129,324
77,T77,T77,David McKenzie,39.81,86,216
78,79,79,Ryan Palmer,39.72,143,360
79,T80,T80,Mark Calcavecchia,39.68,150,378
80,T80,T80,Mark O'Meara,39.68,50,126
81,82,82,Jeff Brehaut,39.63,107,270
82,83,83,Brandt Jobe,39.54,121,306
83,T84,T84,Steve Elkington,39.51,64,162
84,T84,T84,Thomas Levet,39.51,64,162
85,86,86,Rod Pampling,39.44,142,360
86,87,87,José María Olazábal,39.32,92,234
87,88,88,Todd Fischer,39.24,113,288
88,89,89,Rory Sabbatini,39.2,127,324
89,90,90,Stewart Cink,39.17,141,360
90,T91,T91,Henrik Bjornstad,38.89,119,306
91,T91,T91,David Duval,38.89,77,198
92,T91,T91,Jason Gore,38.89,105,270
93,T91,T91,Davis Love III,38.89,119,306
94,T91,T91,Larry Mize,38.89,56,144
95,T91,T91,Ian Poulter,38.89,84,216
96,T91,T91,Roger Tambellini,38.89,49,126
97,T91,T91,David Toms,38.89,105,270
98,T91,T91,Scott Verplank,38.89,133,342
99,100,100,Steve Flesch,38.67,174,450
100,101,101,Harrison Frazar,38.58,125,324
101,102,102,Phil Mickelson,38.56,118,306
102,T103,T103,Luke Donald,38.52,104,270
103,T103,T103,J.B. Holmes,38.52,104,270
104,T105,T105,Kris Cox,38.46,90,234
105,T105,T105,Ron Whittaker,38.46,90,234
106,107,107,John Huston,38.43,83,216
107,108,108,Freddie Jacobson,38.33,69,180
108,T109,T109,Bill Haas,38.27,124,324
109,T109,T109,John Rollins,38.27,124,324
110,T111,T111,Geoff Ogilvy,38.19,110,288
111,T111,T111,Patrick Sheehan,38.19,110,288
112,113,113,Mathias Grönberg,38.15,103,270
113,114,114,Jeff Sluman,38.1,144,378
114,115,115,Steve Lowery,38.06,137,360
115,116,116,Jesper Parnevik,37.91,116,306
116,T117,T117,John Cook,37.88,75,198
117,T117,T117,J.L. Lewis,37.88,75,198
118,T119,T119,Robert Garrigus,37.78,102,270
119,T119,T119,Jason Schultz,37.78,68,180
120,121,121,Jason Bohn,37.68,156,414
121,122,122,Ted Purdy,37.65,122,324
122,123,123,Ben Crane,37.58,115,306
123,T124,T124,David Branshaw,37.5,135,360
124,T124,T124,Robert Gamez,37.5,108,288
125,T124,T124,Sean O'Hair,37.5,135,360
126,T124,T124,Adam Scott,37.5,108,288
127,T128,T128,Arjun Atwal,37.41,101,270
128,T128,T128,Justin Leonard,37.41,101,270
129,130,130,Bob May,37.37,74,198
130,131,131,Camilo Villegas,37.35,121,324
131,T132,T132,Billy Andrade,37.3,94,252
132,T132,T132,Hunter Mahan,37.3,141,378
133,T134,T134,Jim Furyk,37.04,140,378
134,T134,T134,Jeff Gove,37.04,100,270
135,T134,T134,Jerry Kelly,37.04,120,324
136,T134,T134,Greg Owen,37.04,100,270
137,138,138,Duffy Waldorf,36.84,126,342
138,T139,T139,Olin Browne,36.62,145,396
139,T139,T139,Dean Wilson,36.62,145,396
140,141,141,Chad Campbell,36.55,125,342
141,T142,T142,K.J. Choi,36.51,138,378
142,T142,T142,Lucas Glover,36.51,138,378
143,144,144,Brett Wetterich,36.46,105,288
144,145,145,Shaun Micheel,36.42,118,324
145,146,146,James Driscoll,36.36,72,198
146,147,147,Charles Warren,36.26,124,342
147,T148,T148,Steve Jones,36.11,91,252
148,T148,T148,Greg Kraft,36.11,78,216
149,T148,T148,Tom Lehman,36.11,78,216
150,T148,T148,Jeff Maggert,36.11,91,252
151,T148,T148,Billy Mayfair,36.11,117,324
152,T148,T148,D.J. Trahan,36.11,91,252
153,T148,T148,Vance Veazey,36.11,65,180
154,155,155,Zach Johnson,35.96,123,342
155,156,156,Craig Barlow,35.93,97,270
156,157,157,Pat Perez,35.8,58,162
157,158,158,Tiger Woods,35.65,77,216
158,T159,T159,Briny Baird,35.56,96,270
159,T159,T159,Daisuke Maruyama,35.56,96,270
160,161,161,Arron Oberholser,35.49,115,324
161,162,162,Kevin Sutherland,35.38,121,342
162,T163,T163,Ryan Moore,35.19,76,216
163,T163,T163,"Wes Short, Jr.",35.19,95,270
164,165,165,Charles Howell III,35.09,120,342
165,166,166,Tommy Armour III,35.0,63,180
166,T167,T167,Robert Allenby,34.97,107,306
167,T167,T167,Bob Estes,34.97,107,306
168,169,169,Kenny Perry,34.81,94,270
169,170,170,Paul Stankowski,34.62,81,234
170,T171,T171,Bart Bryant,34.57,112,324
171,T171,T171,Matt Hansen,34.57,56,162
172,173,173,Bo Van Pelt,34.54,143,414
173,174,174,Carlos Franco,34.52,87,252
174,175,175,Heath Slocum,34.31,105,306
175,176,176,Will MacKenzie,34.03,98,288
176,177,177,Peter Lonard,33.99,104,306
177,178,178,Troy Matteson,33.95,110,324
178,179,179,Bubba Watson,33.73,85,252
179,180,180,Mark Wilson,33.7,91,270
180,T181,T181,Mark Brooks,33.33,60,180
181,T181,T181,Fred Couples,33.33,54,162
182,T181,T181,Jon Mills,33.33,42,126
183,184,184,Trevor Immelman,33.04,113,342
184,185,185,Ernie Els,32.99,95,288
185,186,186,Joe Durant,32.83,130,396
186,187,187,J.J. Henry,32.75,112,342
187,188,188,Nicholas Thompson,32.22,87,270
188,189,189,John Senden,32.16,110,342
189,190,190,Rich Beem,31.85,86,270
190,191,191,Corey Pavin,31.48,68,216
191,192,192,Sergio Garcia,31.02,67,216
192,193,193,Jonathan Kaye,30.72,94,306
