,Putting_from_9_RANK THIS WEEK,Putting_from_9_RANK LAST WEEK,Putting_from_9_PLAYER NAME,Putting_from_9_ROUNDS,Putting_from_9_% MADE,Putting_from_9_ATTEMPTS,Putting_from_9_PUTTS MADE
0,1,1,Alex Aragon,63,67.5,40,27
1,2,2,Kirk Triplett,58,66.67,36,24
2,3,3,Len Mattiace,59,64.29,28,18
3,4,4,Tim Clark,80,63.83,47,30
4,5,5,Frank Lickliter II,99,63.27,49,31
5,6,6,Chris Riley,86,62.07,58,36
6,7,7,Jesper Parnevik,84,60.38,53,32
7,8,8,David Duval,71,60.0,55,33
8,9,9,Retief Goosen,68,59.38,32,19
9,10,10,Bob Estes,85,59.26,54,32
10,11,11,Paul Stankowski,70,58.62,29,17
11,T12,T12,Ben Crane,85,58.14,43,25
12,T12,T12,Rod Pampling,89,58.14,43,25
13,14,14,Daniel Chopra,110,56.94,72,41
14,15,15,Jeff Sluman,101,56.92,65,37
15,16,16,Tom Pernice Jr.,108,56.6,53,30
16,17,17,Eric Axley,91,56.36,55,31
17,T18,T18,Greg Chalmers,71,56.25,32,18
18,T18,T18,Danny Ellis,68,56.25,48,27
19,T18,T18,Todd Hamilton,72,56.25,32,18
20,T18,T18,Larry Mize,53,56.25,32,18
21,22,22,James Driscoll,80,56.14,57,32
22,23,23,John Rollins,93,56.1,41,23
23,24,24,Jason Gore,86,55.74,61,34
24,25,25,Olin Browne,108,55.7,79,44
25,26,26,Marco Dawson,87,55.32,47,26
26,27,27,Bubba Dickerson,98,55.26,76,42
27,28,28,Lucas Glover,105,55.0,80,44
28,29,29,Joe Ogilvie,95,54.93,71,39
29,30,30,Nicholas Thompson,96,54.84,62,34
30,T31,T31,John Cook,67,54.55,44,24
31,T31,T31,Justin Rose,98,54.55,66,36
32,T33,T33,Stephen Leaney,84,54.39,57,31
33,T33,T33,Mark Wilson,79,54.39,57,31
34,35,35,J.P. Hayes,55,54.35,46,25
35,36,36,Robert Allenby,79,54.05,37,20
36,T37,T37,Nathan Green,108,53.85,65,35
