,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
139,140,140,"Dave Stockton, Jr.",31,"$290,426",
140,141,141,Barry Cheesman,35,"$277,918",
141,142,142,Nick Faldo,15,"$276,583",
142,143,143,Jim McGovern,18,"$266,647",
143,144,144,Jay Haas,26,"$265,755",
144,145,145,Robert Gamez,26,"$259,305",
145,146,146,Rich Beem,29,"$249,881",
146,147,147,Paul Lawrie,8,"$249,735",
147,148,148,Ted Tryba,37,"$249,437",
148,149,149,Ben Bates,35,"$248,087",
149,150,150,Brett Quigley,21,"$247,037",
150,151,151,"Jim Gallagher, Jr.",16,"$240,514",
151,152,152,Frank Nobilo,28,"$236,476",
152,153,153,Dicky Pride,35,"$233,720",
153,154,154,Steve Elkington,17,"$232,785",
154,155,155,Brad Fabel,30,"$219,924",
155,156,156,David Morland IV,31,"$218,648",
156,157,157,Omar Uresti,34,"$213,433",
157,158,158,John Maginnes,32,"$211,749",
158,159,159,Charles Raulerson,32,"$210,093",
159,160,160,Corey Pavin,25,"$209,883",
160,161,161,Mike Brisky,31,"$204,232",
161,162,162,Bob Friend,32,"$202,973",
162,163,163,Mike Sposa,26,"$201,360",
163,164,164,Sandy Lyle,18,"$198,990",
164,165,165,Scott Gump,36,"$193,460",
165,166,166,Trevor Dodds,29,"$191,044",
166,167,167,Ronnie Black,28,"$190,997",
167,168,168,Mike Springer,31,"$182,726",
168,169,169,Michael Bradley,26,"$179,510",
169,170,170,Tom Purtzer,21,"$170,683",
170,171,171,John Rollins,27,"$169,570",
171,172,172,Richard Zokol,11,"$169,492",
172,173,173,Steve Gotsche,32,"$164,203",
173,174,174,Tom Watson,4,"$158,409",
174,175,175,Jason Buha,29,"$153,862",
175,176,176,Jeff Gove,31,"$153,753",
176,177,177,David Frost,25,"$151,123",
177,178,178,Bruce Lietzke,9,"$149,196",
178,179,179,Casey Martin,29,"$143,248",
179,180,180,Tommy Tolles,20,"$142,248",
180,181,181,Peter Jacobsen,22,"$141,484",
181,182,182,Jay Delsing,33,"$132,843",
182,183,183,Paul Curry,25,"$128,701",
183,184,184,Bob Heintz,34,"$127,412",
184,185,185,Bobby Cochran,30,"$127,342",
185,186,186,Tom Kite,6,"$121,605",
186,187,187,Fulton Allem,25,"$119,626",
187,188,188,John Daly,26,"$115,460",
188,189,189,Emlyn Aubrey,26,"$110,221",
189,190,190,Steve Hart,30,"$107,949",
190,191,191,Perry Moss,21,"$104,735",
191,192,192,Kelly Gibson,30,"$103,304",
192,193,193,Ryan Howison,30,"$99,149",
193,194,194,Donnie Hammond,6,"$96,938",
194,195,195,Brent Schwarzrock,19,"$94,347",
195,196,196,Brian Claar,8,"$90,959",
196,197,197,Curtis Strange,12,"$90,387",
197,198,198,Eric Booker,31,"$88,615",
198,199,199,D.A. Weibring,14,"$87,620",
199,200,200,Jason Caron,29,"$87,110",
200,201,201,Bart Bryant,25,"$85,797",
201,202,202,P.H. Horgan III,25,"$80,612",
202,203,203,Larry Rinker,16,"$76,731",
203,204,204,Mike Standly,13,"$72,948",
204,205,205,Danny Briggs,18,"$72,354",
205,206,206,Bob Gilder,14,"$70,236",
206,207,207,Andy Bean,16,"$69,028",
207,208,208,Aaron Bengoechea,29,"$60,429",
208,209,209,Mike Hulbert,34,"$59,878",
209,210,210,Dick Mast,17,"$58,834",
210,211,211,Chip Beck,21,"$56,637",
211,212,212,Wayne Grady,15,"$49,406",
212,213,213,Phil Blackmar,15,"$48,778",
213,214,214,Nolan Henke,32,"$47,722",
214,215,215,Keith Nolan,23,"$46,006",
215,216,216,Willie Wood,14,"$45,345",
216,217,217,Marco Dawson,11,"$44,290",
217,218,218,David Edwards,15,"$44,194",
218,219,219,Jeff Gallagher,4,"$40,855",
219,220,220,David Ogrin,7,"$40,522",
220,221,221,Craig Bowden,25,"$34,280",
221,222,222,John Restino,18,"$34,242",
222,223,223,Hale Irwin,1,"$34,066",
223,224,224,Keith Clearwater,13,"$34,033",
224,225,225,Dan Pohl,5,"$28,776",
225,226,226,Gene Sauers,8,"$28,217",
226,227,227,Bobby Clampett,2,"$22,056",
227,228,228,Gary Hallberg,10,"$19,212",
228,229,229,Jack Nicklaus,8,"$17,244",
229,230,230,Ed Fiori,15,"$16,925",
230,231,231,Dave Barr,6,"$15,600",
231,232,232,Stan Utley,4,"$15,336",
232,233,233,Ken Green,3,"$14,513",
233,234,234,Wayne Levi,4,"$14,144",
234,235,235,Curt Byrum,4,"$12,041",
235,236,236,Brad Bryant,4,"$11,820",
236,237,237,Dave Eichelberger,1,"$11,760",
237,238,238,Don Pooley,7,"$10,872",
238,239,239,Mike Sullivan,3,"$10,458",
239,240,240,Ben Crenshaw,13,"$7,400",
240,241,241,Sam Randolph,1,"$7,200",
241,242,242,Brett Wetterich,9,"$7,174",
242,243,243,Mike Nicolette,1,"$6,996",
243,244,244,Guy Boros,4,"$6,796",
244,245,245,Mark Carnevale,7,"$6,210",
245,246,246,Mark McCumber,10,"$6,180",
246,247,247,Keith Fergus,7,"$6,169",
247,248,248,Clarence Rose,7,"$5,512",
248,249,249,Mike Heinen,3,"$5,018",
249,250,250,John Inman,1,"$5,014",
250,251,251,Fuzzy Zoeller,14,"$4,550",
251,252,252,Greg Twiggs,2,"$4,540",
252,253,253,Mike Donald,6,"$3,920",
