,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
48,49,49,Kenny Perry,20,1.43,"$889,380","$62,200,000"
49,50,50,Mark McNulty,1,1.41,"$56,345","$3,998,054"
50,51,51,Shigeki Maruyama,26,1.31,"$1,207,102","$92,048,054"
51,52,52,Greg Norman,12,1.29,"$580,510","$45,100,000"
52,T53,T53,Dudley Hart,24,1.27,"$1,048,163","$82,748,054"
53,T53,T53,Brian Kontak,1,1.27,"$37,950","$3,000,000"
54,55,55,Michael Campbell,6,1.21,"$321,723","$26,498,054"
55,T56,T56,Greg Chalmers,28,1.2,"$1,063,453","$88,750,000"
56,T56,T56,Tom Scherrer,33,1.2,"$1,263,584","$104,948,054"
57,58,58,Jeff Maggert,27,1.19,"$1,138,747","$95,448,054"
58,59,59,José María Olazábal,12,1.16,"$552,219","$47,698,054"
59,60,60,Hidemichi Tanaka,3,1.14,"$124,916","$11,000,000"
60,T61,T61,Scott Dunlap,30,1.09,"$1,040,242","$95,098,054"
61,T61,T61,Brad Faxon,29,1.09,"$999,458","$91,650,000"
62,T61,T61,Blaine McCallister,30,1.09,"$963,972","$88,350,000"
63,64,64,Tom Watson,4,1.08,"$158,408","$14,698,054"
64,65,65,Jean Van de Velde,22,1.05,"$774,248","$74,048,054"
65,T66,T66,Billy Andrade,31,1.03,"$1,004,825","$97,350,000"
66,T66,T66,Michael Clark II,28,1.03,"$854,820","$83,250,000"
67,T66,T66,Jonathan Kaye,34,1.03,"$1,096,127","$106,550,000"
68,69,69,Andrew Magee,26,1.02,"$867,372","$85,300,000"
69,T70,T70,Jim Carter,30,0.99,"$964,344","$97,548,054"
70,T70,T70,Dennis Paulson,26,0.99,"$896,095","$90,448,054"
71,72,72,J.P. Hayes,26,0.98,"$838,053","$85,350,000"
72,T73,T73,Andrew Coltart,4,0.95,"$162,056","$16,998,054"
73,T73,T73,Skip Kendall,32,0.95,"$947,114","$99,850,000"
74,75,75,Craig Stadler,21,0.93,"$631,752","$67,800,000"
75,76,76,Frank Lickliter II,31,0.92,"$889,151","$96,200,000"
76,77,77,Paul Stankowski,22,0.91,"$669,708","$73,350,000"
77,T78,T78,Paul Lawrie,8,0.83,"$249,735","$30,098,054"
78,T78,T78,Kevin Sutherland,27,0.83,"$728,633","$87,650,000"
79,T80,T80,Lee Janzen,27,0.82,"$753,707","$91,448,054"
80,T80,T80,Jeff Sluman,32,0.82,"$877,388","$106,648,054"
81,T82,T82,Fred Funk,32,0.81,"$827,689","$102,248,054"
82,T82,T82,Len Mattiace,31,0.81,"$762,977","$94,100,000"
83,T82,T82,Paul McGinley,4,0.81,"$138,216","$16,998,054"
84,85,85,Jerry Kelly,32,0.8,"$784,750","$98,450,000"
85,T86,T86,Robert Damron,28,0.79,"$724,576","$91,250,000"
86,T86,T86,Harrison Frazar,24,0.79,"$608,533","$77,100,000"
87,T86,T86,Steve Jones,21,0.79,"$548,069","$69,298,054"
88,89,89,Tim Herron,28,0.78,"$731,922","$93,448,054"
89,90,90,Carl Paulson,33,0.77,"$741,994","$96,900,000"
90,T91,T91,Stephen Ames,31,0.76,"$747,311","$98,350,000"
91,T91,T91,Hale Irwin,1,0.76,"$34,066","$4,500,000"
92,T91,T91,Dean Robertson,1,0.76,"$30,366","$3,998,054"
93,T94,T94,José Coceres,3,0.75,"$89,756","$11,998,054"
94,T94,T94,Russ Cochran,25,0.75,"$583,604","$77,850,000"
95,T94,T94,Chris Riley,28,0.75,"$660,707","$88,150,000"
96,T97,T97,Joe Durant,28,0.74,"$612,881","$82,650,000"
97,T97,T97,Bob Estes,21,0.74,"$538,705","$72,848,054"
98,99,99,Joel Edwards,29,0.73,"$638,418","$87,250,000"
99,100,100,Brandel Chamblee,21,0.71,"$493,904","$69,150,000"
100,T101,T101,Brent Geiberger,24,0.7,"$564,916","$80,550,000"
101,T101,T101,Charles Howell III,13,0.7,"$263,532","$37,750,000"
102,103,103,Steve Pate,28,0.69,"$649,673","$94,498,054"
103,T104,T104,Brad Elder,34,0.68,"$700,737","$103,350,000"
104,T104,T104,Keiichiro Fukabori,3,0.68,"$64,350","$9,400,000"
105,T104,T104,Bill Glasson,27,0.68,"$552,793","$81,450,000"
106,T104,T104,Toshi Izawa,1,0.68,"$20,500","$3,000,000"
107,T108,T108,Retief Goosen,13,0.67,"$337,925","$50,498,054"
108,T108,T108,Greg Kraft,29,0.67,"$597,019","$89,550,000"
109,T108,T108,Craig Parry,22,0.67,"$507,308","$75,548,054"
110,111,111,Glen Day,28,0.66,"$617,239","$92,850,000"
111,T112,T112,Ángel Cabrera,6,0.65,"$159,506","$24,698,054"
112,T112,T112,Larry Mize,21,0.65,"$425,622","$65,100,000"
113,T114,T114,Bernhard Langer,10,0.64,"$254,453","$39,598,054"
114,T114,T114,J.L. Lewis,30,0.64,"$610,429","$95,050,000"
115,T116,T116,Jay Don Blake,29,0.63,"$590,109","$93,650,000"
116,T116,T116,Nic Henning,2,0.63,"$56,250","$8,998,054"
117,T116,T116,Joe Ozaki,18,0.63,"$393,315","$62,798,054"
118,T119,T119,Edward Fryatt,32,0.62,"$611,207","$99,150,000"
119,T119,T119,Matt Gogel,30,0.62,"$604,198","$97,450,000"
120,T119,T119,Gary Orr,4,0.62,"$106,206","$16,998,054"
121,T119,T119,Esteban Toledo,35,0.62,"$673,385","$107,850,000"
122,T123,T123,Tom Byrum,27,0.61,"$514,190","$84,150,000"
123,T123,T123,Donnie Hammond,6,0.61,"$96,937","$15,800,000"
124,T123,T123,Mark O'Meara,19,0.61,"$424,307","$68,998,054"
125,126,126,John Cook,28,0.59,"$537,104","$90,550,000"
126,T127,T127,Joe Ogilvie,30,0.58,"$519,739","$90,050,000"
127,T127,T127,Eduardo Romero,3,0.58,"$70,033","$11,998,054"
128,T127,T127,Jarmo Sandelin,3,0.58,"$66,431","$11,498,054"
129,T127,T127,Steve Stricker,21,0.58,"$418,780","$71,698,054"
130,T127,T127,Mark Wiebe,28,0.58,"$511,413","$87,950,000"
131,T132,T132,Doug Barron,27,0.56,"$461,980","$81,900,000"
132,T132,T132,Brian Henninger,29,0.56,"$527,740","$93,650,000"
133,T132,T132,Tjaart van der Walt,1,0.56,"$27,750","$5,000,000"
134,T135,T135,Mark Brooks,29,0.55,"$528,956","$95,548,054"
135,T135,T135,David Peoples,28,0.55,"$459,810","$83,450,000"
136,T137,T137,"Jim Gallagher, Jr.",16,0.54,"$240,514","$44,550,000"
137,T137,T137,Glen Hnatiuk,30,0.54,"$482,743","$88,900,000"
138,T137,T137,Kazuhiko Hosokawa,14,0.54,"$227,588","$42,498,054"
139,T140,T140,Nick Faldo,15,0.53,"$276,582","$51,898,054"
140,T140,T140,Richard Zokol,11,0.53,"$169,491","$31,900,000"
141,T142,T142,Scott McCarron,30,0.52,"$495,973","$94,950,000"
142,T142,T142,Nobuhito Sato,2,0.52,"$46,500","$8,998,054"
143,T144,T144,Jimmy Green,27,0.51,"$414,507","$81,700,000"
144,T144,T144,Pete Jordan,31,0.51,"$464,477","$91,350,000"
145,T144,T144,Tom Kite,6,0.51,"$121,604","$23,798,054"
146,T144,T144,Bruce Lietzke,9,0.51,"$149,195","$29,450,000"
147,T144,T144,Shaun Micheel,31,0.51,"$467,430","$92,550,000"
148,T144,T144,Lucas Parsons,2,0.51,"$45,872","$8,998,054"
149,T150,T150,Neal Lancaster,31,0.5,"$466,710","$92,500,000"
150,T150,T150,Jim McGovern,18,0.5,"$266,647","$53,000,000"
151,T152,T152,Olin Browne,31,0.49,"$494,304","$100,950,000"
152,T152,T152,Doug Dunakey,27,0.49,"$393,057","$79,750,000"
153,T152,T152,Billy Mayfair,29,0.49,"$466,344","$95,950,000"
154,T152,T152,David Sutherland,32,0.49,"$498,746","$102,148,054"
155,T152,T152,Charles Warren,1,0.49,"$22,056","$4,500,000"
156,T157,T157,Brian Gay,33,0.48,"$482,026","$100,250,000"
157,T157,T157,Takao Nogami,1,0.48,"$12,856","$2,700,000"
158,T157,T157,Jeff Roth,1,0.48,"$12,856","$2,700,000"
159,T157,T157,Peter Senior,2,0.48,"$43,628","$8,998,054"
160,T157,T157,Jay Williamson,32,0.48,"$460,022","$96,450,000"
161,T162,T162,Woody Austin,32,0.47,"$485,588","$102,450,000"
162,T162,T162,Jonathan Byrd,1,0.47,"$14,130","$3,000,000"
163,164,164,Bradley Hughes,33,0.46,"$469,589","$103,050,000"
164,T165,T165,Bob Burns,29,0.45,"$391,074","$87,850,000"
165,T165,T165,Dan Forsman,27,0.45,"$379,348","$83,750,000"
166,T167,T167,Mathew Goggin,32,0.44,"$414,121","$93,950,000"
167,T167,T167,Hank Kuehne,6,0.44,"$85,656","$19,600,000"
168,T167,T167,Gary Nicklaus,30,0.44,"$403,981","$91,650,000"
169,T170,T170,Brian Claar,8,0.43,"$90,957","$21,400,000"
170,T170,T170,Rick Fehr,24,0.43,"$313,700","$72,750,000"
171,T170,T170,Robin Freeman,32,0.43,"$415,428","$96,450,000"
172,T170,T170,Bob Tway,30,0.43,"$417,644","$96,848,054"
173,T174,T174,Steve Elkington,17,0.42,"$232,784","$55,148,054"
174,T174,T174,Paul Goydos,30,0.42,"$398,391","$94,300,000"
175,T174,T174,Masashi Jumbo Ozaki,3,0.42,"$37,673","$9,000,000"
176,T174,T174,Joey Sindelar,30,0.42,"$388,340","$92,050,000"
177,T174,T174,Jerry Smith,32,0.42,"$406,589","$96,150,000"
178,T179,T179,Tommy Armour III,30,0.41,"$397,609","$96,750,000"
179,T179,T179,Mathias Grönberg,2,0.41,"$33,000","$8,000,000"
180,T181,T181,Joey Gullion,7,0.4,"$84,650","$21,100,000"
181,T181,T181,Brandt Jobe,32,0.4,"$402,015","$100,150,000"
182,T181,T181,Brett Quigley,21,0.4,"$247,035","$61,000,000"
183,T181,T181,Mike Reid,23,0.4,"$299,135","$74,650,000"
184,T185,T185,Jarrod Moseley,1,0.39,"$15,706","$3,998,054"
185,T185,T185,Nick O'Hern,1,0.39,"$15,706","$3,998,054"
186,T187,T187,Cameron Beckman,26,0.38,"$291,514","$77,350,000"
187,T187,T187,Tom Pernice Jr.,32,0.38,"$387,712","$100,850,000"
188,T187,T187,Lee Porter,2,0.38,"$28,247","$7,500,000"
189,190,190,Craig Spence,31,0.37,"$346,569","$93,950,000"
190,T191,T191,Sandy Lyle,18,0.36,"$198,990","$54,698,054"
191,T191,T191,Craig Perks,28,0.36,"$297,910","$81,850,000"
192,T191,T191,Sam Randolph,1,0.36,"$7,200","$2,000,000"
193,T194,T194,Rick Hartmann,1,0.35,"$15,891","$4,500,000"
194,T194,T194,Michael Kirk,1,0.35,"$14,893","$4,250,000"
195,T194,T194,Kevin Wentworth,31,0.35,"$332,292","$96,250,000"
196,T194,T194,Ian Woosnam,5,0.35,"$75,091","$21,198,054"
197,T198,T198,K.J. Choi,30,0.34,"$305,743","$89,950,000"
198,T198,T198,Robert Gamez,26,0.34,"$259,303","$76,650,000"
199,T198,T198,Derek Gillespie,1,0.34,"$11,220","$3,300,000"
200,T198,T198,Brian Watts,29,0.34,"$311,801","$92,350,000"
201,T198,T198,Mark Wilson,1,0.34,"$8,500","$2,500,000"
202,T203,T203,Tommy Aaron,1,0.33,"$10,488","$3,200,000"
203,T203,T203,Todd Barranger,5,0.33,"$43,766","$13,300,000"
204,T203,T203,Sean Murphy,35,0.33,"$339,240","$103,650,000"
205,T206,T206,Ian Garbutt,1,0.32,"$12,753","$3,998,054"
206,T206,T206,Jay Haas,26,0.32,"$265,754","$82,450,000"
207,T206,T206,Gabriel Hjertstedt,29,0.32,"$296,186","$92,150,000"
208,T206,T206,"Dave Stockton, Jr.",31,0.32,"$290,424","$91,950,000"
209,T210,T210,Craig Barlow,31,0.31,"$297,669","$94,950,000"
210,T210,T210,Jeff Gallagher,4,0.31,"$40,855","$13,300,000"
211,T212,T212,Kyi Hla Han,2,0.3,"$27,000","$8,998,054"
212,T212,T212,Greg Owen,1,0.3,"$11,842","$3,998,054"
213,T212,T212,Warren Schutte,1,0.3,"$13,578","$4,500,000"
214,T215,T215,Bobby Clampett,2,0.29,"$22,056","$7,500,000"
215,T215,T215,Darren Fichardt,3,0.29,"$35,500","$12,098,054"
216,T217,T217,Frank Nobilo,28,0.28,"$236,472","$85,300,000"
217,T217,T217,Christy O'Connor,1,0.28,"$11,273","$3,998,054"
218,T219,T219,Lionel Alexandre,1,0.27,"$10,628","$3,998,054"
219,T219,T219,Rich Beem,29,0.27,"$249,879","$91,050,000"
220,T219,T219,Desvonde Botes,1,0.27,"$10,969","$3,998,054"
221,T219,T219,Gordon Brand Jr.,1,0.27,"$10,741","$3,998,054"
222,T219,T219,David Howser,1,0.27,"$8,126","$3,000,000"
223,T219,T219,Per-Ulrik Johansson,1,0.27,"$10,969","$3,998,054"
224,T219,T219,Ian Poulter,1,0.27,"$10,969","$3,998,054"
225,T219,T219,Mike Sposa,26,0.27,"$201,359","$74,600,000"
226,T219,T219,Kaname Yokoo,5,0.27,"$41,286","$15,300,000"
227,T228,T228,"David Berganio, Jr.",4,0.26,"$34,625","$13,200,000"
228,T228,T228,Barry Cheesman,35,0.26,"$277,916","$108,450,000"
229,T228,T228,Dave Eichelberger,1,0.26,"$11,760","$4,500,000"
230,T228,T228,Corey Pavin,25,0.26,"$209,882","$81,898,054"
231,T232,T232,Michael Allen,1,0.25,"$4,936","$2,000,000"
232,T232,T232,Tom Purtzer,21,0.25,"$170,683","$67,850,000"
233,T232,T232,Curtis Strange,12,0.25,"$90,387","$36,300,000"
234,T235,T235,Ben Bates,35,0.24,"$248,086","$104,450,000"
235,T235,T235,Jeff Coston,2,0.24,"$17,967","$7,500,000"
236,T235,T235,Brad Fabel,30,0.24,"$219,923","$93,150,000"
237,T235,T235,David Morland IV,31,0.24,"$218,646","$91,150,000"
238,T239,T239,Michael Bradley,26,0.23,"$179,509","$77,750,000"
239,T239,T239,Mike Nicolette,1,0.23,"$6,996","$3,000,000"
240,T239,T239,Chris Wollmann,1,0.23,"$4,540","$2,000,000"
241,T242,T242,Ronnie Black,28,0.22,"$190,996","$87,550,000"
242,T242,T242,John Inman,1,0.22,"$5,014","$2,300,000"
243,T242,T242,John Maginnes,32,0.22,"$211,747","$97,450,000"
244,T242,T242,David Ogrin,7,0.22,"$40,521","$18,200,000"
245,T242,T242,Dan Pohl,5,0.22,"$28,775","$13,000,000"
246,T242,T242,Dicky Pride,35,0.22,"$233,718","$107,450,000"
247,T242,T242,Tommy Tolles,20,0.22,"$142,247","$65,750,000"
248,T242,T242,Tsuyoshi Yoneyama,2,0.22,"$15,706","$7,098,054"
249,T242,T242,Steven Young,1,0.22,"$6,480","$3,000,000"
250,T251,T251,Mike Brisky,31,0.21,"$204,231","$96,750,000"
251,T251,T251,Trevor Dodds,29,0.21,"$191,043","$90,050,000"
252,T251,T251,R.W. Eaks,1,0.21,"$4,180","$2,000,000"
253,T251,T251,Bob Friend,32,0.21,"$202,973","$96,150,000"
254,T251,T251,Peter Jacobsen,22,0.21,"$141,482","$67,450,000"
255,T251,T251,Joey Maxon,1,0.21,"$5,852","$2,800,000"
256,T251,T251,Charles Raulerson,32,0.21,"$210,091","$99,150,000"
257,T251,T251,John Rollins,27,0.21,"$169,570","$79,550,000"
258,T251,T251,Ted Tryba,37,0.21,"$249,435","$120,148,054"
259,T251,T251,Omar Uresti,34,0.21,"$213,431","$102,650,000"
260,T251,T251,D.A. Weibring,14,0.21,"$87,619","$41,500,000"
261,T262,T262,Jorge Benedetti,1,0.2,"$5,771","$2,900,000"
262,T262,T262,Garrett Morrison,1,0.2,"$4,896","$2,400,000"
263,T262,T262,"Pat Nanney, Jr.",1,0.2,"$6,090","$3,000,000"
264,T262,T262,Mike Springer,31,0.2,"$182,724","$92,150,000"
265,T262,T262,Mike Standly,13,0.2,"$72,948","$36,500,000"
266,T262,T262,Jeff Williams,1,0.2,"$5,880","$3,000,000"
267,T268,T268,David Frost,25,0.19,"$151,122","$80,398,054"
268,T268,T268,Paul Gow,2,0.19,"$13,626","$7,300,000"
269,T268,T268,Ken Green,3,0.19,"$14,512","$7,800,000"
270,T268,T268,David Ishii,1,0.19,"$5,568","$2,900,000"
271,T268,T268,Brent Winston,1,0.19,"$5,580","$3,000,000"
272,T273,T273,Jason Buha,29,0.18,"$153,861","$85,300,000"
273,T273,T273,Paul Curry,25,0.18,"$128,699","$70,800,000"
274,T273,T273,Stephen Gangluff,1,0.18,"$5,460","$3,000,000"
275,T273,T273,Bob Gilder,14,0.18,"$70,235","$40,100,000"
276,T273,T273,Korky Kemp,1,0.18,"$5,760","$3,200,000"
277,T273,T273,Perry Moss,21,0.18,"$104,735","$59,600,000"
278,T273,T273,Brent Schwarzrock,19,0.18,"$94,347","$52,900,000"
279,T273,T273,Bruce Smith,1,0.18,"$7,240","$4,000,000"
280,T281,T281,Steve Gotsche,32,0.17,"$164,202","$95,150,000"
281,T281,T281,Jeff Gove,31,0.17,"$153,751","$91,150,000"
282,T281,T281,Scott Gump,36,0.17,"$193,458","$112,350,000"
283,T281,T281,Larry Rinker,16,0.17,"$76,730","$44,300,000"
284,T285,T285,Edward Loar,5,0.16,"$22,666","$13,900,000"
285,T285,T285,Casey Martin,29,0.16,"$143,247","$87,950,000"
286,T285,T285,Stan Utley,4,0.16,"$15,336","$9,800,000"
287,T288,T288,Fulton Allem,25,0.15,"$119,624","$81,350,000"
288,T288,T288,Andy Bean,16,0.15,"$69,028","$47,400,000"
289,T288,T288,Frank Dobbs,2,0.15,"$8,900","$6,000,000"
290,T288,T288,Yoshinori Mizumaki,4,0.15,"$19,328","$12,598,054"
291,T288,T288,Mike Sullivan,3,0.15,"$10,457","$7,100,000"
292,T288,T288,Robert Thompson,2,0.15,"$8,320","$5,400,000"
293,T294,T294,Emlyn Aubrey,26,0.14,"$110,220","$79,450,000"
294,T294,T294,Danny Briggs,18,0.14,"$72,354","$50,200,000"
295,T294,T294,Bobby Cochran,30,0.14,"$127,341","$87,900,000"
296,T294,T294,John Daly,26,0.14,"$115,460","$82,498,054"
297,T294,T294,Chris Tidland,3,0.14,"$14,437","$10,600,000"
298,T299,T299,Steven Alker,2,0.13,"$8,160","$6,300,000"
299,T299,T299,Curt Byrum,4,0.13,"$12,040","$9,400,000"
300,T299,T299,Marco Dawson,11,0.13,"$44,290","$34,200,000"
301,T299,T299,Jay Delsing,33,0.13,"$132,842","$101,250,000"
302,T299,T299,Bob Heintz,34,0.13,"$127,412","$100,200,000"
303,T299,T299,Wayne Levi,4,0.13,"$14,144","$10,900,000"
304,T299,T299,Gene Sauers,8,0.13,"$28,216","$21,800,000"
305,T306,T306,Bart Bryant,25,0.12,"$85,797","$71,400,000"
306,T306,T306,Kelly Gibson,30,0.12,"$103,303","$88,150,000"
307,T306,T306,Steve Hart,30,0.12,"$107,948","$86,900,000"
308,T306,T306,Dick Mast,17,0.12,"$58,833","$47,200,000"
309,T310,T310,Phil Blackmar,15,0.11,"$48,778","$42,700,000"
310,T310,T310,Brad Bryant,4,0.11,"$11,820","$11,200,000"
311,T310,T310,Wayne Grady,15,0.11,"$49,405","$46,900,000"
312,T310,T310,P.H. Horgan III,25,0.11,"$80,611","$71,600,000"
313,T310,T310,Ryan Howison,30,0.11,"$99,148","$87,000,000"
314,T310,T310,Willie Wood,14,0.11,"$45,344","$40,400,000"
315,T316,T316,Dave Barr,6,0.1,"$15,600","$16,000,000"
316,T316,T316,Jason Caron,29,0.1,"$87,109","$85,300,000"
317,T316,T316,David Edwards,15,0.1,"$44,193","$45,400,000"
318,T316,T316,Rob McMillan,2,0.1,"$6,270","$6,300,000"
319,T316,T316,Andy Miller,2,0.1,"$5,640","$5,600,000"
320,T316,T316,Tim Thelen,2,0.1,"$5,656","$5,800,000"
321,T316,T316,Greg Twiggs,2,0.1,"$4,540","$4,600,000"
322,T323,T323,Chip Beck,21,0.09,"$56,636","$62,900,000"
323,T323,T323,Eric Booker,31,0.09,"$88,614","$95,750,000"
324,T323,T323,Keith Clearwater,13,0.09,"$34,032","$38,300,000"
325,T326,T326,Aaron Bengoechea,29,0.07,"$60,429","$83,900,000"
326,T326,T326,Guy Boros,4,0.07,"$6,796","$10,200,000"
327,T326,T326,Jeff Freeman,10,0.07,"$20,090","$29,000,000"
328,T326,T326,Bobby Gage,3,0.07,"$6,210","$9,000,000"
329,T326,T326,Gary Hallberg,10,0.07,"$19,211","$27,500,000"
330,T326,T326,Mike Heinen,3,0.07,"$5,018","$7,400,000"
331,T326,T326,Keith Nolan,23,0.07,"$46,005","$65,300,000"
332,T333,T333,Mike Hulbert,34,0.06,"$59,877","$101,650,000"
333,T333,T333,Jack Nicklaus,8,0.06,"$17,244","$28,198,054"
334,T333,T333,John Restino,18,0.06,"$34,242","$54,400,000"
335,T336,T336,Craig Bowden,25,0.05,"$34,280","$74,100,000"
336,T336,T336,Nolan Henke,32,0.05,"$47,722","$96,650,000"
337,T336,T336,Don Pooley,7,0.05,"$10,872","$20,300,000"
338,T336,T336,Adam Scott,6,0.05,"$10,200","$19,998,054"
339,T340,T340,Ed Fiori,15,0.04,"$16,924","$44,950,000"
340,T340,T340,Hunter Haas,6,0.04,"$6,685","$18,100,000"
341,T342,T342,Mark Carnevale,7,0.03,"$6,210","$18,700,000"
342,T342,T342,Mike Donald,6,0.03,"$3,920","$15,600,000"
343,T342,T342,Keith Fergus,7,0.03,"$6,169","$18,800,000"
344,T342,T342,Clarence Rose,7,0.03,"$5,512","$18,600,000"
345,T342,T342,Brett Wetterich,9,0.03,"$7,174","$28,100,000"
346,T347,T347,Ben Crenshaw,13,0.02,"$7,400","$42,600,000"
347,T347,T347,Mark McCumber,10,0.02,"$6,180","$29,700,000"
348,349,349,Fuzzy Zoeller,14,0.01,"$4,550","$41,500,000"
