,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
0,1,1,Tiger Woods,20,17,9.0,4.0,1.0
1,2,2,Steve Flesch,32,13,,1.0,
2,3,3,Phil Mickelson,23,12,4.0,3.0,
3,4,4,Hal Sutton,25,11,2.0,,1.0
4,T5,T5,Ernie Els,20,10,1.0,5.0,2.0
5,T5,T5,Kirk Triplett,28,10,1.0,1.0,1.0
6,T7,T7,Mark Calcavecchia,28,9,,2.0,2.0
7,T7,T7,Stewart Cink,27,9,1.0,1.0,1.0
8,T7,T7,David Duval,19,9,1.0,1.0,3.0
9,T7,T7,Davis Love III,25,9,,3.0,1.0
10,T7,T7,Steve Lowery,30,9,1.0,1.0,
11,T7,T7,Jesper Parnevik,20,9,2.0,1.0,1.0
12,T7,T7,Loren Roberts,24,9,1.0,,2.0
13,T14,T14,Jim Furyk,25,8,1.0,,1.0
14,T14,T14,John Huston,23,8,1.0,,1.0
15,T14,T14,Vijay Singh,26,8,1.0,1.0,3.0
16,T14,T14,Mike Weir,28,8,1.0,1.0,
17,T18,T18,Paul Azinger,20,7,1.0,,
18,T18,T18,Scott Hoch,29,7,,1.0,
19,T18,T18,Franklin Langham,28,7,,3.0,
20,T18,T18,Tom Lehman,21,7,1.0,1.0,
21,T18,T18,Shigeki Maruyama,26,7,,1.0,1.0
22,T18,T18,Chris Perry,31,7,,2.0,
23,T24,T24,Carlos Franco,24,6,1.0,,
24,T24,T24,Frank Lickliter II,31,6,,,2.0
25,T24,T24,Jeff Maggert,27,6,,1.0,1.0
26,T24,T24,Nick Price,18,6,,2.0,3.0
27,T24,T24,David Toms,31,6,1.0,,1.0
28,T24,T24,Scott Verplank,28,6,1.0,,
29,T24,T24,Duffy Waldorf,23,6,1.0,,1.0
30,T31,T31,Stuart Appleby,24,5,,1.0,1.0
31,T31,T31,Greg Chalmers,28,5,,1.0,
32,T31,T31,Fred Couples,19,5,,,
33,T31,T31,Chris DiMarco,33,5,1.0,2.0,
34,T31,T31,Scott Dunlap,30,5,,,1.0
