,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
115,116,116,John Cook,28,"$19,182","$537,105"
116,117,117,Edward Fryatt,32,"$19,100","$611,209"
117,118,118,Tom Byrum,27,"$19,044","$514,192"
118,119,119,Bernhard Langer,10,"$18,995","$189,954"
119,120,120,Nick Faldo,15,"$18,438","$276,583"
120,121,121,Mark Wiebe,28,"$18,264","$511,413"
121,122,122,Mark Brooks,29,"$18,239","$528,959"
122,123,123,Brian Henninger,29,"$18,197","$527,740"
123,124,124,Joe Ogilvie,30,"$17,324","$519,739"
124,125,125,Doug Barron,27,"$17,110","$461,981"
125,126,126,Bruce Lietzke,9,"$16,577","$149,195"
126,127,127,Scott McCarron,30,"$16,532","$495,975"
127,128,128,David Peoples,28,"$16,421","$459,812"
128,129,129,Kazuhiko Hosokawa,14,"$16,256","$227,588"
129,130,130,Donnie Hammond,6,"$16,156","$96,937"
130,131,131,Glen Hnatiuk,30,"$16,091","$482,743"
131,132,132,Billy Mayfair,29,"$16,080","$466,345"
132,133,133,Olin Browne,31,"$15,945","$494,307"
133,134,134,Rick Hartmann,1,"$15,891","$15,891"
134,T135,T135,Jarrod Moseley,1,"$15,706","$15,706"
135,T135,T135,Nick O'Hern,1,"$15,706","$15,706"
136,137,137,David Sutherland,32,"$15,585","$498,748"
137,138,138,Richard Zokol,11,"$15,408","$169,492"
138,139,139,Jimmy Green,27,"$15,352","$414,508"
139,140,140,Woody Austin,32,"$15,174","$485,588"
140,141,141,Retief Goosen,13,"$15,084","$196,093"
141,142,142,Shaun Micheel,31,"$15,078","$467,430"
142,143,143,Neal Lancaster,31,"$15,055","$466,712"
143,144,144,"Jim Gallagher, Jr.",16,"$15,032","$240,514"
144,145,145,Pete Jordan,31,"$14,983","$464,480"
145,146,146,Michael Kirk,1,"$14,893","$14,893"
146,147,147,Jim McGovern,18,"$14,813","$266,647"
147,148,148,Brian Gay,33,"$14,606","$482,028"
148,149,149,Doug Dunakey,27,"$14,557","$393,058"
149,150,150,Jay Williamson,32,"$14,375","$460,023"
150,151,151,Michael Campbell,6,"$14,370","$86,223"
151,152,152,Hank Kuehne,6,"$14,276","$85,656"
152,153,153,Bradley Hughes,33,"$14,230","$469,590"
153,154,154,Jonathan Byrd,1,"$14,130","$14,130"
154,155,155,Lee Porter,2,"$14,123","$28,247"
155,156,156,Dan Forsman,27,"$14,049","$379,349"
156,157,157,Bob Tway,30,"$13,921","$417,646"
157,158,158,Steve Elkington,17,"$13,693","$232,784"
158,159,159,Warren Schutte,1,"$13,578","$13,578"
159,160,160,Bob Burns,29,"$13,485","$391,074"
160,161,161,Gary Nicklaus,30,"$13,466","$403,982"
161,162,162,Paul Goydos,30,"$13,279","$398,393"
162,163,163,Tommy Armour III,30,"$13,253","$397,609"
163,164,164,Rick Fehr,24,"$13,070","$313,701"
164,165,165,Ángel Cabrera,6,"$13,042","$78,256"
165,166,166,Mike Reid,23,"$13,005","$299,137"
166,167,167,Robin Freeman,32,"$12,982","$415,429"
167,168,168,Joey Sindelar,30,"$12,944","$388,340"
168,169,169,Mathew Goggin,32,"$12,941","$414,123"
169,T170,T170,Takao Nogami,1,"$12,856","$12,856"
170,T170,T170,Jeff Roth,1,"$12,856","$12,856"
171,172,172,Ian Garbutt,1,"$12,753","$12,753"
172,173,173,Jerry Smith,32,"$12,705","$406,591"
173,174,174,Hidemichi Tanaka,3,"$12,583","$37,750"
174,175,175,Brandt Jobe,32,"$12,563","$402,016"
175,176,176,Masashi Jumbo Ozaki,3,"$12,557","$37,673"
176,177,177,Tom Pernice Jr.,32,"$12,116","$387,715"
177,178,178,Joey Gullion,7,"$12,092","$84,650"
178,179,179,Greg Owen,1,"$11,842","$11,842"
179,180,180,Brett Quigley,21,"$11,763","$247,036"
180,181,181,Dave Eichelberger,1,"$11,760","$11,760"
181,182,182,Brian Claar,8,"$11,369","$90,958"
182,183,183,Christy O'Connor,1,"$11,273","$11,273"
183,184,184,Derek Gillespie,1,"$11,220","$11,220"
184,185,185,Cameron Beckman,26,"$11,212","$291,514"
185,186,186,Craig Spence,31,"$11,179","$346,569"
186,187,187,Sandy Lyle,18,"$11,055","$198,990"
187,188,188,Bobby Clampett,2,"$11,028","$22,056"
188,T189,T189,Desvonde Botes,1,"$10,969","$10,969"
189,T189,T189,Per-Ulrik Johansson,1,"$10,969","$10,969"
190,T189,T189,Ian Poulter,1,"$10,969","$10,969"
191,192,192,Brian Watts,29,"$10,751","$311,802"
192,193,193,Gordon Brand Jr.,1,"$10,741","$10,741"
193,194,194,Kevin Wentworth,31,"$10,719","$332,293"
194,195,195,Craig Perks,28,"$10,639","$297,912"
195,196,196,Lionel Alexandre,1,"$10,628","$10,628"
196,197,197,Tommy Aaron,1,"$10,488","$10,488"
197,198,198,Jay Haas,26,"$10,221","$265,754"
198,T199,T199,Jeff Gallagher,4,"$10,213","$40,855"
199,T199,T199,Gabriel Hjertstedt,29,"$10,213","$296,188"
200,201,201,K.J. Choi,30,"$10,191","$305,744"
201,202,202,Robert Gamez,26,"$9,973","$259,305"
202,203,203,Sean Murphy,35,"$9,692","$339,242"
203,204,204,Paul McGinley,4,"$9,679","$38,716"
204,205,205,Craig Barlow,31,"$9,602","$297,672"
205,206,206,"Dave Stockton, Jr.",31,"$9,368","$290,426"
206,207,207,Jeff Coston,2,"$8,983","$17,967"
207,208,208,Todd Barranger,5,"$8,753","$43,766"
208,209,209,"David Berganio, Jr.",4,"$8,656","$34,625"
209,210,210,Rich Beem,29,"$8,616","$249,881"
210,211,211,Mark Wilson,1,"$8,500","$8,500"
211,212,212,Frank Nobilo,28,"$8,445","$236,475"
212,213,213,Corey Pavin,25,"$8,395","$209,882"
213,214,214,Kaname Yokoo,5,"$8,257","$41,286"
214,215,215,Tom Purtzer,21,"$8,127","$170,683"
215,216,216,David Howser,1,"$8,126","$8,126"
216,217,217,Ian Woosnam,5,"$8,068","$40,341"
217,218,218,Barry Cheesman,35,"$7,940","$277,917"
218,T219,T219,Lucas Parsons,2,"$7,853","$15,706"
219,T219,T219,Tsuyoshi Yoneyama,2,"$7,853","$15,706"
220,221,221,Eduardo Romero,3,"$7,844","$23,533"
221,222,222,Mike Sposa,26,"$7,744","$201,360"
222,223,223,Curtis Strange,12,"$7,532","$90,387"
223,224,224,Brad Fabel,30,"$7,330","$219,924"
224,225,225,Bruce Smith,1,"$7,240","$7,240"
225,226,226,Sam Randolph,1,"$7,200","$7,200"
226,227,227,Tommy Tolles,20,"$7,112","$142,248"
227,228,228,Ben Bates,35,"$7,088","$248,087"
228,229,229,José Coceres,3,"$7,085","$21,256"
229,230,230,David Morland IV,31,"$7,053","$218,647"
230,231,231,Mike Nicolette,1,"$6,996","$6,996"
231,232,232,Michael Bradley,26,"$6,904","$179,509"
232,233,233,Ronnie Black,28,"$6,821","$190,997"
233,234,234,Paul Gow,2,"$6,813","$13,626"
234,235,235,Ted Tryba,37,"$6,741","$249,437"
235,236,236,Dicky Pride,35,"$6,677","$233,719"
236,237,237,John Maginnes,32,"$6,617","$211,748"
237,238,238,Mike Brisky,31,"$6,588","$204,231"
238,239,239,Trevor Dodds,29,"$6,587","$191,044"
239,240,240,Charles Raulerson,32,"$6,565","$210,092"
240,241,241,Steven Young,1,"$6,480","$6,480"
241,242,242,Peter Jacobsen,22,"$6,431","$141,484"
242,243,243,Bob Friend,32,"$6,342","$202,973"
243,244,244,John Rollins,27,"$6,280","$169,570"
244,245,245,Omar Uresti,34,"$6,277","$213,432"
245,246,246,D.A. Weibring,14,"$6,258","$87,619"
246,247,247,"Pat Nanney, Jr.",1,"$6,090","$6,090"
247,248,248,David Frost,25,"$6,044","$151,123"
248,249,249,Mike Springer,31,"$5,894","$182,726"
249,250,250,Jeff Williams,1,"$5,880","$5,880"
250,251,251,Joey Maxon,1,"$5,852","$5,852"
251,252,252,David Ogrin,7,"$5,788","$40,521"
252,253,253,Jorge Benedetti,1,"$5,771","$5,771"
253,254,254,Korky Kemp,1,"$5,760","$5,760"
254,255,255,Dan Pohl,5,"$5,755","$28,775"
255,256,256,Andrew Coltart,4,"$5,701","$22,807"
256,257,257,Mike Standly,13,"$5,611","$72,948"
257,258,258,Brent Winston,1,"$5,580","$5,580"
258,259,259,David Ishii,1,"$5,568","$5,568"
259,260,260,Stephen Gangluff,1,"$5,460","$5,460"
260,261,261,Scott Gump,36,"$5,373","$193,460"
261,262,262,Peter Senior,2,"$5,314","$10,628"
262,263,263,Jason Buha,29,"$5,305","$153,862"
263,264,264,Paul Curry,25,"$5,148","$128,700"
264,265,265,Steve Gotsche,32,"$5,131","$164,203"
265,266,266,Bob Gilder,14,"$5,016","$70,236"
266,267,267,John Inman,1,"$5,014","$5,014"
267,268,268,Perry Moss,21,"$4,987","$104,735"
268,269,269,Brent Schwarzrock,19,"$4,965","$94,347"
269,270,270,Jeff Gove,31,"$4,959","$153,753"
270,271,271,Casey Martin,29,"$4,939","$143,248"
271,272,272,Michael Allen,1,"$4,936","$4,936"
272,273,273,Garrett Morrison,1,"$4,896","$4,896"
273,274,274,Ken Green,3,"$4,837","$14,512"
274,275,275,Yoshinori Mizumaki,4,"$4,832","$19,328"
275,276,276,Chris Tidland,3,"$4,812","$14,437"
276,277,277,Larry Rinker,16,"$4,795","$76,731"
277,278,278,Fulton Allem,25,"$4,785","$119,625"
278,279,279,Chris Wollmann,1,"$4,540","$4,540"
279,280,280,Edward Loar,5,"$4,533","$22,666"
280,281,281,Frank Dobbs,2,"$4,450","$8,900"
281,282,282,John Daly,26,"$4,440","$115,460"
282,283,283,Andy Bean,16,"$4,314","$69,028"
283,284,284,Bobby Cochran,30,"$4,244","$127,341"
284,285,285,Emlyn Aubrey,26,"$4,239","$110,220"
285,286,286,R.W. Eaks,1,"$4,180","$4,180"
286,287,287,Robert Thompson,2,"$4,160","$8,320"
287,288,288,Steven Alker,2,"$4,080","$8,160"
288,289,289,Marco Dawson,11,"$4,026","$44,290"
289,290,290,Jay Delsing,33,"$4,025","$132,842"
290,291,291,Danny Briggs,18,"$4,019","$72,354"
291,292,292,Gary Orr,4,"$3,926","$15,706"
292,293,293,Stan Utley,4,"$3,834","$15,336"
293,294,294,Bob Heintz,34,"$3,747","$127,412"
294,295,295,Steve Hart,30,"$3,598","$107,949"
295,296,296,Wayne Levi,4,"$3,536","$14,144"
296,297,297,Gene Sauers,8,"$3,527","$28,216"
297,298,298,Mike Sullivan,3,"$3,485","$10,457"
298,299,299,Dick Mast,17,"$3,460","$58,834"
299,300,300,Kelly Gibson,30,"$3,443","$103,304"
300,301,301,Bart Bryant,25,"$3,431","$85,797"
301,302,302,Ryan Howison,30,"$3,304","$99,148"
302,303,303,Wayne Grady,15,"$3,293","$49,406"
303,304,304,Phil Blackmar,15,"$3,251","$48,778"
304,305,305,Willie Wood,14,"$3,238","$45,344"
305,306,306,P.H. Horgan III,25,"$3,224","$80,612"
306,307,307,Rob McMillan,2,"$3,135","$6,270"
307,308,308,Curt Byrum,4,"$3,010","$12,040"
308,309,309,Jason Caron,29,"$3,003","$87,109"
309,310,310,Brad Bryant,4,"$2,955","$11,820"
310,311,311,David Edwards,15,"$2,946","$44,194"
311,312,312,Eric Booker,31,"$2,858","$88,615"
312,313,313,Tim Thelen,2,"$2,828","$5,656"
313,314,314,Andy Miller,2,"$2,820","$5,640"
314,315,315,Chip Beck,21,"$2,697","$56,637"
315,316,316,Keith Clearwater,13,"$2,617","$34,032"
316,317,317,Dave Barr,6,"$2,600","$15,600"
317,318,318,Greg Twiggs,2,"$2,270","$4,540"
318,319,319,Jack Nicklaus,8,"$2,155","$17,244"
319,320,320,Aaron Bengoechea,29,"$2,083","$60,429"
320,321,321,Bobby Gage,3,"$2,070","$6,210"
321,322,322,Jeff Freeman,10,"$2,009","$20,090"
322,323,323,Keith Nolan,23,"$2,000","$46,006"
323,324,324,Gary Hallberg,10,"$1,921","$19,211"
324,325,325,John Restino,18,"$1,902","$34,242"
325,326,326,Mike Hulbert,34,"$1,761","$59,877"
326,327,327,Adam Scott,6,"$1,700","$10,200"
327,328,328,Guy Boros,4,"$1,699","$6,796"
328,329,329,Mike Heinen,3,"$1,672","$5,018"
329,330,330,Don Pooley,7,"$1,553","$10,872"
330,331,331,Nolan Henke,32,"$1,491","$47,722"
331,332,332,Craig Bowden,25,"$1,371","$34,280"
332,333,333,Ed Fiori,15,"$1,128","$16,924"
333,334,334,Hunter Haas,6,"$1,114","$6,685"
334,335,335,Mark Carnevale,7,$887,"$6,210"
335,336,336,Keith Fergus,7,$881,"$6,169"
336,337,337,Brett Wetterich,9,$797,"$7,174"
337,338,338,Clarence Rose,7,$787,"$5,512"
338,339,339,Mike Donald,6,$653,"$3,920"
339,340,340,Mark McCumber,10,$618,"$6,180"
340,341,341,Ben Crenshaw,13,$569,"$7,400"
341,342,342,Fuzzy Zoeller,14,$325,"$4,550"
