,Total_Money_Official_and_Unofficial_RANK THIS WEEK,Total_Money_Official_and_Unofficial_RANK LAST WEEK,Total_Money_Official_and_Unofficial_PLAYER NAME,Total_Money_Official_and_Unofficial_EVENTS,Total_Money_Official_and_Unofficial_MONEY
135,136,136,Joey Sindelar,30,"$388,341"
136,137,137,Tom Pernice Jr.,32,"$387,716"
137,138,138,Dan Forsman,27,"$379,349"
138,139,139,Sean Murphy,36,"$364,242"
139,140,140,Retief Goosen,15,"$360,426"
140,141,141,Craig Spence,32,"$346,569"
141,142,142,Kevin Wentworth,32,"$332,293"
142,143,143,K.J. Choi,31,"$330,745"
143,144,144,Charles Howell III,14,"$328,533"
144,145,145,Craig Perks,29,"$322,912"
145,146,146,Craig Barlow,32,"$322,672"
146,147,147,Michael Campbell,7,"$321,723"
147,148,148,Eduardo Romero,4,"$320,034"
148,149,149,Cameron Beckman,27,"$316,515"
149,150,150,Brian Watts,30,"$315,802"
150,151,151,Rick Fehr,25,"$313,701"
151,152,152,Jay Haas,27,"$312,005"
152,153,153,Frank Nobilo,30,"$311,476"
153,154,154,Mike Reid,23,"$299,138"
154,155,155,Gabriel Hjertstedt,29,"$296,189"
155,156,156,"Dave Stockton, Jr.",32,"$290,426"
156,157,157,Steve Elkington,19,"$287,785"
157,158,158,Barry Cheesman,36,"$281,918"
158,159,159,Nick Faldo,15,"$276,583"
159,160,160,Jim McGovern,19,"$266,647"
160,161,161,Robert Gamez,27,"$263,305"
161,162,162,Corey Pavin,26,"$262,383"
162,163,163,Dicky Pride,36,"$258,720"
163,164,164,David Morland IV,32,"$256,148"
164,165,165,Bernhard Langer,10,"$254,455"
165,166,166,Rich Beem,29,"$249,881"
166,167,167,Ted Tryba,37,"$249,437"
167,168,168,Ben Bates,36,"$248,087"
168,169,169,Brett Quigley,22,"$247,037"
169,170,170,"Jim Gallagher, Jr.",16,"$240,514"
170,171,171,Kazuhiko Hosokawa,14,"$227,588"
171,172,172,Mike Sposa,27,"$226,360"
172,173,173,Brad Fabel,31,"$223,924"
173,174,174,Omar Uresti,35,"$213,433"
174,175,175,John Maginnes,32,"$211,749"
175,176,176,Charles Raulerson,32,"$210,093"
176,177,177,Mike Brisky,31,"$204,232"
177,178,178,Bob Friend,32,"$202,973"
178,179,179,Hidemichi Tanaka,4,"$199,917"
179,180,180,Sandy Lyle,18,"$198,990"
180,181,181,Scott Gump,37,"$197,460"
181,182,182,David Frost,26,"$197,373"
182,183,183,Ronnie Black,29,"$194,997"
183,184,184,Trevor Dodds,29,"$191,044"
184,185,185,Mike Springer,32,"$186,726"
185,186,186,Peter Jacobsen,23,"$183,984"
186,187,187,Michael Bradley,26,"$179,510"
187,188,188,Pierre Fulke,3,"$173,587"
188,189,189,John Rollins,28,"$173,570"
189,190,190,Richard Zokol,12,"$173,492"
190,191,191,Tommy Tolles,21,"$172,248"
191,192,192,Tom Purtzer,21,"$170,683"
192,193,193,Paul McGinley,5,"$166,967"
193,194,194,Steve Gotsche,33,"$164,203"
194,195,195,Gary Orr,5,"$163,707"
195,196,196,Andrew Coltart,4,"$162,057"
196,197,197,Tom Watson,4,"$158,409"
197,198,198,Jason Buha,29,"$153,862"
198,199,199,Jeff Gove,31,"$153,753"
199,200,200,Esteban Isasi,2,"$150,000"
200,201,201,Bruce Lietzke,9,"$149,196"
201,202,202,Casey Martin,30,"$147,248"
202,203,203,Jay Delsing,33,"$132,843"
203,204,204,Paul Curry,26,"$128,701"
204,205,205,Bob Heintz,35,"$127,412"
205,206,206,Bobby Cochran,31,"$127,342"
206,207,207,Tom Kite,6,"$121,605"
207,208,208,Fulton Allem,25,"$119,626"
208,209,209,Brent Schwarzrock,20,"$119,347"
209,210,210,John Daly,26,"$115,460"
210,211,211,Steve Hart,31,"$111,949"
211,212,212,Bart Bryant,26,"$110,797"
212,213,213,Emlyn Aubrey,26,"$110,221"
213,214,214,Perry Moss,22,"$108,735"
214,215,215,Kelly Gibson,31,"$107,304"
215,216,216,Donnie Hammond,7,"$100,938"
216,217,217,Ryan Howison,30,"$99,149"
217,218,218,Ian Woosnam,6,"$94,592"
218,219,219,Brian Claar,9,"$90,959"
219,220,220,Curtis Strange,12,"$90,387"
220,221,221,Stephen Sear,2,"$90,000"
221,222,222,José Coceres,3,"$89,756"
222,223,223,Eric Booker,31,"$88,615"
223,224,224,D.A. Weibring,14,"$87,620"
224,225,225,Jason Caron,29,"$87,110"
225,226,226,Hank Kuehne,6,"$85,656"
226,227,227,Joey Gullion,7,"$84,651"
227,228,228,P.H. Horgan III,25,"$80,612"
228,229,229,Mark McNulty,2,"$78,846"
229,230,230,Mathias Grönberg,4,"$77,000"
230,231,231,Larry Rinker,16,"$76,731"
231,232,232,Adam Scott,7,"$75,200"
232,233,233,Mike Standly,13,"$72,948"
233,234,234,Danny Briggs,19,"$72,354"
234,235,235,Ted Purdy,1,"$72,000"
235,236,236,Bob Gilder,14,"$70,236"
236,237,237,Andy Bean,16,"$69,028"
237,238,238,Lucas Parsons,3,"$68,373"
238,239,239,Jack Nicklaus,9,"$67,244"
239,240,240,Jarmo Sandelin,3,"$66,432"
240,241,241,Kaname Yokoo,6,"$66,286"
241,242,242,Keiichiro Fukabori,3,"$64,350"
242,243,243,Aaron Bengoechea,29,"$60,429"
243,244,244,Mike Hulbert,35,"$59,878"
244,245,245,Keith Clearwater,14,"$59,033"
245,246,246,Dick Mast,17,"$58,834"
246,247,247,Darren Fichardt,4,"$58,000"
247,248,248,Chip Beck,21,"$56,637"
248,249,249,Nic Henning,2,"$56,250"
249,250,250,Ben Crenshaw,14,"$53,650"
250,251,251,Lee Porter,3,"$53,247"
251,T252,T252,Steve Allan,1,"$50,000"
252,T252,T252,Greg Turner,2,"$50,000"
253,254,254,Wayne Grady,15,"$49,406"
254,255,255,Phil Blackmar,15,"$48,778"
255,256,256,Todd Barranger,6,"$47,767"
256,257,257,Nolan Henke,32,"$47,722"
257,258,258,Nobuhito Sato,2,"$46,500"
258,259,259,Keith Nolan,23,"$46,006"
259,260,260,Willie Wood,15,"$45,345"
260,261,261,Marco Dawson,11,"$44,290"
261,262,262,David Edwards,15,"$44,194"
262,263,263,Peter Senior,2,"$43,628"
263,264,264,Arnold Palmer,4,"$42,500"
264,265,265,Jeff Gallagher,4,"$40,855"
265,266,266,David Ogrin,7,"$40,522"
266,267,267,Alex Cejka,2,"$40,000"
267,268,268,Chris Tidland,4,"$39,438"
268,269,269,Brian Kontak,1,"$37,950"
269,270,270,Masashi Jumbo Ozaki,3,"$37,673"
270,271,271,Brian Wilson,1,"$37,500"
271,272,272,Per-Ulrik Johansson,2,"$35,970"
272,273,273,"David Berganio, Jr.",4,"$34,625"
273,274,274,Craig Bowden,25,"$34,280"
274,275,275,John Restino,18,"$34,242"
275,276,276,Hale Irwin,1,"$34,066"
276,277,277,Hunter Haas,7,"$31,685"
277,278,278,Dean Robertson,1,"$30,366"
278,279,279,Dan Pohl,5,"$28,776"
279,280,280,Gene Sauers,8,"$28,217"
280,281,281,Tjaart van der Walt,1,"$27,750"
281,282,282,Kyi Hla Han,2,"$27,000"
282,T283,T283,Kevin Johnson,2,"$26,250"
283,T283,T283,Andrew McLardy,1,"$26,250"
284,T285,T285,Jeremy Anderson,2,"$25,000"
285,T285,T285,Emanuele Canonica,1,"$25,000"
286,T285,T285,Richie Coughlan,2,"$25,000"
287,T285,T285,Danny Ellis,1,"$25,000"
288,T285,T285,Ben Ferguson,1,"$25,000"
289,T285,T285,Jason Gore,2,"$25,000"
290,T285,T285,Jeff Julian,1,"$25,000"
291,T285,T285,Craig Kanada,1,"$25,000"
292,T285,T285,Cliff Kresge,2,"$25,000"
293,T285,T285,Michael Muehr,2,"$25,000"
294,T285,T285,Geoff Ogilvy,1,"$25,000"
295,T285,T285,Fred Wadsworth,2,"$25,000"
296,T285,T285,Rocky Walcher,1,"$25,000"
297,T285,T285,Garrett Willis,1,"$25,000"
298,299,299,Jeff Freeman,11,"$24,090"
299,300,300,Edward Loar,5,"$22,667"
300,T301,T301,Tony Johnstone,2,"$22,500"
301,T301,T301,Peter O'Malley,2,"$22,500"
302,T303,T303,Bobby Clampett,2,"$22,056"
303,T303,T303,Charles Warren,1,"$22,056"
304,305,305,Toshi Izawa,1,"$20,500"
305,306,306,Yoshinori Mizumaki,4,"$19,328"
306,307,307,Gary Hallberg,10,"$19,212"
307,T308,T308,Brian Davis,2,"$19,000"
308,T308,T308,Jamie Spence,2,"$19,000"
309,310,310,Ken Green,4,"$18,513"
310,T311,T311,Chawalit Plaphol,1,"$18,250"
311,T311,T311,Thammanoon Sriroj,1,"$18,250"
312,313,313,Jeff Coston,2,"$17,967"
313,314,314,Robert Ames,1,"$17,500"
314,315,315,Thomas Levet,1,"$17,000"
315,316,316,Ed Fiori,15,"$16,925"
316,317,317,Kalle Vainola,1,"$16,500"
317,T318,T318,Jesús Amaya,1,"$16,000"
318,T318,T318,Gustavo Mendoza,1,"$16,000"
319,320,320,Rick Hartmann,1,"$15,891"
320,T321,T321,Jarrod Moseley,1,"$15,707"
321,T321,T321,Nick O'Hern,1,"$15,707"
322,T321,T321,Tsuyoshi Yoneyama,2,"$15,707"
323,324,324,Dave Barr,6,"$15,600"
324,T325,T325,Danny Chia,1,"$15,500"
325,T325,T325,Rashid Ismail,1,"$15,500"
326,327,327,Stan Utley,4,"$15,336"
327,328,328,Michael Kirk,1,"$14,894"
328,329,329,Wayne Levi,4,"$14,144"
329,330,330,Jonathan Byrd,2,"$14,130"
330,331,331,Paul Gow,2,"$13,627"
331,332,332,Warren Schutte,1,"$13,578"
332,T333,T333,Takao Nogami,1,"$12,856"
333,T333,T333,Jeff Roth,1,"$12,856"
334,335,335,Ian Garbutt,1,"$12,754"
335,336,336,Curt Byrum,5,"$12,041"
336,337,337,Greg Owen,1,"$11,843"
337,338,338,Brad Bryant,4,"$11,820"
338,339,339,Dave Eichelberger,1,"$11,760"
339,340,340,Christy O'Connor,1,"$11,273"
340,341,341,Derek Gillespie,1,"$11,220"
341,T342,T342,Desvonde Botes,1,"$10,970"
342,T342,T342,Ian Poulter,1,"$10,970"
343,344,344,Don Pooley,7,"$10,872"
344,345,345,Gordon Brand Jr.,1,"$10,742"
345,346,346,Lionel Alexandre,1,"$10,628"
346,347,347,Tommy Aaron,1,"$10,488"
347,348,348,Mike Sullivan,3,"$10,458"
348,349,349,Bobby Gage,4,"$10,210"
349,350,350,Frank Dobbs,2,"$8,900"
350,351,351,Chris Wollmann,2,"$8,540"
351,352,352,Mark Wilson,1,"$8,500"
352,353,353,Robert Thompson,2,"$8,320"
353,354,354,R.W. Eaks,2,"$8,180"
354,355,355,Steven Alker,2,"$8,160"
355,356,356,David Howser,1,"$8,127"
356,357,357,Bruce Smith,1,"$7,240"
357,358,358,Sam Randolph,2,"$7,200"
358,359,359,Brett Wetterich,9,"$7,174"
359,360,360,Mike Nicolette,1,"$6,996"
360,361,361,Guy Boros,4,"$6,796"
361,362,362,Steven Young,1,"$6,480"
362,363,363,Rob McMillan,3,"$6,270"
363,364,364,Mark Carnevale,8,"$6,210"
364,365,365,Mark McCumber,10,"$6,180"
365,366,366,Keith Fergus,7,"$6,169"
366,367,367,"Pat Nanney, Jr.",1,"$6,090"
367,368,368,Jeff Williams,1,"$5,880"
368,369,369,Joey Maxon,1,"$5,852"
369,370,370,Jorge Benedetti,1,"$5,771"
370,371,371,Korky Kemp,1,"$5,760"
371,372,372,Tim Thelen,2,"$5,656"
372,373,373,Andy Miller,2,"$5,640"
373,374,374,Brent Winston,1,"$5,580"
374,375,375,David Ishii,1,"$5,568"
375,376,376,Clarence Rose,7,"$5,512"
376,377,377,Stephen Gangluff,1,"$5,460"
377,378,378,Mike Heinen,4,"$5,018"
378,379,379,John Inman,1,"$5,014"
379,380,380,Michael Allen,1,"$4,936"
380,381,381,Garrett Morrison,1,"$4,896"
381,382,382,Fuzzy Zoeller,14,"$4,550"
382,383,383,Greg Twiggs,2,"$4,540"
383,T384,T384,Brian Bateman,1,"$4,000"
384,T384,T384,Kevin Burton,2,"$4,000"
385,T384,T384,Chad Campbell,2,"$4,000"
386,T384,T384,Paul Claxton,1,"$4,000"
387,T384,T384,Joe Daley,2,"$4,000"
388,T384,T384,Bobby Elliott,1,"$4,000"
389,T384,T384,Brian Fogt,1,"$4,000"
390,T384,T384,Bob Gaus,2,"$4,000"
391,T384,T384,David Gossett,11,"$4,000"
392,T384,T384,Jason Hill,1,"$4,000"
393,T384,T384,Charley Hoffman,2,"$4,000"
394,T384,T384,Ryuji Imada,2,"$4,000"
395,T384,T384,Freddie Jacobson,2,"$4,000"
396,T384,T384,Richard Johnson,1,"$4,000"
397,T384,T384,Tom Kalinowski,1,"$4,000"
398,T384,T384,Brian Kamm,1,"$4,000"
399,T384,T384,John Kernohan,1,"$4,000"
400,T384,T384,David Kirkpatrick,1,"$4,000"
401,T384,T384,Joel Kribel,3,"$4,000"
402,T384,T384,Stephen Leaney,2,"$4,000"
403,T384,T384,Andy Morse,1,"$4,000"
404,T384,T384,Timothy O'Neal,1,"$4,000"
405,T384,T384,Arron Oberholser,2,"$4,000"
406,T384,T384,Rod Pampling,1,"$4,000"
407,T384,T384,Brenden Pappas,1,"$4,000"
408,T384,T384,Jamie Rogers,1,"$4,000"
409,T384,T384,Jeff Sanday,1,"$4,000"
410,T384,T384,Heath Slocum,1,"$4,000"
411,T384,T384,Curtis Wangrud,1,"$4,000"
412,T384,T384,Vic Wilk,1,"$4,000"
413,414,414,Mike Donald,6,"$3,920"
