,Approaches_from__200_yards_RANK THIS WEEK,Approaches_from__200_yards_RANK LAST WEEK,Approaches_from__200_yards_PLAYER NAME,Approaches_from__200_yards_ROUNDS,Approaches_from__200_yards_AVG,Approaches_from__200_yards_TOTAL DISTANCE (FEET),Approaches_from__200_yards_# OF ATTEMPTS,Approaches_from__200_yards_RELATIVE TO PAR
0,1,1,Tiger Woods,74,"47' 5""",4364.5,92,-72
1,2,2,Sergio Garcia,62,"49' 3""",1872.1670000000001,38,-17
2,3,3,Fred Couples,71,"49' 10""",2888.833,58,-34
3,4,4,Tim Clark,79,"50' 3""",5229.25,104,-30
4,5,5,Nick Price,65,"50' 7""",3997.917,79,-35
5,6,6,Lee Janzen,83,"51' 1""",4542.75,89,-52
6,7,7,Darren Clarke,61,"51' 7""",3300.333,64,-34
7,8,8,Carl Pettersson,80,"52' 1""",5828.9169999999995,112,-50
8,9,9,John Huston,76,"52' 2""",4692.5,90,-49
9,10,10,Craig Barlow,95,"52' 9""",7386.9169999999995,140,-91
10,11,11,Ian Leggatt,71,"53' 0""",5455.8330000000005,103,-54
11,T12,T12,Harrison Frazar,88,"53' 6""",7060.5830000000005,132,-69
12,T12,T12,Hank Kuehne,73,"53' 6""",4013.917,75,-44
13,T14,T14,Stewart Cink,104,"53' 7""",5894.3330000000005,110,-62
14,T14,T14,Bob Estes,92,"53' 7""",5841.5830000000005,109,-53
15,16,16,Jonathan Kaye,91,"53' 9""",5215.667,97,-53
16,17,17,Todd Barranger,78,"53' 10""",5273.6669999999995,98,-56
17,18,18,Brenden Pappas,105,"54' 2""",7805.0830000000005,144,-75
18,T19,T19,Robert Allenby,87,"54' 4""",5593.3330000000005,103,-65
19,T19,T19,Mark O'Meara,69,"54' 4""",3425.333,63,-22
20,T19,T19,Vijay Singh,106,"54' 4""",6736.5,124,-84
21,22,22,David Sutherland,77,"54' 7""",6715.75,123,-65
22,23,23,Cliff Kresge,102,"54' 8""",8147.75,149,-68
23,24,24,Woody Austin,107,"54' 10""",8723.25,159,-75
24,25,25,José Coceres,62,"55' 1""",6389.25,116,-44
25,26,26,Robert Gamez,114,"55' 2""",8605.75,156,-99
26,27,27,Olin Browne,113,"55' 3""",8457.0,153,-47
27,28,28,J.L. Lewis,99,"55' 6""",6766.1669999999995,122,-56
28,T29,T29,K.J. Choi,112,"55' 7""",7617.4169999999995,137,-81
29,T29,T29,Brandt Jobe,77,"55' 7""",6728.3330000000005,121,-52
30,T31,T31,Shaun Micheel,97,"55' 9""",7134.1669999999995,128,-53
31,T31,T31,Steve Stricker,59,"55' 9""",3568.167,64,-23
32,T33,T33,Arron Oberholser,80,"55' 11""",6933.75,124,-60
33,T33,T33,Kenneth Staton,59,"55' 11""",4750.25,85,-35
34,35,35,Ernie Els,65,"56' 0""",2742.833,49,-28
35,36,36,Chad Campbell,105,"56' 1""",7744.4169999999995,138,-73
36,37,37,Adam Scott,52,"56' 5""",2086.0,37,-22
37,38,38,Duffy Waldorf,90,"56' 6""",6834.75,121,-59
38,T39,T39,Bob Burns,88,"56' 7""",6446.0830000000005,114,-35
39,T39,T39,Per-Ulrik Johansson,96,"56' 7""",8142.4169999999995,144,-68
40,T39,T39,Kenny Perry,98,"56' 7""",7297.25,129,-65
41,42,42,Paul Stankowski,67,"56' 8""",4534.917,80,-46
42,43,43,Brent Geiberger,51,"56' 9""",3178.75,56,-29
43,44,44,Tom Lehman,87,"56' 10""",6194.0830000000005,109,-59
44,T45,T45,Ben Crane,94,"56' 11""",6711.8330000000005,118,-56
45,T45,T45,Retief Goosen,69,"56' 11""",3583.167,63,-39
46,T47,T47,J.J. Henry,100,"57' 0""",8384.5,147,-74
47,T47,T47,Neal Lancaster,110,"57' 0""",7921.4169999999995,139,-74
48,49,49,Fred Funk,112,"57' 1""",10159.417,178,-45
49,T50,T50,Stephen Ames,91,"57' 3""",7676.25,134,-72
50,T50,T50,Jason Gore,83,"57' 3""",5950.0830000000005,104,-62
51,T50,T50,Peter Lonard,96,"57' 3""",6124.5,107,-56
52,T50,T50,Phil Mickelson,87,"57' 3""",3665.417,64,-33
53,54,54,Davis Love III,85,"57' 4""",5100.75,89,-52
54,55,55,Mark Calcavecchia,84,"57' 5""",6082.3330000000005,106,-52
55,T56,T56,Cameron Beckman,86,"57' 6""",6845.8330000000005,119,-52
56,T56,T56,Jim Carter,95,"57' 6""",7933.8330000000005,138,-53
57,T56,T56,Ty Tryon,52,"57' 6""",3275.417,57,-32
58,T59,T59,Aaron Baddeley,71,"57' 7""",4316.167,75,-47
59,T59,T59,Joey Sindelar,93,"57' 7""",8581.917,149,-54
60,61,61,Geoff Ogilvy,86,"57' 8""",6865.0,119,-65
61,T62,T62,Steve Allan,53,"57' 10""",4107.5,71,-36
62,T62,T62,Brian Gay,100,"57' 10""",6767.6669999999995,117,-52
63,T62,T62,Jesper Parnevik,102,"57' 10""",7928.5830000000005,137,-71
64,T65,T65,Joe Durant,96,"57' 11""",8103.1669999999995,140,-60
65,T65,T65,Steve Lowery,86,"57' 11""",5501.25,95,-41
