,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
106,107,107,Mathew Goggin,90,61.01,410,672,-0.12
107,108,108,J.P. Hayes,79,60.88,414,680,-0.21
108,109,109,Dean Wilson,82,60.69,437,720,-0.2
109,110,110,Esteban Toledo,109,60.67,580,956,-0.16
110,T111,T111,J.L. Lewis,99,60.61,457,754,-0.16
111,T111,T111,Kenneth Staton,59,60.61,297,490,-0.13
112,113,113,Nick Price,65,60.59,309,510,-0.21
113,114,114,Scott McCarron,86,60.57,338,558,-0.22
114,115,115,Loren Roberts,87,60.46,422,698,-0.21
115,116,116,Dudley Hart,66,60.45,324,536,-0.18
116,117,117,Jesper Parnevik,102,60.4,482,798,-0.2
117,118,118,Stewart Cink,104,60.37,527,873,-0.26
118,119,119,Cliff Kresge,102,60.33,479,794,-0.16
119,120,120,Richard Johnson,89,60.22,483,802,-0.21
120,121,121,Stuart Appleby,90,60.18,393,653,-0.2
121,122,122,Donnie Hammond,92,60.17,491,816,-0.19
122,123,123,Rich Beem,80,60.12,303,504,-0.16
123,124,124,Adam Scott,52,60.11,211,351,-0.21
124,125,125,Tom Pernice Jr.,105,60.09,512,852,-0.21
125,T126,T126,Joel Edwards,60,60.0,354,590,-0.15
126,T126,T126,Scott Laycock,71,60.0,348,580,-0.2
127,T126,T126,Brent Schwarzrock,60,60.0,279,465,-0.15
128,129,129,Peter Lonard,96,59.97,433,722,-0.19
129,130,130,Brad Faxon,97,59.95,455,759,-0.23
130,131,131,Mike Sposa,72,59.9,375,626,-0.18
131,132,132,Chris Anderson,96,59.79,461,771,-0.22
132,T133,T133,Fred Couples,71,59.75,239,400,-0.26
133,T133,T133,Hank Kuehne,73,59.75,291,487,-0.19
134,135,135,Ben Crane,94,59.74,463,775,-0.22
135,136,136,Jim Carter,95,59.66,525,880,-0.16
136,137,137,Gene Sauers,87,59.51,460,773,-0.15
137,138,138,Todd Fischer,97,59.48,477,802,-0.2
138,139,139,Carl Pettersson,80,59.46,418,703,-0.22
139,140,140,Brian Gay,100,59.41,486,818,-0.18
140,141,141,Arron Oberholser,80,59.4,452,761,-0.17
141,142,142,Aaron Baddeley,71,59.33,334,563,-0.21
142,143,143,Bob Burns,88,59.12,415,702,-0.16
143,144,144,Chris DiMarco,98,59.0,403,683,-0.24
144,145,145,Robert Damron,96,58.97,490,831,-0.17
145,146,146,Brent Geiberger,51,58.8,264,449,-0.21
146,147,147,Jason Buha,61,58.7,297,506,-0.18
147,148,148,Tom Byrum,97,58.69,493,840,-0.21
148,149,149,Notah Begay III,92,58.43,468,801,-0.18
149,150,150,Steve Allan,53,58.39,275,471,-0.19
150,151,151,Jonathan Byrd,101,58.36,412,706,-0.19
151,152,152,Mark O'Meara,69,58.22,262,450,-0.2
152,153,153,Pat Perez,95,58.16,410,705,-0.19
153,154,154,Len Mattiace,94,57.92,450,777,-0.2
154,155,155,Paul Goydos,86,57.84,439,759,-0.23
155,156,156,Garrett Willis,97,57.78,464,803,-0.22
156,157,157,Deane Pappas,75,57.76,320,554,-0.23
157,158,158,Steven Alker,87,57.64,434,753,-0.17
158,159,159,Kenichi Kuboya,91,57.63,461,800,-0.17
159,160,160,John Maginnes,87,57.62,412,715,-0.18
160,161,161,Matt Gogel,77,57.59,364,632,-0.21
161,162,162,Mark Wilson,82,57.5,410,713,-0.19
162,163,163,Corey Pavin,88,57.45,428,745,-0.18
163,164,164,Jason Caron,74,57.41,341,594,-0.13
164,165,165,John Morgan,81,57.38,350,610,-0.13
165,166,166,Rory Sabbatini,95,57.36,386,673,-0.15
166,167,167,Doug Barron,90,57.32,462,806,-0.18
167,168,168,José Coceres,62,57.3,306,534,-0.16
168,T169,T169,Greg Chalmers,98,57.24,494,863,-0.24
169,T169,T169,Brad Elder,51,57.24,241,421,-0.19
170,171,171,Mark Calcavecchia,84,57.03,373,654,-0.21
171,172,172,Phil Mickelson,87,56.91,276,485,-0.17
172,T173,T173,Craig Perks,82,56.34,342,607,-0.17
173,T173,T173,Darron Stiles,93,56.34,373,662,-0.17
174,175,175,John Rollins,89,56.22,303,539,-0.23
175,176,176,Mark Brooks,90,56.1,414,738,-0.18
176,T177,T177,"Dave Stockton, Jr.",79,55.99,355,634,-0.19
177,T177,T177,Kaname Yokoo,56,55.99,257,459,-0.19
178,179,179,John Daly,56,55.91,194,347,-0.11
179,180,180,Chris Riley,96,55.83,402,720,-0.23
180,181,181,Jeff Klein,60,55.73,292,524,-0.14
181,182,182,Todd Barranger,78,55.56,325,585,-0.11
182,183,183,Vance Veazey,66,55.04,295,536,-0.19
183,184,184,Cameron Yancey,58,55.01,269,489,-0.18
184,185,185,Jason Gore,83,54.57,358,656,-0.18
185,186,186,Ty Tryon,52,54.5,200,367,-0.17
186,187,187,Anthony Painter,87,54.48,377,692,-0.18
187,188,188,Gavin Coles,69,53.75,315,586,-0.15
188,189,189,Andy Miller,75,52.78,313,593,-0.17
189,190,190,Steve Stricker,59,52.77,276,523,-0.16
