,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
50,T50,T50,Jonathan Kaye,91,-.158
51,T50,T50,Bob Tway,89,-.158
52,T53,T53,David Peoples,96,-.157
53,T53,T53,Darron Stiles,93,-.157
54,T55,T55,Mark Calcavecchia,84,-.156
55,T55,T55,Brad Faxon,97,-.156
56,T55,T55,Kirk Triplett,92,-.156
57,58,58,K.J. Choi,112,-.155
58,59,59,Ernie Els,65,-.153
59,T60,T60,Len Mattiace,94,-.152
60,T60,T60,Spike McRoy,103,-.152
61,T62,T62,Richard Johnson,89,-.150
62,T62,T62,Adam Scott,52,-.150
63,64,64,Jeff Brehaut,110,-.149
64,65,65,Robert Allenby,87,-.148
65,66,66,Stephen Ames,91,-.147
66,T67,T67,Bob Estes,92,-.146
67,T67,T67,Dicky Pride,73,-.146
68,69,69,Joe Durant,96,-.143
69,T70,T70,Rocco Mediate,80,-.141
70,T70,T70,Hal Sutton,81,-.141
71,T72,T72,Mike Heinen,89,-.140
72,T72,T72,Duffy Waldorf,90,-.140
73,T74,T74,Billy Andrade,100,-.139
74,T74,T74,Phil Mickelson,87,-.139
75,T76,T76,Aaron Baddeley,71,-.138
76,T76,T76,Tom Pernice Jr.,105,-.138
77,78,78,Skip Kendall,110,-.137
78,T79,T79,Dudley Hart,66,-.136
79,T79,T79,Tim Petrovic,108,-.136
80,T79,T79,Hidemichi Tanaka,112,-.136
81,T82,T82,Brian Bateman,70,-.135
82,T82,T82,Nick Price,65,-.135
83,84,84,Pat Bates,111,-.134
84,85,85,Arron Oberholser,80,-.131
85,T86,T86,Briny Baird,113,-.129
86,T86,T86,Matt Gogel,77,-.129
87,T86,T86,Brett Quigley,92,-.129
88,T89,T89,Tom Byrum,97,-.128
89,T89,T89,Scott Laycock,71,-.128
90,91,91,Justin Leonard,80,-.127
91,92,92,Kevin Sutherland,97,-.125
92,93,93,Thomas Levet,85,-.123
93,94,94,Andrew Magee,91,-.118
94,95,95,Tim Clark,79,-.114
95,96,96,Rory Sabbatini,95,-.111
96,T97,T97,Tom Gillis,71,-.110
97,T97,T97,Brent Schwarzrock,60,-.110
98,99,99,Heath Slocum,101,-.109
99,100,100,David Toms,90,-.107
100,T101,T101,Craig Barlow,95,-.106
101,T101,T101,Rich Beem,80,-.106
102,T101,T101,Kaname Yokoo,56,-.106
103,T104,T104,Peter Jacobsen,75,-.105
104,T104,T104,John Riegger,55,-.105
105,106,106,Notah Begay III,92,-.104
106,T107,T107,Chad Campbell,105,-.103
107,T107,T107,John Daly,56,-.103
108,T107,T107,Neal Lancaster,110,-.103
109,T110,T110,Bob Burns,88,-.101
110,T110,T110,Jason Caron,74,-.101
111,T110,T110,Joel Edwards,60,-.101
112,T110,T110,"Dave Stockton, Jr.",79,-.101
113,T110,T110,Garrett Willis,97,-.101
114,115,115,Corey Pavin,88,-.099
115,T116,T116,John Morgan,81,-.098
116,T116,T116,Geoff Ogilvy,86,-.098
117,T118,T118,Marco Dawson,86,-.097
118,T118,T118,Peter Lonard,96,-.097
119,T120,T120,Carlos Franco,99,-.096
120,T120,T120,Matt Kuchar,63,-.096
121,T122,T122,Tommy Armour III,66,-.095
122,T122,T122,Mathew Goggin,90,-.095
123,T122,T122,Dean Wilson,82,-.095
124,125,125,Joey Sindelar,93,-.093
125,T126,T126,John Maginnes,87,-.092
126,T126,T126,Esteban Toledo,109,-.092
127,128,128,Ian Leggatt,71,-.091
128,T129,T129,Mark Brooks,90,-.090
129,T129,T129,Harrison Frazar,88,-.090
130,T129,T129,David Gossett,92,-.090
131,T132,T132,Jay Don Blake,77,-.089
132,T132,T132,John Senden,111,-.089
133,134,134,Cliff Kresge,102,-.088
134,135,135,Alex Cejka,98,-.087
135,136,136,Chris Smith,92,-.086
136,T137,T137,Akio Sadakata,83,-.085
137,T137,T137,Patrick Sheehan,101,-.085
138,T139,T139,Ben Curtis,69,-.083
139,T139,T139,Mike Sposa,72,-.083
140,T141,T141,J.J. Henry,100,-.081
141,T141,T141,Kent Jones,74,-.081
142,T143,T143,Cameron Beckman,86,-.080
143,T143,T143,Gavin Coles,69,-.080
144,T143,T143,Deane Pappas,75,-.080
145,T143,T143,Carl Paulson,101,-.080
146,147,147,Jesper Parnevik,102,-.079
147,T148,T148,Greg Chalmers,98,-.075
148,T148,T148,Robert Damron,96,-.075
149,T150,T150,Kenichi Kuboya,91,-.073
150,T150,T150,Jay Williamson,93,-.073
151,T152,T152,Paul Azinger,73,-.071
152,T152,T152,Per-Ulrik Johansson,96,-.071
153,T154,T154,Stuart Appleby,90,-.070
154,T154,T154,Darren Clarke,61,-.070
155,156,156,Craig Perks,82,-.066
156,T157,T157,Lee Janzen,83,-.065
157,T157,T157,Mark Wilson,82,-.065
158,159,159,Steven Alker,87,-.064
159,160,160,Brian Henninger,56,-.061
160,161,161,Glen Hnatiuk,92,-.060
161,162,162,Bernhard Langer,65,-.059
162,T163,T163,Tim Herron,102,-.052
163,T163,T163,Andy Miller,75,-.052
164,165,165,Mark O'Meara,69,-.050
165,T166,T166,Tom Lehman,87,-.049
166,T166,T166,Pat Perez,95,-.049
167,T168,T168,Jason Buha,61,-.044
168,T168,T168,Gene Sauers,87,-.044
169,170,170,Jason Gore,83,-.043
170,171,171,Kenneth Staton,59,-.040
171,172,172,Vance Veazey,66,-.038
172,173,173,Brenden Pappas,105,-.036
173,174,174,Scott McCarron,86,-.028
174,175,175,Sergio Garcia,62,-.022
175,176,176,Michael Clark II,54,-.021
176,177,177,Brian Gay,100,-.015
177,178,178,Jeff Klein,60,-.013
178,179,179,Steve Stricker,59,-.007
179,180,180,Jim Carter,95,-.005
180,T181,T181,Todd Barranger,78,E
181,T181,T181,Brandt Jobe,77,E
182,T181,T181,Cameron Yancey,58,E
183,184,184,Steve Allan,53,+.008
184,185,185,Anthony Painter,87,+.011
185,186,186,José Coceres,62,+.024
186,187,187,Carl Pettersson,80,+.034
187,188,188,Paul Stankowski,67,+.035
188,189,189,Brad Elder,51,+.054
189,190,190,Ty Tryon,52,+.127
