,GIR_Percentage_-_125-150_yards_RANK THIS WEEK,GIR_Percentage_-_125-150_yards_RANK LAST WEEK,GIR_Percentage_-_125-150_yards_PLAYER NAME,GIR_Percentage_-_125-150_yards_ROUNDS,GIR_Percentage_-_125-150_yards_%,GIR_Percentage_-_125-150_yards_GREENS HIT,GIR_Percentage_-_125-150_yards_TOTAL HOLES,GIR_Percentage_-_125-150_yards_RELATIVE TO PAR
0,1,1,Shigeki Maruyama,87,79.89,139,174,-0.22
1,2,2,Briny Baird,113,79.13,254,321,-0.24
2,3,3,Peter Jacobsen,75,78.28,155,198,-0.2
3,4,4,Corey Pavin,88,77.22,122,158,-0.18
4,5,5,Chad Campbell,105,76.63,200,261,-0.26
5,6,6,Glen Hnatiuk,92,76.6,144,188,-0.22
6,7,7,Luke Donald,88,76.14,134,176,-0.21
7,8,8,Jerry Kelly,108,75.68,140,185,-0.21
8,9,9,Fred Funk,112,75.48,157,208,-0.22
9,10,10,John Riegger,55,75.41,92,122,-0.23
10,11,11,Andrew Magee,91,75.31,183,243,-0.18
11,12,12,Dicky Pride,73,75.13,142,189,-0.23
12,13,13,Bob Tway,89,75.11,178,237,-0.3
13,14,14,Jim Furyk,104,74.89,170,227,-0.27
14,15,15,Brenden Pappas,105,74.74,213,285,-0.26
15,16,16,Jay Don Blake,77,74.68,118,158,-0.22
16,17,17,Glen Day,103,74.6,185,248,-0.24
17,18,18,Dan Forsman,98,74.37,177,238,-0.17
18,19,19,J.J. Henry,100,74.26,202,272,-0.15
19,20,20,Bernhard Langer,65,74.07,100,135,-0.22
20,21,21,Kirk Triplett,92,74.03,134,181,-0.27
21,22,22,Cameron Beckman,86,73.68,154,209,-0.3
22,23,23,Nick Price,65,73.6,92,125,-0.24
23,24,24,Lee Janzen,83,73.53,125,170,-0.22
24,T25,T25,Tom Lehman,87,73.45,130,177,-0.21
25,T25,T25,Kenny Perry,98,73.45,166,226,-0.17
26,27,27,Bob Estes,92,73.37,124,169,-0.3
27,28,28,Tim Herron,102,73.36,190,259,-0.19
28,29,29,J.P. Hayes,79,73.33,121,165,-0.26
29,30,30,Jeff Brehaut,110,73.17,210,287,-0.17
30,31,31,Steve Flesch,110,73.16,199,272,-0.21
31,T32,T32,David Gossett,92,73.12,185,253,-0.16
32,T32,T32,Spike McRoy,103,73.12,185,253,-0.23
33,34,34,Davis Love III,85,72.83,126,173,-0.22
34,35,35,Heath Slocum,101,72.79,198,272,-0.2
35,36,36,Robert Allenby,87,72.73,128,176,-0.2
36,37,37,John Senden,111,72.69,197,271,-0.2
37,38,38,David Peoples,96,72.66,186,256,-0.18
38,39,39,Thomas Levet,85,72.65,162,223,-0.2
39,40,40,Brandt Jobe,77,72.64,154,212,-0.23
40,41,41,Brad Faxon,97,72.41,126,174,-0.29
41,42,42,Jeff Sluman,106,72.4,160,221,-0.16
42,T43,T43,Paul Azinger,73,72.35,123,170,-0.23
43,T43,T43,Jesper Parnevik,102,72.35,157,217,-0.27
44,45,45,Scott Verplank,97,72.34,136,188,-0.3
45,46,46,Carl Paulson,101,72.26,198,274,-0.23
46,47,47,Tim Clark,79,72.25,125,173,-0.26
47,48,48,Donnie Hammond,92,72.12,150,208,-0.23
48,49,49,Neal Lancaster,110,71.9,197,274,-0.16
49,50,50,John Huston,76,71.89,133,185,-0.18
50,51,51,Joe Durant,96,71.85,171,238,-0.19
51,52,52,Ben Curtis,69,71.78,117,163,-0.19
52,53,53,Hal Sutton,81,71.56,156,218,-0.28
53,54,54,Tim Petrovic,108,71.54,181,253,-0.31
54,55,55,Loren Roberts,87,71.52,108,151,-0.2
55,56,56,Joey Sindelar,93,71.43,165,231,-0.19
56,57,57,Geoff Ogilvy,86,71.36,152,213,-0.22
57,58,58,Rod Pampling,87,71.35,132,185,-0.27
58,T59,T59,Michael Clark II,54,71.22,99,139,-0.21
59,T59,T59,Marco Dawson,86,71.22,146,205,-0.18
60,61,61,Billy Mayfair,105,71.19,173,243,-0.2
61,62,62,Mike Heinen,89,71.17,195,274,-0.18
62,63,63,Hidemichi Tanaka,112,71.13,207,291,-0.19
63,64,64,Tom Gillis,71,71.1,123,173,-0.16
64,65,65,John Maginnes,87,70.98,137,193,-0.26
65,66,66,Jonathan Kaye,91,70.87,146,206,-0.23
66,T67,T67,Shaun Micheel,97,70.83,187,264,-0.18
67,T67,T67,Kaname Yokoo,56,70.83,85,120,-0.25
68,69,69,Kent Jones,74,70.79,126,178,-0.21
69,70,70,Steve Stricker,59,70.71,99,140,-0.13
70,71,71,Charles Howell III,120,70.68,188,266,-0.22
71,72,72,Tom Pernice Jr.,105,70.61,185,262,-0.25
72,73,73,Ernie Els,65,70.54,91,129,-0.2
73,T74,T74,Chris Smith,92,70.35,159,226,-0.19
74,T74,T74,Kevin Sutherland,97,70.35,140,199,-0.24
75,76,76,Brad Elder,51,70.31,90,128,-0.18
76,77,77,Len Mattiace,94,70.27,156,222,-0.22
77,78,78,David Sutherland,77,70.19,146,208,-0.23
78,79,79,Esteban Toledo,109,70.16,174,248,-0.23
79,80,80,Matt Kuchar,63,70.15,94,134,-0.22
80,81,81,Mike Grob,83,70.09,157,224,-0.19
81,82,82,Skip Kendall,110,70.04,173,247,-0.28
82,83,83,Craig Perks,82,69.89,123,176,-0.2
83,84,84,José Coceres,62,69.86,102,146,-0.2
84,85,85,Alex Cejka,98,69.54,121,174,-0.24
85,T86,T86,Aaron Barber,94,69.36,163,235,-0.24
86,T86,T86,David Toms,90,69.36,120,173,-0.29
87,88,88,Mike Weir,80,69.33,113,163,-0.27
88,89,89,Justin Leonard,80,69.32,122,176,-0.3
89,90,90,Paul Goydos,86,69.02,127,184,-0.21
90,91,91,Brian Henninger,56,69.01,98,142,-0.17
91,92,92,Craig Barlow,95,68.95,171,248,-0.16
92,93,93,Akio Sadakata,83,68.93,122,177,-0.16
93,94,94,Brian Gay,100,68.91,133,193,-0.25
94,95,95,Stephen Ames,91,68.87,146,212,-0.31
95,T96,T96,Aaron Baddeley,71,68.86,115,167,-0.27
96,T96,T96,Rocco Mediate,80,68.86,115,167,-0.23
97,98,98,K.J. Choi,112,68.83,159,231,-0.16
98,99,99,Pat Bates,111,68.77,196,285,-0.21
99,100,100,Mathew Goggin,90,68.75,154,224,-0.14
100,101,101,Retief Goosen,69,68.66,92,134,-0.24
101,102,102,Chris DiMarco,98,68.59,107,156,-0.24
102,103,103,Woody Austin,107,68.58,179,261,-0.26
103,104,104,Mark O'Meara,69,68.38,80,117,-0.29
104,105,105,Tom Byrum,97,68.34,136,199,-0.22
105,106,106,Peter Lonard,96,68.32,138,202,-0.28
106,107,107,David Frost,80,68.27,142,208,-0.32
107,108,108,Mark Calcavecchia,84,68.25,129,189,-0.25
108,109,109,Harrison Frazar,88,68.22,161,236,-0.21
109,110,110,Robert Damron,96,68.18,150,220,-0.2
110,111,111,Doug Barron,90,68.12,141,207,-0.16
111,112,112,Chris Riley,96,68.09,128,188,-0.23
112,113,113,J.L. Lewis,99,67.98,138,203,-0.2
113,114,114,Paul Stankowski,67,67.96,123,181,-0.24
114,115,115,Todd Fischer,97,67.89,148,218,-0.15
115,116,116,Steve Lowery,86,67.74,126,186,-0.27
116,117,117,Steve Allan,53,67.67,90,133,-0.17
117,118,118,Jay Haas,89,67.66,113,167,-0.22
118,119,119,Patrick Sheehan,101,67.58,198,293,-0.25
119,120,120,Ian Leggatt,71,67.52,106,157,-0.08
120,121,121,Ben Crane,94,67.42,149,221,-0.23
121,122,122,Billy Andrade,100,67.35,165,245,-0.19
122,123,123,Sergio Garcia,62,67.27,74,110,-0.2
123,124,124,Dean Wilson,82,67.01,132,197,-0.24
124,125,125,Richard Johnson,89,66.98,144,215,-0.18
125,126,126,Tiger Woods,74,66.94,83,124,-0.23
126,127,127,Stuart Appleby,90,66.83,139,208,-0.23
127,128,128,Cliff Kresge,102,66.81,153,229,-0.11
128,T129,T129,Carlos Franco,99,66.67,180,270,-0.17
129,T129,T129,Jeff Klein,60,66.67,88,132,-0.16
130,131,131,Stewart Cink,104,66.53,165,248,-0.3
131,132,132,Jeff Maggert,81,66.43,93,140,-0.22
132,133,133,Olin Browne,113,66.38,152,229,-0.3
133,134,134,Mark Wilson,82,66.36,142,214,-0.23
134,135,135,Duffy Waldorf,90,66.35,140,211,-0.21
135,136,136,Brian Bateman,70,66.28,114,172,-0.18
136,137,137,Tommy Armour III,66,66.14,125,189,-0.17
137,138,138,Steven Alker,87,66.12,121,183,-0.16
138,139,139,Phil Mickelson,87,66.03,103,156,-0.11
139,140,140,Gene Sauers,87,65.8,127,193,-0.2
140,141,141,Cameron Yancey,58,65.73,94,143,-0.26
141,142,142,Jay Williamson,93,65.68,155,236,-0.2
142,143,143,Carl Pettersson,80,65.63,126,192,-0.18
143,144,144,Garrett Willis,97,65.53,154,235,-0.24
144,145,145,Frank Lickliter II,94,65.52,133,203,-0.2
145,146,146,Vijay Singh,106,65.26,139,213,-0.34
146,T147,T147,Chris Anderson,96,65.22,150,230,-0.18
147,T147,T147,Darren Clarke,61,65.22,75,115,-0.2
148,T147,T147,Fred Couples,71,65.22,60,92,-0.32
149,150,150,Kenichi Kuboya,91,65.17,131,201,-0.23
150,151,151,Robert Gamez,114,65.05,188,289,-0.26
151,152,152,Brent Geiberger,51,65.0,91,140,-0.2
152,153,153,Brett Quigley,92,64.95,139,214,-0.21
153,T154,T154,Matt Gogel,77,64.67,108,167,-0.27
154,T154,T154,Scott McCarron,86,64.67,119,184,-0.34
155,156,156,Notah Begay III,92,64.65,128,198,-0.17
156,157,157,Jim Carter,95,64.26,151,235,-0.26
157,158,158,Scott Laycock,71,64.2,104,162,-0.2
158,159,159,Dudley Hart,66,64.02,105,164,-0.21
159,160,160,Paul Gow,62,64.0,96,150,-0.25
160,161,161,Hank Kuehne,73,63.89,115,180,-0.13
161,162,162,Gavin Coles,69,63.56,75,118,-0.2
162,163,163,Per-Ulrik Johansson,96,63.35,159,251,-0.26
163,164,164,Bob Burns,88,63.22,110,174,-0.24
164,165,165,Pat Perez,95,63.18,127,201,-0.22
165,166,166,Rich Beem,80,62.96,102,162,-0.2
166,167,167,Kenneth Staton,59,62.87,105,167,-0.22
167,168,168,Rory Sabbatini,95,62.76,123,196,-0.3
168,169,169,Vance Veazey,66,62.64,109,174,-0.24
169,170,170,John Rollins,89,62.59,92,147,-0.33
170,171,171,Jonathan Byrd,101,62.5,140,224,-0.23
171,172,172,"Dave Stockton, Jr.",79,62.29,109,175,-0.14
172,173,173,Mike Sposa,72,62.25,127,204,-0.2
173,174,174,Jason Caron,74,62.23,117,188,-0.13
174,175,175,Mark Brooks,90,62.18,120,193,-0.23
175,176,176,Arron Oberholser,80,62.02,129,208,-0.21
176,177,177,Joel Edwards,60,61.71,108,175,-0.23
177,178,178,Jason Buha,61,61.64,90,146,-0.23
178,179,179,Greg Chalmers,98,61.62,167,271,-0.28
179,180,180,Deane Pappas,75,61.33,111,181,-0.24
180,181,181,Adam Scott,52,61.17,63,103,-0.25
181,182,182,Anthony Painter,87,60.54,135,223,-0.21
182,183,183,John Daly,56,60.34,70,116,-0.07
183,184,184,Todd Barranger,78,60.0,105,175,-0.2
184,185,185,Andy Miller,75,59.47,113,190,-0.19
185,186,186,Jason Gore,83,57.89,121,209,-0.19
186,187,187,Darron Stiles,93,57.83,133,230,-0.18
187,188,188,Ty Tryon,52,57.52,65,113,-0.28
188,189,189,John Morgan,81,56.82,100,176,-0.1
189,190,190,Brent Schwarzrock,60,56.34,80,142,-0.13
