,Approaches_from__275_yards_Rgh_RANK THIS WEEK,Approaches_from__275_yards_Rgh_RANK LAST WEEK,Approaches_from__275_yards_Rgh_PLAYER NAME,Approaches_from__275_yards_Rgh_ROUNDS,Approaches_from__275_yards_Rgh_AVG,Approaches_from__275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__275_yards_Rgh_# OF ATTEMPTS,Approaches_from__275_yards_Rgh_RELATIVE TO PAR
34,35,35,Ian Leggatt,71,"73' 1""",292.25,4,-2
35,36,36,Richard Johnson,89,"73' 11""",73.917,1,E
36,37,37,José Coceres,62,"74' 2""",148.333,2,-3
37,38,38,Stewart Cink,104,"74' 8""",223.917,3,-3
38,39,39,Peter Jacobsen,75,"75' 9""",75.75,1,E
39,T40,T40,Tim Petrovic,108,"76' 5""",229.333,3,-3
40,T40,T40,John Rollins,89,"76' 5""",152.75,2,-1
41,42,42,Deane Pappas,75,"77' 3""",386.25,5,-3
42,43,43,Alex Cejka,98,"77' 5""",232.25,3,-1
43,44,44,Mark O'Meara,69,"77' 9""",77.75,1,E
44,45,45,Ben Curtis,69,"77' 11""",77.917,1,E
45,T46,T46,Sergio Garcia,62,"80' 6""",161.0,2,-3
46,T46,T46,Dudley Hart,66,"80' 6""",80.5,1,E
47,48,48,Jason Buha,61,"81' 0""",161.917,2,-2
48,49,49,Tom Pernice Jr.,105,"81' 10""",490.833,6,-4
49,50,50,Ben Crane,94,"82' 9""",413.667,5,-3
50,51,51,Paul Stankowski,67,"83' 2""",249.417,3,E
51,52,52,Dean Wilson,82,"83' 4""",416.5,5,-3
52,53,53,Mike Sposa,72,"83' 6""",333.833,4,-3
53,54,54,Chad Campbell,105,"85' 2""",85.167,1,-1
54,55,55,Jerry Kelly,108,"85' 6""",427.333,5,-3
55,T56,T56,Peter Lonard,96,"86' 5""",259.33299999999997,3,-1
56,T56,T56,Jesper Parnevik,102,"86' 5""",518.3330000000001,6,-2
57,58,58,Andy Miller,75,"86' 6""",432.583,5,-1
58,T59,T59,Todd Barranger,78,"86' 9""",433.583,5,-1
59,T59,T59,Chris DiMarco,98,"86' 9""",433.833,5,-3
60,61,61,Greg Chalmers,98,"87' 10""",526.9169999999999,6,-2
61,62,62,Steven Alker,87,"88' 1""",176.083,2,E
62,63,63,Steve Allan,53,"88' 3""",264.83299999999997,3,E
63,64,64,Scott McCarron,86,"88' 5""",176.833,2,-2
64,65,65,Ty Tryon,52,"89' 1""",178.167,2,-1
65,66,66,Briny Baird,113,"89' 4""",267.91700000000003,3,-1
66,67,67,David Gossett,92,"89' 6""",447.417,5,-4
67,T68,T68,Woody Austin,107,"89' 10""",718.5,8,-2
68,T68,T68,David Sutherland,77,"89' 10""",179.583,2,E
69,70,70,John Riegger,55,"90' 8""",181.25,2,-2
70,71,71,Frank Lickliter II,94,"91' 8""",183.25,2,E
71,72,72,Paul Goydos,86,"91' 9""",275.25,3,-1
72,73,73,Phil Mickelson,87,"92' 0""",275.91700000000003,3,-1
73,74,74,Andrew Magee,91,"92' 2""",184.25,2,-1
74,75,75,Billy Andrade,100,"93' 9""",562.25,6,-1
75,76,76,Aaron Baddeley,71,"93' 10""",469.083,5,-2
76,77,77,Jeff Maggert,81,"94' 6""",94.5,1,-1
77,78,78,Glen Hnatiuk,92,"96' 7""",96.583,1,+1
78,79,79,Geoff Ogilvy,86,"97' 2""",291.5,3,-1
79,80,80,Donnie Hammond,92,"97' 3""",194.5,2,+1
80,81,81,Kenny Perry,98,"98' 2""",98.167,1,-1
81,82,82,Darron Stiles,93,"98' 5""",295.16700000000003,3,+1
82,83,83,Mathew Goggin,90,"98' 9""",493.583,5,-1
83,84,84,Rod Pampling,87,"99' 3""",198.5,2,-1
84,85,85,Steve Stricker,59,"99' 5""",596.5,6,E
85,86,86,Steve Flesch,110,"99' 6""",596.9169999999999,6,-4
86,87,87,Kaname Yokoo,56,"99' 11""",99.917,1,E
87,88,88,Pat Bates,111,"100' 1""",300.25,3,+2
88,89,89,Shaun Micheel,97,"100' 11""",302.75,3,-2
89,90,90,Jonathan Byrd,101,"101' 0""",302.91700000000003,3,E
90,91,91,Tom Gillis,71,"101' 2""",202.25,2,-1
91,92,92,Robert Damron,96,"101' 10""",101.833,1,E
92,93,93,Vijay Singh,106,"101' 11""",101.917,1,-1
93,94,94,Glen Day,103,"102' 6""",307.58299999999997,3,E
94,95,95,David Frost,80,"102' 8""",616.1669999999999,6,-1
95,96,96,Duffy Waldorf,90,"104' 2""",208.333,2,-2
96,97,97,Carl Paulson,101,"104' 5""",626.4169999999999,6,-1
97,98,98,Joe Durant,96,"104' 7""",313.66700000000003,3,-1
98,99,99,Loren Roberts,87,"104' 8""",104.667,1,E
99,T100,T100,John Huston,76,"104' 10""",314.41700000000003,3,-3
100,T100,T100,Mike Weir,80,"104' 10""",209.667,2,-1
101,102,102,Scott Verplank,97,"105' 0""",314.91700000000003,3,-1
102,103,103,Jim Furyk,104,"105' 6""",105.5,1,E
103,104,104,Fred Couples,71,"105' 10""",105.833,1,-1
104,105,105,Brad Elder,51,"107' 0""",214.0,2,-1
105,106,106,Harrison Frazar,88,"107' 11""",431.583,4,-1
106,107,107,Jason Gore,83,"108' 0""",431.833,4,+1
107,108,108,J.L. Lewis,99,"108' 5""",433.583,4,-2
108,109,109,Joey Sindelar,93,"109' 1""",545.3330000000001,5,-1
109,110,110,Akio Sadakata,83,"109' 2""",109.167,1,-1
110,111,111,Stephen Ames,91,"109' 3""",109.25,1,E
111,112,112,Carlos Franco,99,"109' 8""",109.667,1,E
112,113,113,Jeff Brehaut,110,"109' 9""",329.25,3,E
113,114,114,Bob Estes,92,"110' 5""",331.167,3,-2
114,T115,T115,Gavin Coles,69,"110' 7""",221.083,2,-1
115,T115,T115,Kenneth Staton,59,"110' 7""",221.167,2,E
116,117,117,Brett Quigley,92,"111' 3""",222.5,2,E
117,118,118,Robert Gamez,114,"111' 10""",111.833,1,E
118,119,119,Neal Lancaster,110,"112' 9""",225.5,2,-1
119,120,120,Todd Fischer,97,"112' 11""",225.833,2,-1
120,121,121,John Senden,111,"113' 2""",565.8330000000001,5,E
121,122,122,Gene Sauers,87,"113' 9""",227.5,2,-2
122,123,123,Steve Lowery,86,"115' 5""",115.417,1,E
123,124,124,Brenden Pappas,105,"115' 11""",579.4169999999999,5,-1
124,125,125,Darren Clarke,61,"116' 10""",116.833,1,+1
125,126,126,Jeff Sluman,106,"117' 4""",469.25,4,-2
126,127,127,Anthony Painter,87,"117' 11""",707.3330000000001,6,-2
127,128,128,Billy Mayfair,105,"118' 1""",354.167,3,+1
128,129,129,Notah Begay III,92,"118' 5""",118.417,1,E
129,130,130,Esteban Toledo,109,"118' 6""",355.417,3,-2
130,131,131,Corey Pavin,88,"118' 10""",237.583,2,-1
131,T132,T132,Skip Kendall,110,"119' 7""",358.667,3,-1
132,T132,T132,Tiger Woods,74,"119' 7""",717.5,6,-4
133,134,134,Stuart Appleby,90,"120' 6""",361.583,3,-1
134,135,135,Len Mattiace,94,"121' 3""",121.25,1,E
135,136,136,Marco Dawson,86,"121' 8""",365.083,3,-3
136,137,137,Patrick Sheehan,101,"122' 2""",855.4169999999999,7,-2
137,138,138,Rich Beem,80,"122' 4""",122.333,1,E
138,139,139,Craig Barlow,95,"124' 1""",248.167,2,-2
139,140,140,Rory Sabbatini,95,"128' 0""",511.917,4,-2
140,141,141,Michael Clark II,54,"129' 0""",129.0,1,E
141,142,142,Mike Grob,83,"131' 8""",131.667,1,E
142,143,143,Kevin Sutherland,97,"132' 0""",132.0,1,E
143,144,144,Nick Price,65,"132' 1""",132.083,1,E
144,145,145,Rocco Mediate,80,"132' 2""",264.25,2,E
145,146,146,Paul Gow,62,"133' 5""",533.6669999999999,4,-1
146,147,147,Dan Forsman,98,"135' 3""",405.833,3,-1
147,148,148,Shigeki Maruyama,87,"137' 1""",137.083,1,+1
148,149,149,Dicky Pride,73,"137' 6""",275.0,2,-2
149,150,150,Cameron Yancey,58,"138' 4""",138.333,1,-1
150,151,151,Garrett Willis,97,"139' 8""",698.25,5,-3
151,152,152,Craig Perks,82,"140' 0""",280.0,2,-1
152,T153,T153,Jim Carter,95,"143' 8""",143.667,1,-1
153,T153,T153,Brent Geiberger,51,"143' 8""",143.667,1,E
154,155,155,Justin Leonard,80,"144' 3""",144.25,1,-1
155,156,156,Lee Janzen,83,"147' 9""",147.75,1,E
156,T157,T157,Chris Anderson,96,"150' 2""",300.25,2,+1
157,T157,T157,Arron Oberholser,80,"150' 2""",150.167,1,-1
158,159,159,Olin Browne,113,"157' 1""",157.083,1,-1
159,160,160,Cliff Kresge,102,"157' 11""",315.83299999999997,2,-1
160,161,161,Cameron Beckman,86,"159' 8""",159.667,1,-1
161,162,162,Brent Schwarzrock,60,"162' 6""",162.5,1,-1
