,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
0,1,1,Bob Tway,89,27.31,65,238
1,2,2,Tim Petrovic,108,25.49,65,255
2,3,3,Scott McCarron,86,25.41,47,185
3,T4,T4,Rory Sabbatini,95,24.87,48,193
4,T4,T4,Scott Verplank,97,24.87,47,189
5,6,6,Bob Estes,92,24.86,43,173
6,7,7,Stephen Ames,91,24.64,52,211
7,8,8,Brad Faxon,97,24.04,44,183
8,9,9,Vijay Singh,106,23.94,51,213
9,10,10,Hal Sutton,81,23.5,51,217
10,11,11,Stewart Cink,104,23.48,58,247
11,12,12,Jim Furyk,104,23.45,53,226
12,13,13,Cameron Beckman,86,23.44,49,209
13,14,14,David Toms,90,23.12,40,173
14,15,15,Woody Austin,107,23.08,60,260
15,16,16,Aaron Baddeley,71,23.03,38,165
16,17,17,David Frost,80,22.75,48,211
17,18,18,Michael Clark II,54,22.54,32,142
18,19,19,Mark Calcavecchia,84,22.4,41,183
19,20,20,Jesper Parnevik,102,22.37,49,219
20,21,21,Brenden Pappas,105,22.3,64,287
21,22,22,Brandt Jobe,77,22.17,47,212
22,23,23,Peter Lonard,96,22.11,44,199
23,24,24,John Rollins,89,22.0,33,150
24,T25,T25,Olin Browne,113,21.98,51,232
25,T25,T25,Fred Couples,71,21.98,20,91
26,27,27,Steve Lowery,86,21.74,40,184
27,28,28,Cameron Yancey,58,21.68,31,143
28,29,29,Briny Baird,113,21.67,70,323
29,30,30,Tim Clark,79,21.64,37,171
30,31,31,J.P. Hayes,79,21.47,35,163
31,T32,T32,Chad Campbell,105,21.29,56,263
32,T32,T32,Skip Kendall,110,21.29,53,249
33,34,34,Justin Leonard,80,21.23,38,179
34,35,35,Glen Day,103,21.2,53,250
35,36,36,Mark O'Meara,69,21.19,25,118
36,37,37,David Sutherland,77,21.13,45,213
37,38,38,Chris DiMarco,98,21.12,34,161
38,39,39,Loren Roberts,87,21.05,32,152
39,40,40,Carl Paulson,101,21.01,58,276
40,41,41,Spike McRoy,103,20.85,54,259
41,T42,T42,Nick Price,65,20.8,26,125
42,T42,T42,Esteban Toledo,109,20.8,52,250
43,44,44,Mark Wilson,82,20.75,44,212
44,45,45,Jerry Kelly,108,20.74,39,188
45,46,46,John Maginnes,87,20.73,40,193
46,47,47,Greg Chalmers,98,20.66,56,271
47,48,48,Mike Weir,80,20.63,33,160
48,49,49,Alex Cejka,98,20.59,35,170
49,50,50,Robert Gamez,114,20.48,60,293
50,51,51,Davis Love III,85,20.45,36,176
51,52,52,Adam Scott,52,20.39,21,103
52,53,53,Kirk Triplett,92,20.22,37,183
53,T54,T54,Ben Crane,94,20.18,45,223
54,T54,T54,Ty Tryon,52,20.18,23,114
55,56,56,Per-Ulrik Johansson,96,20.16,51,253
56,T57,T57,Rod Pampling,87,20.0,37,185
57,T57,T57,Dicky Pride,73,20.0,38,190
58,59,59,Kent Jones,74,19.89,35,176
59,60,60,Tom Pernice Jr.,105,19.85,53,267
60,61,61,Glen Hnatiuk,92,19.79,38,192
61,62,62,Lee Janzen,83,19.54,34,174
62,63,63,Thomas Levet,85,19.47,44,226
63,64,64,Paul Stankowski,67,19.44,35,180
64,65,65,Rocco Mediate,80,19.41,33,170
65,66,66,Tiger Woods,74,19.35,24,124
66,67,67,Paul Gow,62,19.33,29,150
67,68,68,Jonathan Byrd,101,19.3,44,228
68,69,69,Brian Gay,100,19.29,38,197
69,70,70,Tom Byrum,97,19.21,39,203
70,71,71,Scott Laycock,71,19.14,31,162
71,72,72,Retief Goosen,69,19.08,25,131
72,73,73,Geoff Ogilvy,86,19.07,41,215
73,74,74,Kaname Yokoo,56,19.05,24,126
74,75,75,Brian Henninger,56,19.01,27,142
75,76,76,Kevin Sutherland,97,19.0,38,200
76,77,77,Garrett Willis,97,18.99,45,237
77,78,78,Matt Kuchar,63,18.98,26,137
78,T79,T79,Jim Carter,95,18.88,44,233
79,T79,T79,Jeff Maggert,81,18.88,27,143
80,T81,T81,Stuart Appleby,90,18.84,39,207
81,T81,T81,Arron Oberholser,80,18.84,39,207
