,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
82,83,83,Peter Jacobsen,75,18.78,37,197
83,84,84,Patrick Sheehan,101,18.75,57,304
84,85,85,Aaron Barber,94,18.72,44,235
85,86,86,Charles Howell III,120,18.7,49,262
86,T87,T87,Robert Allenby,87,18.68,34,182
87,T87,T87,Shigeki Maruyama,87,18.68,34,182
88,89,89,Dan Forsman,98,18.67,45,241
89,90,90,Donnie Hammond,92,18.66,39,209
90,91,91,Heath Slocum,101,18.55,51,275
91,92,92,Jason Buha,61,18.49,27,146
92,93,93,Pat Bates,111,18.44,52,282
93,94,94,Paul Azinger,73,18.39,32,174
94,95,95,Vance Veazey,66,18.29,32,175
95,96,96,Fred Funk,112,18.26,40,219
96,T97,T97,Steve Flesch,110,18.18,50,275
97,T97,T97,Duffy Waldorf,90,18.18,38,209
98,99,99,Deane Pappas,75,18.13,33,182
99,100,100,Jonathan Kaye,91,18.1,38,210
100,101,101,John Senden,111,18.08,49,271
101,102,102,Joe Durant,96,18.07,43,238
102,103,103,Marco Dawson,86,18.05,37,205
103,104,104,Hidemichi Tanaka,112,17.99,52,289
104,T105,T105,Ernie Els,65,17.97,23,128
105,T105,T105,Len Mattiace,94,17.97,39,217
106,T105,T105,Brett Quigley,92,17.97,39,217
107,108,108,Dean Wilson,82,17.95,35,195
108,109,109,Todd Barranger,78,17.88,32,179
109,110,110,Gene Sauers,87,17.86,35,196
110,111,111,Ben Curtis,69,17.79,29,163
111,112,112,Sergio Garcia,62,17.76,19,107
112,113,113,Jay Haas,89,17.68,29,164
113,114,114,Jay Williamson,93,17.67,41,232
114,T115,T115,Andrew Magee,91,17.62,43,244
115,T115,T115,Chris Riley,96,17.62,34,193
116,117,117,Joel Edwards,60,17.61,31,176
117,118,118,John Riegger,55,17.6,22,125
118,119,119,Tom Gillis,71,17.54,30,171
119,120,120,Harrison Frazar,88,17.5,42,240
120,121,121,Jay Don Blake,77,17.47,29,166
121,122,122,Luke Donald,88,17.42,31,178
122,123,123,Matt Gogel,77,17.37,29,167
123,124,124,Shaun Micheel,97,17.36,46,265
124,125,125,Kenichi Kuboya,91,17.33,35,202
125,126,126,J.L. Lewis,99,17.31,36,208
126,127,127,Chris Smith,92,17.26,39,226
127,128,128,Jeff Brehaut,110,17.19,49,285
128,129,129,David Gossett,92,17.18,45,262
129,130,130,K.J. Choi,112,17.17,40,233
130,131,131,Joey Sindelar,93,16.96,39,230
131,132,132,Gavin Coles,69,16.95,20,118
132,T133,T133,Bernhard Langer,65,16.91,23,136
133,T133,T133,Mike Sposa,72,16.91,35,207
134,135,135,Tim Herron,102,16.79,45,268
135,136,136,Mike Heinen,89,16.67,46,276
136,137,137,Frank Lickliter II,94,16.59,34,205
137,138,138,Tom Lehman,87,16.57,29,175
138,139,139,Robert Damron,96,16.52,37,224
139,140,140,Paul Goydos,86,16.48,30,182
140,141,141,Mark Brooks,90,16.41,32,195
141,142,142,Akio Sadakata,83,16.29,29,178
142,143,143,Brian Bateman,70,16.27,27,166
143,144,144,Billy Andrade,100,16.25,39,240
144,T145,T145,Bob Burns,88,16.2,29,179
145,T145,T145,Brent Geiberger,51,16.2,23,142
146,147,147,Dudley Hart,66,16.15,26,161
147,148,148,José Coceres,62,16.11,24,149
148,149,149,David Peoples,96,16.08,41,255
149,150,150,John Huston,76,16.04,30,187
150,151,151,Carl Pettersson,80,16.0,32,200
151,T152,T152,Tommy Armour III,66,15.96,30,188
152,T152,T152,Jason Gore,83,15.96,34,213
153,154,154,Mike Grob,83,15.86,36,227
154,155,155,Corey Pavin,88,15.85,26,164
155,156,156,Craig Barlow,95,15.79,39,247
156,157,157,Richard Johnson,89,15.67,34,217
157,158,158,Darren Clarke,61,15.65,18,115
158,159,159,J.J. Henry,100,15.64,43,275
159,160,160,Chris Anderson,96,15.58,36,231
160,T161,T161,Carlos Franco,99,15.56,42,270
161,T161,T161,Craig Perks,82,15.56,28,180
162,163,163,Billy Mayfair,105,15.51,38,245
163,164,164,Mathew Goggin,90,15.45,34,220
164,165,165,Kenny Perry,98,15.42,35,227
165,166,166,Jeff Sluman,106,15.38,34,221
166,T167,T167,Notah Begay III,92,15.27,31,203
167,T167,T167,Jeff Klein,60,15.27,20,131
168,169,169,Doug Barron,90,15.2,31,204
169,170,170,Brad Elder,51,14.84,19,128
170,171,171,Anthony Painter,87,14.8,33,223
171,172,172,Pat Perez,95,14.78,30,203
172,173,173,Kenneth Staton,59,14.71,25,170
173,174,174,Darron Stiles,93,14.54,33,227
174,175,175,Steve Allan,53,14.39,19,132
175,176,176,Neal Lancaster,110,14.29,40,280
176,177,177,Steven Alker,87,14.21,26,183
177,178,178,Hank Kuehne,73,14.05,26,185
178,179,179,Rich Beem,80,13.86,23,166
179,180,180,Andy Miller,75,13.76,26,189
180,181,181,Todd Fischer,97,13.64,30,220
181,182,182,Phil Mickelson,87,13.07,20,153
182,183,183,Steve Stricker,59,12.77,18,141
183,184,184,Jason Caron,74,11.7,22,188
184,185,185,"Dave Stockton, Jr.",79,11.54,21,182
185,186,186,Cliff Kresge,102,11.45,26,227
186,187,187,Ian Leggatt,71,11.18,18,161
187,188,188,John Daly,56,10.92,13,119
188,189,189,Brent Schwarzrock,60,10.64,15,141
189,190,190,John Morgan,81,10.29,18,175
