,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
121,T121,T121,J.J. Henry,100,-.400
122,T121,T121,Skip Kendall,110,-.400
123,T121,T121,Bernhard Langer,65,-.400
124,T121,T121,Bob Tway,89,-.400
125,T121,T121,Jay Williamson,93,-.400
126,T121,T121,Cameron Yancey,58,-.400
127,128,128,Spike McRoy,103,-.391
128,T129,T129,Billy Andrade,100,-.389
129,T129,T129,Carlos Franco,99,-.389
130,T129,T129,Tom Gillis,71,-.389
131,T129,T129,Frank Lickliter II,94,-.389
132,T133,T133,Rich Beem,80,-.385
133,T133,T133,Jason Caron,74,-.385
134,T133,T133,Brian Gay,100,-.385
135,136,136,Esteban Toledo,109,-.381
136,T137,T137,Craig Barlow,95,-.375
137,T137,T137,Harrison Frazar,88,-.375
138,T137,T137,Thomas Levet,85,-.375
139,140,140,Cliff Kresge,102,-.360
140,T141,T141,Scott Laycock,71,-.357
141,T141,T141,David Toms,90,-.357
142,143,143,John Senden,111,-.346
143,T144,T144,Chris Anderson,96,-.333
144,T144,T144,Andrew Magee,91,-.333
145,T144,T144,Anthony Painter,87,-.333
146,T144,T144,Mike Weir,80,-.333
147,148,148,Woody Austin,107,-.321
148,149,149,Joe Durant,96,-.318
149,150,150,Brandt Jobe,77,-.316
150,151,151,Hidemichi Tanaka,112,-.310
151,152,152,Brett Quigley,92,-.308
152,153,153,Mike Heinen,89,-.300
153,T154,T154,Hank Kuehne,73,-.286
154,T154,T154,Chris Riley,96,-.286
155,156,156,Tom Lehman,87,-.273
156,157,157,Jason Buha,61,-.267
157,158,158,Paul Gow,62,-.263
158,T159,T159,Stuart Appleby,90,-.250
159,T159,T159,Brad Elder,51,-.250
160,T159,T159,Ernie Els,65,-.250
161,T159,T159,Jason Gore,83,-.250
162,T159,T159,Donnie Hammond,92,-.250
163,T159,T159,Richard Johnson,89,-.250
164,T159,T159,Kenichi Kuboya,91,-.250
165,T159,T159,Nick Price,65,-.250
166,T159,T159,Patrick Sheehan,101,-.250
167,T159,T159,Heath Slocum,101,-.250
168,T159,T159,Steve Stricker,59,-.250
169,170,170,Pat Perez,95,-.238
170,171,171,Andy Miller,75,-.231
171,172,172,Billy Mayfair,105,-.217
172,173,173,Darron Stiles,93,-.211
173,174,174,Dudley Hart,66,-.200
174,175,175,Alex Cejka,98,-.167
175,176,176,Rory Sabbatini,95,-.154
176,T177,T177,John Daly,56,-.143
177,T177,T177,Joel Edwards,60,-.143
178,T177,T177,Matt Kuchar,63,-.143
179,T180,T180,Aaron Barber,94,-.125
180,T180,T180,J.P. Hayes,79,-.125
181,T182,T182,Matt Gogel,77,-.111
182,T182,T182,Glen Hnatiuk,92,-.111
183,184,184,Gavin Coles,69,-.100
184,185,185,David Frost,80,-.083
185,186,186,Jeff Klein,60,-.077
186,T187,T187,Tim Clark,79,E
187,T187,T187,Darren Clarke,61,E
188,T187,T187,Brent Geiberger,51,E
189,190,190,Gene Sauers,87,+.125
