,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
0,1,1,Aaron Baddeley,71,-.900
1,2,2,Davis Love III,85,-.800
2,3,3,Peter Lonard,96,-.778
3,T4,T4,Sergio Garcia,62,-.750
4,T4,T4,Ty Tryon,52,-.750
5,T4,T4,Duffy Waldorf,90,-.750
6,T4,T4,Kaname Yokoo,56,-.750
7,8,8,Dan Forsman,98,-.733
8,9,9,Craig Perks,82,-.727
9,T10,T10,Fred Couples,71,-.667
10,T10,T10,Mark O'Meara,69,-.667
11,T10,T10,Kevin Sutherland,97,-.667
12,T10,T10,Vance Veazey,66,-.667
13,T10,T10,Garrett Willis,97,-.667
14,T15,T15,Notah Begay III,92,-.643
15,T15,T15,Ian Leggatt,71,-.643
16,T15,T15,J.L. Lewis,99,-.643
17,T15,T15,Brent Schwarzrock,60,-.643
18,19,19,Bob Estes,92,-.636
19,20,20,Shigeki Maruyama,87,-.632
20,T21,T21,Robert Gamez,114,-.625
21,T21,T21,Adam Scott,52,-.625
22,T23,T23,K.J. Choi,112,-.611
23,T23,T23,Mike Sposa,72,-.611
24,25,25,Neal Lancaster,110,-.607
25,T26,T26,Todd Barranger,78,-.600
26,T26,T26,Jay Haas,89,-.600
27,T26,T26,Jerry Kelly,108,-.600
28,T26,T26,"Dave Stockton, Jr.",79,-.600
29,30,30,Mike Grob,83,-.591
30,T31,T31,Jim Carter,95,-.588
31,T31,T31,Jesper Parnevik,102,-.588
32,T33,T33,Jonathan Kaye,91,-.583
33,T33,T33,Deane Pappas,75,-.583
34,T33,T33,Kirk Triplett,92,-.583
35,T33,T33,Tiger Woods,74,-.583
36,37,37,Greg Chalmers,98,-.577
37,T38,T38,Cameron Beckman,86,-.571
38,T38,T38,Stewart Cink,104,-.571
39,T38,T38,Steve Flesch,110,-.571
40,T38,T38,Jeff Maggert,81,-.571
41,T38,T38,Phil Mickelson,87,-.571
42,T38,T38,Dicky Pride,73,-.571
43,T44,T44,Marco Dawson,86,-.563
44,T44,T44,Scott McCarron,86,-.563
45,T46,T46,Paul Azinger,73,-.556
46,T46,T46,Luke Donald,88,-.556
47,T46,T46,Charles Howell III,120,-.556
48,T46,T46,Peter Jacobsen,75,-.556
49,T46,T46,Len Mattiace,94,-.556
50,T46,T46,Tim Petrovic,108,-.556
51,T46,T46,Dean Wilson,82,-.556
52,53,53,Jeff Sluman,106,-.550
53,T54,T54,Briny Baird,113,-.545
54,T54,T54,Ben Curtis,69,-.545
55,T54,T54,Carl Paulson,101,-.545
56,T54,T54,Kenny Perry,98,-.545
57,T58,T58,Steve Allan,53,-.538
58,T58,T58,Rocco Mediate,80,-.538
59,T58,T58,Chris Smith,92,-.538
60,61,61,Scott Verplank,97,-.533
61,62,62,Arron Oberholser,80,-.529
62,T63,T63,Olin Browne,113,-.526
63,T63,T63,David Sutherland,77,-.526
64,T65,T65,Jeff Brehaut,110,-.524
65,T65,T65,Mathew Goggin,90,-.524
66,67,67,Chris DiMarco,98,-.522
67,T68,T68,Tommy Armour III,66,-.500
68,T68,T68,Doug Barron,90,-.500
69,T68,T68,Brian Bateman,70,-.500
70,T68,T68,Jay Don Blake,77,-.500
71,T68,T68,Mark Brooks,90,-.500
72,T68,T68,Jonathan Byrd,101,-.500
73,T68,T68,Chad Campbell,105,-.500
74,T68,T68,Fred Funk,112,-.500
75,T68,T68,Retief Goosen,69,-.500
76,T68,T68,Brian Henninger,56,-.500
77,T68,T68,John Huston,76,-.500
78,T68,T68,Lee Janzen,83,-.500
79,T68,T68,Justin Leonard,80,-.500
80,T68,T68,Shaun Micheel,97,-.500
81,T68,T68,Geoff Ogilvy,86,-.500
82,T68,T68,Loren Roberts,87,-.500
83,T68,T68,Kenneth Staton,59,-.500
84,85,85,Paul Goydos,86,-.474
85,T86,T86,Mark Calcavecchia,84,-.471
86,T86,T86,David Peoples,96,-.471
87,T86,T86,John Rollins,89,-.471
88,T86,T86,Paul Stankowski,67,-.471
89,T90,T90,Glen Day,103,-.467
90,T90,T90,Rod Pampling,87,-.467
91,T92,T92,Robert Allenby,87,-.462
92,T92,T92,John Maginnes,87,-.462
93,T92,T92,John Morgan,81,-.462
94,T92,T92,John Riegger,55,-.462
95,96,96,Tim Herron,102,-.458
96,T97,T97,Brenden Pappas,105,-.455
97,T97,T97,Corey Pavin,88,-.455
98,99,99,Todd Fischer,97,-.450
99,T100,T100,Ben Crane,94,-.444
100,T100,T100,Robert Damron,96,-.444
101,102,102,Jim Furyk,104,-.438
102,T103,T103,Stephen Ames,91,-.429
103,T103,T103,Pat Bates,111,-.429
104,T103,T103,Bob Burns,88,-.429
105,T103,T103,Michael Clark II,54,-.429
106,T103,T103,Brad Faxon,97,-.429
107,T103,T103,David Gossett,92,-.429
108,T103,T103,Steve Lowery,86,-.429
109,T103,T103,Akio Sadakata,83,-.429
110,T103,T103,Hal Sutton,81,-.429
111,T112,T112,José Coceres,62,-.421
112,T112,T112,Joey Sindelar,93,-.421
113,T114,T114,Kent Jones,74,-.417
114,T114,T114,Tom Pernice Jr.,105,-.417
115,T114,T114,Carl Pettersson,80,-.417
116,T114,T114,Vijay Singh,106,-.417
117,T118,T118,Tom Byrum,97,-.412
118,T118,T118,Per-Ulrik Johansson,96,-.412
119,T118,T118,Mark Wilson,82,-.412
120,T121,T121,Steven Alker,87,-.400
