,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
26,T26,T26,Robert Gamez,114,"29' 0""",902,26176.583,-168.0
27,T26,T26,Brian Henninger,56,"29' 0""",487,14110.417,-35.0
28,T26,T26,Jay Williamson,93,"29' 0""",838,24328.083,-73.0
29,T30,T30,J.L. Lewis,99,"29' 1""",709,20646.75,-96.0
30,T30,T30,Carl Pettersson,80,"29' 1""",663,19264.333,-76.0
31,32,32,Chris Riley,96,"29' 2""",688,20078.75,-90.0
32,T33,T33,Harrison Frazar,88,"29' 3""",726,21254.0,-98.0
33,T33,T33,Kenny Perry,98,"29' 3""",724,21155.583,-136.0
34,T35,T35,Joe Durant,96,"29' 4""",805,23596.833,-105.0
35,T35,T35,Jonathan Kaye,91,"29' 4""",619,18168.333,-97.0
36,37,37,Paul Stankowski,67,"29' 5""",514,15128.5,-65.0
37,T38,T38,Aaron Barber,94,"29' 6""",802,23688.583,-89.0
38,T38,T38,Brent Geiberger,51,"29' 6""",391,11526.167,-66.0
39,T40,T40,Luke Donald,88,"29' 7""",775,22943.583,-96.0
40,T40,T40,Joel Edwards,60,"29' 7""",583,17231.083,-41.0
41,T40,T40,Hal Sutton,81,"29' 7""",714,21104.833,-101.0
42,T43,T43,Peter Lonard,96,"29' 8""",661,19597.167,-100.0
43,T43,T43,Rocco Mediate,80,"29' 8""",623,18491.0,-101.0
44,T43,T43,Arron Oberholser,80,"29' 8""",731,21659.833,-104.0
45,T46,T46,Craig Barlow,95,"29' 9""",795,23675.75,-128.0
46,T46,T46,Bernhard Langer,65,"29' 9""",472,14046.917,-46.0
47,T46,T46,Steve Lowery,86,"29' 9""",596,17730.417,-85.0
48,T49,T49,Fred Funk,112,"29' 10""",965,28810.417,-126.0
49,T49,T49,Per-Ulrik Johansson,96,"29' 10""",778,23179.0,-102.0
50,T51,T51,Cameron Beckman,86,"29' 11""",730,21859.833,-92.0
51,T51,T51,Paul Goydos,86,"29' 11""",751,22498.25,-92.0
52,T51,T51,Hank Kuehne,73,"29' 11""",445,13328.5,-97.0
53,T51,T51,Shaun Micheel,97,"29' 11""",779,23336.083,-113.0
54,T51,T51,John Riegger,55,"29' 11""",463,13843.583,-57.0
55,T51,T51,Mike Sposa,72,"29' 11""",569,17012.333,-77.0
56,T57,T57,Pat Bates,111,"30' 0""",968,29021.667,-102.0
57,T57,T57,Cliff Kresge,102,"30' 0""",794,23808.083,-80.0
58,T57,T57,Joey Sindelar,93,"30' 0""",804,24131.083,-92.0
59,T60,T60,Stuart Appleby,90,"30' 1""",620,18638.75,-102.0
60,T60,T60,Todd Barranger,78,"30' 1""",530,15932.583,-51.0
61,T60,T60,Brian Bateman,70,"30' 1""",552,16591.5,-58.0
62,T60,T60,Olin Browne,113,"30' 1""",969,29163.5,-132.0
63,T60,T60,Darren Clarke,61,"30' 1""",371,11169.583,-64.0
64,T60,T60,Glen Day,103,"30' 1""",900,27089.667,-159.0
65,T60,T60,David Frost,80,"30' 1""",721,21694.833,-105.0
66,T60,T60,Ian Leggatt,71,"30' 1""",538,16183.0,-53.0
67,T60,T60,Patrick Sheehan,101,"30' 1""",829,24957.75,-110.0
68,T69,T69,Tommy Armour III,66,"30' 2""",538,16235.5,-57.0
69,T69,T69,John Maginnes,87,"30' 2""",691,20839.417,-39.0
70,T69,T69,Craig Perks,82,"30' 2""",541,16314.333,-61.0
71,T72,T72,David Gossett,92,"30' 3""",817,24731.0,-93.0
72,T72,T72,Justin Leonard,80,"30' 3""",610,18456.5,-114.0
73,T72,T72,Mark O'Meara,69,"30' 3""",428,12941.917,-32.0
74,T75,T75,Woody Austin,107,"30' 4""",763,23114.417,-160.0
75,T75,T75,Shigeki Maruyama,87,"30' 4""",669,20320.333,-85.0
76,T77,T77,Steve Flesch,110,"30' 5""",867,26380.0,-164.0
77,T77,T77,J.P. Hayes,79,"30' 5""",634,19266.833,-86.0
78,T77,T77,Phil Mickelson,87,"30' 5""",386,11753.583,-53.0
79,T77,T77,Tim Petrovic,108,"30' 5""",834,25383.417,-136.0
80,T77,T77,Bob Tway,89,"30' 5""",706,21487.917,-134.0
81,T82,T82,Billy Andrade,100,"30' 6""",739,22532.333,-119.0
82,T82,T82,Dan Forsman,98,"30' 6""",795,24243.0,-113.0
83,T82,T82,Andrew Magee,91,"30' 6""",679,20733.833,-91.0
84,T82,T82,Rory Sabbatini,95,"30' 6""",647,19754.583,-74.0
85,86,86,Skip Kendall,110,"30' 7""",957,29232.333,-140.0
86,T87,T87,Tom Gillis,71,"30' 8""",605,18540.75,-57.0
87,T87,T87,Neal Lancaster,110,"30' 8""",831,25514.25,-113.0
88,T87,T87,Tom Lehman,87,"30' 8""",561,17195.083,-80.0
89,T87,T87,Heath Slocum,101,"30' 8""",970,29731.75,-85.0
90,T91,T91,K.J. Choi,112,"30' 9""",740,22748.25,-122.0
91,T91,T91,David Peoples,96,"30' 9""",845,25984.25,-104.0
92,T91,T91,Kirk Triplett,92,"30' 9""",749,23026.083,-129.0
93,T94,T94,Steve Allan,53,"30' 10""",411,12687.5,-34.0
94,T94,T94,Jay Don Blake,77,"30' 10""",566,17457.417,-49.0
95,T94,T94,Mark Brooks,90,"30' 10""",693,21352.083,-47.0
96,T94,T94,Bob Burns,88,"30' 10""",659,20301.417,-34.0
97,T94,T94,Greg Chalmers,98,"30' 10""",762,23463.917,-115.0
98,T94,T94,Jay Haas,89,"30' 10""",648,19995.25,-116.0
99,T94,T94,Dudley Hart,66,"30' 10""",496,15292.417,-31.0
100,T94,T94,Tim Herron,102,"30' 10""",810,24976.583,-121.0
101,T94,T94,Duffy Waldorf,90,"30' 10""",670,20643.167,-112.0
102,T103,T103,Jeff Maggert,81,"31' 0""",696,21562.0,-82.0
103,T103,T103,David Toms,90,"31' 0""",571,17701.417,-95.0
104,T105,T105,Brandt Jobe,77,"31' 1""",634,19697.5,-83.0
105,T105,T105,Tom Pernice Jr.,105,"31' 1""",771,23973.0,-134.0
106,T105,T105,Brett Quigley,92,"31' 1""",643,20010.75,-120.0
107,T105,T105,Gene Sauers,87,"31' 1""",742,23080.583,-28.0
108,T109,T109,Paul Azinger,73,"31' 2""",536,16718.5,-58.0
109,T109,T109,Aaron Baddeley,71,"31' 2""",455,14164.417,-89.0
110,T109,T109,Ben Crane,94,"31' 2""",688,21436.5,-123.0
111,T109,T109,J.J. Henry,100,"31' 2""",870,27123.333,-112.0
112,T109,T109,Brenden Pappas,105,"31' 2""",767,23902.833,-97.0
113,T109,T109,Loren Roberts,87,"31' 2""",674,20992.833,-56.0
114,T109,T109,Mike Weir,80,"31' 2""",496,15447.417,-85.0
115,116,116,Jim Carter,95,"31' 3""",826,25808.667,-55.0
116,T117,T117,Chris DiMarco,98,"31' 4""",683,21404.917,-137.0
117,T117,T117,Frank Lickliter II,94,"31' 4""",719,22499.0,-77.0
118,T119,T119,Gavin Coles,69,"31' 5""",575,18070.583,3.0
119,T119,T119,Chris Smith,92,"31' 5""",730,22921.167,-83.0
120,T119,T119,Kenneth Staton,59,"31' 5""",492,15462.917,-28.0
121,T122,T122,Chris Anderson,96,"31' 6""",754,23749.5,-88.0
122,T122,T122,Charles Howell III,120,"31' 6""",791,24928.667,-142.0
123,T122,T122,Akio Sadakata,83,"31' 6""",644,20310.75,-59.0
124,T122,T122,Dean Wilson,82,"31' 6""",661,20795.5,-86.0
125,T126,T126,Brad Faxon,97,"31' 7""",627,19782.583,-102.0
126,T126,T126,Glen Hnatiuk,92,"31' 7""",889,28051.75,-70.0
127,T126,T126,Matt Kuchar,63,"31' 7""",514,16214.5,-51.0
128,129,129,Peter Jacobsen,75,"31' 8""",647,20508.5,-72.0
129,T130,T130,Alex Cejka,98,"31' 9""",668,21234.167,-67.0
130,T130,T130,Michael Clark II,54,"31' 9""",482,15296.0,-23.0
131,T130,T130,Ben Curtis,69,"31' 9""",566,17988.667,-33.0
132,T130,T130,Kent Jones,74,"31' 9""",624,19806.583,-86.0
133,T130,T130,Kenichi Kuboya,91,"31' 9""",765,24291.583,-51.0
134,T130,T130,Dicky Pride,73,"31' 9""",577,18329.25,-73.0
135,T136,T136,Rich Beem,80,"31' 10""",491,15648.917,-64.0
136,T136,T136,José Coceres,62,"31' 10""",550,17529.75,-12.0
137,T136,T136,Thomas Levet,85,"31' 10""",655,20835.167,-84.0
138,T136,T136,Darron Stiles,93,"31' 10""",702,22326.083,-70.0
139,140,140,Geoff Ogilvy,86,"31' 11""",604,19295.083,-97.0
140,T141,T141,John Morgan,81,"32' 0""",587,18775.0,-62.0
141,T141,T141,Hidemichi Tanaka,112,"32' 0""",1024,32773.083,-148.0
142,T141,T141,Vance Veazey,66,"32' 0""",479,15308.25,-37.0
143,T144,T144,Matt Gogel,77,"32' 1""",592,19003.333,-56.0
144,T144,T144,Richard Johnson,89,"32' 1""",793,25452.75,-77.0
145,T144,T144,Scott Laycock,71,"32' 1""",528,16943.0,-52.0
146,T144,T144,Kaname Yokoo,56,"32' 1""",439,14093.75,-26.0
147,T148,T148,Tom Byrum,97,"32' 3""",793,25582.333,-88.0
148,T148,T148,Jeff Klein,60,"32' 3""",512,16517.417,7.0
149,T148,T148,Jesper Parnevik,102,"32' 3""",747,24110.75,-109.0
150,T148,T148,Pat Perez,95,"32' 3""",673,21703.5,-61.0
151,T148,T148,Kevin Sutherland,97,"32' 3""",611,19692.583,-90.0
152,T153,T153,Todd Fischer,97,"32' 5""",753,24425.667,-101.0
153,T153,T153,Mike Heinen,89,"32' 5""",762,24706.333,-101.0
154,T153,T153,John Rollins,89,"32' 5""",560,18162.5,-98.0
155,156,156,Andy Miller,75,"32' 6""",537,17431.583,-52.0
156,T157,T157,Corey Pavin,88,"32' 7""",718,23421.833,-58.0
157,T157,T157,David Sutherland,77,"32' 7""",602,19617.083,-94.0
158,T157,T157,Ty Tryon,52,"32' 7""",337,10967.25,-13.0
159,T160,T160,Jeff Brehaut,110,"32' 8""",899,29387.5,-150.0
160,T160,T160,Jason Gore,83,"32' 8""",574,18763.083,-62.0
161,T160,T160,Spike McRoy,103,"32' 8""",871,28432.417,-90.0
162,T160,T160,Esteban Toledo,109,"32' 8""",908,29694.25,-81.0
163,T164,T164,Carlos Franco,99,"32' 9""",745,24409.5,-120.0
164,T164,T164,Garrett Willis,97,"32' 9""",835,27367.5,-102.0
165,T166,T166,Notah Begay III,92,"32' 11""",792,26044.083,-55.0
166,T166,T166,Jonathan Byrd,101,"32' 11""",699,23017.667,-116.0
167,T166,T166,Carl Paulson,101,"32' 11""",919,30285.417,-129.0
168,T169,T169,Mathew Goggin,90,"33' 0""",658,21732.333,-72.0
169,T169,T169,Len Mattiace,94,"33' 0""",712,23481.167,-89.0
170,T169,T169,Deane Pappas,75,"33' 0""",536,17686.417,-82.0
171,T169,T169,Brent Schwarzrock,60,"33' 0""",490,16159.833,-72.0
172,T173,T173,Robert Damron,96,"33' 2""",855,28387.083,-74.0
173,T173,T173,"Dave Stockton, Jr.",79,"33' 2""",582,19287.583,-35.0
174,T175,T175,Jason Caron,74,"33' 3""",524,17408.583,-26.0
175,T175,T175,Paul Gow,62,"33' 3""",483,16043.917,-55.0
176,T177,T177,Mike Grob,83,"33' 5""",744,24868.417,-97.0
177,T177,T177,Scott McCarron,86,"33' 5""",510,17024.167,-64.0
178,T177,T177,John Senden,111,"33' 5""",911,30405.417,-125.0
179,T180,T180,Doug Barron,90,"33' 7""",759,25471.833,-87.0
180,T180,T180,John Daly,56,"33' 7""",325,10901.667,-33.0
181,T180,T180,Donnie Hammond,92,"33' 7""",778,26140.083,-58.0
182,T180,T180,Anthony Painter,87,"33' 7""",645,21644.75,-37.0
183,184,184,Jerry Kelly,108,"33' 9""",805,27160.0,-161.0
184,T185,T185,Steven Alker,87,"33' 11""",711,24102.5,-37.0
185,T185,T185,Cameron Yancey,58,"33' 11""",461,15619.583,-13.0
186,187,187,Billy Mayfair,105,"34' 0""",858,29151.083,-114.0
187,188,188,Mark Wilson,82,"34' 4""",680,23366.917,-35.0
188,189,189,Brad Elder,51,"34' 6""",407,14037.5,-20.0
189,190,190,Jason Buha,61,"34' 7""",451,15584.917,-32.0
