,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
0,1,1,Loren Roberts,87,93.51,72,77,-0.58
1,2,2,David Toms,90,93.46,143,153,-0.66
2,3,3,Bob Estes,92,93.2,137,147,-0.67
3,4,4,K.J. Choi,112,93.07,188,202,-0.65
4,5,5,Jonathan Kaye,91,92.86,156,168,-0.6
5,6,6,Paul Stankowski,67,92.72,140,151,-0.65
6,7,7,Phil Mickelson,87,92.67,139,150,-0.71
7,8,8,Mark O'Meara,69,92.41,73,79,-0.55
8,9,9,Scott Verplank,97,92.31,156,169,-0.65
9,10,10,Jeff Brehaut,110,92.22,237,257,-0.62
10,11,11,Tom Lehman,87,92.16,141,153,-0.65
11,12,12,Kenichi Kuboya,91,92.07,151,164,-0.62
12,T13,T13,John Maginnes,87,92.03,127,138,-0.5
13,T13,T13,"Dave Stockton, Jr.",79,92.03,127,138,-0.57
14,15,15,Mark Wilson,82,92.0,138,150,-0.49
15,16,16,Joe Durant,96,91.92,182,198,-0.53
16,17,17,Kirk Triplett,92,91.61,142,155,-0.67
17,18,18,Jim Furyk,104,91.57,152,166,-0.7
18,19,19,Jeff Sluman,106,91.53,173,189,-0.55
19,20,20,Craig Perks,82,91.41,149,163,-0.61
20,21,21,Lee Janzen,83,91.38,106,116,-0.75
21,T22,T22,Brian Bateman,70,91.28,136,149,-0.61
22,T22,T22,Chad Campbell,105,91.28,178,195,-0.73
23,24,24,Andrew Magee,91,91.24,177,194,-0.57
24,25,25,Kevin Sutherland,97,91.19,145,159,-0.71
25,26,26,Brenden Pappas,105,91.18,217,238,-0.7
26,27,27,Len Mattiace,94,91.15,103,113,-0.63
27,28,28,Chris DiMarco,98,91.01,172,189,-0.68
28,29,29,Peter Jacobsen,75,90.99,101,111,-0.59
29,30,30,Cameron Beckman,86,90.96,161,177,-0.6
30,T31,T31,Fred Funk,112,90.91,170,187,-0.54
31,T31,T31,Scott McCarron,86,90.91,150,165,-0.67
32,33,33,Duffy Waldorf,90,90.8,148,163,-0.64
33,34,34,Dan Forsman,98,90.64,155,171,-0.6
34,35,35,Robert Allenby,87,90.63,145,160,-0.66
35,36,36,Vijay Singh,106,90.59,231,255,-0.69
36,37,37,Brian Henninger,56,90.53,86,95,-0.49
37,38,38,Garrett Willis,97,90.46,218,241,-0.57
38,39,39,Geoff Ogilvy,86,90.4,160,177,-0.66
39,T40,T40,Neal Lancaster,110,90.37,244,270,-0.59
40,T40,T40,Rocco Mediate,80,90.37,122,135,-0.52
41,42,42,Marco Dawson,86,90.32,140,155,-0.65
42,43,43,Carlos Franco,99,90.11,246,273,-0.66
43,44,44,Tim Clark,79,90.1,91,101,-0.55
44,45,45,Harrison Frazar,88,90.09,191,212,-0.66
45,46,46,Retief Goosen,69,90.07,127,141,-0.68
46,47,47,Nick Price,65,90.0,72,80,-0.74
47,48,48,Stuart Appleby,90,89.94,161,179,-0.68
48,49,49,Aaron Baddeley,71,89.86,124,138,-0.69
49,50,50,Brett Quigley,92,89.85,177,197,-0.62
50,51,51,Paul Goydos,86,89.84,115,128,-0.59
51,52,52,Steven Alker,87,89.83,106,118,-0.49
52,53,53,Ian Leggatt,71,89.81,141,157,-0.65
53,54,54,Charles Howell III,120,89.78,202,225,-0.69
54,55,55,J.P. Hayes,79,89.74,105,117,-0.57
55,56,56,Craig Barlow,95,89.73,201,224,-0.69
56,57,57,Bob Tway,89,89.71,157,175,-0.63
57,58,58,Olin Browne,113,89.68,139,155,-0.58
58,59,59,David Sutherland,77,89.57,146,163,-0.65
59,60,60,Tommy Armour III,66,89.52,111,124,-0.64
60,T61,T61,Alex Cejka,98,89.47,170,190,-0.56
61,T61,T61,Thomas Levet,85,89.47,153,171,-0.6
62,63,63,Jerry Kelly,108,89.45,195,218,-0.62
63,64,64,Stewart Cink,104,89.44,144,161,-0.73
64,65,65,Gene Sauers,87,89.31,117,131,-0.6
65,66,66,Tim Herron,102,89.18,173,194,-0.64
66,67,67,Tim Petrovic,108,89.11,180,202,-0.64
67,68,68,Chris Riley,96,89.05,122,137,-0.55
68,69,69,Brent Schwarzrock,60,89.03,138,155,-0.63
69,70,70,John Huston,76,88.97,129,145,-0.7
70,T71,T71,Greg Chalmers,98,88.89,184,207,-0.67
71,T71,T71,Brad Elder,51,88.89,88,99,-0.47
72,T71,T71,David Peoples,96,88.89,152,171,-0.63
73,T71,T71,Tiger Woods,74,88.89,144,162,-0.78
74,75,75,Tom Pernice Jr.,105,88.78,182,205,-0.66
75,76,76,Carl Paulson,101,88.71,220,248,-0.6
76,77,77,Peter Lonard,96,88.62,148,167,-0.66
77,78,78,Jay Haas,89,88.57,124,140,-0.69
78,79,79,Arron Oberholser,80,88.54,139,157,-0.71
79,80,80,Steve Flesch,110,88.52,185,209,-0.72
80,81,81,John Senden,111,88.49,223,252,-0.64
81,T82,T82,Mike Heinen,89,88.46,207,234,-0.57
82,T82,T82,Glen Hnatiuk,92,88.46,138,156,-0.51
83,84,84,Mathew Goggin,90,88.39,198,224,-0.57
84,85,85,Mike Sposa,72,88.36,129,146,-0.71
85,86,86,Jim Carter,95,88.24,135,153,-0.59
86,T87,T87,Shigeki Maruyama,87,88.16,134,152,-0.66
87,T87,T87,Carl Pettersson,80,88.16,134,152,-0.67
88,89,89,Per-Ulrik Johansson,96,88.14,171,194,-0.58
89,90,90,Jason Caron,74,88.13,141,160,-0.51
