,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
0,1,1,Bernhard Langer,65,"17' 3""",328.5,19,+2
1,2,2,Cameron Beckman,86,"17' 4""",519.6669999999999,30,+4
2,3,3,Olin Browne,113,"18' 3""",620.5,34,+3
3,4,4,Tim Petrovic,108,"19' 3""",653.3330000000001,34,-2
4,T5,T5,Chris Smith,92,"19' 4""",657.9169999999999,34,+1
5,T5,T5,Kirk Triplett,92,"19' 4""",464.083,24,-5
6,T7,T7,Ben Crane,94,"19' 5""",602.0,31,+6
7,T7,T7,John Huston,76,"19' 5""",408.167,21,+8
8,9,9,Kenny Perry,98,"19' 9""",532.8330000000001,27,E
9,10,10,Stewart Cink,104,"19' 10""",535.4169999999999,27,E
10,T11,T11,Steven Alker,87,"20' 1""",723.6669999999999,36,+6
11,T11,T11,Carl Paulson,101,"20' 1""",822.0,41,+15
12,T13,T13,José Coceres,62,"20' 2""",543.9169999999999,27,-2
13,T13,T13,John Rollins,89,"20' 2""",402.583,20,+1
14,15,15,Len Mattiace,94,"20' 7""",513.75,25,+11
15,T16,T16,Andy Miller,75,"20' 8""",722.25,35,-3
16,T16,T16,John Riegger,55,"20' 8""",392.917,19,E
17,18,18,David Toms,90,"20' 9""",415.333,20,-4
18,T19,T19,J.P. Hayes,79,"20' 10""",396.417,19,+6
19,T19,T19,Vance Veazey,66,"20' 10""",479.0,23,+2
20,21,21,Chris Riley,96,"20' 11""",606.6669999999999,29,+4
21,T22,T22,Tom Gillis,71,"21' 0""",588.4169999999999,28,+4
22,T22,T22,Cliff Kresge,102,"21' 0""",882.8330000000001,42,+5
23,T22,T22,Scott Verplank,97,"21' 0""",504.667,24,+4
24,25,25,Tommy Armour III,66,"21' 1""",485.0,23,E
25,26,26,Esteban Toledo,109,"21' 3""",851.0,40,+4
26,27,27,Paul Goydos,86,"21' 4""",874.5830000000001,41,+9
27,T28,T28,Chris DiMarco,98,"21' 5""",876.4169999999999,41,E
28,T28,T28,Scott Laycock,71,"21' 5""",470.583,22,+6
29,30,30,Jay Williamson,93,"21' 8""",584.3330000000001,27,+12
30,T31,T31,Jim Furyk,104,"21' 9""",544.5830000000001,25,+5
31,T31,T31,Jonathan Kaye,91,"21' 9""",674.3330000000001,31,+11
32,T33,T33,Alex Cejka,98,"21' 10""",654.0830000000001,30,+4
33,T33,T33,Geoff Ogilvy,86,"21' 10""",610.6669999999999,28,+6
34,T33,T33,Pat Perez,95,"21' 10""",698.5830000000001,32,+10
35,36,36,Jay Don Blake,77,"21' 11""",634.5830000000001,29,+10
36,37,37,Chad Campbell,105,"22' 0""",439.75,20,+3
37,38,38,Woody Austin,107,"22' 2""",999.0,45,+9
38,39,39,Duffy Waldorf,90,"22' 3""",511.417,23,-1
39,T40,T40,Bob Burns,88,"22' 4""",625.0830000000001,28,+8
40,T40,T40,Greg Chalmers,98,"22' 4""",1117.417,50,+5
41,T40,T40,Skip Kendall,110,"22' 4""",1004.1669999999999,45,-3
42,T43,T43,Tim Herron,102,"22' 7""",452.083,20,+6
43,T43,T43,Craig Perks,82,"22' 7""",879.3330000000001,39,+7
44,T45,T45,Pat Bates,111,"22' 8""",680.8330000000001,30,+6
45,T45,T45,Paul Gow,62,"22' 8""",703.4169999999999,31,+3
46,47,47,Brent Geiberger,51,"22' 11""",458.25,20,+6
47,T48,T48,Dan Forsman,98,"23' 0""",690.4169999999999,30,+5
48,T48,T48,Retief Goosen,69,"23' 0""",459.667,20,-1
49,50,50,Thomas Levet,85,"23' 1""",737.3330000000001,32,-1
50,51,51,Tiger Woods,74,"23' 2""",347.25,15,+1
51,T52,T52,Luke Donald,88,"23' 3""",698.0830000000001,30,+9
52,T52,T52,Tom Lehman,87,"23' 3""",418.667,18,+2
53,54,54,Robert Allenby,87,"23' 4""",443.333,19,-3
54,T55,T55,Paul Azinger,73,"23' 5""",468.667,20,+2
55,T55,T55,Glen Hnatiuk,92,"23' 5""",701.75,30,-2
