,Approaches_from_50-125_yards_RANK THIS WEEK,Approaches_from_50-125_yards_RANK LAST WEEK,Approaches_from_50-125_yards_PLAYER NAME,Approaches_from_50-125_yards_ROUNDS,Approaches_from_50-125_yards_AVG,Approaches_from_50-125_yards_TOTAL DISTANCE (FEET),Approaches_from_50-125_yards_# OF ATTEMPTS,Approaches_from_50-125_yards_RELATIVE TO PAR
0,T1,T1,John Huston,76,"15' 9""",3289.5,209,-64
1,T1,T1,Davis Love III,85,"15' 9""",2203.0,140,-25
2,3,3,Scott Verplank,97,"15' 10""",3485.5,220,-35
3,4,4,Tim Clark,79,"16' 0""",3226.583,202,-23
4,5,5,Fred Funk,112,"16' 5""",4279.583,261,-46
5,6,6,Tiger Woods,74,"16' 6""",1917.9170000000001,116,-22
6,7,7,Stewart Cink,104,"16' 7""",3694.417,223,-45
7,T8,T8,Chad Campbell,105,"16' 8""",3400.167,204,-21
8,T8,T8,J.P. Hayes,79,"16' 8""",3128.417,188,-40
9,T8,T8,Steve Stricker,59,"16' 8""",2435.25,146,-1
10,11,11,Jim Furyk,104,"16' 9""",3565.083,213,-60
11,T12,T12,Bob Estes,92,"17' 0""",3618.25,213,-31
12,T12,T12,J.L. Lewis,99,"17' 0""",3126.417,184,-39
13,T14,T14,Pat Bates,111,"17' 1""",4328.833,254,-34
14,T14,T14,Mark Calcavecchia,84,"17' 1""",3080.333,180,-28
15,T14,T14,Kirk Triplett,92,"17' 1""",3732.25,218,-34
16,T17,T17,Marco Dawson,86,"17' 2""",3187.25,186,-18
17,T17,T17,Charles Howell III,120,"17' 2""",3699.75,215,-34
18,T17,T17,Jeff Maggert,81,"17' 2""",3525.583,205,-33
19,T17,T17,Rocco Mediate,80,"17' 2""",3041.417,177,-25
20,21,21,Mike Weir,80,"17' 3""",2290.25,133,-25
21,T22,T22,Retief Goosen,69,"17' 4""",1769.5,102,-18
22,T22,T22,Paul Goydos,86,"17' 4""",4200.5,242,-46
23,T22,T22,Dudley Hart,66,"17' 4""",2167.583,125,-17
24,T22,T22,Jeff Sluman,106,"17' 4""",4275.25,247,-51
25,T26,T26,Mark Brooks,90,"17' 5""",3853.0,221,-20
26,T26,T26,Chris DiMarco,98,"17' 5""",3299.417,189,-40
27,T26,T26,Robert Gamez,114,"17' 5""",4321.833,248,-46
28,T29,T29,Ernie Els,65,"17' 6""",1939.5829999999999,111,-17
29,T29,T29,Skip Kendall,110,"17' 6""",4992.667,285,-39
30,T31,T31,Sergio Garcia,62,"17' 7""",1580.9170000000001,90,-2
