,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
0,1,1,J.P. Hayes,79,90.96,161,177,-0.58
1,2,2,Kirk Triplett,92,90.84,228,251,-0.54
2,3,3,Tom Lehman,87,90.67,175,193,-0.61
3,4,4,Chad Campbell,105,89.81,238,265,-0.61
4,5,5,Dan Forsman,98,89.39,236,264,-0.51
5,6,6,K.J. Choi,112,89.33,268,300,-0.57
6,7,7,Jeff Brehaut,110,89.17,321,360,-0.55
7,8,8,Lee Janzen,83,89.08,155,174,-0.63
8,9,9,Charles Howell III,120,88.92,289,325,-0.58
9,T10,T10,Brian Bateman,70,88.89,184,207,-0.5
10,T10,T10,Kevin Sutherland,97,88.89,208,234,-0.6
11,12,12,David Toms,90,88.84,191,215,-0.58
12,13,13,Scott Verplank,97,88.81,238,268,-0.57
13,14,14,John Huston,76,88.55,201,227,-0.6
14,15,15,Cameron Beckman,86,88.51,231,261,-0.52
15,16,16,Scott McCarron,86,88.48,192,217,-0.59
16,17,17,Tim Petrovic,108,88.46,253,286,-0.55
17,18,18,Jim Furyk,104,88.38,213,241,-0.63
18,19,19,Bob Estes,92,87.96,190,216,-0.59
19,20,20,Mark Wilson,82,87.95,197,224,-0.41
20,21,21,Phil Mickelson,87,87.78,194,221,-0.61
21,T22,T22,John Maginnes,87,87.68,185,211,-0.45
22,T22,T22,Tiger Woods,74,87.68,178,203,-0.72
23,24,24,Thomas Levet,85,87.67,199,227,-0.54
24,25,25,Fred Funk,112,87.62,269,307,-0.46
25,26,26,Duffy Waldorf,90,87.55,204,233,-0.56
26,27,27,Steven Alker,87,87.38,180,206,-0.44
27,28,28,Jeff Sluman,106,87.23,239,274,-0.51
28,29,29,Marco Dawson,86,87.22,198,227,-0.49
29,30,30,Tim Clark,79,87.18,170,195,-0.51
30,31,31,Jerry Kelly,108,87.17,265,304,-0.55
31,T32,T32,Paul Goydos,86,87.07,202,232,-0.51
32,T32,T32,Geoff Ogilvy,86,87.07,202,232,-0.61
33,34,34,Rocco Mediate,80,86.79,184,212,-0.43
34,35,35,Len Mattiace,94,86.77,164,189,-0.56
35,36,36,Joe Durant,96,86.76,249,287,-0.48
36,37,37,Harrison Frazar,88,86.64,253,292,-0.59
37,38,38,Esteban Toledo,109,86.53,257,297,-0.53
38,39,39,Vijay Singh,106,86.52,308,356,-0.59
39,40,40,Robert Allenby,87,86.5,173,200,-0.62
40,41,41,Loren Roberts,87,86.47,147,170,-0.46
41,42,42,Olin Browne,113,86.45,236,273,-0.52
42,43,43,Brenden Pappas,105,86.44,306,354,-0.56
43,44,44,David Sutherland,77,86.43,191,221,-0.58
44,45,45,Jonathan Kaye,91,86.33,221,256,-0.51
45,46,46,Billy Mayfair,105,86.32,246,285,-0.53
46,47,47,Jeff Maggert,81,86.23,213,247,-0.52
47,48,48,Mark O'Meara,69,86.18,106,123,-0.45
48,49,49,Stewart Cink,104,86.17,218,253,-0.58
49,50,50,Justin Leonard,80,86.13,149,173,-0.64
50,51,51,Jay Haas,89,86.12,180,209,-0.59
51,T52,T52,Retief Goosen,69,86.03,154,179,-0.62
52,T52,T52,Chris Riley,96,86.03,197,229,-0.48
53,T54,T54,Joel Edwards,60,86.02,160,186,-0.52
54,T54,T54,Chris Smith,92,86.02,240,279,-0.55
55,56,56,Mathew Goggin,90,85.99,264,307,-0.49
56,57,57,Kenny Perry,98,85.98,233,271,-0.54
57,58,58,Andrew Magee,91,85.97,239,278,-0.49
58,59,59,"Dave Stockton, Jr.",79,85.85,176,205,-0.47
59,60,60,Paul Stankowski,67,85.79,169,197,-0.59
60,T61,T61,Carlos Franco,99,85.71,312,364,-0.57
61,T61,T61,Kenichi Kuboya,91,85.71,216,252,-0.56
62,T61,T61,Shaun Micheel,97,85.71,240,280,-0.52
63,64,64,Chris DiMarco,98,85.66,239,279,-0.61
64,65,65,Ian Leggatt,71,85.53,201,235,-0.53
65,66,66,Tom Gillis,71,85.51,183,214,-0.49
66,67,67,John Riegger,55,85.49,165,193,-0.44
67,68,68,Craig Perks,82,85.48,206,241,-0.54
68,T69,T69,J.J. Henry,100,85.44,264,309,-0.54
69,T69,T69,Gene Sauers,87,85.44,176,206,-0.44
70,T69,T69,Hidemichi Tanaka,112,85.44,270,316,-0.5
71,72,72,Brett Quigley,92,85.41,240,281,-0.54
72,73,73,David Gossett,92,85.31,244,286,-0.58
73,74,74,Carl Paulson,101,85.29,290,340,-0.54
74,75,75,Steve Flesch,110,85.28,255,299,-0.65
75,76,76,Darron Stiles,93,85.25,260,305,-0.53
76,77,77,Craig Barlow,95,85.21,265,311,-0.59
77,78,78,Donnie Hammond,92,85.19,207,243,-0.46
78,79,79,Peter Lonard,96,85.0,204,240,-0.58
