,Approach_150-175_yards_RTP_Score_RANK THIS WEEK,Approach_150-175_yards_RTP_Score_RANK LAST WEEK,Approach_150-175_yards_RTP_Score_PLAYER NAME,Approach_150-175_yards_RTP_Score_ROUNDS,Approach_150-175_yards_RTP_Score_AVG RTP
0,1,1,Tiger Woods,74,-.179
1,2,2,Robert Allenby,87,-.177
2,3,3,Brett Quigley,92,-.164
3,4,4,Adam Scott,52,-.163
4,5,5,Carl Pettersson,80,-.162
5,6,6,John Huston,76,-.128
6,7,7,Stewart Cink,104,-.124
7,8,8,Chris Riley,96,-.122
8,9,9,Billy Andrade,100,-.121
9,10,10,Jerry Kelly,108,-.117
10,11,11,Chris DiMarco,98,-.114
11,12,12,Akio Sadakata,83,-.113
12,T13,T13,Jay Haas,89,-.111
13,T13,T13,Justin Leonard,80,-.111
14,15,15,Davis Love III,85,-.109
15,16,16,Richard Johnson,89,-.105
16,17,17,Rocco Mediate,80,-.104
17,18,18,Hank Kuehne,73,-.103
18,19,19,Stuart Appleby,90,-.098
19,20,20,Glen Day,103,-.096
20,21,21,Tim Petrovic,108,-.093
21,22,22,Brandt Jobe,77,-.091
22,23,23,Scott Verplank,97,-.087
23,T24,T24,Steve Flesch,110,-.084
24,T24,T24,Dan Forsman,98,-.084
25,26,26,Olin Browne,113,-.081
26,T27,T27,David Frost,80,-.080
27,T27,T27,Vijay Singh,106,-.080
28,T29,T29,Brent Geiberger,51,-.077
29,T29,T29,Nick Price,65,-.077
30,31,31,Jeff Sluman,106,-.076
31,T32,T32,Woody Austin,107,-.074
32,T32,T32,Mark Brooks,90,-.074
33,T32,T32,Fred Funk,112,-.074
34,35,35,Brad Faxon,97,-.073
35,T36,T36,Mike Grob,83,-.070
36,T36,T36,Tom Lehman,87,-.070
37,38,38,Joey Sindelar,93,-.069
38,39,39,Bob Estes,92,-.068
39,40,40,Andy Miller,75,-.067
40,41,41,Ben Crane,94,-.066
41,T42,T42,Brent Schwarzrock,60,-.065
42,T42,T42,Paul Stankowski,67,-.065
43,44,44,Darren Clarke,61,-.063
44,45,45,Peter Jacobsen,75,-.058
45,T46,T46,Retief Goosen,69,-.056
46,T46,T46,Deane Pappas,75,-.056
47,T48,T48,Stephen Ames,91,-.053
48,T48,T48,Chad Campbell,105,-.053
49,T48,T48,J.J. Henry,100,-.053
50,51,51,Mike Weir,80,-.052
51,52,52,Tom Byrum,97,-.051
52,53,53,Arron Oberholser,80,-.048
53,T54,T54,Kirk Triplett,92,-.047
54,T54,T54,Duffy Waldorf,90,-.047
55,T56,T56,Kent Jones,74,-.045
