,Approaches_from__100_yards_Rgh_RANK THIS WEEK,Approaches_from__100_yards_Rgh_RANK LAST WEEK,Approaches_from__100_yards_Rgh_PLAYER NAME,Approaches_from__100_yards_Rgh_ROUNDS,Approaches_from__100_yards_Rgh_AVG,Approaches_from__100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__100_yards_Rgh_# OF ATTEMPTS,Approaches_from__100_yards_Rgh_RELATIVE TO PAR
0,1,1,Chad Campbell,105,"40' 2""",7872.0,196,10
1,2,2,Woody Austin,107,"41' 6""",10542.083,254,7
2,3,3,Todd Barranger,78,"41' 7""",8860.5,213,36
3,4,4,Joey Sindelar,93,"42' 2""",7763.8330000000005,184,23
4,5,5,Kirk Triplett,92,"42' 4""",6731.25,159,10
5,T6,T6,Kent Jones,74,"42' 6""",5907.8330000000005,139,3
6,T6,T6,John Rollins,89,"42' 6""",5483.75,129,26
7,8,8,Stewart Cink,104,"42' 9""",10422.583,244,28
8,9,9,Brandt Jobe,77,"42' 10""",7753.4169999999995,181,2
9,10,10,Mark Calcavecchia,84,"43' 0""",7058.0830000000005,164,12
10,11,11,Joe Durant,96,"43' 1""",7023.8330000000005,163,27
11,12,12,Duffy Waldorf,90,"43' 2""",7467.0,173,10
12,13,13,Frank Lickliter II,94,"43' 3""",8520.167,197,35
13,14,14,Hal Sutton,81,"43' 8""",5414.8330000000005,124,13
14,15,15,Brian Bateman,70,"43' 11""",6371.9169999999995,145,13
15,T16,T16,John Huston,76,"44' 0""",7436.5830000000005,169,16
16,T16,T16,Ian Leggatt,71,"44' 0""",7169.6669999999995,163,25
17,18,18,Brenden Pappas,105,"44' 1""",11990.083,272,19
18,19,19,Andrew Magee,91,"44' 4""",10586.333,239,9
19,20,20,Thomas Levet,85,"44' 5""",8352.5,188,30
20,T21,T21,Tommy Armour III,66,"44' 6""",5826.9169999999995,131,16
21,T21,T21,Bob Burns,88,"44' 6""",7124.0830000000005,160,40
22,T21,T21,Marco Dawson,86,"44' 6""",8329.167,187,16
23,T21,T21,Neal Lancaster,110,"44' 6""",12903.583,290,24
24,T25,T25,Brian Gay,100,"44' 7""",8924.583,200,22
25,T25,T25,Mike Heinen,89,"44' 7""",8285.083,186,12
26,T27,T27,Glen Day,103,"44' 8""",9693.75,217,27
27,T27,T27,John Maginnes,87,"44' 8""",7016.0,157,24
28,29,29,Briny Baird,113,"45' 0""",10478.833,233,6
29,30,30,Geoff Ogilvy,86,"45' 1""",9686.167,215,14
30,T31,T31,Tim Clark,79,"45' 2""",4790.0,106,20
31,T31,T31,Steve Lowery,86,"45' 2""",7363.4169999999995,163,17
32,33,33,Cameron Beckman,86,"45' 3""",8320.167,184,17
33,T34,T34,Steve Flesch,110,"45' 5""",11575.833,255,34
34,T34,T34,Hidemichi Tanaka,112,"45' 5""",9226.25,203,37
35,T34,T34,David Toms,90,"45' 5""",7633.9169999999995,168,22
36,T37,T37,David Gossett,92,"45' 7""",9079.167,199,27
37,T37,T37,Jay Williamson,93,"45' 7""",8251.25,181,22
38,39,39,Hank Kuehne,73,"45' 8""",9721.417,213,1
39,T40,T40,Jeff Brehaut,110,"45' 9""",10847.917,237,33
40,T40,T40,Vance Veazey,66,"45' 9""",8094.9169999999995,177,33
41,T42,T42,Aaron Baddeley,71,"45' 11""",9366.833,204,17
42,T42,T42,Peter Lonard,96,"45' 11""",8673.667,189,20
43,T44,T44,Rich Beem,80,"46' 0""",7174.5,156,27
44,T44,T44,Alex Cejka,98,"46' 0""",8010.5,174,17
45,T44,T44,Robert Gamez,114,"46' 0""",12054.75,262,38
46,T44,T44,Paul Gow,62,"46' 0""",7596.0830000000005,165,9
