,Approaches__100_yards-Rgh_RTP_RANK THIS WEEK,Approaches__100_yards-Rgh_RTP_RANK LAST WEEK,Approaches__100_yards-Rgh_RTP_PLAYER NAME,Approaches__100_yards-Rgh_RTP_ROUNDS,Approaches__100_yards-Rgh_RTP_AVG RTP
176,177,177,Gavin Coles,69,+.448
177,178,178,Stuart Appleby,90,+.457
178,T179,T179,Todd Barranger,78,+.462
179,T179,T179,Kaname Yokoo,56,+.462
180,181,181,Matt Gogel,77,+.464
181,182,182,Lee Janzen,83,+.476
182,183,183,Notah Begay III,92,+.500
183,184,184,Ben Curtis,69,+.526
184,185,185,Dean Wilson,82,+.529
185,186,186,"Dave Stockton, Jr.",79,+.543
186,187,187,Cameron Yancey,58,+.545
187,188,188,Sergio Garcia,62,+.550
188,189,189,Mike Grob,83,+.591
189,190,190,Hal Sutton,81,+.769
