,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
63,T52,T52,Carl Paulson,101,10
64,T52,T52,Kenny Perry,98,10
65,T52,T52,Heath Slocum,101,10
66,T52,T52,Jeff Sluman,106,10
67,T52,T52,David Sutherland,77,10
68,T52,T52,Ty Tryon,52,10
69,T70,T70,Tommy Armour III,66,9
70,T70,T70,Aaron Barber,94,9
71,T70,T70,Doug Barron,90,9
72,T70,T70,Olin Browne,113,9
73,T70,T70,Jonathan Byrd,101,9
74,T70,T70,Jason Caron,74,9
75,T70,T70,Alex Cejka,98,9
76,T70,T70,Greg Chalmers,98,9
77,T70,T70,K.J. Choi,112,9
78,T70,T70,Stewart Cink,104,9
79,T70,T70,John Daly,56,9
80,T70,T70,Ernie Els,65,9
81,T70,T70,Jason Gore,83,9
82,T70,T70,Mike Heinen,89,9
83,T70,T70,Per-Ulrik Johansson,96,9
84,T70,T70,Hank Kuehne,73,9
85,T70,T70,Frank Lickliter II,94,9
86,T70,T70,Andrew Magee,91,9
87,T70,T70,Arron Oberholser,80,9
88,T70,T70,Brett Quigley,92,9
89,T70,T70,Loren Roberts,87,9
90,T70,T70,John Rollins,89,9
91,T70,T70,Gene Sauers,87,9
92,T70,T70,Vance Veazey,66,9
93,T70,T70,Tiger Woods,74,9
94,T95,T95,Chad Campbell,105,8
95,T95,T95,Gavin Coles,69,8
96,T95,T95,Fred Couples,71,8
97,T95,T95,Robert Damron,96,8
98,T95,T95,David Frost,80,8
99,T95,T95,Tom Gillis,71,8
100,T95,T95,Matt Gogel,77,8
101,T95,T95,Paul Gow,62,8
102,T95,T95,Mike Grob,83,8
103,T95,T95,Donnie Hammond,92,8
104,T95,T95,J.J. Henry,100,8
105,T95,T95,Tim Herron,102,8
106,T95,T95,Jonathan Kaye,91,8
107,T95,T95,Skip Kendall,110,8
108,T95,T95,Jeff Klein,60,8
109,T95,T95,Matt Kuchar,63,8
110,T95,T95,Scott Laycock,71,8
111,T95,T95,Shigeki Maruyama,87,8
112,T95,T95,Shaun Micheel,97,8
113,T95,T95,Craig Perks,82,8
114,T95,T95,Chris Smith,92,8
115,T95,T95,Paul Stankowski,67,8
116,T95,T95,Kevin Sutherland,97,8
117,T95,T95,Hidemichi Tanaka,112,8
118,T95,T95,Kirk Triplett,92,8
119,T95,T95,Mark Wilson,82,8
120,T121,T121,Craig Barlow,95,7
121,T121,T121,Cameron Beckman,86,7
122,T121,T121,Rich Beem,80,7
123,T121,T121,Jim Carter,95,7
124,T121,T121,José Coceres,62,7
125,T121,T121,Marco Dawson,86,7
126,T121,T121,Dan Forsman,98,7
127,T121,T121,Glen Hnatiuk,92,7
128,T121,T121,Peter Jacobsen,75,7
129,T121,T121,Richard Johnson,89,7
130,T121,T121,Bernhard Langer,65,7
131,T121,T121,Tom Lehman,87,7
132,T121,T121,Len Mattiace,94,7
133,T121,T121,Brenden Pappas,105,7
134,T121,T121,Carl Pettersson,80,7
135,T121,T121,Akio Sadakata,83,7
136,T121,T121,Vijay Singh,106,7
137,T121,T121,Hal Sutton,81,7
138,T121,T121,Esteban Toledo,109,7
139,T121,T121,David Toms,90,7
140,T121,T121,Jay Williamson,93,7
141,T121,T121,Dean Wilson,82,7
142,T143,T143,Robert Allenby,87,6
143,T143,T143,Jay Don Blake,77,6
144,T143,T143,Mark Brooks,90,6
145,T143,T143,Jason Buha,61,6
146,T143,T143,Tim Clark,79,6
147,T143,T143,Harrison Frazar,88,6
148,T143,T143,Jay Haas,89,6
149,T143,T143,Kenichi Kuboya,91,6
150,T143,T143,Justin Leonard,80,6
151,T143,T143,Thomas Levet,85,6
152,T143,T143,Jeff Maggert,81,6
153,T143,T143,Billy Mayfair,105,6
154,T143,T143,Scott McCarron,86,6
155,T143,T143,Dicky Pride,73,6
156,T143,T143,Adam Scott,52,6
157,T143,T143,Steve Stricker,59,6
158,T143,T143,Duffy Waldorf,90,6
159,T143,T143,Kaname Yokoo,56,6
160,T161,T161,Aaron Baddeley,71,5
161,T161,T161,Joel Edwards,60,5
162,T161,T161,Brad Elder,51,5
163,T161,T161,Sergio Garcia,62,5
164,T161,T161,Brian Gay,100,5
165,T161,T161,Mathew Goggin,90,5
166,T161,T161,J.P. Hayes,79,5
167,T161,T161,Brian Henninger,56,5
168,T161,T161,Neal Lancaster,110,5
169,T161,T161,Ian Leggatt,71,5
170,T161,T161,Spike McRoy,103,5
171,T161,T161,John Riegger,55,5
172,T161,T161,Joey Sindelar,93,5
173,T161,T161,Mike Sposa,72,5
174,T161,T161,Bob Tway,89,5
175,T176,T176,Paul Azinger,73,4
176,T176,T176,Michael Clark II,54,4
177,T176,T176,Ben Curtis,69,4
178,T176,T176,Joe Durant,96,4
179,T176,T176,Retief Goosen,69,4
180,T176,T176,Dudley Hart,66,4
181,T176,T176,Kent Jones,74,4
182,T176,T176,Rod Pampling,87,4
183,T176,T176,Brent Schwarzrock,60,4
184,T185,T185,Steve Allan,53,3
185,T185,T185,Brent Geiberger,51,3
186,T185,T185,Mark O'Meara,69,3
187,T185,T185,Geoff Ogilvy,86,3
188,T185,T185,Cameron Yancey,58,3
189,190,190,Brian Bateman,70,1
