,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
0,1,1,Mark Calcavecchia,84,20
1,T2,T2,Woody Austin,107,19
2,T2,T2,Fred Funk,112,19
3,T2,T2,David Gossett,92,19
4,T5,T5,Corey Pavin,88,16
5,T5,T5,Tom Pernice Jr.,105,16
6,T5,T5,Nick Price,65,16
7,T5,T5,Chris Riley,96,16
8,T5,T5,Patrick Sheehan,101,16
9,T10,T10,Brandt Jobe,77,15
10,T10,T10,Tim Petrovic,108,15
11,T12,T12,Steven Alker,87,14
12,T12,T12,Ben Crane,94,14
13,T12,T12,Steve Flesch,110,14
14,T12,T12,Carlos Franco,99,14
15,T12,T12,Robert Gamez,114,14
16,T12,T12,Pat Perez,95,14
17,T12,T12,Darron Stiles,93,14
18,T19,T19,Stephen Ames,91,13
19,T19,T19,Notah Begay III,92,13
20,T19,T19,Jerry Kelly,108,13
21,T19,T19,Anthony Painter,87,13
22,T19,T19,Jesper Parnevik,102,13
23,T19,T19,David Peoples,96,13
24,T19,T19,Mike Weir,80,13
25,T26,T26,Stuart Appleby,90,12
26,T26,T26,Brad Faxon,97,12
27,T26,T26,Jim Furyk,104,12
28,T26,T26,Charles Howell III,120,12
29,T26,T26,Lee Janzen,83,12
30,T26,T26,J.L. Lewis,99,12
31,T26,T26,John Morgan,81,12
32,T26,T26,Garrett Willis,97,12
33,T34,T34,Billy Andrade,100,11
34,T34,T34,Briny Baird,113,11
35,T34,T34,Todd Barranger,78,11
36,T34,T34,Bob Burns,88,11
37,T34,T34,Tom Byrum,97,11
38,T34,T34,Glen Day,103,11
39,T34,T34,Bob Estes,92,11
40,T34,T34,Todd Fischer,97,11
41,T34,T34,Paul Goydos,86,11
42,T34,T34,John Huston,76,11
43,T34,T34,Peter Lonard,96,11
44,T34,T34,Davis Love III,85,11
45,T34,T34,Andy Miller,75,11
46,T34,T34,Rory Sabbatini,95,11
47,T34,T34,John Senden,111,11
48,T34,T34,Kenneth Staton,59,11
49,T34,T34,"Dave Stockton, Jr.",79,11
50,T34,T34,Scott Verplank,97,11
51,T52,T52,Chris Anderson,96,10
52,T52,T52,Pat Bates,111,10
53,T52,T52,Jeff Brehaut,110,10
54,T52,T52,Darren Clarke,61,10
55,T52,T52,Chris DiMarco,98,10
56,T52,T52,Luke Donald,88,10
57,T52,T52,Cliff Kresge,102,10
58,T52,T52,Steve Lowery,86,10
59,T52,T52,John Maginnes,87,10
60,T52,T52,Rocco Mediate,80,10
61,T52,T52,Phil Mickelson,87,10
62,T52,T52,Deane Pappas,75,10
