,Approach_125-150_yards_RTP_Score_RANK THIS WEEK,Approach_125-150_yards_RTP_Score_RANK LAST WEEK,Approach_125-150_yards_RTP_Score_PLAYER NAME,Approach_125-150_yards_RTP_Score_ROUNDS,Approach_125-150_yards_RTP_Score_AVG RTP
0,1,1,Aaron Baddeley,71,-.238
1,2,2,Bob Tway,89,-.219
2,3,3,Retief Goosen,69,-.209
3,4,4,Mark O'Meara,69,-.207
4,5,5,Nick Price,65,-.204
5,6,6,Davis Love III,85,-.203
6,7,7,Brad Faxon,97,-.198
7,T8,T8,Rory Sabbatini,95,-.197
8,T8,T8,Kirk Triplett,92,-.197
9,10,10,Cameron Beckman,86,-.192
10,11,11,Chad Campbell,105,-.191
11,12,12,Jim Furyk,104,-.190
12,13,13,Vijay Singh,106,-.188
13,14,14,Matt Kuchar,63,-.185
14,15,15,Woody Austin,107,-.181
15,16,16,David Toms,90,-.180
16,17,17,Justin Leonard,80,-.172
17,18,18,Stewart Cink,104,-.171
18,19,19,Hal Sutton,81,-.170
19,20,20,Len Mattiace,94,-.169
20,21,21,David Frost,80,-.164
21,22,22,Tom Pernice Jr.,105,-.162
22,T23,T23,Bob Estes,92,-.159
23,T23,T23,Andrew Magee,91,-.159
24,T25,T25,Briny Baird,113,-.156
25,T25,T25,Alex Cejka,98,-.156
26,27,27,Fred Couples,71,-.154
27,28,28,Rocco Mediate,80,-.152
28,29,29,John Maginnes,87,-.151
29,T30,T30,Jim Carter,95,-.150
30,T30,T30,Per-Ulrik Johansson,96,-.150
31,T30,T30,Kevin Sutherland,97,-.150
32,T33,T33,Stephen Ames,91,-.148
33,T33,T33,Ernie Els,65,-.148
34,T33,T33,Jesper Parnevik,102,-.148
35,T33,T33,Vance Veazey,66,-.148
36,37,37,Scott Verplank,97,-.147
37,38,38,John Riegger,55,-.144
38,39,39,Mike Weir,80,-.143
39,T40,T40,Glen Day,103,-.141
40,T40,T40,Brenden Pappas,105,-.141
41,T40,T40,Tim Petrovic,108,-.141
42,T43,T43,Robert Gamez,114,-.139
