,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
0,1,1,Hank Kuehne,73,-.844
1,2,2,Ernie Els,65,-.750
2,3,3,Jason Gore,83,-.742
3,4,4,Tiger Woods,74,-.719
4,5,5,J.J. Henry,100,-.659
5,6,6,Robert Allenby,87,-.633
6,7,7,John Daly,56,-.619
7,8,8,Craig Barlow,95,-.600
8,9,9,Mike Heinen,89,-.583
9,10,10,Davis Love III,85,-.581
10,11,11,Paul Stankowski,67,-.577
11,12,12,Carlos Franco,99,-.560
12,13,13,Chris Smith,92,-.551
13,T14,T14,Jason Caron,74,-.545
14,T14,T14,Retief Goosen,69,-.545
15,16,16,Tommy Armour III,66,-.543
16,17,17,Stuart Appleby,90,-.537
17,T18,T18,Stephen Ames,91,-.500
18,T18,T18,Aaron Baddeley,71,-.500
19,T18,T18,Jeff Brehaut,110,-.500
20,T18,T18,Robert Gamez,114,-.500
21,T18,T18,Brent Geiberger,51,-.500
22,T18,T18,Neal Lancaster,110,-.500
23,T18,T18,Adam Scott,52,-.500
24,25,25,Stewart Cink,104,-.486
25,26,26,Harrison Frazar,88,-.477
26,27,27,Andrew Magee,91,-.476
27,28,28,Brenden Pappas,105,-.475
28,29,29,Woody Austin,107,-.469
29,30,30,Tim Herron,102,-.467
30,T31,T31,Mark Calcavecchia,84,-.462
31,T31,T31,Steve Lowery,86,-.462
32,33,33,Darren Clarke,61,-.458
33,T34,T34,Scott McCarron,86,-.455
34,T34,T34,Patrick Sheehan,101,-.455
35,36,36,Brett Quigley,92,-.448
36,T37,T37,Brad Elder,51,-.444
37,T37,T37,Vijay Singh,106,-.444
38,39,39,Steve Allan,53,-.438
39,40,40,Rory Sabbatini,95,-.429
40,41,41,Matt Gogel,77,-.425
41,42,42,Rod Pampling,87,-.419
42,43,43,John Morgan,81,-.417
43,44,44,Ben Crane,94,-.413
44,45,45,Dean Wilson,82,-.410
45,T46,T46,K.J. Choi,112,-.409
46,T46,T46,Jonathan Kaye,91,-.409
47,T48,T48,Ian Leggatt,71,-.400
48,T48,T48,Justin Leonard,80,-.400
49,T48,T48,Tom Pernice Jr.,105,-.400
50,T48,T48,Brent Schwarzrock,60,-.400
51,52,52,Todd Barranger,78,-.393
52,53,53,John Senden,111,-.391
53,54,54,Geoff Ogilvy,86,-.386
54,55,55,Mike Weir,80,-.381
55,56,56,Carl Paulson,101,-.379
56,57,57,Tom Lehman,87,-.375
57,58,58,Per-Ulrik Johansson,96,-.373
58,59,59,David Sutherland,77,-.371
59,60,60,Phil Mickelson,87,-.370
60,61,61,Hal Sutton,81,-.367
61,62,62,Duffy Waldorf,90,-.364
62,63,63,Steve Flesch,110,-.362
63,T64,T64,Brian Bateman,70,-.360
64,T64,T64,Tim Petrovic,108,-.360
65,66,66,Cameron Yancey,58,-.357
66,67,67,Deane Pappas,75,-.355
67,68,68,Mathew Goggin,90,-.351
68,69,69,Arron Oberholser,80,-.350
69,70,70,Briny Baird,113,-.347
70,T71,T71,Andy Miller,75,-.343
71,T71,T71,Pat Perez,95,-.343
72,T73,T73,Chad Campbell,105,-.333
73,T73,T73,Cliff Kresge,102,-.333
74,T73,T73,Craig Perks,82,-.333
75,T73,T73,Kenny Perry,98,-.333
76,T73,T73,David Toms,90,-.333
77,78,78,Jay Williamson,93,-.325
78,79,79,Jonathan Byrd,101,-.319
79,T80,T80,David Peoples,96,-.313
80,T80,T80,"Dave Stockton, Jr.",79,-.313
81,82,82,J.L. Lewis,99,-.310
82,83,83,Bob Tway,89,-.302
83,84,84,John Rollins,89,-.300
84,T85,T85,Bob Estes,92,-.293
85,T85,T85,Jay Haas,89,-.293
86,T85,T85,Charles Howell III,120,-.293
87,88,88,David Gossett,92,-.289
88,89,89,Jesper Parnevik,102,-.286
89,90,90,Thomas Levet,85,-.281
90,91,91,Marco Dawson,86,-.278
91,T92,T92,Joe Durant,96,-.273
92,T92,T92,Sergio Garcia,62,-.273
93,94,94,Chris DiMarco,98,-.270
94,T95,T95,Fred Couples,71,-.263
95,T95,T95,Scott Verplank,97,-.263
96,97,97,Mike Grob,83,-.262
97,98,98,Jim Furyk,104,-.261
98,99,99,Skip Kendall,110,-.258
99,T100,T100,Tom Gillis,71,-.250
100,T100,T100,Anthony Painter,87,-.250
101,T100,T100,Mike Sposa,72,-.250
102,103,103,Joey Sindelar,93,-.240
103,104,104,Shaun Micheel,97,-.237
104,105,105,Kevin Sutherland,97,-.233
105,T106,T106,Billy Andrade,100,-.229
106,T106,T106,Cameron Beckman,86,-.229
107,108,108,Nick Price,65,-.226
108,109,109,Greg Chalmers,98,-.225
109,110,110,Carl Pettersson,80,-.211
110,111,111,Rich Beem,80,-.208
111,112,112,Lee Janzen,83,-.206
112,113,113,David Frost,80,-.205
113,114,114,Alex Cejka,98,-.200
114,115,115,Jeff Maggert,81,-.195
115,116,116,Ty Tryon,52,-.188
116,117,117,Peter Lonard,96,-.182
117,118,118,Spike McRoy,103,-.179
118,119,119,Pat Bates,111,-.175
119,120,120,Jeff Sluman,106,-.171
120,T121,T121,Kenichi Kuboya,91,-.167
121,T121,T121,Scott Laycock,71,-.167
122,T123,T123,Jay Don Blake,77,-.160
123,T123,T123,Joel Edwards,60,-.160
