,GIR_Percentage_-_100-125_yards_RANK THIS WEEK,GIR_Percentage_-_100-125_yards_RANK LAST WEEK,GIR_Percentage_-_100-125_yards_PLAYER NAME,GIR_Percentage_-_100-125_yards_ROUNDS,GIR_Percentage_-_100-125_yards_%,GIR_Percentage_-_100-125_yards_GREENS HIT,GIR_Percentage_-_100-125_yards_TOTAL HOLES,GIR_Percentage_-_100-125_yards_RELATIVE TO PAR
0,1,1,Tim Clark,79,86.92,93,107,-0.24
1,2,2,Tiger Woods,74,83.53,71,85,-0.32
2,3,3,Olin Browne,113,82.93,136,164,-0.29
3,4,4,David Frost,80,82.58,128,155,-0.27
4,5,5,Spike McRoy,103,82.35,126,153,-0.29
5,6,6,John Huston,76,82.31,121,147,-0.33
6,7,7,Robert Allenby,87,82.11,101,123,-0.29
7,8,8,Mark O'Meara,69,81.94,59,72,-0.19
8,9,9,Hidemichi Tanaka,112,81.56,146,179,-0.28
9,10,10,Brad Faxon,97,81.54,106,130,-0.23
10,11,11,Fred Couples,71,81.48,66,81,-0.38
11,12,12,Charles Howell III,120,81.13,129,159,-0.23
12,13,13,Pat Bates,111,81.07,137,169,-0.31
13,14,14,Thomas Levet,85,80.67,121,150,-0.31
14,15,15,Mark Wilson,82,80.37,86,107,-0.29
15,16,16,Shaun Micheel,97,80.35,139,173,-0.29
16,17,17,Joel Edwards,60,80.34,94,117,-0.23
17,18,18,Glen Day,103,80.31,155,193,-0.35
18,T19,T19,Per-Ulrik Johansson,96,80.0,120,150,-0.16
19,T19,T19,Mike Weir,80,80.0,68,85,-0.35
20,21,21,Scott Laycock,71,79.79,75,94,-0.31
21,22,22,Retief Goosen,69,79.52,66,83,-0.32
22,23,23,Jay Haas,89,79.37,100,126,-0.28
23,24,24,Andrew Magee,91,79.29,134,169,-0.29
24,25,25,Esteban Toledo,109,79.14,129,163,-0.21
25,26,26,Skip Kendall,110,78.98,139,176,-0.29
26,27,27,Davis Love III,85,78.81,93,118,-0.25
27,T28,T28,Carlos Franco,99,78.57,121,154,-0.27
28,T28,T28,Kenny Perry,98,78.57,110,140,-0.26
29,T28,T28,Paul Stankowski,67,78.57,88,112,-0.26
30,31,31,Jim Furyk,104,78.46,102,130,-0.38
31,32,32,Jeff Sluman,106,78.33,141,180,-0.29
32,33,33,Frank Lickliter II,94,78.32,112,143,-0.36
33,34,34,David Gossett,92,78.13,125,160,-0.26
34,35,35,Jonathan Kaye,91,78.07,89,114,-0.18
35,36,36,Len Mattiace,94,78.05,96,123,-0.25
36,T37,T37,Briny Baird,113,77.78,154,198,-0.27
37,T37,T37,"Dave Stockton, Jr.",79,77.78,91,117,-0.27
38,39,39,Steve Flesch,110,77.59,135,174,-0.36
39,40,40,Joe Durant,96,77.5,124,160,-0.24
40,41,41,Marco Dawson,86,77.4,113,146,-0.26
41,42,42,Kirk Triplett,92,77.37,106,137,-0.26
42,43,43,Jeff Maggert,81,77.31,92,119,-0.27
43,44,44,Justin Leonard,80,77.23,78,101,-0.31
44,45,45,Sergio Garcia,62,77.22,61,79,-0.28
45,T46,T46,Richard Johnson,89,77.14,108,140,-0.35
46,T46,T46,Mike Sposa,72,77.14,108,140,-0.3
47,48,48,Jay Don Blake,77,76.99,87,113,-0.24
48,49,49,Peter Jacobsen,75,76.92,100,130,-0.25
49,50,50,Dan Forsman,98,76.82,116,151,-0.19
50,51,51,Matt Kuchar,63,76.79,86,112,-0.28
51,T52,T52,Notah Begay III,92,76.77,119,155,-0.24
52,T52,T52,Michael Clark II,54,76.77,76,99,-0.21
53,54,54,Hal Sutton,81,76.67,138,180,-0.3
54,55,55,Kent Jones,74,76.56,98,128,-0.32
55,56,56,Paul Gow,62,76.53,75,98,-0.29
56,57,57,Stephen Ames,91,76.51,114,149,-0.29
57,58,58,Woody Austin,107,76.44,146,191,-0.29
58,T59,T59,Aaron Barber,94,76.26,151,198,-0.35
59,T59,T59,Mark Brooks,90,76.26,106,139,-0.18
60,61,61,Rocco Mediate,80,76.19,80,105,-0.33
61,62,62,Billy Mayfair,105,76.1,121,159,-0.29
62,63,63,Loren Roberts,87,76.0,76,100,-0.34
63,64,64,Gavin Coles,69,75.86,88,116,-0.19
64,65,65,Jerry Kelly,108,75.82,116,153,-0.37
65,66,66,Akio Sadakata,83,75.76,100,132,-0.27
66,67,67,John Rollins,89,75.47,80,106,-0.24
67,68,68,Tom Gillis,71,75.38,98,130,-0.23
68,69,69,Bob Tway,89,75.37,101,134,-0.34
69,70,70,Bob Burns,88,75.34,110,146,-0.23
70,71,71,Ernie Els,65,75.31,61,81,-0.3
71,72,72,Chris Smith,92,75.27,137,182,-0.3
72,73,73,David Toms,90,75.22,85,113,-0.27
73,T74,T74,Alex Cejka,98,75.2,94,125,-0.31
74,T74,T74,Mike Grob,83,75.2,94,125,-0.29
75,T74,T74,Kevin Sutherland,97,75.2,94,125,-0.16
76,77,77,K.J. Choi,112,75.16,118,157,-0.33
77,T78,T78,John Daly,56,75.0,81,108,-0.2
78,T78,T78,J.J. Henry,100,75.0,117,156,-0.24
79,T78,T78,Lee Janzen,83,75.0,78,104,-0.21
80,T78,T78,Heath Slocum,101,75.0,150,200,-0.33
81,T78,T78,David Sutherland,77,75.0,90,120,-0.27
82,83,83,Garrett Willis,97,74.86,131,175,-0.32
83,84,84,Bob Estes,92,74.81,98,131,-0.32
84,85,85,Brian Henninger,56,74.77,80,107,-0.31
85,86,86,Vijay Singh,106,74.71,130,174,-0.28
86,87,87,Tim Herron,102,74.57,129,173,-0.35
87,88,88,Dudley Hart,66,74.42,64,86,-0.31
88,89,89,Ian Leggatt,71,74.4,93,125,-0.28
89,90,90,Todd Fischer,97,74.39,122,164,-0.3
90,91,91,Matt Gogel,77,74.34,84,113,-0.38
91,92,92,Corey Pavin,88,74.31,81,109,-0.22
92,93,93,Rod Pampling,87,74.21,118,159,-0.27
93,94,94,Aaron Baddeley,71,74.19,69,93,-0.23
94,95,95,Bernhard Langer,65,74.16,66,89,-0.33
95,96,96,Tom Lehman,87,74.14,86,116,-0.19
96,97,97,Chad Campbell,105,73.83,110,149,-0.36
97,98,98,Adam Scott,52,73.75,59,80,-0.24
98,T99,T99,J.P. Hayes,79,73.68,98,133,-0.32
99,T99,T99,Scott McCarron,86,73.68,84,114,-0.2
100,T99,T99,Arron Oberholser,80,73.68,112,152,-0.22
101,102,102,Greg Chalmers,98,73.53,125,170,-0.28
102,103,103,Brad Elder,51,73.42,58,79,-0.17
103,104,104,Jeff Brehaut,110,73.4,138,188,-0.28
