,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
0,1,1,Sergio Garcia,62,-.643
1,2,2,Brian Bateman,70,-.640
2,3,3,Phil Mickelson,87,-.516
3,T4,T4,Kent Jones,74,-.500
4,T4,T4,Cliff Kresge,102,-.500
5,6,6,Tiger Woods,74,-.419
6,T7,T7,Chad Campbell,105,-.417
7,T7,T7,Darron Stiles,93,-.417
8,9,9,Jason Buha,61,-.412
9,T10,T10,Craig Barlow,95,-.400
10,T10,T10,Marco Dawson,86,-.400
11,T10,T10,John Riegger,55,-.400
12,13,13,Vijay Singh,106,-.394
13,T14,T14,Kenneth Staton,59,-.375
14,T14,T14,Ty Tryon,52,-.375
15,T16,T16,Paul Gow,62,-.360
16,T16,T16,Dudley Hart,66,-.360
17,18,18,Jason Caron,74,-.355
18,19,19,Mike Sposa,72,-.344
19,20,20,Robert Gamez,114,-.342
20,21,21,John Morgan,81,-.341
21,T22,T22,Mark Calcavecchia,84,-.333
22,T22,T22,Davis Love III,85,-.333
23,T22,T22,Dicky Pride,73,-.333
24,T22,T22,Duffy Waldorf,90,-.333
25,26,26,Kevin Sutherland,97,-.326
26,T27,T27,Mathew Goggin,90,-.325
27,T27,T27,Dean Wilson,82,-.325
28,29,29,Stephen Ames,91,-.320
29,T30,T30,Charles Howell III,120,-.319
30,T30,T30,Hank Kuehne,73,-.319
31,32,32,Tom Pernice Jr.,105,-.317
32,33,33,John Senden,111,-.310
33,34,34,Shigeki Maruyama,87,-.304
34,T35,T35,Ernie Els,65,-.286
35,T35,T35,Nick Price,65,-.286
36,37,37,Mike Weir,80,-.280
37,38,38,Andy Miller,75,-.267
38,39,39,Stewart Cink,104,-.258
39,40,40,Harrison Frazar,88,-.257
40,41,41,Andrew Magee,91,-.256
41,T42,T42,Retief Goosen,69,-.250
42,T42,T42,Arron Oberholser,80,-.250
43,44,44,Deane Pappas,75,-.243
44,T45,T45,Alex Cejka,98,-.240
45,T45,T45,Mike Heinen,89,-.240
46,T47,T47,Tommy Armour III,66,-.235
47,T47,T47,Todd Barranger,78,-.235
48,T47,T47,José Coceres,62,-.235
49,50,50,Neal Lancaster,110,-.234
50,T51,T51,David Gossett,92,-.231
51,T51,T51,Brian Henninger,56,-.231
52,53,53,Carlos Franco,99,-.227
53,54,54,Jerry Kelly,108,-.217
54,T55,T55,Jonathan Byrd,101,-.214
55,T55,T55,John Huston,76,-.214
56,T57,T57,Woody Austin,107,-.208
57,T57,T57,Kenichi Kuboya,91,-.208
58,T57,T57,Justin Leonard,80,-.208
59,T57,T57,Paul Stankowski,67,-.208
60,61,61,Billy Andrade,100,-.205
61,T62,T62,Steve Lowery,86,-.200
62,T62,T62,Carl Paulson,101,-.200
63,64,64,Brenden Pappas,105,-.196
64,65,65,Brandt Jobe,77,-.194
65,T66,T66,Stuart Appleby,90,-.192
66,T66,T66,Rory Sabbatini,95,-.192
67,68,68,Chris Smith,92,-.185
68,69,69,Geoff Ogilvy,86,-.184
69,T70,T70,Briny Baird,113,-.182
70,T70,T70,Tom Lehman,87,-.182
71,72,72,Craig Perks,82,-.176
72,73,73,Steve Stricker,59,-.175
73,T74,T74,Ian Leggatt,71,-.174
74,T74,T74,Patrick Sheehan,101,-.174
75,T74,T74,Kirk Triplett,92,-.174
76,T77,T77,Brad Elder,51,-.167
77,T77,T77,Tim Herron,102,-.167
78,T77,T77,Anthony Painter,87,-.167
79,T77,T77,Carl Pettersson,80,-.167
80,T81,T81,Steve Flesch,110,-.154
81,T81,T81,Brent Schwarzrock,60,-.154
82,83,83,David Frost,80,-.152
83,84,84,David Peoples,96,-.150
84,85,85,Brett Quigley,92,-.143
85,86,86,Lee Janzen,83,-.136
86,87,87,J.L. Lewis,99,-.133
87,88,88,Jesper Parnevik,102,-.132
88,89,89,Vance Veazey,66,-.130
89,90,90,Brian Gay,100,-.129
90,T91,T91,Robert Allenby,87,-.120
91,T91,T91,Jim Carter,95,-.120
92,93,93,Shaun Micheel,97,-.115
93,94,94,Dan Forsman,98,-.108
94,T95,T95,Jay Williamson,93,-.105
95,T95,T95,Mark Wilson,82,-.105
96,97,97,Corey Pavin,88,-.103
97,T98,T98,John Daly,56,-.097
98,T98,T98,Jonathan Kaye,91,-.097
99,T98,T98,Bob Tway,89,-.097
100,T101,T101,Joe Durant,96,-.083
101,T101,T101,Brent Geiberger,51,-.083
102,T101,T101,Tim Petrovic,108,-.083
103,104,104,Pat Perez,95,-.081
104,105,105,Mike Grob,83,-.077
105,106,106,Chris Anderson,96,-.074
106,107,107,Jason Gore,83,-.073
107,108,108,Rod Pampling,87,-.071
108,109,109,Glen Day,103,-.065
109,110,110,Ben Crane,94,-.060
110,111,111,Scott McCarron,86,-.059
111,112,112,Greg Chalmers,98,-.057
112,113,113,Kenny Perry,98,-.053
113,114,114,Jeff Sluman,106,-.051
114,T115,T115,Rich Beem,80,-.045
115,T115,T115,Tom Gillis,71,-.045
116,117,117,Heath Slocum,101,-.043
117,118,118,John Maginnes,87,-.040
118,119,119,Per-Ulrik Johansson,96,-.037
119,120,120,J.J. Henry,100,-.033
120,121,121,Cameron Beckman,86,-.032
121,122,122,Frank Lickliter II,94,-.030
122,123,123,Chris DiMarco,98,-.027
123,124,124,Brad Faxon,97,-.025
124,T125,T125,Steve Allan,53,E
125,T125,T125,Paul Azinger,73,E
126,T125,T125,Jay Don Blake,77,E
127,T125,T125,Jeff Brehaut,110,E
128,T125,T125,Tom Byrum,97,E
129,T125,T125,Thomas Levet,85,E
130,T125,T125,Jeff Maggert,81,E
131,T125,T125,Billy Mayfair,105,E
132,T125,T125,Chris Riley,96,E
133,T125,T125,Joey Sindelar,93,E
134,T125,T125,David Toms,90,E
135,T125,T125,Scott Verplank,97,E
136,137,137,Esteban Toledo,109,+.024
137,T138,T138,Pat Bates,111,+.030
138,T138,T138,"Dave Stockton, Jr.",79,+.030
139,140,140,Len Mattiace,94,+.031
140,141,141,Bob Estes,92,+.032
141,T142,T142,Richard Johnson,89,+.036
142,T142,T142,David Sutherland,77,+.036
143,144,144,Mark Brooks,90,+.042
144,T145,T145,Fred Couples,71,+.045
145,T145,T145,Loren Roberts,87,+.045
146,T145,T145,Akio Sadakata,83,+.045
147,148,148,Notah Begay III,92,+.054
148,T149,T149,Fred Funk,112,+.059
149,T149,T149,Bernhard Langer,65,+.059
150,T149,T149,Hal Sutton,81,+.059
151,152,152,Gavin Coles,69,+.063
152,153,153,Donnie Hammond,92,+.067
153,T154,T154,K.J. Choi,112,+.069
154,T154,T154,Todd Fischer,97,+.069
155,T154,T154,Cameron Yancey,58,+.069
156,157,157,Aaron Barber,94,+.071
157,T158,T158,Aaron Baddeley,71,+.077
158,T158,T158,Rocco Mediate,80,+.077
159,160,160,Paul Goydos,86,+.080
160,T161,T161,Skip Kendall,110,+.083
161,T161,T161,Peter Lonard,96,+.083
162,163,163,Scott Laycock,71,+.094
163,164,164,Peter Jacobsen,75,+.105
164,T165,T165,Matt Gogel,77,+.118
165,T165,T165,Jeff Klein,60,+.118
166,167,167,Gene Sauers,87,+.120
167,168,168,Joel Edwards,60,+.125
168,169,169,Doug Barron,90,+.129
169,170,170,Michael Clark II,54,+.133
170,171,171,Darren Clarke,61,+.143
171,172,172,J.P. Hayes,79,+.188
172,173,173,Garrett Willis,97,+.192
173,174,174,Ben Curtis,69,+.200
174,175,175,Steven Alker,87,+.208
175,176,176,Spike McRoy,103,+.212
176,177,177,Tim Clark,79,+.222
177,178,178,Olin Browne,113,+.235
178,179,179,Hidemichi Tanaka,112,+.240
179,180,180,Jay Haas,89,+.265
180,T181,T181,Matt Kuchar,63,+.267
181,T181,T181,Adam Scott,52,+.267
182,183,183,Kaname Yokoo,56,+.273
183,184,184,Bob Burns,88,+.313
184,185,185,Robert Damron,96,+.316
185,186,186,John Rollins,89,+.364
186,187,187,Mark O'Meara,69,+.429
187,188,188,Jim Furyk,104,+.450
188,189,189,Luke Donald,88,+.471
189,190,190,Glen Hnatiuk,92,+.522
