,GIR_Percentage_-_75-100_yards_RANK THIS WEEK,GIR_Percentage_-_75-100_yards_RANK LAST WEEK,GIR_Percentage_-_75-100_yards_PLAYER NAME,GIR_Percentage_-_75-100_yards_ROUNDS,GIR_Percentage_-_75-100_yards_%,GIR_Percentage_-_75-100_yards_GREENS HIT,GIR_Percentage_-_75-100_yards_TOTAL HOLES,GIR_Percentage_-_75-100_yards_RELATIVE TO PAR
0,1,1,J.P. Hayes,79,93.33,56,60,-0.61
1,2,2,Kirk Triplett,92,89.58,86,96,-0.33
2,3,3,John Huston,76,87.8,72,82,-0.42
3,4,4,Tom Gillis,71,87.18,68,78,-0.31
4,5,5,Dan Forsman,98,87.1,81,93,-0.33
5,6,6,Charles Howell III,120,87.0,87,100,-0.32
6,7,7,Tim Petrovic,108,86.9,73,84,-0.33
7,8,8,Esteban Toledo,109,86.49,96,111,-0.35
8,9,9,Chad Campbell,105,85.71,60,70,-0.25
9,10,10,Tom Lehman,87,85.0,34,40,-0.41
10,11,11,Kenny Perry,98,84.88,73,86,-0.36
11,12,12,Shaun Micheel,97,84.78,78,92,-0.28
12,13,13,Lee Janzen,83,84.48,49,58,-0.35
13,14,14,Donnie Hammond,92,84.27,75,89,-0.36
14,T15,T15,Steven Alker,87,84.09,74,88,-0.38
15,T15,T15,Jeff Maggert,81,84.09,74,88,-0.39
16,17,17,Tim Clark,79,84.04,79,94,-0.46
17,18,18,Kevin Sutherland,97,84.0,63,75,-0.33
18,19,19,Paul Goydos,86,83.65,87,104,-0.4
19,20,20,Billy Mayfair,105,83.58,56,67,-0.38
20,T21,T21,Cameron Beckman,86,83.33,70,84,-0.34
21,T21,T21,Heath Slocum,101,83.33,85,102,-0.25
22,T21,T21,Vance Veazey,66,83.33,55,66,-0.24
23,24,24,Joel Edwards,60,83.1,59,71,-0.46
24,25,25,Tiger Woods,74,82.93,34,41,-0.44
25,26,26,Scott Verplank,97,82.83,82,99,-0.41
26,27,27,Steve Lowery,86,82.81,53,64,-0.19
27,28,28,Brian Bateman,70,82.76,48,58,-0.19
28,29,29,Fred Funk,112,82.5,99,120,-0.33
29,30,30,Justin Leonard,80,82.35,42,51,-0.43
30,31,31,Olin Browne,113,82.2,97,118,-0.42
31,32,32,Thomas Levet,85,82.14,46,56,-0.33
32,33,33,Darron Stiles,93,81.93,68,83,-0.31
33,34,34,John Riegger,55,81.69,58,71,-0.22
34,35,35,K.J. Choi,112,81.63,80,98,-0.38
35,36,36,Jeff Brehaut,110,81.55,84,103,-0.36
36,37,37,Chris Riley,96,81.52,75,92,-0.37
37,38,38,Chris Smith,92,81.48,66,81,-0.27
38,39,39,Jerry Kelly,108,81.4,70,86,-0.34
39,40,40,Jim Furyk,104,81.33,61,75,-0.46
40,41,41,Jay Haas,89,81.16,56,69,-0.39
41,42,42,Rod Pampling,87,80.95,68,84,-0.35
42,43,43,Joey Sindelar,93,80.9,72,89,-0.17
43,44,44,Tom Byrum,97,80.82,59,73,-0.25
44,45,45,Scott McCarron,86,80.77,42,52,-0.31
45,46,46,Fred Couples,71,80.7,46,57,-0.33
46,47,47,Loren Roberts,87,80.65,75,93,-0.33
47,48,48,Aaron Barber,94,80.58,83,103,-0.31
48,49,49,Marco Dawson,86,80.56,58,72,-0.12
49,50,50,Rocco Mediate,80,80.52,62,77,-0.26
50,51,51,Stewart Cink,104,80.43,74,92,-0.3
51,52,52,Len Mattiace,94,80.26,61,76,-0.44
52,T53,T53,Briny Baird,113,80.0,88,110,-0.27
53,T53,T53,Darren Clarke,61,80.0,24,30,-0.38
54,T53,T53,Duffy Waldorf,90,80.0,56,70,-0.36
55,56,56,Mark Brooks,90,79.8,79,99,-0.38
56,57,57,Hidemichi Tanaka,112,79.78,71,89,-0.25
57,58,58,J.L. Lewis,99,79.75,63,79,-0.33
58,59,59,Mark Wilson,82,79.73,59,74,-0.22
59,T60,T60,Billy Andrade,100,79.52,66,83,-0.27
60,T60,T60,Mathew Goggin,90,79.52,66,83,-0.27
61,T62,T62,Matt Kuchar,63,79.45,58,73,-0.29
62,T62,T62,John Maginnes,87,79.45,58,73,-0.36
63,T64,T64,J.J. Henry,100,79.31,69,87,-0.29
64,T64,T64,Steve Stricker,59,79.31,46,58,-0.35
65,66,66,Davis Love III,85,79.17,38,48,-0.39
66,67,67,Andy Miller,75,79.1,53,67,-0.45
67,68,68,Spike McRoy,103,79.01,64,81,-0.27
68,69,69,Jay Williamson,93,78.95,75,95,-0.27
69,70,70,David Gossett,92,78.82,67,85,-0.34
70,71,71,Gene Sauers,87,78.67,59,75,-0.14
71,T72,T72,Doug Barron,90,78.57,66,84,-0.29
72,T72,T72,Jason Buha,61,78.57,44,56,-0.32
73,T74,T74,Dudley Hart,66,78.43,40,51,-0.4
74,T74,T74,Mike Weir,80,78.43,40,51,-0.3
75,76,76,Mike Grob,83,78.31,65,83,-0.42
76,77,77,John Rollins,89,78.26,54,69,-0.52
77,78,78,David Frost,80,77.89,74,95,-0.47
78,T79,T79,Brad Faxon,97,77.78,56,72,-0.36
79,T79,T79,Steve Flesch,110,77.78,70,90,-0.44
80,81,81,Jonathan Byrd,101,77.66,73,94,-0.4
81,82,82,Jeff Sluman,106,77.65,66,85,-0.39
82,T83,T83,Bob Burns,88,77.63,59,76,-0.31
83,T83,T83,Carl Pettersson,80,77.63,59,76,-0.22
84,85,85,David Sutherland,77,77.59,45,58,-0.36
85,86,86,Brent Geiberger,51,77.55,38,49,-0.45
86,87,87,Harrison Frazar,88,77.5,62,80,-0.37
87,88,88,Brian Gay,100,77.48,86,111,-0.38
88,89,89,Phil Mickelson,87,77.46,55,71,-0.38
89,90,90,Akio Sadakata,83,77.45,79,102,-0.22
90,91,91,David Toms,90,77.42,48,62,-0.31
91,92,92,Mike Sposa,72,77.27,68,88,-0.24
92,93,93,Kent Jones,74,77.19,44,57,-0.3
93,94,94,Matt Gogel,77,77.03,57,74,-0.19
94,95,95,Ian Leggatt,71,76.92,60,78,-0.27
95,96,96,Bob Estes,92,76.81,53,69,-0.4
96,97,97,Glen Hnatiuk,92,76.77,76,99,-0.33
97,98,98,Adam Scott,52,76.74,33,43,-0.33
98,99,99,Brenden Pappas,105,76.72,89,116,-0.22
99,T100,T100,Scott Laycock,71,76.71,56,73,-0.29
100,T100,T100,Peter Lonard,96,76.71,56,73,-0.38
101,102,102,Michael Clark II,54,76.67,46,60,-0.22
102,103,103,Skip Kendall,110,76.52,88,115,-0.38
103,T104,T104,Stephen Ames,91,76.4,68,89,-0.46
104,T104,T104,Luke Donald,88,76.4,68,89,-0.35
105,106,106,Corey Pavin,88,76.39,55,72,-0.25
106,107,107,Geoff Ogilvy,86,76.36,42,55,-0.45
107,108,108,Vijay Singh,106,76.24,77,101,-0.29
108,109,109,Carl Paulson,101,76.09,70,92,-0.37
109,110,110,Ben Crane,94,76.06,54,71,-0.31
110,111,111,Steve Allan,53,75.68,28,37,-0.21
111,112,112,Todd Fischer,97,75.51,74,98,-0.32
112,113,113,Cliff Kresge,102,75.29,64,85,-0.34
113,114,114,Joe Durant,96,75.28,67,89,-0.33
114,115,115,Glen Day,103,75.22,85,113,-0.38
115,T116,T116,Woody Austin,107,75.0,72,96,-0.29
116,T116,T116,Paul Azinger,73,75.0,42,56,-0.36
117,T116,T116,Ernie Els,65,75.0,24,32,-0.21
118,T116,T116,Tim Herron,102,75.0,63,84,-0.29
119,T116,T116,Mark O'Meara,69,75.0,33,44,-0.24
120,T116,T116,David Peoples,96,75.0,69,92,-0.29
121,T116,T116,Brett Quigley,92,75.0,63,84,-0.32
122,123,123,Tom Pernice Jr.,105,74.71,65,87,-0.37
123,124,124,Dean Wilson,82,74.63,50,67,-0.26
124,T125,T125,Rich Beem,80,74.44,67,90,-0.28
125,T125,T125,Chris DiMarco,98,74.44,67,90,-0.42
126,127,127,Robert Damron,96,74.42,64,86,-0.33
127,128,128,Bernhard Langer,65,74.36,29,39,-0.34
128,129,129,John Senden,111,74.12,63,85,-0.27
129,T130,T130,Jonathan Kaye,91,73.86,65,88,-0.28
130,T130,T130,Kenichi Kuboya,91,73.86,65,88,-0.43
131,132,132,Ben Curtis,69,73.85,48,65,-0.48
132,133,133,Andrew Magee,91,73.81,62,84,-0.27
133,134,134,Arron Oberholser,80,73.75,59,80,-0.31
134,135,135,Jason Caron,74,73.68,42,57,-0.33
135,136,136,Rory Sabbatini,95,73.63,67,91,-0.37
136,137,137,Craig Barlow,95,73.56,64,87,-0.3
137,T138,T138,Paul Gow,62,73.44,47,64,-0.34
138,T138,T138,Jeff Klein,60,73.44,47,64,-0.21
139,140,140,"Dave Stockton, Jr.",79,73.13,49,67,-0.2
140,141,141,Craig Perks,82,73.08,57,78,-0.37
141,142,142,Hal Sutton,81,72.97,54,74,-0.3
142,143,143,Kaname Yokoo,56,72.92,35,48,-0.29
143,144,144,Pat Bates,111,72.82,75,103,-0.4
144,145,145,Sergio Garcia,62,72.73,32,44,-0.16
145,146,146,Jim Carter,95,72.6,53,73,-0.4
146,147,147,Carlos Franco,99,72.53,66,91,-0.26
147,148,148,Robert Gamez,114,72.48,79,109,-0.29
148,149,149,Frank Lickliter II,94,72.41,63,87,-0.24
