,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,1,1,Tiger Woods,74,-0.96
1,2,2,Retief Goosen,69,-0.889
2,3,3,Vijay Singh,106,-0.872
3,4,4,Lee Janzen,83,-0.857
4,5,5,Craig Barlow,95,-0.8540000000000001
5,6,6,Fred Couples,71,-0.81
6,7,7,Paul Stankowski,67,-0.8
7,8,8,Peter Jacobsen,75,-0.778
8,9,9,Cameron Yancey,58,-0.773
9,10,10,Jay Haas,89,-0.767
10,11,11,Darren Clarke,61,-0.765
11,12,12,Dan Forsman,98,-0.759
12,13,13,John Huston,76,-0.757
13,14,14,K.J. Choi,112,-0.75
14,15,15,Olin Browne,113,-0.7440000000000001
15,16,16,Charles Howell III,120,-0.7390000000000001
16,T17,T17,Jim Furyk,104,-0.727
17,T17,T17,Tim Herron,102,-0.727
18,19,19,Carlos Franco,99,-0.7170000000000001
19,T20,T20,Tom Lehman,87,-0.7140000000000001
20,T20,T20,Phil Mickelson,87,-0.7140000000000001
21,22,22,Mike Sposa,72,-0.708
22,23,23,Jason Gore,83,-0.706
23,24,24,José Coceres,62,-0.7040000000000001
24,25,25,Paul Gow,62,-0.7
25,26,26,David Peoples,96,-0.6940000000000001
26,27,27,Jonathan Kaye,91,-0.6920000000000001
27,28,28,Robert Allenby,87,-0.69
28,29,29,Tim Petrovic,108,-0.6890000000000001
29,30,30,Chad Campbell,105,-0.684
30,T31,T31,Marco Dawson,86,-0.68
31,T31,T31,David Frost,80,-0.68
32,T33,T33,John Rollins,89,-0.677
33,T33,T33,Patrick Sheehan,101,-0.677
34,35,35,Glen Day,103,-0.6729999999999999
35,36,36,Glen Hnatiuk,92,-0.667
36,37,37,David Toms,90,-0.659
37,T38,T38,Todd Barranger,78,-0.657
38,T38,T38,Brian Gay,100,-0.657
39,40,40,Ben Curtis,69,-0.655
40,41,41,David Gossett,92,-0.653
41,42,42,Pat Perez,95,-0.65
42,T43,T43,Rocco Mediate,80,-0.649
43,T43,T43,David Sutherland,77,-0.649
44,45,45,Aaron Barber,94,-0.647
45,46,46,Duffy Waldorf,90,-0.645
46,47,47,Geoff Ogilvy,86,-0.643
47,48,48,Davis Love III,85,-0.639
48,49,49,Luke Donald,88,-0.634
49,50,50,Kevin Sutherland,97,-0.633
50,51,51,Scott Verplank,97,-0.632
51,52,52,Jerry Kelly,108,-0.63
52,T53,T53,Stuart Appleby,90,-0.629
53,T53,T53,Peter Lonard,96,-0.629
54,T53,T53,Deane Pappas,75,-0.629
55,56,56,Esteban Toledo,109,-0.628
56,57,57,John Senden,111,-0.627
57,T58,T58,Stephen Ames,91,-0.622
58,T58,T58,Per-Ulrik Johansson,96,-0.622
59,T58,T58,Brett Quigley,92,-0.622
60,61,61,Steve Allan,53,-0.619
61,T62,T62,Robert Gamez,114,-0.615
62,T62,T62,Kenichi Kuboya,91,-0.615
63,64,64,Harrison Frazar,88,-0.61
64,65,65,Matt Kuchar,63,-0.607
65,T66,T66,Scott McCarron,86,-0.606
66,T66,T66,"Dave Stockton, Jr.",79,-0.606
67,T68,T68,Steve Flesch,110,-0.605
68,T68,T68,Kenny Perry,98,-0.605
69,70,70,Skip Kendall,110,-0.604
70,T71,T71,Kent Jones,74,-0.6
71,T71,T71,Ty Tryon,52,-0.6
72,T71,T71,Bob Tway,89,-0.6
73,74,74,Jeff Sluman,106,-0.595
74,75,75,Joe Durant,96,-0.5920000000000001
75,T76,T76,Billy Andrade,100,-0.59
76,T76,T76,Chris Smith,92,-0.59
77,78,78,Arron Oberholser,80,-0.588
78,79,79,Mark Calcavecchia,84,-0.586
79,T80,T80,Thomas Levet,85,-0.583
80,T80,T80,Nick Price,65,-0.583
81,T82,T82,Andy Miller,75,-0.581
82,T82,T82,Craig Perks,82,-0.581
83,84,84,Jeff Brehaut,110,-0.578
84,85,85,Steve Stricker,59,-0.5770000000000001
85,86,86,Stewart Cink,104,-0.5760000000000001
86,T87,T87,Spike McRoy,103,-0.5710000000000001
87,T87,T87,Adam Scott,52,-0.5710000000000001
88,T89,T89,Greg Chalmers,98,-0.568
89,T89,T89,Brad Faxon,97,-0.568
90,T89,T89,Cliff Kresge,102,-0.568
91,92,92,Aaron Baddeley,71,-0.565
92,93,93,Brent Geiberger,51,-0.563
93,94,94,Brent Schwarzrock,60,-0.561
94,T95,T95,Bob Estes,92,-0.5589999999999999
95,T95,T95,Billy Mayfair,105,-0.5589999999999999
96,97,97,Jonathan Byrd,101,-0.5579999999999999
97,98,98,Rod Pampling,87,-0.556
98,99,99,Jesper Parnevik,102,-0.551
99,100,100,Jay Don Blake,77,-0.5479999999999999
100,101,101,Kenneth Staton,59,-0.545
101,T102,T102,Chris Anderson,96,-0.5429999999999999
102,T102,T102,Tom Pernice Jr.,105,-0.5429999999999999
103,T102,T102,Dean Wilson,82,-0.5429999999999999
104,T105,T105,Rich Beem,80,-0.542
105,T105,T105,J.P. Hayes,79,-0.542
106,T107,T107,Chris DiMarco,98,-0.541
107,T107,T107,Brandt Jobe,77,-0.541
108,T107,T107,Frank Lickliter II,94,-0.541
109,T107,T107,Carl Pettersson,80,-0.541
110,111,111,Kirk Triplett,92,-0.54
111,112,112,Ian Leggatt,71,-0.536
112,113,113,Neal Lancaster,110,-0.535
113,114,114,Cameron Beckman,86,-0.5329999999999999
114,115,115,Justin Leonard,80,-0.528
115,116,116,Jim Carter,95,-0.526
116,117,117,Donnie Hammond,92,-0.525
117,118,118,Woody Austin,107,-0.523
118,119,119,Tommy Armour III,66,-0.52
119,120,120,Mathew Goggin,90,-0.517
120,121,121,Richard Johnson,89,-0.514
121,122,122,Mike Grob,83,-0.51
122,T123,T123,Jason Buha,61,-0.5
123,T123,T123,Ben Crane,94,-0.5
124,T123,T123,Ernie Els,65,-0.5
125,T123,T123,Andrew Magee,91,-0.5
126,T123,T123,Hal Sutton,81,-0.5
127,T123,T123,Hidemichi Tanaka,112,-0.5
128,129,129,Darron Stiles,93,-0.488
129,T130,T130,J.L. Lewis,99,-0.485
130,T130,T130,Mike Weir,80,-0.485
