,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
131,T132,T132,Michael Clark II,54,-0.483
132,T132,T132,Tim Clark,79,-0.483
133,134,134,Pat Bates,111,-0.48100000000000004
134,135,135,Brenden Pappas,105,-0.47700000000000004
135,T136,T136,Todd Fischer,97,-0.474
136,T136,T136,Brian Henninger,56,-0.474
137,T138,T138,Anthony Painter,87,-0.47200000000000003
138,T138,T138,Dicky Pride,73,-0.47200000000000003
139,T140,T140,Tom Gillis,71,-0.469
140,T140,T140,Steve Lowery,86,-0.469
141,142,142,Carl Paulson,101,-0.46799999999999997
142,143,143,Bob Burns,88,-0.467
143,144,144,Mark O'Meara,69,-0.462
144,145,145,Chris Riley,96,-0.455
145,146,146,Shaun Micheel,97,-0.442
146,147,147,Mark Wilson,82,-0.441
147,T148,T148,Robert Damron,96,-0.439
148,T148,T148,Gene Sauers,87,-0.439
149,150,150,Bernhard Langer,65,-0.435
150,T151,T151,Notah Begay III,92,-0.429
151,T151,T151,Joel Edwards,60,-0.429
152,T151,T151,Mike Heinen,89,-0.429
153,T151,T151,Scott Laycock,71,-0.429
154,155,155,Jeff Maggert,81,-0.424
155,156,156,Dudley Hart,66,-0.423
156,157,157,Alex Cejka,98,-0.42100000000000004
157,T158,T158,Briny Baird,113,-0.41700000000000004
158,T158,T158,Shigeki Maruyama,87,-0.41700000000000004
159,T158,T158,Loren Roberts,87,-0.41700000000000004
160,T158,T158,Garrett Willis,97,-0.41700000000000004
161,T162,T162,Paul Azinger,73,-0.409
162,T162,T162,Matt Gogel,77,-0.409
163,164,164,Vance Veazey,66,-0.405
164,165,165,Mark Brooks,90,-0.4
165,166,166,Steven Alker,87,-0.395
166,167,167,J.J. Henry,100,-0.39
167,168,168,Hank Kuehne,73,-0.385
168,169,169,Corey Pavin,88,-0.382
169,T170,T170,Brian Bateman,70,-0.375
170,T170,T170,Jay Williamson,93,-0.375
171,172,172,John Morgan,81,-0.371
172,173,173,Heath Slocum,101,-0.37
173,174,174,Doug Barron,90,-0.368
174,T175,T175,Rory Sabbatini,95,-0.33299999999999996
175,T175,T175,Akio Sadakata,83,-0.33299999999999996
176,177,177,Joey Sindelar,93,-0.319
177,178,178,John Daly,56,-0.318
178,179,179,John Riegger,55,-0.316
179,180,180,Fred Funk,112,-0.315
180,181,181,Kaname Yokoo,56,-0.3
181,182,182,Brad Elder,51,-0.261
182,183,183,Jason Caron,74,-0.258
183,T184,T184,Tom Byrum,97,-0.25
184,T184,T184,Len Mattiace,94,-0.25
185,186,186,John Maginnes,87,-0.24
186,187,187,Paul Goydos,86,-0.214
187,188,188,Jeff Klein,60,-0.1
188,189,189,Sergio Garcia,62,-0.091
189,190,190,Gavin Coles,69,0.188
