,Approaches_from_175-200_yards_RANK THIS WEEK,Approaches_from_175-200_yards_RANK LAST WEEK,Approaches_from_175-200_yards_PLAYER NAME,Approaches_from_175-200_yards_ROUNDS,Approaches_from_175-200_yards_AVG,Approaches_from_175-200_yards_TOTAL DISTANCE (FEET),Approaches_from_175-200_yards_# OF ATTEMPTS,Approaches_from_175-200_yards_RELATIVE TO PAR
0,1,1,Scott Verplank,97,"29' 3""",3278.0,112,E
1,2,2,Adam Scott,52,"29' 10""",774.9169999999999,26,-6
2,T3,T3,Paul Azinger,73,"30' 2""",2023.5829999999999,67,-4
3,T3,T3,Kenny Perry,98,"30' 2""",2080.25,69,-7
4,5,5,Chad Campbell,105,"30' 3""",2965.583,98,-10
5,T6,T6,Joe Durant,96,"30' 9""",2675.25,87,+4
6,T6,T6,Joey Sindelar,93,"30' 9""",3443.583,112,+5
7,T8,T8,Retief Goosen,69,"30' 10""",1512.25,49,-7
8,T8,T8,Davis Love III,85,"30' 10""",1939.9170000000001,63,-12
9,T10,T10,Tom Gillis,71,"31' 1""",2301.333,74,+2
10,T10,T10,Vijay Singh,106,"31' 1""",1987.9170000000001,64,-8
11,12,12,Robert Allenby,87,"31' 2""",1934.8329999999999,62,-8
12,T13,T13,Jim Furyk,104,"31' 3""",3281.25,105,-8
13,T13,T13,Brian Gay,100,"31' 3""",2846.917,91,E
14,T13,T13,Tim Herron,102,"31' 3""",2656.583,85,-8
15,16,16,Brent Schwarzrock,60,"31' 4""",1598.0,51,+1
16,T17,T17,Akio Sadakata,83,"31' 5""",2103.417,67,+10
17,T17,T17,Jeff Sluman,106,"31' 5""",2575.917,82,-7
18,T19,T19,Stewart Cink,104,"31' 6""",3086.5,98,-7
19,T19,T19,Jonathan Kaye,91,"31' 6""",2490.0,79,-6
20,21,21,Arron Oberholser,80,"31' 7""",2273.75,72,+3
21,T22,T22,Stephen Ames,91,"31' 8""",2279.167,72,-9
22,T22,T22,Per-Ulrik Johansson,96,"31' 8""",2629.833,83,-3
23,24,24,Paul Stankowski,67,"32' 1""",1926.0829999999999,60,-9
24,25,25,Tom Pernice Jr.,105,"32' 2""",2506.25,78,-8
25,26,26,Robert Gamez,114,"32' 3""",3322.167,103,-4
26,T27,T27,Fred Funk,112,"32' 6""",5064.833,156,-5
27,T27,T27,Hidemichi Tanaka,112,"32' 6""",4220.417,130,-5
28,T27,T27,Dean Wilson,82,"32' 6""",2436.333,75,+4
29,30,30,David Gossett,92,"32' 7""",2832.5,87,E
30,31,31,Rich Beem,80,"32' 9""",1801.5,55,-9
31,32,32,David Toms,90,"32' 10""",2496.25,76,-4
32,33,33,Heath Slocum,101,"32' 11""",4677.667,142,+9
33,34,34,Pat Perez,95,"33' 2""",2553.0,77,+5
34,T35,T35,Craig Barlow,95,"33' 3""",2827.167,85,-12
35,T35,T35,Mark Calcavecchia,84,"33' 3""",1963.5829999999999,59,+3
36,T35,T35,Darren Clarke,61,"33' 3""",1461.3329999999999,44,-10
37,T35,T35,Jeff Maggert,81,"33' 3""",3561.0,107,+5
38,39,39,Jay Haas,89,"33' 4""",2768.167,83,+7
39,T40,T40,Stuart Appleby,90,"33' 5""",1670.25,50,-2
40,T40,T40,Brian Bateman,70,"33' 5""",1905.6670000000001,57,-6
41,T40,T40,Todd Fischer,97,"33' 5""",3005.0,90,-2
42,T40,T40,Cliff Kresge,102,"33' 5""",3277.667,98,+11
43,T40,T40,Mike Sposa,72,"33' 5""",1303.25,39,-5
44,45,45,David Peoples,96,"33' 6""",3318.417,99,+7
45,T46,T46,Jason Gore,83,"33' 7""",2183.417,65,E
46,T46,T46,J.J. Henry,100,"33' 7""",3758.833,112,-4
47,T46,T46,Glen Hnatiuk,92,"33' 7""",4371.167,130,E
48,T46,T46,Rory Sabbatini,95,"33' 7""",2616.583,78,+1
49,T50,T50,Luke Donald,88,"33' 8""",3667.75,109,-1
50,T50,T50,Bob Estes,92,"33' 8""",3099.0,92,-3
51,T50,T50,Duffy Waldorf,90,"33' 8""",2893.75,86,-9
52,T53,T53,Justin Leonard,80,"33' 9""",2431.25,72,-1
53,T53,T53,Steve Lowery,86,"33' 9""",2463.333,73,-4
54,55,55,Andy Miller,75,"33' 10""",1656.1670000000001,49,+9
55,56,56,J.L. Lewis,99,"33' 11""",3085.833,91,+12
56,T57,T57,Chris DiMarco,98,"34' 0""",3566.083,105,-1
57,T57,T57,Dudley Hart,66,"34' 0""",1802.5829999999999,53,+9
58,T57,T57,Brian Henninger,56,"34' 0""",1599.8329999999999,47,+3
59,T57,T57,Shigeki Maruyama,87,"34' 0""",3061.167,90,+3
60,T57,T57,Mike Weir,80,"34' 0""",2210.25,65,E
61,T62,T62,Olin Browne,113,"34' 1""",5659.25,166,+4
62,T62,T62,José Coceres,62,"34' 1""",2658.833,78,+14
63,T62,T62,Mathew Goggin,90,"34' 1""",2179.833,64,+5
64,T65,T65,Frank Lickliter II,94,"34' 2""",3349.083,98,+2
65,T65,T65,Bob Tway,89,"34' 2""",2732.25,80,-8
66,T67,T67,Billy Andrade,100,"34' 3""",2844.25,83,+9
67,T67,T67,Scott Laycock,71,"34' 3""",2224.083,65,+9
68,T67,T67,Peter Lonard,96,"34' 3""",2668.25,78,-2
69,T70,T70,Ben Crane,94,"34' 4""",2642.917,77,-7
70,T70,T70,Paul Gow,62,"34' 4""",1751.75,51,+4
71,T70,T70,Paul Goydos,86,"34' 4""",3395.083,99,+4
72,T73,T73,Ernie Els,65,"34' 5""",1512.5,44,-5
73,T73,T73,Loren Roberts,87,"34' 5""",3886.667,113,+6
74,T75,T75,Bernhard Langer,65,"34' 6""",2758.75,80,-1
75,T75,T75,Tom Lehman,87,"34' 6""",2209.583,64,+12
76,T75,T75,Thomas Levet,85,"34' 6""",2206.167,64,+2
77,T75,T75,Scott McCarron,86,"34' 6""",1758.0829999999999,51,-3
78,T75,T75,Chris Riley,96,"34' 6""",3139.083,91,+2
79,80,80,Briny Baird,113,"34' 7""",3322.75,96,E
80,81,81,Rocco Mediate,80,"34' 8""",2914.417,84,-1
81,82,82,Tim Petrovic,108,"34' 9""",3754.583,108,+11
82,83,83,Tim Clark,79,"34' 10""",3274.75,94,+5
83,T84,T84,Greg Chalmers,98,"34' 11""",2865.417,82,-7
84,T84,T84,Rod Pampling,87,"34' 11""",1883.3329999999999,54,-4
85,86,86,Tom Byrum,97,"35' 0""",4481.5,128,+5
86,T87,T87,Robert Damron,96,"35' 1""",3997.583,114,+17
87,T87,T87,Joel Edwards,60,"35' 1""",2142.5,61,+9
88,T87,T87,Harrison Frazar,88,"35' 1""",1966.8329999999999,56,+2
89,T87,T87,Jerry Kelly,108,"35' 1""",4171.167,119,E
90,T87,T87,John Morgan,81,"35' 1""",2001.5829999999999,57,+5
91,92,92,Jay Williamson,93,"35' 3""",3274.5,93,+1
92,93,93,Carl Pettersson,80,"35' 5""",2689.333,76,-4
93,T94,T94,Cameron Beckman,86,"35' 6""",2981.5,84,E
94,T94,T94,Jay Don Blake,77,"35' 6""",2590.75,73,+11
95,T94,T94,Gene Sauers,87,"35' 6""",3230.25,91,+4
96,T97,T97,Steve Flesch,110,"35' 7""",3808.417,107,+1
97,T97,T97,Andrew Magee,91,"35' 7""",2452.417,69,+2
98,T99,T99,Bob Burns,88,"35' 8""",2784.25,78,+11
99,T99,T99,Kenichi Kuboya,91,"35' 8""",3426.167,96,+13
100,T99,T99,David Sutherland,77,"35' 8""",2392.167,67,E
101,T102,T102,Pat Bates,111,"35' 9""",4607.333,129,+5
102,T102,T102,Brandt Jobe,77,"35' 9""",1858.0,52,+1
103,T102,T102,Brett Quigley,92,"35' 9""",2145.083,60,E
104,T102,T102,Kenneth Staton,59,"35' 9""",1428.5829999999999,40,-2
105,T106,T106,Mike Grob,83,"35' 10""",2543.0,71,+6
106,T106,T106,Anthony Painter,87,"35' 10""",2295.333,64,+6
107,T106,T106,Nick Price,65,"35' 10""",2292.917,64,-2
108,T106,T106,Tiger Woods,74,"35' 10""",2219.667,62,+4
109,T110,T110,Fred Couples,71,"35' 11""",1474.25,41,-9
110,T110,T110,J.P. Hayes,79,"35' 11""",2728.333,76,E
111,T112,T112,Tommy Armour III,66,"36' 0""",1729.4170000000001,48,-5
112,T112,T112,Kent Jones,74,"36' 0""",3063.417,85,-7
113,T114,T114,Ben Curtis,69,"36' 1""",2780.083,77,+18
114,T114,T114,Glen Day,103,"36' 1""",3935.417,109,+9
115,T116,T116,Woody Austin,107,"36' 2""",2930.5,81,+2
116,T116,T116,Geoff Ogilvy,86,"36' 2""",2024.5,56,-3
117,T116,T116,Brenden Pappas,105,"36' 2""",2678.583,74,-6
118,T116,T116,Craig Perks,82,"36' 2""",1987.6670000000001,55,+3
119,T120,T120,Sergio Garcia,62,"36' 3""",979.0,27,-1
120,T120,T120,Neal Lancaster,110,"36' 3""",2643.833,73,-3
121,T120,T120,Shaun Micheel,97,"36' 3""",3118.75,86,-2
122,T123,T123,Doug Barron,90,"36' 4""",4285.667,118,+6
123,T123,T123,Notah Begay III,92,"36' 4""",4145.75,114,-1
124,T125,T125,Brad Faxon,97,"36' 5""",3313.25,91,E
125,T125,T125,John Huston,76,"36' 5""",2187.417,60,+2
126,T127,T127,Steve Allan,53,"36' 6""",1205.667,33,+10
127,T127,T127,John Rollins,89,"36' 6""",2629.833,72,+4
128,T127,T127,Kevin Sutherland,97,"36' 6""",2703.917,74,+6
129,T130,T130,Aaron Baddeley,71,"36' 8""",1981.5,54,-6
130,T130,T130,Mark Brooks,90,"36' 8""",3854.083,105,+12
131,T130,T130,Peter Jacobsen,75,"36' 8""",2308.25,63,+4
132,T133,T133,Todd Barranger,78,"36' 9""",1947.6670000000001,53,-4
133,T133,T133,Brad Elder,51,"36' 9""",1655.1670000000001,45,+7
134,T133,T133,"Dave Stockton, Jr.",79,"36' 9""",2795.583,76,+2
135,136,136,Darron Stiles,93,"36' 11""",3030.167,82,+7
136,T137,T137,Carlos Franco,99,"37' 0""",2884.75,78,-3
137,T137,T137,Matt Kuchar,63,"37' 0""",2330.5,63,+14
138,T137,T137,John Maginnes,87,"37' 0""",3476.75,94,+18
139,T137,T137,Corey Pavin,88,"37' 0""",4251.083,115,+7
140,T137,T137,Kirk Triplett,92,"37' 0""",3478.167,94,-10
141,T142,T142,Aaron Barber,94,"37' 1""",3155.5,85,+18
142,T142,T142,Skip Kendall,110,"37' 1""",4189.083,113,+3
143,T142,T142,Kaname Yokoo,56,"37' 1""",1855.25,50,+5
144,T145,T145,Jeff Brehaut,110,"37' 2""",3452.75,93,E
145,T145,T145,Richard Johnson,89,"37' 2""",4641.0,125,+15
146,T147,T147,Mark O'Meara,69,"37' 3""",2273.667,61,+10
147,T147,T147,John Riegger,55,"37' 3""",1899.25,51,-5
148,149,149,Garrett Willis,97,"37' 5""",3595.25,96,+3
149,T150,T150,Matt Gogel,77,"37' 6""",3077.417,82,+11
150,T150,T150,Cameron Yancey,58,"37' 6""",1800.9170000000001,48,+9
151,T152,T152,Ian Leggatt,71,"37' 9""",2038.4170000000001,54,+11
152,T152,T152,Billy Mayfair,105,"37' 9""",3701.333,98,+1
153,T152,T152,Chris Smith,92,"37' 9""",2338.083,62,+3
154,155,155,Mark Wilson,82,"38' 0""",3344.417,88,-4
155,T156,T156,David Frost,80,"38' 1""",4076.75,107,+6
156,T156,T156,Patrick Sheehan,101,"38' 1""",3161.333,83,-4
157,T158,T158,Alex Cejka,98,"38' 2""",3851.25,101,+6
158,T158,T158,Steve Stricker,59,"38' 2""",1449.8329999999999,38,+1
159,T160,T160,Chris Anderson,96,"38' 4""",3414.417,89,+2
160,T160,T160,Jonathan Byrd,101,"38' 4""",2605.0,68,+1
161,T160,T160,Dan Forsman,98,"38' 4""",4175.5,109,E
162,T160,T160,Jesper Parnevik,102,"38' 4""",3256.25,85,+8
163,164,164,Lee Janzen,83,"38' 6""",1962.8329999999999,51,+1
164,T165,T165,Dicky Pride,73,"38' 8""",2669.333,69,+2
165,T165,T165,Hal Sutton,81,"38' 8""",3013.917,78,+4
166,167,167,Gavin Coles,69,"38' 9""",3483.833,90,+20
167,T168,T168,Donnie Hammond,92,"38' 10""",4159.333,107,+15
168,T168,T168,Mike Heinen,89,"38' 10""",3108.667,80,+4
169,T170,T170,K.J. Choi,112,"38' 11""",2801.583,72,-6
170,T170,T170,John Daly,56,"38' 11""",972.6669999999999,25,-2
171,T172,T172,Marco Dawson,86,"39' 3""",1610.5,41,+2
172,T172,T172,Carl Paulson,101,"39' 3""",2984.167,76,+5
173,174,174,Phil Mickelson,87,"39' 5""",1417.75,36,-6
174,175,175,Len Mattiace,94,"39' 6""",3874.083,98,+2
175,176,176,John Senden,111,"39' 8""",4205.25,106,+14
176,177,177,Jim Carter,95,"39' 9""",4448.417,112,+21
177,T178,T178,Spike McRoy,103,"39' 10""",4462.75,112,+14
178,T178,T178,Vance Veazey,66,"39' 10""",1754.25,44,+5
179,T180,T180,Charles Howell III,120,"40' 1""",3528.417,88,-6
180,T180,T180,Hank Kuehne,73,"40' 1""",1403.4170000000001,35,-10
181,T180,T180,Esteban Toledo,109,"40' 1""",5206.083,130,+14
182,183,183,Deane Pappas,75,"40' 2""",2050.25,51,+3
183,184,184,Jeff Klein,60,"40' 8""",3009.333,74,+15
184,185,185,Brent Geiberger,51,"40' 9""",1384.5,34,-3
185,186,186,Steven Alker,87,"41' 2""",4036.667,98,+11
186,187,187,Jason Buha,61,"41' 10""",2299.417,55,+11
187,188,188,Ty Tryon,52,"42' 1""",1178.0,28,+5
188,189,189,Jason Caron,74,"42' 2""",1898.5829999999999,45,+13
189,190,190,Michael Clark II,54,"47' 1""",2542.417,54,+13
