,Approaches_from_75-100_yards_Rgh_RANK THIS WEEK,Approaches_from_75-100_yards_Rgh_RANK LAST WEEK,Approaches_from_75-100_yards_Rgh_PLAYER NAME,Approaches_from_75-100_yards_Rgh_ROUNDS,Approaches_from_75-100_yards_Rgh_AVG,Approaches_from_75-100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_75-100_yards_Rgh_# OF ATTEMPTS,Approaches_from_75-100_yards_Rgh_RELATIVE TO PAR
0,1,1,Brent Geiberger,51,"12' 6""",87.333,7,-1
1,2,2,Robert Damron,96,"15' 2""",151.583,10,-2
2,3,3,John Huston,76,"15' 5""",200.167,13,+3
3,4,4,Thomas Levet,85,"15' 10""",190.0,12,-4
4,5,5,Andy Miller,75,"17' 2""",343.5,20,-9
5,6,6,Olin Browne,113,"17' 5""",330.667,19,+1
6,7,7,Tiger Woods,74,"18' 0""",143.667,8,E
7,T8,T8,Tommy Armour III,66,"18' 3""",182.5,10,+1
8,T8,T8,Vance Veazey,66,"18' 3""",254.917,14,-1
9,10,10,José Coceres,62,"18' 4""",256.58299999999997,14,E
10,11,11,Tim Petrovic,108,"18' 7""",223.167,12,+1
11,12,12,Cameron Beckman,86,"18' 11""",340.667,18,-2
12,13,13,Chris Riley,96,"19' 3""",422.583,22,-1
13,T14,T14,Kenny Perry,98,"19' 5""",311.16700000000003,16,E
14,T14,T14,John Riegger,55,"19' 5""",213.333,11,+1
15,16,16,Richard Johnson,89,"19' 6""",136.417,7,E
16,17,17,Peter Jacobsen,75,"19' 7""",294.25,15,-2
17,18,18,Bernhard Langer,65,"20' 1""",160.417,8,E
18,19,19,Ben Crane,94,"20' 3""",324.41700000000003,16,+2
19,20,20,Phil Mickelson,87,"20' 4""",407.083,20,+1
20,21,21,Scott Laycock,71,"20' 5""",265.41700000000003,13,+2
21,22,22,Chris Smith,92,"20' 7""",433.0,21,-2
22,23,23,Duffy Waldorf,90,"20' 8""",309.66700000000003,15,-4
23,T24,T24,Stewart Cink,104,"20' 9""",311.0,15,-2
24,T24,T24,Jay Williamson,93,"20' 9""",269.25,13,+7
25,26,26,Kirk Triplett,92,"21' 0""",314.91700000000003,15,-3
26,27,27,Paul Azinger,73,"21' 1""",189.75,9,-4
27,28,28,Mark Brooks,90,"21' 2""",339.25,16,-6
28,T29,T29,Steven Alker,87,"21' 3""",403.25,19,-1
29,T29,T29,J.P. Hayes,79,"21' 3""",170.25,8,-1
30,31,31,Tom Lehman,87,"21' 5""",128.667,6,-1
31,T32,T32,Chad Campbell,105,"21' 6""",214.833,10,+1
32,T32,T32,Paul Gow,62,"21' 6""",279.5,13,E
33,34,34,David Sutherland,77,"21' 11""",196.917,9,-2
34,35,35,Todd Barranger,78,"22' 3""",444.417,20,+5
35,T36,T36,Bob Burns,88,"22' 4""",312.66700000000003,14,+2
36,T36,T36,Tom Gillis,71,"22' 4""",379.833,17,+1
37,38,38,Esteban Toledo,109,"22' 7""",452.167,20,-2
38,T39,T39,Woody Austin,107,"22' 8""",407.5,18,+1
39,T39,T39,Tim Herron,102,"22' 8""",249.583,11,+3
40,T39,T39,Shaun Micheel,97,"22' 8""",317.08299999999997,14,+1
41,T39,T39,Craig Perks,82,"22' 8""",454.0,20,+2
42,43,43,John Rollins,89,"22' 9""",204.75,9,E
43,T44,T44,Jonathan Byrd,101,"22' 10""",479.417,21,+1
44,T44,T44,Joey Sindelar,93,"22' 10""",320.0,14,+3
45,46,46,Chris DiMarco,98,"22' 11""",550.4169999999999,24,-2
46,47,47,Carl Pettersson,80,"23' 0""",322.0,14,+3
47,48,48,Carl Paulson,101,"23' 1""",391.833,17,+4
48,T49,T49,Mathew Goggin,90,"23' 2""",556.0,24,+9
49,T49,T49,David Toms,90,"23' 2""",301.0,13,-1
50,51,51,Dudley Hart,66,"23' 5""",210.833,9,+3
51,52,52,Joel Edwards,60,"23' 6""",141.083,6,+2
52,53,53,Billy Mayfair,105,"23' 7""",212.333,9,-1
53,T54,T54,Sergio Garcia,62,"23' 9""",261.0,11,+4
54,T54,T54,Glen Hnatiuk,92,"23' 9""",308.41700000000003,13,-2
55,T56,T56,K.J. Choi,112,"23' 10""",381.75,16,+3
56,T56,T56,Kent Jones,74,"23' 10""",190.5,8,+1
57,T58,T58,Pat Bates,111,"23' 11""",455.083,19,+4
58,T58,T58,Jason Caron,74,"23' 11""",478.833,20,+4
59,T58,T58,Shigeki Maruyama,87,"23' 11""",359.0,15,-2
60,T58,T58,Len Mattiace,94,"23' 11""",382.583,16,+8
61,62,62,Brett Quigley,92,"24' 0""",551.5,23,E
62,T63,T63,Cliff Kresge,102,"24' 1""",554.4169999999999,23,E
63,T63,T63,Pat Perez,95,"24' 1""",265.25,11,+3
64,T65,T65,Brian Gay,100,"24' 3""",460.917,19,+2
65,T65,T65,Paul Goydos,86,"24' 3""",582.0830000000001,24,+5
66,67,67,Nick Price,65,"24' 4""",170.5,7,+1
67,68,68,Brandt Jobe,77,"24' 5""",342.167,14,+2
68,69,69,Fred Couples,71,"24' 9""",222.667,9,-1
69,70,70,Scott Verplank,97,"24' 10""",297.58299999999997,12,+3
70,71,71,Jeff Brehaut,110,"25' 2""",578.5,23,+1
71,72,72,Greg Chalmers,98,"25' 3""",529.75,21,+3
72,73,73,Robert Gamez,114,"25' 4""",481.25,19,+8
73,74,74,Alex Cejka,98,"25' 5""",304.83299999999997,12,+3
74,75,75,Charles Howell III,120,"25' 7""",588.8330000000001,23,+5
75,T76,T76,Davis Love III,85,"25' 8""",333.25,13,-2
76,T76,T76,Spike McRoy,103,"25' 8""",411.167,16,+4
77,T76,T76,Mike Sposa,72,"25' 8""",512.6669999999999,20,+2
78,79,79,Dan Forsman,98,"25' 9""",412.5,16,E
79,80,80,Skip Kendall,110,"25' 10""",593.9169999999999,23,-1
80,81,81,David Frost,80,"26' 0""",572.0,22,+4
81,82,82,Dicky Pride,73,"26' 2""",313.5,12,-1
82,T83,T83,Luke Donald,88,"26' 4""",447.25,17,+4
83,T83,T83,Hal Sutton,81,"26' 4""",184.25,7,+2
84,85,85,Jay Don Blake,77,"26' 6""",423.833,16,+5
85,T86,T86,Andrew Magee,91,"26' 7""",451.917,17,+1
86,T86,T86,Mike Weir,80,"26' 7""",292.16700000000003,11,+2
87,T88,T88,Mark Calcavecchia,84,"26' 8""",507.0,19,-3
88,T88,T88,Retief Goosen,69,"26' 8""",346.75,13,E
89,90,90,Jeff Sluman,106,"26' 9""",374.833,14,+3
90,91,91,Kaname Yokoo,56,"26' 10""",429.417,16,+7
91,92,92,Briny Baird,113,"26' 11""",404.083,15,+3
92,T93,T93,Jonathan Kaye,91,"27' 0""",539.25,20,+10
93,T93,T93,Geoff Ogilvy,86,"27' 0""",323.58299999999997,12,+1
94,95,95,Brenden Pappas,105,"27' 1""",595.25,22,-1
95,T96,T96,Brad Faxon,97,"27' 5""",328.75,12,+1
96,T96,T96,Mike Grob,83,"27' 5""",383.25,14,+7
97,98,98,Jim Furyk,104,"27' 6""",330.0,12,+3
98,T99,T99,Todd Fischer,97,"27' 8""",526.3330000000001,19,E
99,T99,T99,Lee Janzen,83,"27' 8""",387.167,14,+5
100,T99,T99,Brent Schwarzrock,60,"27' 8""",414.5,15,+2
101,102,102,Mark O'Meara,69,"27' 9""",277.25,10,-2
102,103,103,J.L. Lewis,99,"27' 11""",446.917,16,+6
103,104,104,Neal Lancaster,110,"28' 1""",787.0,28,+3
104,105,105,Deane Pappas,75,"28' 2""",902.4169999999999,32,E
105,106,106,Harrison Frazar,88,"28' 3""",677.75,24,-2
106,107,107,Arron Oberholser,80,"28' 6""",370.25,13,-2
107,T108,T108,Stuart Appleby,90,"28' 7""",485.25,17,+8
108,T108,T108,Jim Carter,95,"28' 7""",343.417,12,+3
109,T108,T108,John Morgan,81,"28' 7""",856.3330000000001,30,+9
110,T108,T108,Anthony Painter,87,"28' 7""",514.75,18,+6
111,112,112,Glen Day,103,"28' 10""",576.75,20,+1
112,113,113,Rich Beem,80,"29' 1""",669.75,23,+2
113,T114,T114,Fred Funk,112,"29' 6""",472.25,16,+3
114,T114,T114,Heath Slocum,101,"29' 6""",383.417,13,+6
