,GIR_Percentage_-_175-200_yards_RANK THIS WEEK,GIR_Percentage_-_175-200_yards_RANK LAST WEEK,GIR_Percentage_-_175-200_yards_PLAYER NAME,GIR_Percentage_-_175-200_yards_ROUNDS,GIR_Percentage_-_175-200_yards_%,GIR_Percentage_-_175-200_yards_GREENS HIT,GIR_Percentage_-_175-200_yards_TOTAL HOLES,GIR_Percentage_-_175-200_yards_RELATIVE TO PAR
0,1,1,J.J. Henry,100,64.56,102,158,-0.10
1,2,2,Tom Gillis,71,64.29,63,98,-0.06
2,3,3,Brent Schwarzrock,60,63.89,46,72,+0.02
3,4,4,Briny Baird,113,63.64,84,132,E
4,5,5,Joe Durant,96,63.55,68,107,-0.03
5,6,6,Retief Goosen,69,61.11,44,72,-0.11
6,7,7,Brett Quigley,92,60.87,56,92,-0.07
7,8,8,Justin Leonard,80,60.17,71,118,-0.14
8,9,9,David Sutherland,77,59.55,53,89,-0.04
9,10,10,Hal Sutton,81,59.18,58,98,-0.07
10,11,11,Mike Weir,80,58.42,59,101,-0.02
11,12,12,Olin Browne,113,58.3,130,223,-0.13
12,13,13,Duffy Waldorf,90,57.89,66,114,-0.11
13,14,14,Chad Campbell,105,57.63,68,118,-0.07
14,15,15,Jonathan Kaye,91,57.5,69,120,-0.10
15,16,16,Jeff Sluman,106,56.56,69,122,-0.12
16,17,17,Kenny Perry,98,56.41,44,78,-0.20
17,18,18,David Peoples,96,56.2,77,137,E
18,19,19,Jay Williamson,93,55.74,68,122,-0.10
19,20,20,Darron Stiles,93,55.21,53,96,-0.09
20,21,21,Bob Tway,89,55.2,69,125,-0.16
21,22,22,Scott McCarron,86,55.17,48,87,-0.13
22,23,23,Jim Furyk,104,55.07,76,138,-0.13
23,24,24,Shaun Micheel,97,55.04,71,129,-0.01
24,25,25,Bernhard Langer,65,54.95,61,111,-0.07
25,26,26,Jason Gore,83,54.81,57,104,-0.07
26,27,27,Joey Sindelar,93,54.79,80,146,-0.11
27,28,28,Fred Funk,112,54.77,109,199,-0.16
28,T29,T29,Jerry Kelly,108,54.43,86,158,-0.12
29,T29,T29,Vijay Singh,106,54.43,43,79,-0.07
30,31,31,Billy Mayfair,105,54.07,73,135,-0.10
31,32,32,Chris Anderson,96,53.97,68,126,-0.12
32,33,33,Pat Bates,111,53.93,96,178,-0.08
33,34,34,Hidemichi Tanaka,112,53.71,94,175,-0.17
34,35,35,Stephen Ames,91,53.6,67,125,-0.21
35,36,36,Shigeki Maruyama,87,53.57,75,140,-0.09
36,37,37,Harrison Frazar,88,53.09,43,81,E
37,38,38,Tommy Armour III,66,53.03,35,66,-0.14
38,39,39,Dicky Pride,73,52.94,54,102,-0.20
39,40,40,Andrew Magee,91,52.88,55,104,-0.16
40,41,41,Todd Fischer,97,52.8,66,125,-0.17
41,42,42,Carlos Franco,99,52.67,69,131,-0.14
42,43,43,Loren Roberts,87,52.63,80,152,-0.16
43,44,44,David Gossett,92,52.54,62,118,-0.06
44,45,45,Jeff Brehaut,110,52.42,65,124,-0.12
45,46,46,David Frost,80,52.41,76,145,-0.05
46,47,47,Paul Azinger,73,52.25,58,111,-0.14
47,48,48,Tim Petrovic,108,52.2,83,159,-0.10
48,T49,T49,Luke Donald,88,52.17,84,161,-0.10
49,T49,T49,John Huston,76,52.17,48,92,-0.08
50,T49,T49,John Riegger,55,52.17,36,69,-0.17
51,52,52,Robert Gamez,114,52.11,74,142,-0.18
52,53,53,Glen Hnatiuk,92,52.05,89,171,-0.18
53,54,54,Mike Grob,83,51.96,53,102,-0.06
54,55,55,Hank Kuehne,73,51.92,27,52,+0.07
55,56,56,Dean Wilson,82,51.82,57,110,-0.04
56,57,57,Davis Love III,85,51.76,44,85,-0.25
57,58,58,Stewart Cink,104,51.63,79,153,-0.16
58,59,59,Neal Lancaster,110,51.61,64,124,-0.11
59,60,60,Tim Herron,102,51.56,66,128,-0.12
60,61,61,Tom Lehman,87,51.55,50,97,E
61,62,62,Mike Heinen,89,51.52,51,99,+0.02
62,63,63,Dudley Hart,66,51.35,38,74,-0.03
63,64,64,Rod Pampling,87,51.32,39,76,-0.03
64,65,65,Scott Verplank,97,51.28,80,156,-0.09
65,66,66,David Toms,90,51.2,64,125,-0.20
66,67,67,Jonathan Byrd,101,50.98,52,102,E
67,68,68,Spike McRoy,103,50.91,84,165,-0.06
68,69,69,Tom Byrum,97,50.88,87,171,-0.15
69,70,70,Ernie Els,65,50.75,34,67,-0.15
70,71,71,Carl Pettersson,80,50.42,60,119,-0.20
71,72,72,Gene Sauers,87,50.38,66,131,-0.05
72,73,73,John Senden,111,50.33,77,153,E
73,74,74,Heath Slocum,101,50.28,91,181,-0.11
74,T75,T75,Aaron Barber,94,50.0,62,124,-0.08
75,T75,T75,Brian Bateman,70,50.0,39,78,-0.10
76,T75,T75,Charles Howell III,120,50.0,69,138,-0.12
77,T75,T75,Kenichi Kuboya,91,50.0,76,152,-0.09
78,T75,T75,Steve Lowery,86,50.0,48,96,+0.10
79,T75,T75,Jeff Maggert,81,50.0,67,134,-0.21
80,T81,T81,Donnie Hammond,92,49.67,76,153,-0.07
81,T81,T81,Skip Kendall,110,49.67,76,153,-0.14
82,83,83,Cliff Kresge,102,49.63,67,135,-0.07
83,84,84,Kirk Triplett,92,49.61,63,127,-0.10
84,85,85,Per-Ulrik Johansson,96,49.6,62,125,-0.18
85,86,86,Kevin Sutherland,97,49.51,51,103,+0.04
86,87,87,Paul Stankowski,67,49.48,48,97,-0.15
87,88,88,Paul Gow,62,49.4,41,83,-0.07
88,89,89,Paul Goydos,86,49.32,72,146,-0.19
89,90,90,Frank Lickliter II,94,49.31,71,144,-0.14
90,91,91,Mark Brooks,90,49.3,70,142,-0.11
91,92,92,Alex Cejka,98,49.29,69,140,-0.13
92,93,93,Mark Wilson,82,49.12,56,114,-0.13
93,94,94,Richard Johnson,89,49.07,79,161,-0.13
94,95,95,Robert Allenby,87,49.02,50,102,-0.24
95,96,96,Dan Forsman,98,49.01,74,151,-0.09
96,97,97,Jay Haas,89,48.95,70,143,-0.07
97,T98,T98,Chris DiMarco,98,48.94,69,141,-0.22
98,T98,T98,Chris Smith,92,48.94,46,94,-0.04
99,100,100,Bob Estes,92,48.85,64,131,-0.02
100,101,101,Tom Pernice Jr.,105,48.76,59,121,-0.10
101,102,102,"Dave Stockton, Jr.",79,48.7,56,115,-0.18
102,103,103,Craig Barlow,95,48.33,58,120,-0.16
103,104,104,Rich Beem,80,48.24,41,85,-0.12
104,105,105,Steve Flesch,110,48.19,80,166,-0.08
105,106,106,Steve Allan,53,48.15,26,54,E
106,107,107,Brent Geiberger,51,48.08,25,52,-0.12
107,108,108,Patrick Sheehan,101,48.04,49,102,-0.04
108,109,109,Kaname Yokoo,56,48.0,36,75,-0.06
109,110,110,Bob Burns,88,47.97,59,123,-0.07
110,111,111,Mathew Goggin,90,47.87,45,94,E
111,112,112,Woody Austin,107,47.83,55,115,-0.13
112,113,113,Aaron Baddeley,71,47.73,42,88,-0.02
113,114,114,Jim Carter,95,47.71,73,153,-0.07
114,115,115,John Rollins,89,47.62,40,84,-0.13
115,116,116,Ben Crane,94,47.41,64,135,-0.11
116,117,117,Billy Andrade,100,47.37,63,133,-0.06
117,118,118,Greg Chalmers,98,47.33,62,131,-0.16
118,119,119,Rory Sabbatini,95,47.32,53,112,-0.02
119,120,120,Rocco Mediate,80,47.27,52,110,-0.23
120,121,121,Doug Barron,90,47.2,76,161,-0.08
121,122,122,John Morgan,81,47.13,41,87,E
122,T123,T123,José Coceres,62,47.12,49,104,-0.12
123,T123,T123,Tiger Woods,74,47.12,49,104,-0.04
124,125,125,Robert Damron,96,47.06,72,153,-0.07
125,126,126,Scott Laycock,71,47.0,47,100,-0.11
126,127,127,Cameron Yancey,58,46.97,31,66,-0.03
127,128,128,Ian Leggatt,71,46.91,38,81,+0.03
128,129,129,Notah Begay III,92,46.85,67,143,-0.24
129,130,130,Corey Pavin,88,46.84,74,158,-0.19
130,131,131,Glen Day,103,46.79,73,156,-0.07
131,132,132,Esteban Toledo,109,46.6,89,191,-0.09
132,133,133,Joel Edwards,60,46.59,41,88,+0.02
133,134,134,Geoff Ogilvy,86,46.51,40,86,-0.23
134,135,135,Kent Jones,74,46.36,51,110,-0.16
135,136,136,Ben Curtis,69,46.3,50,108,+0.02
136,137,137,Michael Clark II,54,46.25,37,80,E
137,138,138,Tim Clark,79,46.21,61,132,-0.11
138,139,139,Matt Kuchar,63,46.08,47,102,-0.02
139,140,140,Mark O'Meara,69,45.98,40,87,-0.20
140,141,141,Deane Pappas,75,45.83,33,72,-0.12
141,142,142,J.L. Lewis,99,45.8,60,131,E
142,143,143,Mike Sposa,72,45.71,32,70,-0.13
143,T144,T144,Brad Elder,51,45.59,31,68,-0.19
144,T144,T144,John Maginnes,87,45.59,62,136,-0.10
145,146,146,Peter Jacobsen,75,45.56,41,90,-0.15
146,147,147,Pat Perez,95,45.22,52,115,-0.13
147,148,148,Brian Henninger,56,45.21,33,73,-0.12
148,149,149,Nick Price,65,45.19,47,104,-0.11
149,T150,T150,Cameron Beckman,86,44.63,54,121,-0.07
150,T150,T150,Matt Gogel,77,44.63,54,121,-0.11
151,152,152,Mark Calcavecchia,84,44.55,45,101,-0.13
152,153,153,Brian Gay,100,44.36,59,133,-0.14
153,154,154,Carl Paulson,101,44.25,50,113,-0.14
154,155,155,Phil Mickelson,87,44.23,23,52,-0.17
155,156,156,Jason Buha,61,44.19,38,86,-0.08
156,157,157,Steven Alker,87,44.06,63,143,-0.10
157,158,158,Darren Clarke,61,44.0,22,50,-0.09
158,159,159,Brenden Pappas,105,43.93,47,107,-0.21
159,160,160,Peter Lonard,96,43.86,50,114,-0.06
160,161,161,Stuart Appleby,90,43.75,35,80,-0.06
161,162,162,Garrett Willis,97,43.7,59,135,-0.08
162,T163,T163,Len Mattiace,94,43.66,62,142,-0.15
163,T163,T163,Chris Riley,96,43.66,62,142,-0.08
164,165,165,Ty Tryon,52,43.64,24,55,+0.08
165,166,166,Jay Don Blake,77,43.4,46,106,-0.02
166,167,167,Jeff Klein,60,43.3,42,97,-0.07
167,168,168,Thomas Levet,85,43.24,48,111,-0.04
168,169,169,Todd Barranger,78,43.06,31,72,-0.03
169,170,170,Kenneth Staton,59,42.86,24,56,-0.17
170,171,171,J.P. Hayes,79,42.64,55,129,-0.24
171,172,172,Brad Faxon,97,42.6,72,169,-0.21
172,173,173,Akio Sadakata,83,42.57,43,101,-0.07
173,174,174,Brandt Jobe,77,42.53,37,87,-0.11
174,175,175,Jason Caron,74,42.47,31,73,E
175,176,176,Arron Oberholser,80,42.42,56,132,-0.05
176,177,177,K.J. Choi,112,42.2,46,109,-0.02
177,178,178,Marco Dawson,86,41.67,35,84,-0.09
178,179,179,Jesper Parnevik,102,41.35,55,133,E
179,180,180,Fred Couples,71,40.74,33,81,-0.18
180,181,181,Anthony Painter,87,40.59,41,101,-0.10
181,182,182,Lee Janzen,83,40.22,37,92,-0.05
182,183,183,Craig Perks,82,40.0,34,85,-0.06
183,184,184,Gavin Coles,69,38.52,47,122,-0.02
184,185,185,Andy Miller,75,38.1,32,84,+0.03
185,186,186,Vance Veazey,66,35.44,28,79,E
186,187,187,Steve Stricker,59,34.15,28,82,-0.14
187,T188,T188,Sergio Garcia,62,33.33,15,45,-0.13
